[Balance] --- Log dump (200421 bytes, 2135 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,2.00,-0.12,0.00,0.00,0.00,0.00,99.28,104.47,0.03,-0.02,3.94,3.56,0.00,0.00,0.00,0
40,1,2.00,-0.10,0.00,0.00,0.00,0.00,99.28,104.47,0.03,-0.02,3.94,3.56,0.00,0.00,0.00,0
60,1,2.01,-0.06,0.00,0.00,0.00,0.00,99.28,104.47,0.03,0.02,3.94,3.56,0.00,0.00,0.00,0
81,1,2.02,0.11,0.00,0.00,0.00,0.00,99.28,104.47,0.02,0.02,3.95,3.57,0.00,0.00,0.00,0
101,1,2.09,1.00,0.00,0.00,0.00,0.00,99.28,104.47,0.02,0.02,3.96,3.58,0.00,0.00,0.00,0
120,1,2.21,2.47,0.00,0.00,0.00,0.00,99.28,104.47,0.02,0.02,3.97,3.59,0.00,0.00,0.00,0
140,1,2.31,3.22,0.00,0.00,0.00,0.00,99.28,104.47,0.02,0.02,3.99,3.60,0.00,0.00,0.00,0
160,1,2.43,3.82,0.00,0.00,0.00,0.00,99.28,104.47,0.02,0.02,4.00,3.61,0.00,0.00,0.00,0
181,1,2.54,4.36,0.00,0.00,0.00,0.00,99.28,104.47,0.02,0.02,4.01,3.63,0.00,0.00,0.00,0
200,1,2.67,4.82,0.00,0.00,0.00,0.00,99.28,104.47,0.02,0.02,4.03,3.64,0.00,0.00,0.00,0
220,1,2.82,5.44,0.00,0.00,0.00,0.00,99.28,104.48,0.02,0.01,4.04,3.64,0.00,0.00,0.00,0
240,1,3.04,7.10,0.00,0.00,0.00,0.00,99.28,104.48,0.01,0.01,4.05,3.65,0.00,0.00,0.00,0
260,1,3.37,9.93,0.00,0.00,0.00,0.00,99.28,104.48,0.01,0.01,4.07,3.66,0.00,0.00,0.00,0
281,1,3.80,13.49,0.00,0.00,0.00,0.00,99.28,104.48,0.01,0.01,4.08,3.68,0.00,0.00,0.00,0
301,1,4.26,16.39,0.00,0.00,0.00,0.00,99.28,104.48,0.01,0.01,4.09,3.69,0.00,0.00,0.00,0
320,1,4.72,18.25,0.00,0.00,0.00,0.00,99.28,104.48,0.01,0.01,4.11,3.70,0.00,0.00,0.00,0
340,1,5.13,19.12,0.00,0.00,0.00,0.00,99.28,104.48,0.01,0.01,4.12,3.71,0.00,0.00,0.00,0
