# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0500
# arm_bal_ki=0.0250
# arm_bal_kd=0.0150
# arm_bal_max_frac=0.5000
# arm_bal_frac_rate=0.3000
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.50
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
19,1,0.99,-0.07,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,3.92,3.53,0.00,0.00,0.00,0
39,1,0.99,-0.09,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,3.92,3.53,0.00,0.00,0.00,0
59,1,0.99,-0.08,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,3.92,3.54,0.00,0.00,0.00,0
79,1,0.99,-0.13,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,3.93,3.55,0.00,0.00,0.00,0
100,1,1.01,0.09,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,3.95,3.56,0.00,0.00,0.00,0
119,1,1.03,0.38,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,0.00,3.96,3.57,0.00,0.00,0.00,0
139,1,1.10,1.21,0.00,0.00,0.00,0.0000,-2.50,4.14,0.04,0.00,3.97,3.58,0.00,0.00,0.00,0
159,1,1.19,2.25,0.00,0.00,0.00,0.0000,-2.50,4.14,0.04,0.00,3.98,3.59,0.00,0.00,0.00,0
179,1,1.29,3.06,0.00,0.00,0.00,0.0000,-2.50,4.14,0.04,0.00,4.00,3.60,0.00,0.00,0.00,0
200,1,1.39,3.67,0.00,0.00,0.00,0.0000,-2.50,4.14,0.04,0.00,4.01,3.61,0.00,0.00,0.00,0
219,1,1.49,4.05,0.00,0.00,0.00,0.0000,-2.50,4.14,0.04,0.00,4.02,3.62,0.00,0.00,0.00,0
239,1,1.60,4.46,0.00,0.00,0.00,0.0000,-2.50,4.14,0.04,0.00,4.04,3.63,0.00,0.00,0.00,0
259,1,1.81,6.16,0.00,0.00,0.00,0.0000,-2.50,4.14,0.04,0.00,4.05,3.64,0.00,0.00,0.00,0
279,1,2.09,8.59,0.00,0.00,0.00,0.0000,-2.50,4.15,0.04,0.03,4.07,3.65,0.00,0.00,0.00,0
300,1,2.49,12.17,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.03,4.08,3.66,0.00,0.00,0.00,0
320,1,2.92,15.12,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.03,4.09,3.67,0.00,0.00,0.00,0
339,1,3.38,17.34,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.03,4.11,3.68,0.00,0.00,0.00,0
359,1,3.83,18.68,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.03,4.12,3.69,0.00,0.00,0.00,0
379,1,4.26,19.41,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.03,4.14,3.70,0.00,0.00,0.00,0
400,1,4.69,19.94,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.03,4.15,3.71,0.00,0.00,0.00,0
419,1,5.12,20.37,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.03,4.16,3.73,0.00,0.00,0.00,0
439,1,5.56,20.97,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,-0.03,4.18,3.74,0.00,0.00,0.00,0
459,1,6.02,21.55,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.04,-0.03,4.19,3.75,0.00,0.00,0.00,0
479,1,6.48,22.03,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.04,-0.03,4.21,3.76,0.00,0.00,0.00,0
499,1,6.95,22.51,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.04,-0.03,4.22,3.77,0.00,0.00,0.00,0
519,1,7.44,23.05,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.04,-0.03,4.23,3.79,0.00,0.00,0.00,0
539,1,7.94,23.55,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.04,-0.03,4.25,3.80,0.00,0.00,0.00,0
559,1,8.43,23.92,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.04,-0.03,4.26,3.81,0.00,0.00,0.00,0
579,1,8.93,24.14,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.04,-0.03,4.28,3.82,0.00,0.00,0.00,0
600,1,9.43,24.48,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.04,-0.01,4.29,3.84,0.00,0.00,0.00,0
619,1,9.94,24.75,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,-0.01,4.30,3.85,0.00,0.00,0.00,0
639,1,10.46,25.06,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,-0.01,4.32,3.86,0.00,0.00,0.00,0
659,1,10.98,25.23,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,-0.01,4.33,3.88,0.00,0.00,0.00,0
679,1,11.50,25.49,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,-0.01,4.35,3.89,0.00,0.00,0.00,0
700,1,12.04,25.91,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,-0.01,4.36,3.90,0.00,0.00,0.00,0
720,1,12.57,26.18,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,-0.01,4.37,3.92,0.00,0.00,0.00,0
739,1,13.11,26.27,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,-0.01,4.39,3.93,0.00,0.00,0.00,0
759,1,13.64,26.29,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.01,4.40,3.94,0.00,0.00,0.00,0
779,1,14.18,26.52,0.00,0.00,0.00,0.0000,-2.50,4.15,0.02,0.01,4.42,3.96,0.00,0.00,0.00,0
800,1,14.72,26.67,0.00,0.00,0.00,0.0000,-2.50,4.15,0.02,0.01,4.43,3.97,0.00,0.00,0.00,0
819,1,15.26,26.69,0.00,0.00,0.00,0.0000,-2.50,4.15,0.02,0.01,4.44,3.98,0.00,0.00,0.00,0
839,1,15.80,26.72,0.00,0.00,0.00,0.0000,-2.50,4.15,0.02,0.01,4.46,4.00,0.00,0.00,0.00,0
859,1,16.34,26.90,0.00,0.00,0.00,0.0000,-2.50,4.15,0.02,0.01,4.47,4.01,0.00,0.00,0.00,0
879,1,16.89,27.07,0.00,0.00,0.00,0.0000,-2.50,4.15,0.02,0.01,4.49,4.02,0.00,0.00,0.00,0
900,1,17.45,27.40,0.00,0.00,0.00,0.0000,-2.50,4.15,0.02,0.01,4.50,4.04,0.00,0.00,0.00,0
920,1,18.00,27.55,0.00,0.00,0.00,0.0000,-2.50,4.15,0.02,0.04,4.51,4.05,0.00,0.00,0.00,0
939,1,18.56,27.57,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.04,4.53,4.07,0.00,0.00,0.00,0
959,1,19.12,27.79,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.04,4.54,4.08,0.00,0.00,0.00,0
979,1,19.69,27.85,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.04,4.56,4.09,0.00,0.00,0.00,0
1000,1,20.26,27.87,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.04,4.57,4.11,0.00,0.00,0.00,0
1019,1,20.82,27.90,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.04,4.59,4.12,0.00,0.00,0.00,0
1039,1,21.39,28.04,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.04,4.60,4.14,0.00,0.00,0.00,0
1059,1,21.96,28.09,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.04,4.61,4.15,0.00,0.00,0.00,0
1079,1,22.53,28.18,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,-0.00,4.63,4.16,0.00,0.00,0.00,0
1100,1,23.10,28.19,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.00,4.64,4.18,0.00,0.00,0.00,0
1120,1,23.67,28.25,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.00,4.66,4.19,0.00,0.00,0.00,0
1139,1,24.25,28.32,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.00,4.67,4.21,0.00,0.00,0.00,0
1159,1,24.83,28.44,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.00,4.68,4.22,0.00,0.00,0.00,0
1179,1,25.41,28.60,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.00,4.70,4.23,0.00,0.00,0.00,0
1200,1,25.99,28.74,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.00,4.71,4.25,0.00,0.00,0.00,0
1219,1,26.59,29.05,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.00,4.73,4.26,0.00,0.00,0.00,0
1239,1,27.18,29.14,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,0.01,4.74,4.28,0.00,0.00,0.00,0
1259,1,27.77,29.02,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.01,4.76,4.29,0.00,0.00,0.00,0
1278,1,28.20,29.01,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.01,4.77,4.30,0.00,0.00,0.00,0
1301,1,28.94,29.17,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.01,4.78,4.32,0.00,0.00,0.00,0
1319,1,29.54,29.27,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.01,4.80,4.33,0.00,0.00,0.00,0
1339,1,30.13,29.45,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.01,4.81,4.35,0.00,0.00,0.00,0
1359,1,30.72,29.44,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.01,4.83,4.36,0.00,0.00,0.00,0
1379,1,31.29,28.81,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.01,4.84,4.37,0.00,0.00,0.00,0
1399,1,31.82,27.75,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,-0.01,4.85,4.38,0.00,0.00,0.00,0
1420,1,32.28,25.97,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,-0.01,4.87,4.39,0.00,0.00,0.00,0
1439,1,32.70,24.08,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,-0.01,4.88,4.40,0.00,0.00,0.00,0
1459,1,33.07,22.24,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,-0.01,4.90,4.41,0.00,0.00,0.00,0
1479,1,33.42,20.84,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,-0.01,4.91,4.42,0.00,0.00,0.00,0
1499,1,33.77,20.05,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,-0.01,4.92,4.43,0.00,0.00,0.00,0
1519,1,34.14,19.75,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,-0.01,4.94,4.44,0.00,0.00,0.00,0
1539,1,34.55,19.99,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,-0.01,4.95,4.45,0.00,0.00,0.00,0
1559,1,34.96,20.16,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,4.97,4.46,0.00,0.00,0.00,0
1579,1,35.38,20.27,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,4.98,4.47,0.00,0.00,0.00,0
1599,1,35.80,20.21,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.00,4.48,0.00,0.00,0.00,0
1620,1,36.21,19.93,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.01,4.49,0.00,0.00,0.00,0
1639,1,36.60,19.47,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.02,4.49,0.00,0.00,0.00,0
1659,1,36.96,18.92,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.04,4.50,0.00,0.00,0.00,0
1679,1,37.32,18.48,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.05,4.51,0.00,0.00,0.00,0
1699,1,37.68,18.32,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.07,4.52,0.00,0.00,0.00,0
1720,1,38.04,18.36,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,-0.02,5.08,4.53,0.00,0.00,0.00,0
1739,1,38.43,18.58,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.01,-0.02,5.09,4.54,0.00,0.00,0.00,0
1759,1,38.82,18.72,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.01,-0.02,5.11,4.55,0.00,0.00,0.00,0
1779,1,39.21,18.60,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.01,-0.02,5.12,4.55,0.00,0.00,0.00,0
1799,1,39.58,18.33,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.01,-0.02,5.13,4.56,0.00,0.00,0.00,0
1820,1,39.93,17.93,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.01,-0.02,5.15,4.57,0.00,0.00,0.00,0
1839,1,40.28,17.59,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.01,-0.02,5.16,4.58,0.00,0.00,0.00,0
1859,1,40.62,17.37,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.01,-0.02,5.17,4.59,0.00,0.00,0.00,0
1879,1,40.96,17.22,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.01,0.02,5.18,4.59,0.00,0.00,0.00,0
1899,1,41.31,17.25,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.20,4.60,0.00,0.00,0.00,0
1919,1,41.67,17.26,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.21,4.61,0.00,0.00,0.00,0
1939,1,42.02,17.10,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.22,4.62,0.00,0.00,0.00,0
1959,1,42.36,16.84,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.23,4.62,0.00,0.00,0.00,0
1979,1,42.68,16.31,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.25,4.63,0.00,0.00,0.00,0
1999,1,42.99,15.86,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.26,4.64,0.00,0.00,0.00,0
2020,1,43.31,15.84,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.02,5.27,4.65,0.00,0.00,0.00,0
2039,1,43.63,15.99,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.03,5.28,4.65,0.00,0.00,0.00,0
2059,1,43.98,16.34,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.03,5.29,4.66,0.00,0.00,0.00,0
2079,1,44.33,16.56,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.03,5.31,4.67,0.00,0.00,0.00,0
2099,1,44.69,16.81,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.03,5.32,4.67,0.00,0.00,0.00,0
2120,1,45.04,16.80,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.03,5.33,4.68,0.00,0.00,0.00,0
2139,1,45.37,16.48,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.03,5.34,4.69,0.00,0.00,0.00,0
2159,1,45.69,16.14,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.03,5.35,4.70,0.00,0.00,0.00,0
2179,1,45.99,15.73,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.03,5.36,4.70,0.00,0.00,0.00,0
2199,1,46.29,15.34,0.00,0.00,0.00,0.0000,-2.50,4.15,0.01,0.01,5.37,4.71,0.00,0.00,0.00,0
2220,1,46.59,15.12,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.01,5.38,4.72,0.00,0.00,0.00,0
2239,1,46.88,14.94,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.01,5.39,4.72,0.00,0.00,0.00,0
2259,1,47.19,14.92,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.01,5.40,4.73,0.00,0.00,0.00,0
2279,1,47.50,14.91,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.01,5.41,4.74,0.00,0.00,0.00,0
2299,1,47.81,15.02,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.01,5.42,4.74,0.00,0.00,0.00,0
2320,1,48.12,15.09,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.01,5.44,4.75,0.00,0.00,0.00,0
2339,1,48.43,15.20,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,0.01,5.45,4.76,0.00,0.00,0.00,0
2359,1,48.74,15.14,0.00,0.00,0.00,0.0000,-2.50,4.15,0.06,-0.04,5.46,4.76,0.00,0.00,0.00,0
2379,1,49.05,14.89,0.00,0.00,0.00,0.0000,-2.50,4.15,0.00,-0.04,5.47,4.77,0.00,0.00,0.00,0
2399,1,49.34,14.60,0.00,0.00,0.00,0.0000,-2.50,4.15,0.00,-0.04,5.48,4.77,0.00,0.00,0.00,0
2419,1,49.62,14.37,0.00,0.00,0.00,0.0000,-2.50,4.15,0.00,-0.04,5.49,4.78,0.00,0.00,0.00,0
2439,1,49.91,14.18,0.00,0.00,0.00,0.0000,-2.50,4.15,0.00,-0.04,5.49,4.79,0.00,0.00,0.00,0
2459,1,50.20,14.06,0.00,0.00,0.00,0.0000,-2.50,4.15,0.00,-0.04,5.50,4.79,0.00,0.00,0.00,0
2479,1,50.48,13.93,0.00,0.00,0.00,0.0000,-2.50,4.15,0.00,-0.04,5.51,4.80,0.00,0.00,0.00,0
2499,1,50.77,13.92,0.00,0.00,0.00,0.0000,-2.50,4.15,0.00,-0.04,5.52,4.80,0.00,0.00,0.00,0
2520,1,51.05,13.82,0.00,0.00,0.00,0.0000,-2.50,4.15,0.00,0.02,5.53,4.81,0.00,0.00,0.00,0
2539,1,51.33,13.66,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.02,5.54,4.81,0.00,0.00,0.00,0
2559,1,51.60,13.32,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.02,5.55,4.82,0.00,0.00,0.00,0
2579,1,51.86,12.96,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.02,5.56,4.83,0.00,0.00,0.00,0
2599,1,52.11,12.80,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.02,5.57,4.83,0.00,0.00,0.00,0
2620,1,52.38,13.01,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.02,5.58,4.84,0.00,0.00,0.00,0
2639,1,52.65,13.28,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.02,5.59,4.84,0.00,0.00,0.00,0
2659,1,52.95,13.70,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,0.02,5.60,4.85,0.00,0.00,0.00,0
2679,1,53.25,13.94,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.03,-0.09,5.60,4.85,0.00,0.00,0.00,0
2699,1,53.56,13.98,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.09,5.61,4.86,0.00,0.00,0.00,0
2720,1,53.85,13.83,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.09,5.62,4.86,0.00,0.00,0.00,0
2739,1,54.11,13.38,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.09,5.63,4.87,0.00,0.00,0.00,0
2759,1,54.36,12.84,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.09,5.64,4.87,0.00,0.00,0.00,0
2779,1,54.60,12.42,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.09,5.65,4.88,0.00,0.00,0.00,0
2799,1,54.83,12.05,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.09,5.65,4.88,0.00,0.00,0.00,0
2820,1,55.06,11.76,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,-0.09,5.66,4.89,0.00,0.00,0.00,0
2839,1,55.29,11.53,0.00,0.00,0.00,0.0000,-2.50,4.15,0.03,0.05,5.67,4.89,0.00,0.00,0.00,0
2859,1,55.52,11.29,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.05,5.68,4.90,0.00,0.00,0.00,0
2879,1,55.73,10.99,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.05,5.69,4.90,0.00,0.00,0.00,0
2899,1,55.95,10.86,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.05,5.69,4.91,0.00,0.00,0.00,0
2920,1,56.17,10.84,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.05,5.70,4.91,0.00,0.00,0.00,0
2939,1,56.41,11.15,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.05,5.71,4.92,0.00,0.00,0.00,0
2959,1,56.65,11.48,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.05,5.72,4.92,0.00,0.00,0.00,0
2979,1,56.91,11.91,0.00,0.00,0.00,0.0000,-2.50,4.15,-0.02,0.05,5.72,4.93,0.00,0.00,0.00,0
2999,1,57.18,12.23,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.02,-0.03,5.73,4.93,0.00,0.00,0.00,0
3020,1,57.45,12.40,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,5.74,4.94,0.00,0.00,0.00,0
3039,1,57.72,12.41,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,5.75,4.94,0.00,0.00,0.00,0
3059,1,57.98,12.40,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,5.76,4.95,0.00,0.00,0.00,0
3079,1,58.23,12.25,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,5.76,4.95,0.00,0.00,0.00,0
3099,1,58.47,11.96,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,5.77,4.96,0.00,0.00,0.00,0
3120,1,58.70,11.58,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,5.78,4.96,0.00,0.00,0.00,0
3139,1,58.92,11.24,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,-0.03,5.78,4.96,0.00,0.00,0.00,0
3159,1,59.13,11.02,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.01,0.01,5.79,4.97,0.00,0.00,0.00,0
3179,1,59.36,11.00,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.07,0.01,5.80,4.97,0.00,0.00,0.00,0
3199,1,59.58,10.95,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.07,0.01,5.80,4.98,0.00,0.00,0.00,0
3220,1,59.81,10.82,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.07,0.01,5.81,4.98,0.00,0.00,0.00,0
3240,1,60.03,10.63,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.07,0.01,5.82,4.99,0.00,0.00,0.00,0
3259,1,60.25,10.51,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.07,0.01,5.82,4.99,0.00,0.00,0.00,0
3279,1,60.46,10.29,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.07,0.01,5.83,4.99,0.00,0.00,0.00,0
3299,1,60.66,10.04,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.07,0.01,5.84,5.00,0.00,0.00,0.00,0
3319,1,60.86,9.75,0.00,0.00,0.00,0.0000,-2.50,4.14,-0.07,-0.02,5.84,5.00,0.00,0.00,0.00,0
3340,1,61.05,9.53,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.85,5.00,0.00,0.00,0.00,0
3359,1,61.24,9.42,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.86,5.01,0.00,0.00,0.00,0
3379,1,61.44,9.51,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.86,5.01,0.00,0.00,0.00,0
3399,1,61.64,9.57,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.87,5.02,0.00,0.00,0.00,0
3419,1,61.83,9.57,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.87,5.02,0.00,0.00,0.00,0
3439,1,62.03,9.58,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.88,5.02,0.00,0.00,0.00,0
3459,1,62.24,9.70,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.89,5.03,0.00,0.00,0.00,0
3479,1,62.44,9.84,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.89,5.03,0.00,0.00,0.00,0
3499,1,62.66,10.13,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.90,5.04,0.00,0.00,0.00,0
3519,1,62.88,10.37,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.90,5.04,0.00,0.00,0.00,0
3540,1,63.11,10.46,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.91,5.04,0.00,0.00,0.00,0
3559,1,63.33,10.34,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.92,5.05,0.00,0.00,0.00,0
3579,1,63.53,9.96,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.92,5.05,0.00,0.00,0.00,0
3599,1,63.72,9.55,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.93,5.05,0.00,0.00,0.00,0
3619,1,63.88,8.99,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.02,5.93,5.06,0.00,0.00,0.00,0
3640,1,64.04,8.62,0.00,0.00,0.00,0.0000,-2.50,4.14,0.02,-0.04,5.94,5.06,0.00,0.00,0.00,0
3659,1,64.21,8.61,0.00,0.00,0.00,0.0000,-2.50,4.14,0.09,-0.04,5.94,5.06,0.00,0.00,0.00,0
3679,1,64.39,8.70,0.00,0.00,0.00,0.0000,-2.50,4.14,0.09,-0.04,5.95,5.07,0.00,0.00,0.00,0
3699,1,64.58,8.96,0.00,0.00,0.00,0.0000,-2.50,4.14,0.09,-0.04,5.95,5.07,0.00,0.00,0.00,0
3719,1,64.78,9.08,0.00,0.00,0.00,0.0000,-2.50,4.14,0.09,-0.04,5.96,5.07,0.00,0.00,0.00,0
3740,1,64.97,8.95,0.00,0.00,0.00,0.0000,-2.50,4.14,0.09,-0.04,5.96,5.08,0.00,0.00,0.00,0
3759,1,65.15,8.71,0.00,0.00,0.00,0.0000,-2.50,4.14,0.09,-0.04,5.97,5.08,0.00,0.00,0.00,0
3779,1,65.31,8.25,0.00,0.00,0.00,0.0000,-2.50,4.14,0.09,-0.04,5.98,5.08,0.00,0.00,0.00,0
3799,1,65.47,7.87,0.00,0.00,0.00,0.0000,-2.50,4.14,0.09,-0.04,5.98,5.09,0.00,0.00,0.00,0
3819,1,65.61,7.60,0.00,0.00,0.00,0.0000,-2.50,4.14,0.03,-0.04,5.99,5.09,0.00,0.00,0.00,0
3839,1,65.76,7.43,0.00,0.00,0.00,0.0000,-2.50,4.14,0.03,-0.04,5.99,5.09,0.00,0.00,0.00,0
3859,1,65.92,7.54,0.00,0.00,0.00,0.0000,-2.50,4.14,0.03,-0.04,5.99,5.10,0.00,0.00,0.00,0
3879,1,66.07,7.61,0.00,0.00,0.00,0.0000,-2.50,4.14,0.03,-0.04,6.00,5.10,0.00,0.00,0.00,0
