# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=1.6000
# vel_sp_ki=0.2500
# sp_offset_max=6.00
# vel_filter_alpha=0.2000
# stored_trim=-1.1836
# glide_vel_err=0.40
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:89.30
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=89.30
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
17,1,-1.57,-0.12,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.01,0.02,3.92,3.54,3.94,3.55,0.00,0.00,0
39,1,-1.57,-0.09,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.01,-0.01,3.92,3.54,3.95,3.56,0.00,0.00,0
59,1,-1.57,-0.08,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.00,-0.01,3.93,3.54,3.96,3.58,0.00,0.00,0
77,1,-1.55,0.06,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.00,-0.01,3.94,3.55,3.98,3.59,0.00,0.00,0
99,1,-1.53,0.29,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.00,-0.01,3.95,3.56,3.99,3.61,0.00,0.00,0
119,1,-1.48,0.87,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.00,-0.01,3.96,3.57,4.01,3.62,0.00,0.00,0
138,1,-1.39,2.08,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.00,-0.01,3.97,3.58,4.02,3.63,0.00,0.00,0
159,1,-1.29,3.09,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.00,-0.01,3.99,3.59,4.03,3.65,0.00,0.00,0
178,1,-1.16,3.83,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.00,-0.01,4.00,3.60,4.05,3.66,0.00,0.00,0
197,1,-1.05,4.36,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,0.00,0.05,4.01,3.61,4.06,3.68,0.00,0.00,0
219,1,-0.94,4.65,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,-0.00,0.05,4.03,3.62,4.08,3.69,0.00,0.00,0
239,1,-0.81,5.10,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,-0.00,0.05,4.04,3.63,4.09,3.70,0.00,0.00,0
258,1,-0.68,5.47,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,-0.00,0.05,4.05,3.64,4.10,3.72,0.00,0.00,0
279,1,-0.52,6.27,0.00,0.00,0.00,0.0000,0.0000,-4.73,2.15,-0.00,0.05,4.07,3.65,4.12,3.73,0.00,0.00,0
