# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0150
# arm_bal_ki=0.0200
# arm_bal_kd=0.0000
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.5000
# arm_bal_motor_speed=2.00
# arm_bal_vel_deadband=0.10
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# vel_trim_gain=0.1000
# vel_trim_max=2.00
# vel_trim_filter=0.0500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=91.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
581,1,7.42,24.99,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,-0.03,4.27,3.84,4.32,3.95,0.00,0.00,0
599,1,7.91,24.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,-0.03,4.29,3.85,4.33,3.96,0.00,0.00,0
621,1,8.39,24.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,-0.03,4.30,3.87,4.35,3.98,0.00,0.00,0
640,1,8.88,24.67,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,0.03,4.31,3.88,4.36,3.99,0.00,0.00,0
661,1,9.38,25.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.03,4.33,3.89,4.38,4.00,0.00,0.00,0
680,1,9.92,25.81,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.03,4.34,3.91,4.39,4.02,0.00,0.00,0
701,1,10.46,26.34,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.03,4.36,3.92,4.40,4.03,0.00,0.00,0
719,1,11.02,26.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.03,4.37,3.93,4.42,4.04,0.00,0.00,0
741,1,11.57,26.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.03,4.38,3.95,4.43,4.06,0.00,0.00,0
760,1,12.11,26.82,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.03,4.40,3.96,4.45,4.07,0.00,0.00,0
781,1,12.64,26.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.03,4.41,3.97,4.46,4.08,0.00,0.00,0
800,1,13.17,26.62,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,-0.04,4.43,3.99,4.47,4.10,0.00,0.00,0
821,1,13.69,26.46,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.03,-0.04,4.44,4.00,4.49,4.11,0.00,0.00,0
840,1,14.22,26.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.03,-0.04,4.46,4.01,4.50,4.12,0.00,0.00,0
860,1,14.77,26.71,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.03,-0.04,4.47,4.03,4.52,4.13,0.00,0.00,0
881,1,15.31,26.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.03,-0.04,4.48,4.04,4.53,4.14,0.00,0.00,0
901,1,15.86,27.06,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.03,-0.04,4.50,4.06,4.54,4.16,0.00,0.00,0
920,1,16.42,27.22,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.03,-0.04,4.51,4.07,4.56,4.17,0.00,0.00,0
941,1,16.97,27.46,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.03,-0.04,4.52,4.08,4.57,4.18,0.00,0.00,0
960,1,17.53,27.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.03,0.01,4.54,4.10,4.59,4.19,0.00,0.00,0
980,1,18.09,27.55,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,0.01,4.55,4.11,4.60,4.20,0.00,0.00,0
1001,1,18.64,27.51,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,0.01,4.57,4.12,4.61,4.22,0.00,0.00,0
1021,1,19.20,27.62,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,0.01,4.58,4.14,4.63,4.23,0.00,0.00,0
1040,1,19.76,27.76,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,0.01,4.60,4.15,4.64,4.24,0.00,0.00,0
1061,1,20.33,27.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,0.01,4.61,4.17,4.66,4.25,0.00,0.00,0
1080,1,20.89,27.84,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,0.01,4.62,4.18,4.67,4.26,0.00,0.00,0
1100,1,21.45,27.85,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,0.01,4.64,4.19,4.68,4.27,0.00,0.00,0
1121,1,22.03,28.11,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.01,-0.01,4.65,4.21,4.70,4.28,0.00,0.00,0
1141,1,22.60,28.27,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.02,-0.01,4.67,4.22,4.71,4.29,0.00,0.00,0
1160,1,23.20,28.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.02,-0.01,4.68,4.24,4.73,4.30,0.00,0.00,0
1180,1,23.74,27.97,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.02,-0.01,4.69,4.25,4.74,4.31,0.00,0.00,0
1201,1,24.34,28.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.02,-0.01,4.71,4.26,4.75,4.32,0.00,0.00,0
1221,1,24.91,28.19,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.02,-0.01,4.72,4.28,4.77,4.33,0.00,0.00,0
1239,1,25.47,27.97,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.02,-0.01,4.74,4.29,4.78,4.34,0.00,0.00,0
1261,1,26.03,27.92,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.02,-0.01,4.75,4.30,4.80,4.35,0.00,0.00,0
1280,1,26.61,28.35,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.02,0.04,4.77,4.32,4.81,4.36,0.00,0.00,0
1301,1,27.20,28.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,0.04,4.78,4.33,4.82,4.37,0.00,0.00,0
1320,1,27.80,28.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,0.04,4.79,4.35,4.84,4.38,0.00,0.00,0
1341,1,28.36,28.56,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,0.04,4.81,4.36,4.85,4.39,0.00,0.00,0
1359,1,28.89,27.69,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,0.04,4.82,4.37,4.87,4.40,0.00,0.00,0
1381,1,29.35,26.26,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,0.04,4.83,4.38,4.88,4.41,0.00,0.00,0
1400,1,29.79,24.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,0.04,4.85,4.39,4.89,4.42,0.00,0.00,0
1421,1,30.22,23.66,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,0.04,4.86,4.40,4.91,4.43,0.00,0.00,0
1440,1,30.65,22.54,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,0.02,4.88,4.41,4.92,4.44,0.00,0.00,0
1461,1,31.05,21.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.11,0.02,4.89,4.42,4.94,4.45,0.00,0.00,0
1480,1,31.39,19.51,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.11,0.02,4.91,4.43,4.95,4.46,0.00,0.00,0
1500,1,31.67,18.15,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.11,0.02,4.92,4.44,4.96,4.47,0.00,0.00,0
1521,1,31.95,17.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.11,0.02,4.93,4.45,4.98,4.48,0.00,0.00,0
1541,1,32.27,17.62,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.11,0.02,4.95,4.46,4.99,4.49,0.00,0.00,0
1560,1,32.75,19.27,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.11,0.02,4.96,4.47,5.01,4.50,0.00,0.00,0
1581,1,33.22,20.25,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.11,0.02,4.97,4.48,5.02,4.51,0.00,0.00,0
1600,1,33.63,20.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.11,0.07,4.99,4.49,5.03,4.51,0.00,0.00,0
1620,1,34.09,21.34,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.05,0.07,5.00,4.49,5.05,4.52,0.00,0.00,0
1641,1,34.58,22.29,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.05,0.07,5.02,4.50,5.06,4.53,0.00,0.00,0
1661,1,35.10,23.22,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.05,0.07,5.03,4.51,5.08,4.54,0.00,0.00,0
1680,1,35.60,23.16,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.05,0.07,5.05,4.52,5.09,4.55,0.00,0.00,0
1701,1,36.05,22.22,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.05,0.07,5.06,4.53,5.10,4.56,0.00,0.00,0
1720,1,36.41,20.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.05,0.07,5.07,4.54,5.12,4.56,0.00,0.00,0
1740,1,36.75,19.04,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.05,0.07,5.09,4.55,5.13,4.57,0.00,0.00,0
1761,1,37.10,18.34,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.05,0.05,5.10,4.55,5.14,4.58,0.00,0.00,0
1781,1,37.39,16.92,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.05,5.11,4.56,5.15,4.59,0.00,0.00,0
1800,1,37.61,15.35,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.05,5.13,4.57,5.17,4.60,0.00,0.00,0
1821,1,37.89,14.78,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.05,5.14,4.58,5.18,4.60,0.00,0.00,0
1840,1,38.17,14.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.05,5.15,4.59,5.19,4.61,0.00,0.00,0
1860,1,38.43,14.21,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.05,5.17,4.59,5.20,4.62,0.00,0.00,0
1880,1,38.80,15.92,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.05,5.18,4.60,5.22,4.63,0.00,0.00,0
1901,1,39.26,17.79,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,0.05,0.05,5.19,4.61,5.23,4.63,0.00,0.00,0
1920,1,39.62,17.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.98,0.05,-0.05,5.20,4.62,5.24,4.64,0.00,0.00,0
1941,1,39.98,17.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.98,-0.01,-0.05,5.22,4.62,5.25,4.65,0.00,0.00,0
1960,1,40.33,17.76,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.98,-0.01,-0.05,5.23,4.63,5.26,4.66,0.00,0.00,0
1981,1,40.72,18.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.98,-0.01,-0.05,5.24,4.64,5.28,4.66,0.00,0.00,0
2000,1,41.17,18.81,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.98,-0.01,-0.05,5.25,4.65,5.29,4.67,0.00,0.00,0
2021,1,41.58,18.27,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.98,-0.01,-0.05,5.26,4.66,5.30,4.68,0.00,0.00,0
2040,1,41.92,17.04,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.98,-0.01,-0.05,5.28,4.66,5.31,4.69,0.00,0.00,0
2060,1,42.22,15.94,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.98,-0.01,-0.05,5.29,4.67,5.32,4.69,0.00,0.00,0
2081,1,42.48,14.93,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.99,-0.01,0.03,5.30,4.68,5.33,4.70,0.00,0.00,0
2101,1,42.70,14.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.75,33.99,0.12,0.03,5.31,4.68,5.34,4.71,0.00,0.00,0
2120,1,42.90,13.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.75,33.99,0.12,0.03,5.32,4.69,5.36,4.71,0.00,0.00,0
2140,1,43.13,13.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.75,33.99,0.12,0.03,5.33,4.70,5.37,4.72,0.00,0.00,0
2161,1,43.45,14.43,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.75,33.99,0.12,0.03,5.34,4.70,5.38,4.73,0.00,0.00,0
2181,1,43.78,15.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.75,33.99,0.12,0.03,5.35,4.71,5.39,4.73,0.00,0.00,0
2200,1,44.13,16.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.75,33.99,0.12,0.03,5.36,4.72,5.40,4.74,0.00,0.00,0
2221,1,44.47,16.34,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.75,33.99,0.12,0.03,5.37,4.72,5.41,4.75,0.00,0.00,0
2240,1,44.80,16.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.75,33.98,0.12,-0.12,5.39,4.73,5.42,4.75,0.00,0.00,0
2260,1,45.18,17.29,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.74,33.98,-0.08,-0.12,5.40,4.74,5.43,4.76,0.00,0.00,0
2281,1,45.59,17.77,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.74,33.98,-0.08,-0.12,5.41,4.75,5.44,4.77,0.00,0.00,0
2301,1,45.98,17.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.74,33.98,-0.08,-0.12,5.42,4.75,5.45,4.77,0.00,0.00,0
2320,1,46.33,16.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.74,33.98,-0.08,-0.12,5.43,4.76,5.46,4.78,0.00,0.00,0
2341,1,46.63,15.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.74,33.98,-0.08,-0.12,5.44,4.76,5.47,4.78,0.00,0.00,0
2360,1,46.87,14.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.74,33.98,-0.08,-0.12,5.45,4.77,5.48,4.79,0.00,0.00,0
2380,1,47.17,14.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.74,33.98,-0.08,-0.12,5.46,4.78,5.49,4.80,0.00,0.00,0
2401,1,47.48,15.64,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.74,33.97,-0.08,0.03,5.47,4.78,5.50,4.80,0.00,0.00,0
2421,1,47.86,16.74,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.06,0.03,5.48,4.79,5.51,4.81,0.00,0.00,0
2440,1,48.29,17.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.06,0.03,5.49,4.80,5.52,4.81,0.00,0.00,0
2461,1,48.70,18.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.06,0.03,5.50,4.80,5.53,4.82,0.00,0.00,0
2480,1,49.06,17.26,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.06,0.03,5.51,4.81,5.54,4.82,0.00,0.00,0
2501,1,49.36,16.08,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.06,0.03,5.52,4.81,5.55,4.83,0.00,0.00,0
2518,1,49.54,14.85,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.06,0.03,5.53,4.82,5.56,4.84,0.00,0.00,0
2541,1,49.80,13.27,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.06,0.03,5.54,4.82,5.56,4.84,0.00,0.00,0
2560,1,50.01,12.53,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.06,0.01,5.55,4.83,5.57,4.85,0.00,0.00,0
2581,1,50.24,12.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.03,0.01,5.55,4.84,5.58,4.85,0.00,0.00,0
2600,1,50.51,12.79,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.03,0.01,5.56,4.84,5.59,4.86,0.00,0.00,0
2621,1,50.79,13.24,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.03,0.01,5.57,4.85,5.60,4.86,0.00,0.00,0
2639,1,51.09,13.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.03,0.01,5.58,4.85,5.61,4.87,0.00,0.00,0
2661,1,51.38,13.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.03,0.01,5.59,4.86,5.62,4.87,0.00,0.00,0
2680,1,51.67,13.64,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.03,0.01,5.60,4.86,5.63,4.88,0.00,0.00,0
2701,1,51.94,13.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.03,0.01,5.61,4.87,5.63,4.88,0.00,0.00,0
2720,1,52.19,12.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.03,-0.04,5.62,4.87,5.64,4.89,0.00,0.00,0
2741,1,52.43,12.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.04,5.62,4.88,5.65,4.89,0.00,0.00,0
2760,1,52.68,12.64,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.04,5.63,4.88,5.66,4.90,0.00,0.00,0
2780,1,52.94,12.63,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.04,5.64,4.89,5.67,4.90,0.00,0.00,0
2801,1,53.20,12.65,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.04,5.65,4.89,5.67,4.91,0.00,0.00,0
2821,1,53.47,12.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.04,5.66,4.90,5.68,4.91,0.00,0.00,0
2840,1,53.73,12.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.04,5.67,4.90,5.69,4.92,0.00,0.00,0
2861,1,53.97,12.29,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.04,5.67,4.91,5.70,4.92,0.00,0.00,0
2880,1,54.21,12.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.01,5.68,4.91,5.71,4.93,0.00,0.00,0
2900,1,54.45,12.03,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.01,5.69,4.92,5.71,4.93,0.00,0.00,0
2921,1,54.69,11.98,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.01,5.70,4.92,5.72,4.94,0.00,0.00,0
2941,1,54.93,11.91,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.01,5.71,4.93,5.73,4.94,0.00,0.00,0
2960,1,55.18,12.04,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.01,5.71,4.93,5.74,4.95,0.00,0.00,0
2981,1,55.43,12.11,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.01,5.72,4.94,5.74,4.95,0.00,0.00,0
3000,1,55.69,12.16,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.01,5.73,4.94,5.75,4.96,0.00,0.00,0
3020,1,55.94,12.11,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.01,5.73,4.95,5.76,4.96,0.00,0.00,0
3041,1,56.18,11.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.02,-0.03,5.74,4.95,5.76,4.97,0.00,0.00,0
3061,1,56.41,11.62,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.04,-0.03,5.75,4.96,5.77,4.97,0.00,0.00,0
3080,1,56.64,11.39,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.04,-0.03,5.76,4.96,5.78,4.97,0.00,0.00,0
3101,1,56.86,11.18,0.00,0.00,0.00,0.0000,0.0000,0.0000,27.73,33.97,-0.04,-0.03,5.76,4.96,5.79,4.98,0.00,0.00,0
