# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=0.8000
# vel_sp_ki=0.1200
# sp_offset_max=4.00
# vel_filter_alpha=0.2000
# stored_trim=-1.0992
# glide_vel_err=0.40
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=10.00
# sp_curve_0=0.00:89.30
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=89.30
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
20,1,0.29,-0.06,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.00,0.01,3.92,3.54,3.93,3.56,0.00,0.00,0
40,1,0.27,-0.07,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.00,-0.02,3.92,3.54,3.94,3.57,0.00,0.00,0
60,1,0.25,-0.08,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.04,-0.02,3.92,3.55,3.96,3.58,0.00,0.00,0
79,1,0.24,0.08,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.04,-0.02,3.93,3.55,3.97,3.60,0.00,0.00,0
99,1,0.25,0.50,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.04,-0.02,3.94,3.56,3.99,3.61,0.00,0.00,0
119,1,0.34,1.92,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.04,-0.02,3.96,3.57,4.00,3.63,0.00,0.00,0
140,1,0.45,3.17,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.04,-0.02,3.97,3.59,4.01,3.64,0.00,0.00,0
159,1,0.52,3.58,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.04,-0.02,3.98,3.60,4.03,3.65,0.00,0.00,0
179,1,0.61,4.12,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.04,-0.02,4.00,3.61,4.04,3.67,0.00,0.00,0
199,1,0.74,4.96,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.04,0.08,4.01,3.62,4.06,3.68,0.00,0.00,0
219,1,0.87,5.55,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.05,0.08,4.02,3.63,4.07,3.70,0.00,0.00,0
240,1,0.99,5.80,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.05,0.08,4.04,3.64,4.08,3.71,0.00,0.00,0
260,1,1.14,6.58,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.05,0.08,4.05,3.65,4.10,3.72,0.00,0.00,0
279,1,1.41,8.82,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.05,0.08,4.07,3.66,4.11,3.74,0.00,0.00,0
299,1,1.81,12.23,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.05,0.08,4.08,3.67,4.13,3.75,0.00,0.00,0
319,1,2.30,16.16,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.05,0.08,4.09,3.68,4.14,3.77,0.00,0.00,0
339,1,2.79,18.75,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.90,0.05,0.08,4.11,3.69,4.15,3.78,0.00,0.00,0
359,1,3.24,19.62,0.00,0.00,0.00,-2.1983,-1.0000,34.58,73.97,0.05,0.31,4.12,3.70,4.17,3.79,0.00,0.00,0
379,1,3.63,20.00,0.00,0.00,0.00,-2.1983,-1.0000,34.63,73.97,0.45,0.31,4.13,3.71,4.18,3.81,0.00,0.00,0
399,1,4.02,20.19,0.00,0.00,0.00,-2.1983,-1.0000,34.63,73.97,0.45,0.31,4.15,3.73,4.20,3.82,0.00,0.00,0
419,1,4.47,20.75,0.00,0.00,0.00,-2.1983,-1.0000,34.63,73.97,0.45,0.31,4.16,3.74,4.21,3.84,0.00,0.00,0
439,1,4.90,21.68,0.00,0.00,0.00,-2.1983,-1.0000,34.63,73.97,0.45,0.31,4.18,3.75,4.22,3.85,0.00,0.00,0
460,1,5.36,22.39,0.00,0.00,0.00,-2.1983,-1.0000,34.63,73.97,0.45,0.31,4.19,3.76,4.24,3.86,0.00,0.00,0
479,1,5.88,23.27,0.00,0.00,0.00,-2.1983,-1.0000,34.63,73.97,0.45,0.31,4.20,3.78,4.25,3.88,0.00,0.00,0
499,1,6.33,23.41,0.00,0.00,0.00,-2.1983,-1.0000,34.63,73.97,0.45,0.31,4.22,3.79,4.27,3.89,0.00,0.00,0
519,1,6.84,23.78,0.00,0.00,0.00,-2.1983,-1.0000,34.63,74.10,0.45,0.83,4.23,3.80,4.28,3.91,0.00,0.00,0
540,1,7.30,23.99,0.00,0.00,0.00,-2.1983,-1.0000,34.74,74.11,0.37,0.32,4.25,3.81,4.29,3.92,0.00,0.00,0
560,1,7.72,23.79,0.00,0.00,0.00,-2.1983,-1.0000,34.74,74.11,0.37,0.32,4.26,3.83,4.31,3.93,0.00,0.00,0
580,1,8.25,24.34,0.00,0.00,0.00,-2.1983,-1.0000,34.74,74.11,0.37,0.32,4.27,3.84,4.32,3.95,0.00,0.00,0
599,1,8.71,24.87,0.00,0.00,0.00,-2.1983,-1.0000,34.74,74.11,0.37,0.32,4.29,3.85,4.34,3.96,0.00,0.00,0
619,1,9.21,25.18,0.00,0.00,0.00,-2.1983,-1.0000,34.74,74.11,0.37,0.32,4.30,3.87,4.35,3.98,0.00,0.00,0
639,1,9.72,25.56,0.00,0.00,0.00,-2.1983,-1.0000,34.74,74.11,0.37,0.32,4.32,3.88,4.36,3.99,0.00,0.00,0
660,1,10.21,25.64,0.00,0.00,0.00,-2.1983,-1.0000,34.74,74.11,0.37,0.32,4.33,3.89,4.38,4.00,0.00,0.00,0
679,1,10.78,26.06,0.00,0.00,0.00,-2.1983,-1.0000,34.74,74.24,0.37,0.26,4.34,3.91,4.39,4.02,0.00,0.00,0
699,1,11.27,26.17,0.00,0.00,0.00,-2.1983,-1.0000,34.88,74.24,0.65,0.26,4.36,3.92,4.41,4.03,0.00,0.00,0
719,1,11.86,26.73,0.00,0.00,0.00,-2.1983,-1.0000,34.88,74.24,0.65,0.26,4.37,3.93,4.42,4.04,0.00,0.00,0
739,1,12.40,27.04,0.00,0.00,0.00,-2.1983,-1.0000,34.88,74.24,0.65,0.26,4.39,3.95,4.43,4.06,0.00,0.00,0
760,1,12.97,27.09,0.00,0.00,0.00,-2.1983,-1.0000,34.88,74.24,0.65,0.26,4.40,3.96,4.45,4.07,0.00,0.00,0
780,1,13.51,27.20,0.00,0.00,0.00,-2.1983,-1.0000,34.88,74.24,0.65,0.26,4.42,3.97,4.46,4.08,0.00,0.00,0
799,1,14.06,27.38,0.00,0.00,0.00,-2.1983,-1.0000,34.99,74.24,0.78,0.26,4.43,3.99,4.48,4.10,0.00,0.00,0
819,1,14.60,27.47,0.00,0.00,0.00,-2.1983,-1.0000,34.99,74.24,0.78,0.26,4.44,4.00,4.49,4.11,0.00,0.00,0
839,1,15.18,27.69,0.00,0.00,0.00,-2.1983,-1.0000,34.99,74.42,0.78,1.06,4.46,4.01,4.50,4.12,0.00,0.00,0
859,1,15.77,28.00,0.00,0.00,0.00,-2.1983,-1.0000,35.06,74.42,1.03,1.06,4.47,4.03,4.52,4.14,0.00,0.00,0
