# profile_scope=balance_run
# profile_run_start_uptime_ms=378934
# prof_imu_max_us=1116
# prof_ctl_max_us=81524
# prof_disp_max_us=9740
# prof_ws_max_us=12
# prof_tel_max_us=223
# prof_crsf_max_us=537
# prof_can_max_us=296
# prof_bal_max_us=1195
# prof_adrv_max_us=1846
# prof_loopgap_max_us=13487
# prof_ctlgap_max_us=5390
# stall_events=0
# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=31
# startup_recovery=wheel_velocity_learning_v1
# startup_recovery_speed=1.0
# startup_recovery_force_speed=4.0
# startup_recovery_confirm_ms=60
# startup_recovery_ki=1.0 boost_ms=800 integral_rate_dps=6 limit_deg=6
# startup_recovery_hold=settled_position calm_ms=400
# capture_trim_bounds=absolute
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=2
# sample_size_bytes=220
# sample_count=1203
# checksum=0x29CB8EA4
# checksum_valid=1
# build_date=Sep 14 2026
# build_time=23:18:29
# run_start_uptime_ms=378934
# run_end_uptime_ms=403110
# run_duration_ms=24176
# end_reason=drive disarmed
# test_note=early-wheel-recovery-v1
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=2.4380
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0xA2EED9A2
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms
20180,20,5003,4,0,2,240,0,0,87.908,-0.605,88.079,-0.977,0.9835,87.888,-0.028,86.238,86.238,0.000,-0.202,-0.008,-0.008,-0.002,-0.015,1.6502,1.6502,0.0028,-0.0798,-0.0826,1.6882,-0.0382,0.9965,1.0000,14.311,22.308,-0.030,-0.065,-0.037,-0.127,1,1,3.938,3.536,3.938,3.536,-0.043,0.071,0.084,-0.091,0.0000,0.0000,-0.0826,0.0000,9100.0,0,0.374,-0.047,-0.006,-0.006,19,23.72,0.49,5
20200,20,5002,4,0,2,240,0,0,87.899,-0.637,88.252,-0.549,0.9847,87.902,-0.011,86.237,86.237,0.000,-0.202,0.029,0.029,0.035,0.023,1.6657,1.6657,0.0028,-0.0455,-0.0483,1.6880,-0.0223,0.9986,1.0000,14.311,22.307,0.028,0.008,-0.025,-0.093,1,1,3.938,3.536,3.938,3.536,0.136,0.013,-0.145,-0.230,0.0000,0.0000,-0.0483,0.0000,9120.0,0,0.373,0.018,-0.005,-0.005,19,23.72,0.49,5
20220,20,5002,4,0,2,240,0,0,87.889,-0.662,88.081,-0.977,0.9843,87.906,0.014,86.238,86.238,0.000,-0.202,0.080,0.080,0.086,0.075,1.6686,1.6686,0.0028,-0.0389,-0.0417,1.6878,-0.0193,0.9983,1.0000,14.311,22.308,-0.036,-0.018,-0.016,-0.091,1,1,3.938,3.536,3.938,3.536,0.028,-0.037,-0.084,-0.003,0.0000,0.0000,-0.0417,0.0000,9140.0,0,0.373,-0.027,-0.006,-0.006,19,23.72,0.49,5
20240,20,5005,4,0,2,240,0,0,87.879,-0.710,88.124,-0.916,0.9845,87.917,0.027,86.238,86.238,0.000,-0.202,0.111,0.111,0.117,0.106,1.6790,1.6790,0.0028,-0.0162,-0.0190,1.6877,-0.0088,0.9966,1.0000,14.312,22.308,-0.043,0.095,0.017,-0.081,1,1,3.938,3.536,3.938,3.536,0.017,0.073,-0.142,-0.088,0.0000,0.0000,-0.0190,0.0000,9160.0,0,0.374,0.026,-0.006,-0.006,19,23.72,0.49,5
20260,20,5003,4,0,2,240,0,0,87.869,-0.699,88.096,-0.671,0.9846,87.935,0.048,86.237,86.237,0.000,-0.202,0.151,0.151,0.157,0.145,1.6987,1.6987,0.0026,0.0263,0.0237,1.6878,0.0109,0.9941,1.0000,14.313,22.310,0.071,0.140,0.040,-0.086,1,1,3.938,3.536,3.938,3.536,0.064,0.071,-0.351,-0.044,0.0000,0.0000,0.0237,0.0000,9180.0,0,0.375,0.105,-0.006,-0.006,19,23.72,0.49,5
20280,20,5003,4,0,2,240,0,0,87.859,-0.692,88.236,-0.732,0.9835,87.962,0.076,86.237,86.237,0.000,-0.202,0.208,0.208,0.214,0.202,1.7246,1.7246,0.0025,0.0820,0.0795,1.6882,0.0367,0.9905,1.0000,14.315,22.313,0.105,0.266,0.070,-0.058,1,1,3.938,3.536,3.938,3.536,-0.006,0.035,-0.205,-0.193,0.0000,0.0000,0.0795,0.0000,9200.0,0,0.378,0.185,-0.008,-0.008,19,23.72,0.49,5
20300,20,5003,4,0,2,240,0,0,87.855,-0.581,87.835,-0.244,0.9823,87.994,0.107,86.237,86.237,0.000,-0.202,0.260,0.260,0.268,0.252,1.7573,1.7573,0.0022,0.1524,0.1502,1.6889,0.0694,0.9866,1.0000,14.318,22.317,0.306,0.260,0.077,-0.046,1,1,3.938,3.536,3.938,3.536,0.171,-0.006,-0.001,-0.112,0.0000,0.0000,0.1502,0.0000,9220.0,0,0.381,0.283,-0.008,-0.008,19,23.72,0.56,5
20320,20,5003,4,0,2,240,0,0,87.877,-0.137,88.067,1.099,0.9847,88.023,0.117,86.237,86.237,0.000,-0.202,0.245,0.245,0.253,0.237,1.7860,1.7860,0.0018,0.2131,0.2113,1.6898,0.0976,0.9854,1.0000,14.324,22.322,0.320,0.332,0.048,-0.022,1,1,3.938,3.536,3.938,3.536,-0.113,0.056,-0.069,-0.126,0.0000,0.0000,0.2113,0.0000,9240.0,0,0.387,0.326,-0.007,-0.007,19,23.72,0.56,5
20341,21,5003,4,0,2,240,0,0,87.915,0.442,88.263,2.502,0.9825,88.030,0.108,86.238,86.238,0.000,-0.202,0.181,0.181,0.189,0.174,1.7921,1.7921,0.0013,0.2234,0.2221,1.6908,0.1026,0.9864,1.0000,14.331,22.328,0.254,0.231,0.044,-0.019,2,2,3.938,3.536,3.938,3.536,-0.046,0.103,-0.128,-0.136,0.0000,0.0000,0.2221,0.0000,9260.0,0,0.393,0.243,-0.006,-0.006,19,23.72,0.56,5
20360,19,5006,4,0,2,240,0,0,87.921,0.438,87.672,-0.366,0.9799,88.014,0.109,86.237,86.237,0.000,-0.202,0.184,0.184,0.190,0.178,1.7767,1.7767,0.0010,0.1877,0.1867,1.6917,0.0862,0.9863,1.0000,14.336,22.330,0.227,0.016,0.045,0.013,1,1,3.938,3.536,3.938,3.536,-0.040,0.010,-0.208,-0.044,0.0000,0.0000,0.1867,0.0000,9280.0,0,0.397,0.121,-0.004,-0.004,19,23.72,0.56,5
20380,20,5001,4,0,2,240,0,0,87.908,0.170,87.957,-0.366,0.9861,88.016,0.106,86.237,86.237,0.000,-0.202,0.198,0.198,0.202,0.194,1.7799,1.7799,0.0008,0.1925,0.1917,1.6926,0.0886,0.9868,1.0000,14.340,22.331,0.291,0.112,0.021,0.042,1,1,3.938,3.536,3.938,3.536,0.111,-0.016,-0.137,-0.127,0.0000,0.0000,0.1917,0.0000,9300.0,0,0.400,0.201,-0.001,-0.001,19,23.72,0.56,5
20400,20,5003,4,0,2,240,0,0,87.918,0.344,87.441,0.977,0.9843,88.011,0.099,86.237,86.237,0.000,-0.202,0.170,0.170,0.171,0.169,1.7747,1.7747,0.0006,0.1788,0.1782,1.6934,0.0823,0.9877,1.0000,14.345,22.333,0.178,0.129,-0.002,0.061,1,1,3.938,3.536,3.938,3.536,-0.103,-0.081,-0.109,-0.136,0.0000,0.0000,0.1782,0.0000,9320.0,0,0.403,0.153,0.002,0.002,19,23.72,0.56,4
20420,20,5003,4,0,2,240,0,0,87.911,0.221,87.401,-0.427,0.9799,88.004,0.100,86.237,86.237,0.000,-0.202,0.182,0.182,0.180,0.185,1.7670,1.7670,0.0004,0.1603,0.1599,1.6941,0.0739,0.9875,1.0000,14.348,22.334,0.164,0.088,0.008,0.094,1,1,3.938,3.536,3.938,3.536,-0.035,-0.001,-0.301,-0.045,0.0000,0.0000,0.1599,0.0000,9340.0,0,0.405,0.126,0.004,0.004,19,23.72,0.56,5
20441,21,5003,4,0,2,240,0,0,87.905,0.142,87.894,0.366,0.9832,88.001,0.099,86.237,86.237,0.000,-0.202,0.186,0.186,0.182,0.190,1.7644,1.7644,0.0003,0.1528,0.1525,1.6948,0.0705,0.9876,1.0000,14.350,22.336,0.134,0.144,0.045,0.119,2,2,3.938,3.536,3.938,3.536,-0.037,0.028,-0.052,-0.171,0.0000,0.0000,0.1525,0.0000,9360.0,0,0.407,0.139,0.004,0.004,19,23.72,0.56,5
20460,19,5003,4,0,2,240,0,0,87.913,0.286,87.410,0.793,0.9836,87.983,0.088,86.237,86.237,0.000,-0.202,0.154,0.154,0.150,0.158,1.7464,1.7464,0.0001,0.1119,0.1118,1.6953,0.0516,0.9889,1.0000,14.352,22.338,-0.001,0.072,0.065,0.140,1,1,3.938,3.536,3.938,3.536,0.027,-0.007,-0.157,-0.076,0.0000,0.0000,0.1118,0.0000,9380.0,0,0.409,0.036,0.004,0.004,19,23.72,0.56,5
20480,20,5003,4,0,2,240,0,0,87.919,0.388,87.609,0.732,0.9834,87.978,0.064,86.238,86.238,0.000,-0.202,0.097,0.097,0.093,0.101,1.7402,1.7402,-0.0000,0.0970,0.0970,1.6958,0.0448,0.9920,1.0000,14.354,22.340,0.115,0.024,0.079,0.146,1,1,3.938,3.536,3.938,3.536,-0.001,0.061,-0.135,-0.169,0.0000,0.0000,0.0970,0.0000,9400.0,0,0.411,0.069,0.005,0.005,19,23.72,0.56,5
20500,20,5003,4,0,2,240,0,0,87.924,0.398,87.410,0.366,0.9833,87.967,0.054,86.237,86.237,0.000,-0.202,0.076,0.076,0.071,0.081,1.7300,1.7300,-0.0001,0.0737,0.0738,1.6961,0.0341,0.9933,1.0000,14.355,22.341,0.036,0.025,0.080,0.159,1,1,3.938,3.536,3.938,3.536,0.053,-0.010,-0.322,-0.077,0.0001,0.0000,0.0738,0.0000,9420.0,0,0.411,0.031,0.005,0.005,19,23.72,0.56,5
20520,20,5003,4,0,2,240,0,0,87.933,0.481,87.681,0.549,0.9836,87.963,0.034,86.237,86.237,0.000,-0.202,0.029,0.029,0.024,0.034,1.7263,1.7263,-0.0002,0.0648,0.0649,1.6964,0.0300,0.9958,1.0000,14.356,22.341,0.105,-0.008,0.089,0.149,1,1,3.938,3.536,3.938,3.536,-0.072,0.045,-0.172,-0.145,0.0000,0.0000,0.0649,0.0000,9440.0,0,0.412,0.048,0.005,0.005,19,23.72,0.56,5
20540,20,5003,4,0,2,240,0,0,87.945,0.575,87.477,0.671,0.9818,87.962,0.019,86.237,86.237,0.000,-0.202,-0.009,-0.009,-0.014,-0.004,1.7253,1.7253,-0.0002,0.0618,0.0620,1.6967,0.0287,0.9977,1.0000,14.356,22.341,0.047,0.066,0.078,0.152,1,1,3.938,3.536,3.938,3.536,0.016,-0.050,-0.236,0.018,0.0000,0.0000,0.0620,0.0000,9460.0,0,0.413,0.056,0.005,0.005,19,23.72,0.56,5
20560,20,5003,4,0,2,240,0,0,87.957,0.649,87.725,0.977,0.9843,87.950,0.004,86.237,86.237,0.000,-0.202,-0.043,-0.043,-0.049,-0.038,1.7134,1.7134,-0.0002,0.0357,0.0358,1.6968,0.0166,0.9995,1.0000,14.356,22.341,-0.013,-0.013,0.074,0.136,1,1,3.938,3.536,3.938,3.536,0.218,0.001,-0.095,-0.031,0.0000,0.0000,0.0358,0.0000,9480.0,0,0.413,-0.013,0.005,0.005,19,23.72,0.56,5
20580,20,5003,4,0,2,240,0,0,87.972,0.770,87.354,1.160,0.9838,87.945,-0.022,86.238,86.238,0.000,-0.202,-0.105,-0.105,-0.111,-0.100,1.7072,1.7072,-0.0001,0.0221,0.0222,1.6970,0.0103,0.9973,1.0000,14.356,22.341,-0.001,-0.005,0.053,0.111,1,1,3.938,3.536,3.938,3.536,-0.072,-0.009,-0.115,-0.197,0.0000,0.0000,0.0222,0.0000,9500.0,0,0.412,-0.003,0.005,0.005,19,23.72,0.56,5
20600,20,5003,4,0,2,240,0,0,87.994,0.858,87.891,0.916,0.9820,87.932,-0.049,86.237,86.237,0.000,-0.202,-0.167,-0.167,-0.172,-0.162,1.6951,1.6951,-0.0001,-0.0041,-0.0040,1.6969,-0.0018,0.9939,1.0000,14.355,22.340,-0.033,-0.072,0.026,0.112,1,1,3.938,3.536,3.938,3.536,-0.093,-0.024,-0.202,-0.113,0.0000,0.0000,-0.0040,0.0000,9520.0,0,0.411,-0.053,0.005,0.005,19,23.76,0.56,5
20620,20,5004,4,0,2,240,0,0,88.005,0.817,87.921,0.854,0.9824,87.908,-0.073,86.237,86.237,0.000,-0.202,-0.211,-0.211,-0.217,-0.206,1.6716,1.6716,0.0001,-0.0547,-0.0548,1.6967,-0.0253,0.9909,1.0000,14.353,22.338,-0.100,-0.198,0.010,0.070,1,1,3.938,3.536,3.938,3.536,0.024,-0.064,-0.088,0.005,0.0000,0.0000,-0.0548,0.0000,9540.0,0,0.409,-0.149,0.005,0.005,19,23.76,0.66,5
20641,21,5002,4,0,2,240,0,0,88.026,0.892,88.195,1.221,0.9843,87.897,-0.118,86.237,86.237,0.000,-0.202,-0.308,-0.308,-0.313,-0.303,1.6601,1.6601,0.0003,-0.0794,-0.0797,1.6963,-0.0368,0.9852,1.0000,14.350,22.335,-0.175,-0.076,-0.035,0.019,2,2,3.938,3.536,3.938,3.536,-0.252,0.043,-0.173,-0.068,0.0000,0.0000,-0.0797,0.0000,9560.0,0,0.406,-0.125,0.005,0.005,19,23.76,0.66,5
20661,20,5009,4,0,2,240,0,0,88.030,0.735,88.023,0.366,0.9836,87.881,-0.133,86.237,86.237,0.000,-0.202,-0.324,-0.324,-0.329,-0.319,1.6435,1.6435,0.0006,-0.1146,-0.1151,1.6958,-0.0532,0.9834,1.0000,14.347,22.332,-0.150,-0.210,-0.088,-0.039,2,2,3.938,3.536,3.938,3.536,0.069,-0.009,-0.264,-0.220,0.0001,0.0000,-0.1151,0.0000,9580.0,0,0.403,-0.180,0.005,0.005,19,23.76,0.66,5
20680,19,5004,4,0,2,240,0,0,88.022,0.396,88.089,-0.854,0.9814,87.855,-0.141,86.237,86.237,0.000,-0.202,-0.315,-0.315,-0.320,-0.309,1.6177,1.6177,0.0009,-0.1696,-0.1704,1.6950,-0.0787,0.9823,1.0000,14.342,22.328,-0.282,-0.262,-0.096,-0.071,1,1,3.938,3.536,3.938,3.536,-0.083,0.004,-0.081,-0.048,0.0000,0.0000,-0.1704,0.0000,9600.0,0,0.399,-0.272,0.004,0.004,19,23.76,0.66,5
20700,20,5001,4,0,2,240,0,0,88.006,0.010,88.292,-1.160,0.9833,87.833,-0.151,86.238,86.238,0.000,-0.202,-0.302,-0.302,-0.306,-0.299,1.5950,1.5950,0.0013,-0.2173,-0.2186,1.6940,-0.1010,0.9811,1.0000,14.335,22.324,-0.426,-0.185,-0.084,-0.101,1,1,3.938,3.536,3.938,3.536,-0.039,-0.014,-0.193,-0.129,0.0000,0.0000,-0.2186,0.0000,9620.0,0,0.393,-0.306,0.002,0.002,19,23.76,0.66,5
20720,20,5003,4,0,2,240,0,0,87.956,-0.736,88.189,-2.563,0.9811,87.812,-0.123,86.237,86.237,0.000,-0.202,-0.187,-0.187,-0.189,-0.185,1.5749,1.5749,0.0018,-0.2574,-0.2592,1.6929,-0.1198,0.9847,1.0000,14.327,22.318,-0.381,-0.283,-0.065,-0.111,1,1,3.938,3.536,3.938,3.536,-0.118,-0.085,-0.146,-0.037,0.0000,0.0000,-0.2592,0.0000,9640.0,0,0.386,-0.332,-0.000,-0.000,19,23.76,0.66,5
20741,21,5001,4,0,2,240,0,0,87.942,-0.811,88.505,-0.305,0.9826,87.822,-0.130,86.237,86.237,0.000,-0.202,-0.196,-0.196,-0.195,-0.196,1.5854,1.5854,0.0022,-0.2319,-0.2341,1.6918,-0.1082,0.9837,1.0000,14.321,22.314,-0.291,-0.079,-0.041,-0.107,2,2,3.938,3.536,3.938,3.536,-0.080,0.030,-0.066,-0.089,0.0000,0.0000,-0.2341,0.0000,9660.0,0,0.381,-0.185,-0.003,-0.003,19,23.76,0.66,5
20760,19,5003,4,0,2,240,0,0,87.928,-0.818,88.135,-0.977,0.9828,87.834,-0.106,86.237,86.237,0.000,-0.202,-0.146,-0.146,-0.143,-0.149,1.5965,1.5965,0.0025,-0.2044,-0.2069,1.6908,-0.0956,0.9868,1.0000,14.316,22.312,-0.256,-0.051,-0.004,-0.140,1,1,3.938,3.536,3.938,3.536,-0.136,-0.022,-0.117,-0.083,0.0001,0.0000,-0.2069,0.0000,9680.0,0,0.378,-0.153,-0.006,-0.006,19,23.72,0.66,5
20780,20,5001,4,0,2,240,0,0,87.923,-0.761,88.491,-0.366,0.9828,87.848,-0.090,86.237,86.237,0.000,-0.202,-0.118,-0.118,-0.112,-0.125,1.6109,1.6109,0.0027,-0.1705,-0.1732,1.6901,-0.0800,0.9888,1.0000,14.312,22.310,-0.120,-0.095,-0.003,-0.125,1,1,3.938,3.536,3.938,3.536,-0.048,0.025,-0.147,-0.165,0.0001,0.0000,-0.1732,0.0000,9700.0,0,0.375,-0.108,-0.007,-0.007,19,23.72,0.61,5
20800,20,5003,4,0,2,240,0,0,87.927,-0.566,88.134,-0.183,0.9824,87.864,-0.079,86.237,86.237,0.000,-0.202,-0.113,-0.113,-0.107,-0.120,1.6272,1.6272,0.0028,-0.1333,-0.1361,1.6894,-0.0629,0.9901,1.0000,14.311,22.308,-0.019,-0.109,-0.037,-0.121,1,1,3.938,3.536,3.938,3.536,0.022,0.134,-0.116,-0.062,0.0001,0.0000,-0.1361,0.0000,9720.0,0,0.373,-0.064,-0.006,-0.006,19,23.72,0.61,5
20820,20,5004,4,0,2,240,0,0,87.919,-0.655,88.448,-1.160,0.9824,87.867,-0.055,86.237,86.237,0.000,-0.202,-0.057,-0.057,-0.051,-0.062,1.6295,1.6295,0.0029,-0.1264,-0.1294,1.6888,-0.0598,0.9932,1.0000,14.311,22.305,-0.126,-0.101,-0.048,-0.094,1,1,3.938,3.536,3.938,3.536,-0.027,-0.009,-0.104,-0.046,0.0000,0.0000,-0.1294,0.0000,9740.0,0,0.372,-0.114,-0.004,-0.004,19,23.72,0.61,5
20840,20,5004,4,0,2,240,0,0,87.905,-0.746,88.275,-0.977,0.9815,87.882,-0.038,86.237,86.237,0.000,-0.202,-0.017,-0.017,-0.013,-0.020,1.6454,1.6454,0.0031,-0.0904,-0.0935,1.6884,-0.0432,0.9952,1.0000,14.310,22.303,-0.030,-0.018,-0.061,-0.084,1,1,3.938,3.536,3.938,3.536,0.160,-0.069,-0.076,-0.126,0.0000,0.0000,-0.0935,0.0000,9760.0,0,0.370,-0.024,-0.002,-0.002,19,23.72,0.61,5
20860,20,5004,4,0,2,240,0,0,87.896,-0.731,88.081,-0.610,0.9843,87.900,-0.013,86.237,86.237,0.000,-0.202,0.032,0.032,0.034,0.029,1.6631,1.6631,0.0031,-0.0513,-0.0544,1.6882,-0.0251,0.9983,1.0000,14.310,22.302,-0.005,0.048,-0.052,-0.069,1,1,3.938,3.536,3.938,3.536,0.194,0.048,-0.068,-0.095,0.0001,0.0000,-0.0544,0.0000,9780.0,0,0.370,0.021,-0.002,-0.002,19,23.72,0.61,5
20880,20,5003,4,0,2,240,0,0,87.887,-0.733,88.253,-0.793,0.9849,87.923,0.013,86.237,86.237,0.000,-0.202,0.085,0.085,0.087,0.084,1.6866,1.6866,0.0031,-0.0002,-0.0033,1.6881,-0.0015,0.9983,1.0000,14.310,22.302,0.100,0.089,-0.032,-0.056,1,1,3.938,3.536,3.938,3.536,0.055,0.077,-0.015,-0.132,0.0000,0.0000,-0.0033,0.0000,9800.0,0,0.370,0.095,-0.002,-0.002,19,23.72,0.61,5
20900,20,5001,4,0,2,240,0,0,87.877,-0.737,88.239,-0.916,0.9852,87.932,0.046,86.237,86.237,0.000,-0.202,0.151,0.151,0.153,0.150,1.6952,1.6952,0.0030,0.0183,0.0153,1.6882,0.0071,0.9942,1.0000,14.311,22.303,0.018,0.088,0.002,-0.024,1,1,3.938,3.536,3.938,3.536,-0.060,-0.026,-0.194,-0.078,0.0000,0.0000,0.0153,0.0000,9820.0,0,0.371,0.053,-0.002,-0.002,19,23.72,0.61,5
20920,20,5003,4,0,2,240,0,0,87.872,-0.672,88.131,-0.366,0.9807,87.955,0.061,86.238,86.238,0.000,-0.202,0.175,0.175,0.177,0.173,1.7169,1.7169,0.0028,0.0647,0.0619,1.6885,0.0286,0.9924,1.0000,14.312,22.306,-0.008,0.311,0.040,-0.040,1,1,3.938,3.536,3.938,3.536,0.010,0.051,-0.123,-0.101,0.0000,0.0000,0.0619,0.0000,9840.0,0,0.373,0.151,-0.003,-0.003,19,23.72,0.61,5
20941,21,5001,4,0,2,240,0,0,87.872,-0.520,87.998,0.000,0.9853,87.983,0.083,86.237,86.237,0.000,-0.202,0.207,0.207,0.210,0.204,1.7463,1.7463,0.0026,0.1278,0.1252,1.6891,0.0579,0.9897,1.0000,14.314,22.311,0.100,0.390,0.076,-0.082,1,1,3.938,3.536,3.938,3.536,0.008,-0.065,-0.157,-0.158,0.0000,0.0000,0.1252,0.0000,9860.0,0,0.376,0.245,-0.007,-0.007,19,23.72,0.60,5
20960,19,5003,4,0,2,240,0,0,87.885,-0.276,88.301,0.488,0.9798,87.989,0.098,86.237,86.237,0.000,-0.202,0.218,0.218,0.224,0.211,1.7520,1.7520,0.0023,0.1389,0.1366,1.6897,0.0631,0.9878,1.0000,14.317,22.316,0.083,0.236,0.078,-0.069,1,1,3.938,3.536,3.938,3.536,0.119,0.052,-0.139,-0.098,0.0000,0.0000,0.1366,0.0000,9880.0,0,0.381,0.159,-0.009,-0.009,19,23.72,0.60,4
20980,20,5003,4,0,2,240,0,0,87.883,-0.179,87.604,-0.244,0.9812,88.007,0.106,86.238,86.238,0.000,-0.202,0.226,0.226,0.235,0.217,1.7687,1.7687,0.0019,0.1736,0.1717,1.6905,0.0793,0.9868,1.0000,14.322,22.320,0.356,0.120,0.065,-0.024,1,1,3.938,3.536,3.938,3.536,-0.150,0.074,-0.227,-0.186,0.0000,0.0000,0.1717,0.0000,9900.0,0,0.385,0.238,-0.008,-0.008,19,23.72,0.60,5
21000,20,5003,4,0,2,240,0,0,87.903,0.099,88.148,0.854,0.9824,88.032,0.103,86.237,86.237,0.000,-0.202,0.199,0.199,0.206,0.191,1.7945,1.7945,0.0016,0.2274,0.2258,1.6915,0.1043,0.9871,1.0000,14.328,22.324,0.397,0.257,0.050,-0.012,1,1,3.938,3.536,3.938,3.536,-0.007,-0.010,-0.154,-0.096,0.0001,0.0000,0.2258,0.0000,9920.0,0,0.390,0.327,-0.006,-0.006,19,23.72,0.60,4
21020,20,5003,4,0,2,240,0,0,87.921,0.372,87.528,0.671,0.9793,88.019,0.111,86.237,86.237,0.000,-0.202,0.192,0.192,0.197,0.186,1.7821,1.7821,0.0012,0.1980,0.1968,1.6924,0.0909,0.9862,1.0000,14.333,22.328,0.092,0.195,0.015,-0.005,1,1,3.938,3.536,3.938,3.536,-0.091,0.032,-0.071,-0.059,0.0000,0.0000,0.1968,0.0000,9940.0,0,0.394,0.143,-0.005,-0.005,19,23.72,0.60,5
21040,20,5003,4,0,2,240,0,0,87.923,0.308,87.640,0.061,0.9843,88.007,0.096,86.237,86.237,0.000,-0.202,0.167,0.167,0.172,0.162,1.7701,1.7701,0.0010,0.1696,0.1686,1.6932,0.0779,0.9880,1.0000,14.337,22.331,0.135,0.098,0.027,0.017,1,1,3.938,3.536,3.938,3.536,-0.205,0.001,-0.077,-0.200,0.0000,0.0000,0.1686,0.0000,9960.0,0,0.397,0.117,-0.003,-0.003,19,23.72,0.60,5
21060,20,5003,4,0,2,240,0,0,87.921,0.252,87.838,0.366,0.9840,88.001,0.086,86.237,86.237,0.000,-0.202,0.152,0.152,0.155,0.148,1.7649,1.7649,0.0008,0.1561,0.1554,1.6939,0.0718,0.9893,1.0000,14.341,22.332,0.192,0.071,0.002,0.034,1,1,3.938,3.536,3.938,3.536,0.183,0.019,-0.259,-0.089,0.0000,0.0000,0.1554,0.0000,9980.0,0,0.400,0.131,-0.001,-0.001,19,23.72,0.60,4
21080,20,5002,4,0,2,240,0,0,87.924,0.266,87.545,0.244,0.9806,87.990,0.077,86.237,86.237,0.000,-0.202,0.133,0.133,0.134,0.133,1.7534,1.7534,0.0006,0.1293,0.1287,1.6945,0.0595,0.9903,1.0000,14.345,22.333,0.111,0.048,-0.017,0.063,1,1,3.938,3.536,3.938,3.536,-0.011,0.020,-0.218,-0.095,0.0000,0.0000,0.1287,0.0000,10000.0,0,0.403,0.079,0.003,0.003,19,23.72,0.60,5
21100,20,5002,4,0,2,240,0,0,87.916,0.153,87.727,-0.244,0.9850,87.978,0.074,86.237,86.237,0.000,-0.202,0.136,0.136,0.133,0.139,1.7408,1.7408,0.0005,0.1006,0.1001,1.6949,0.0463,0.9907,1.0000,14.347,22.334,0.083,0.011,0.009,0.076,1,1,3.938,3.536,3.938,3.536,0.009,-0.017,-0.166,-0.080,0.0001,0.0000,0.1001,0.0000,10020.0,0,0.404,0.047,0.003,0.003,19,23.72,0.49,5
21120,20,5002,4,0,2,240,0,0,87.907,0.062,87.647,0.000,0.9815,87.977,0.071,86.237,86.237,0.000,-0.202,0.136,0.136,0.133,0.140,1.7398,1.7398,0.0004,0.0974,0.0971,1.6954,0.0448,0.9912,1.0000,14.348,22.335,0.085,0.098,0.021,0.100,1,1,3.938,3.536,3.938,3.536,0.068,-0.012,-0.094,-0.129,0.0000,0.0000,0.0971,0.0000,10040.0,0,0.406,0.092,0.003,0.003,19,23.72,0.49,5
