# profile_scope=balance_run
# profile_run_start_uptime_ms=378934
# prof_imu_max_us=1116
# prof_ctl_max_us=81524
# prof_disp_max_us=9740
# prof_ws_max_us=12
# prof_tel_max_us=223
# prof_crsf_max_us=537
# prof_can_max_us=296
# prof_bal_max_us=1195
# prof_adrv_max_us=1846
# prof_loopgap_max_us=13487
# prof_ctlgap_max_us=5390
# stall_events=0
# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=31
# startup_recovery=wheel_velocity_learning_v1
# startup_recovery_speed=1.0
# startup_recovery_force_speed=4.0
# startup_recovery_confirm_ms=60
# startup_recovery_ki=1.0 boost_ms=800 integral_rate_dps=6 limit_deg=6
# startup_recovery_hold=settled_position calm_ms=400
# capture_trim_bounds=absolute
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=2
# sample_size_bytes=220
# sample_count=1203
# checksum=0x29CB8EA4
# checksum_valid=1
# build_date=Sep 14 2026
# build_time=23:18:29
# run_start_uptime_ms=378934
# run_end_uptime_ms=403110
# run_duration_ms=24176
# end_reason=drive disarmed
# test_note=early-wheel-recovery-v1
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=2.4380
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0xA2EED9A2
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms
6225,20,5004,4,0,1,0,0,0,81.025,3.287,81.392,2.441,0.9822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.056,0.018,-0.036,0.020,56,75,6.457,5.383,6.467,5.386,0.063,0.057,-0.128,0.295,0.9347,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.91,5
6245,20,5001,4,0,1,0,0,0,81.064,2.905,81.125,1.770,0.9875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.056,0.018,-0.036,0.020,76,95,6.459,5.384,6.469,5.388,0.196,0.070,0.070,0.314,0.9354,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.91,5
6265,20,5004,4,0,1,0,0,0,81.111,2.866,80.491,2.991,0.9799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.054,0.036,-0.045,0.038,16,16,6.461,5.385,6.471,5.389,0.162,0.023,-0.064,0.399,0.9361,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.91,5
6285,20,5002,4,0,1,0,0,0,81.164,2.908,80.692,3.296,0.9827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.054,0.036,-0.045,0.038,36,36,6.463,5.386,6.472,5.390,0.155,0.053,-0.275,0.429,0.9368,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6305,20,5004,4,0,1,0,0,0,81.231,3.165,80.982,3.784,0.9844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.054,0.036,-0.045,0.038,56,56,6.465,5.387,6.474,5.391,0.020,0.031,0.013,0.355,0.9375,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6325,20,5004,4,0,1,0,0,0,81.317,3.470,81.311,4.150,0.9811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.054,0.059,-0.045,0.022,76,16,6.467,5.388,6.476,5.392,0.018,-0.036,-0.208,0.363,0.9381,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6345,20,5000,4,0,1,0,0,0,81.403,3.601,81.761,3.906,0.9798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.025,0.059,-0.039,0.022,16,36,6.470,5.389,6.477,5.392,0.083,0.079,0.031,0.422,0.9389,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6365,20,5004,4,0,1,0,0,0,81.479,3.579,82.131,3.357,0.9845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.025,0.059,-0.039,0.022,36,56,6.472,5.390,6.479,5.393,0.188,-0.030,0.024,0.423,0.9394,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6385,20,5002,4,0,1,0,0,0,81.556,3.563,81.876,3.662,0.9762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.025,0.059,-0.039,0.022,56,76,6.474,5.391,6.480,5.394,0.167,0.078,0.002,0.335,0.9401,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6405,20,5004,4,0,1,0,0,0,81.614,3.365,81.625,2.808,0.9839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.025,0.059,-0.039,0.022,76,96,6.475,5.392,6.482,5.395,0.117,0.059,0.106,0.345,0.9407,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6425,20,5002,4,0,1,0,0,0,81.675,3.276,81.693,3.052,0.9818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.025,0.059,-0.039,0.022,96,116,6.477,5.393,6.484,5.396,0.034,-0.010,0.077,0.366,0.9412,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6445,20,5002,4,0,1,0,0,0,81.739,3.294,81.580,3.479,0.9821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.025,0.059,-0.039,0.022,116,136,6.479,5.394,6.485,5.397,0.172,0.029,0.021,0.430,0.9417,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.76,5
6465,20,5004,4,0,1,0,0,0,81.807,3.361,81.727,3.418,0.9825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.025,0.059,-0.039,0.022,136,156,6.480,5.395,6.487,5.398,0.080,-0.023,0.072,0.439,0.9423,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.76,5
6485,20,5002,4,0,1,0,0,0,81.887,3.542,82.086,4.028,0.9806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.025,-0.050,-0.039,0.024,156,16,6.481,5.395,6.488,5.399,0.066,0.020,0.092,0.414,0.9427,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.76,5
6505,20,5004,4,0,1,0,0,0,81.965,3.545,82.415,3.357,0.9804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.054,-0.050,-0.053,0.024,16,36,6.482,5.397,6.490,5.400,0.014,0.053,0.090,0.471,0.9431,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.76,5
6525,20,5002,4,0,1,0,0,0,82.017,3.485,82.118,3.174,0.9828,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.007,0.021,-0.047,0.016,15,15,6.483,5.397,6.491,5.401,0.105,0.065,0.066,0.450,0.9435,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.76,5
6545,20,5002,4,0,1,0,0,0,82.082,3.378,82.154,3.052,0.9802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.007,0.021,-0.047,0.016,35,35,6.484,5.399,6.493,5.402,0.163,0.019,0.226,0.387,0.9439,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.76,5
6565,20,5004,4,0,1,0,0,0,82.149,3.351,82.043,3.540,0.9825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.007,0.021,-0.047,0.016,55,55,6.485,5.399,6.494,5.403,-0.001,0.078,0.131,0.499,0.9444,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.76,5
6585,20,5004,4,0,1,0,0,0,82.213,3.327,82.191,3.296,0.9794,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.007,0.021,-0.047,0.016,75,75,6.487,5.400,6.495,5.403,0.040,0.061,0.204,0.393,0.9449,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.76,5
6605,20,5005,4,0,1,0,0,0,82.283,3.494,81.705,4.028,0.9833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.007,0.021,-0.047,0.016,95,95,6.488,5.401,6.497,5.404,0.112,-0.003,0.144,0.263,0.9453,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6625,20,5004,4,0,1,0,0,0,82.367,3.736,82.353,4.456,0.9835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.007,0.021,-0.047,0.016,115,115,6.489,5.402,6.498,5.405,-0.030,0.040,0.057,0.342,0.9458,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,4
6645,20,5003,4,0,1,0,0,0,82.455,3.996,82.197,4.944,0.9784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.007,0.008,-0.047,0.016,135,15,6.490,5.403,6.500,5.406,0.065,0.016,0.282,0.310,0.9462,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6665,20,5004,4,0,1,0,0,0,82.557,4.249,83.547,4.944,0.9864,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.024,0.008,-0.040,0.016,15,35,6.491,5.404,6.501,5.407,0.005,-0.029,0.148,0.214,0.9467,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6685,20,5004,4,0,1,0,0,0,82.654,4.324,83.155,4.456,0.9793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.024,0.008,-0.040,0.016,35,55,6.492,5.405,6.502,5.408,0.011,0.057,0.324,0.298,0.9471,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,4
6705,20,5004,4,0,1,0,0,0,82.742,4.302,82.757,3.906,0.9839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.024,0.008,-0.040,0.016,55,75,6.493,5.406,6.504,5.409,0.099,0.112,0.070,0.199,0.9476,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6725,20,5005,4,0,1,0,0,0,82.834,4.258,83.713,4.089,0.9811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.024,0.008,-0.040,0.016,75,95,6.494,5.407,6.505,5.409,0.091,0.066,0.152,0.181,0.9481,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,4
6745,20,5004,4,0,1,0,0,0,82.915,4.059,83.611,3.296,0.9808,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.024,0.008,-0.040,0.016,95,115,6.495,5.408,6.507,5.410,-0.095,0.020,0.082,0.193,0.9485,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.72,5
6765,20,5004,4,0,1,0,0,0,82.979,3.699,83.529,2.563,0.9793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.024,0.008,-0.040,0.016,115,135,6.497,5.409,6.508,5.411,0.134,0.021,0.002,0.134,0.9490,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.70,5
6785,20,5004,4,0,1,0,0,0,83.034,3.339,83.247,2.258,0.9842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.086,0.021,-0.046,0.028,15,15,6.499,5.410,6.509,5.412,0.190,0.014,0.030,0.131,0.9495,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.70,5
6805,20,5007,4,0,1,0,0,0,83.080,2.987,83.381,2.014,0.9807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.086,0.037,-0.046,0.025,35,15,6.500,5.410,6.510,5.413,0.060,-0.022,-0.043,0.148,0.9499,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.70,5
6825,20,5002,4,0,1,0,0,0,83.119,2.640,83.462,1.648,0.9780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.019,0.037,-0.037,0.025,15,35,6.502,5.411,6.512,5.413,0.221,0.084,0.028,0.230,0.9504,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.70,5
6845,20,5000,4,0,1,0,0,0,83.156,2.366,83.523,1.587,0.9805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.019,0.037,-0.037,0.025,35,55,6.504,5.412,6.513,5.414,0.076,0.019,-0.057,0.217,0.9511,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.70,5
6865,20,5004,4,0,1,0,0,0,83.197,2.028,83.414,1.099,0.9815,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.019,0.037,-0.037,0.025,55,75,6.506,5.413,6.514,5.415,0.131,0.054,-0.192,0.243,0.9517,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.70,4
6885,20,5002,4,0,1,0,0,0,83.221,1.762,83.390,1.343,0.9800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.019,0.037,-0.037,0.025,75,95,6.508,5.413,6.516,5.416,0.269,0.022,-0.137,0.192,0.9522,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.70,5
6905,20,5004,4,0,1,0,0,0,83.234,1.489,83.104,0.854,0.9843,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.019,0.037,-0.037,0.025,95,115,6.510,5.414,6.517,5.416,0.149,0.028,-0.164,0.216,0.9527,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.76,0.70,5
6925,20,5002,4,0,1,0,0,0,83.255,1.412,83.034,1.221,0.9844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.019,0.037,-0.037,0.025,115,135,6.511,5.414,6.518,5.417,0.123,0.022,-0.185,0.282,0.9532,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.76,0.71,5
6945,20,5001,4,0,1,0,0,0,83.286,1.537,82.774,1.770,0.9823,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.019,0.037,-0.037,0.025,135,155,6.513,5.415,6.519,5.418,0.176,0.096,-0.327,0.228,0.9538,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.76,0.71,5
6965,20,5004,4,0,1,0,0,0,83.330,1.802,82.739,2.808,0.9814,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.019,0.008,-0.037,0.008,155,16,6.515,5.416,6.520,5.419,0.043,0.127,-0.203,0.262,0.9544,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.76,0.71,5
6985,20,5002,4,0,1,0,0,0,83.378,2.076,83.073,3.052,0.9839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.021,0.008,-0.038,0.008,16,36,6.517,5.417,6.522,5.419,0.066,-0.041,-0.186,0.154,0.9549,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.76,0.71,5
7005,20,5005,4,0,1,0,0,0,83.438,2.453,82.808,3.601,0.9849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.021,0.008,-0.038,0.008,36,56,6.519,5.417,6.523,5.420,0.094,0.088,-0.013,0.282,0.9554,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.76,0.71,5
7025,20,5002,4,0,1,0,0,0,83.513,2.885,83.256,4.395,0.9793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,0.021,0.008,-0.038,0.008,56,76,6.520,5.418,6.524,5.421,0.078,-0.034,-0.107,0.188,0.9559,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.76,0.71,5
7045,20,5004,4,0,1,0,0,0,83.593,3.256,83.464,4.333,0.9867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.027,0.004,-0.047,0.002,16,16,6.521,5.419,6.525,5.421,0.114,0.056,-0.029,0.266,0.9563,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.76,0.71,5
7065,20,5002,4,0,1,0,0,0,83.683,3.638,83.595,4.883,0.9807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.027,0.004,-0.047,0.002,36,36,6.522,5.420,6.526,5.422,-0.001,0.077,0.010,0.160,0.9566,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.71,5
7085,20,5004,4,0,1,0,0,0,83.774,3.911,83.770,4.517,0.9810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.027,0.004,-0.047,0.002,56,56,6.523,5.420,6.527,5.423,0.088,0.050,0.087,0.166,0.9569,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.54,5
7105,20,5002,4,0,1,0,0,0,83.865,4.060,84.041,4.578,0.9808,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.931,-0.027,0.004,-0.047,0.002,76,76,6.523,5.421,6.529,5.424,-0.123,0.008,0.006,0.294,0.9572,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.54,5
7125,20,5004,4,0,1,0,0,0,83.962,4.255,84.292,4.639,0.9820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,-0.027,0.008,-0.047,0.014,96,16,6.524,5.422,6.530,5.424,0.067,0.031,0.270,0.256,0.9575,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.54,5
7145,20,5401,4,0,1,0,0,0,84.062,4.298,84.964,4.150,0.9847,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,0.019,0.008,-0.041,0.014,16,36,6.525,5.422,6.531,5.425,-0.081,0.018,0.087,0.301,0.9577,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.54,5
7165,20,5002,4,0,1,0,0,0,84.144,4.128,84.691,3.418,0.9816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,0.019,0.008,-0.041,0.014,36,56,6.525,5.423,6.532,5.426,-0.234,0.057,0.170,0.216,0.9581,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.54,5
7185,20,5004,4,0,1,0,0,0,84.207,3.735,84.701,2.686,0.9809,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,0.019,0.008,-0.041,0.014,56,76,6.526,5.424,6.533,5.426,-0.023,0.029,0.238,0.308,0.9584,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.54,5
7205,20,5004,4,0,1,0,0,0,84.266,3.404,84.647,2.625,0.9814,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.943,21.930,0.019,0.008,-0.041,0.014,76,96,6.527,5.425,6.534,5.427,0.137,-0.023,0.302,0.247,0.9587,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,0.54,5
