# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=2.2000
# vel_sp_ki=0.3500
# sp_offset_max=8.00
# vel_filter_alpha=0.3500
# stored_trim=-0.5180
# glide_vel_err=0.80
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:89.30
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=89.30
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
18,1,-0.52,-0.02,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.03,0.04,3.93,3.53,3.94,3.55,0.00,0.00,0
38,1,-0.52,0.01,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.03,0.04,3.93,3.53,3.96,3.56,0.00,0.00,0
58,1,-0.52,-0.02,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.03,-0.01,3.94,3.54,3.97,3.58,0.00,0.00,0
77,1,-0.52,0.02,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.01,-0.01,3.95,3.55,3.99,3.59,0.00,0.00,0
99,1,-0.50,0.26,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.01,-0.01,3.96,3.56,4.00,3.60,0.00,0.00,0
119,1,-0.48,0.63,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.01,-0.01,3.97,3.57,4.01,3.62,0.00,0.00,0
138,1,-0.37,1.93,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.01,-0.01,3.98,3.58,4.03,3.63,0.00,0.00,0
158,1,-0.26,2.92,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.01,-0.01,4.00,3.59,4.04,3.65,0.00,0.00,0
178,1,-0.16,3.42,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.01,-0.01,4.01,3.60,4.06,3.66,0.00,0.00,0
198,1,-0.04,4.06,0.00,0.00,0.00,0.0000,0.0000,34.08,40.09,-0.01,-0.01,4.02,3.61,4.07,3.67,0.00,0.00,0
