# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0500
# arm_bal_ki=0.0250
# arm_bal_kd=0.0150
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.3000
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# vel_trim_gain=0.1000
# vel_trim_max=2.00
# vel_trim_filter=0.0500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=91.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
19,1,0.28,-0.04,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,-0.00,3.91,3.54,3.92,3.56,0.00,0.00,0
39,1,0.29,-0.04,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,-0.00,3.91,3.54,3.94,3.57,0.00,0.00,0
59,1,0.28,-0.05,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,-0.00,3.91,3.55,3.95,3.58,0.00,0.00,0
79,1,0.29,0.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,-0.00,3.92,3.56,3.97,3.60,0.00,0.00,0
100,1,0.32,0.28,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,0.01,3.94,3.57,3.98,3.61,0.00,0.00,0
119,1,0.36,0.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,0.01,3.95,3.58,3.99,3.63,0.00,0.00,0
139,1,0.44,1.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,0.01,3.96,3.59,4.01,3.64,0.00,0.00,0
159,1,0.54,2.67,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,0.01,3.97,3.60,4.02,3.65,0.00,0.00,0
179,1,0.65,3.42,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,0.01,3.99,3.61,4.04,3.67,0.00,0.00,0
199,1,0.76,4.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,0.01,4.00,3.62,4.05,3.68,0.00,0.00,0
219,1,0.87,4.42,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,0.01,4.02,3.63,4.06,3.70,0.00,0.00,0
238,1,0.99,4.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.41,0.02,0.01,4.03,3.64,4.08,3.71,0.00,0.00,0
259,1,1.20,6.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.02,0.04,4.04,3.64,4.09,3.72,0.00,0.00,0
279,1,1.49,9.28,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,0.04,4.06,3.66,4.11,3.74,0.00,0.00,0
299,1,1.92,13.08,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,0.04,4.07,3.67,4.12,3.75,0.00,0.00,0
320,1,2.37,16.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,0.04,4.09,3.68,4.13,3.77,0.00,0.00,0
339,1,2.84,18.24,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,0.04,4.10,3.69,4.15,3.78,0.00,0.00,0
359,1,3.28,19.29,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,0.04,4.11,3.70,4.16,3.79,0.00,0.00,0
378,1,3.70,19.58,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,0.04,4.13,3.71,4.18,3.81,0.00,0.00,0
400,1,4.11,19.89,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,0.04,4.14,3.72,4.19,3.82,0.00,0.00,0
420,1,4.54,20.35,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.02,4.15,3.74,4.20,3.84,0.00,0.00,0
440,1,4.99,20.96,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,-0.02,4.17,3.75,4.22,3.85,0.00,0.00,0
459,1,5.46,21.84,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,-0.02,4.18,3.76,4.23,3.86,0.00,0.00,0
479,1,5.94,22.58,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,-0.02,4.20,3.77,4.25,3.88,0.00,0.00,0
498,1,6.43,23.09,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,-0.02,4.21,3.78,4.26,3.89,0.00,0.00,0
520,1,6.91,23.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,-0.02,4.22,3.80,4.27,3.91,0.00,0.00,0
539,1,7.40,23.81,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,-0.02,4.24,3.81,4.29,3.92,0.00,0.00,0
559,1,7.89,24.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,-0.02,4.25,3.82,4.30,3.93,0.00,0.00,0
579,1,8.39,24.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.04,4.27,3.84,4.32,3.95,0.00,0.00,0
599,1,8.88,24.44,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.04,4.28,3.85,4.33,3.96,0.00,0.00,0
620,1,9.40,24.84,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.04,4.29,3.86,4.34,3.98,0.00,0.00,0
639,1,9.92,25.11,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.04,4.31,3.88,4.36,3.99,0.00,0.00,0
659,1,10.44,25.39,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.04,4.32,3.89,4.37,4.00,0.00,0.00,0
679,1,10.97,25.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.04,4.34,3.90,4.39,4.02,0.00,0.00,0
699,1,11.51,26.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.04,4.35,3.91,4.40,4.03,0.00,0.00,0
720,1,12.04,26.23,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.04,4.37,3.93,4.41,4.04,0.00,0.00,0
739,1,12.58,26.26,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.03,0.00,4.38,3.94,4.43,4.06,0.00,0.00,0
758,1,13.11,26.27,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.02,0.00,4.39,3.96,4.44,4.07,0.00,0.00,0
780,1,13.65,26.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.02,0.00,4.41,3.97,4.46,4.08,0.00,0.00,0
800,1,14.19,26.71,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.02,0.00,4.42,3.98,4.47,4.09,0.00,0.00,0
820,1,14.73,26.76,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.02,0.00,4.44,4.00,4.48,4.11,0.00,0.00,0
840,1,15.27,26.83,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.02,0.00,4.45,4.01,4.50,4.12,0.00,0.00,0
859,1,15.82,26.98,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.02,0.00,4.46,4.02,4.51,4.13,0.00,0.00,0
878,1,16.37,27.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.02,0.00,4.48,4.04,4.53,4.14,0.00,0.00,0
900,1,16.92,27.12,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,-0.02,-0.00,4.49,4.05,4.54,4.16,0.00,0.00,0
920,1,17.47,27.17,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.05,-0.00,4.51,4.06,4.55,4.17,0.00,0.00,0
939,1,18.02,27.38,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.05,-0.00,4.52,4.08,4.57,4.18,0.00,0.00,0
959,1,18.57,27.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.05,-0.00,4.54,4.09,4.58,4.19,0.00,0.00,0
979,1,19.14,27.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.05,-0.00,4.55,4.11,4.60,4.20,0.00,0.00,0
999,1,19.70,27.78,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.05,-0.00,4.56,4.12,4.61,4.21,0.00,0.00,0
1019,1,20.27,27.93,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.05,-0.00,4.58,4.13,4.62,4.23,0.00,0.00,0
1039,1,20.83,28.07,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.05,-0.00,4.59,4.15,4.64,4.24,0.00,0.00,0
1059,1,21.41,28.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.05,-0.01,4.61,4.16,4.65,4.25,0.00,0.00,0
1079,1,21.99,28.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.01,4.62,4.18,4.67,4.26,0.00,0.00,0
1099,1,22.58,28.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.01,4.63,4.19,4.68,4.27,0.00,0.00,0
1120,1,23.17,29.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.01,4.65,4.20,4.69,4.28,0.00,0.00,0
1139,1,23.77,29.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.01,4.66,4.22,4.71,4.29,0.00,0.00,0
1159,1,24.36,29.39,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.01,4.68,4.23,4.72,4.30,0.00,0.00,0
1179,1,24.96,29.46,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.01,4.69,4.25,4.74,4.31,0.00,0.00,0
1199,1,25.55,29.45,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.01,4.70,4.26,4.75,4.32,0.00,0.00,0
1220,1,26.14,29.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.72,4.27,4.76,4.33,0.00,0.00,0
1240,1,26.73,29.38,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.73,4.29,4.78,4.34,0.00,0.00,0
1259,1,27.32,29.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.75,4.30,4.79,4.35,0.00,0.00,0
1278,1,27.92,29.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.76,4.32,4.81,4.36,0.00,0.00,0
1300,1,28.51,29.44,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.77,4.33,4.82,4.37,0.00,0.00,0
1320,1,29.10,29.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.79,4.34,4.83,4.38,0.00,0.00,0
1339,1,29.69,29.37,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.80,4.36,4.85,4.39,0.00,0.00,0
1359,1,30.26,29.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.82,4.37,4.86,4.40,0.00,0.00,0
1379,1,30.79,27.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.03,-0.03,4.83,4.38,4.88,4.41,0.00,0.00,0
1398,1,31.28,26.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.02,-0.03,4.84,4.39,4.89,4.42,0.00,0.00,0
1420,1,31.68,24.23,0.00,0.00,0.00,0.0000,0.0000,0.0000,-147.15,-140.39,0.02,-0.03,4.86,4.40,4.90,4.43,0.00,0.00,0
