[Balance] --- Log dump (94452 bytes, 1036 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
19,1,1.80,-0.15,0.00,0.00,0.00,0.00,20.76,25.95,0.03,0.01,3.92,3.55,0.00,0.00,0.00,0
39,1,1.81,-0.09,0.00,0.00,0.00,0.00,20.76,25.95,0.03,0.01,3.92,3.55,0.00,0.00,0.00,0
60,1,1.81,-0.07,0.00,0.00,0.00,0.00,20.76,25.95,0.03,0.01,3.93,3.56,0.00,0.00,0.00,0
79,1,1.82,0.02,0.00,0.00,0.00,0.00,20.76,25.95,0.03,0.01,3.94,3.57,0.00,0.00,0.00,0
99,1,1.86,0.36,0.00,0.00,0.00,0.00,20.76,25.95,0.03,0.01,3.95,3.58,0.00,0.00,0.00,0
119,1,1.95,1.86,0.00,0.00,0.00,0.00,20.76,25.95,0.03,0.01,3.96,3.59,0.00,0.00,0.00,0
139,1,2.05,2.92,0.00,0.00,0.00,0.00,20.76,25.95,0.03,0.02,3.97,3.60,0.00,0.00,0.00,0
160,1,2.16,3.48,0.00,0.00,0.00,0.00,20.76,25.95,-0.00,0.02,3.99,3.61,0.00,0.00,0.00,0
180,1,2.26,3.95,0.00,0.00,0.00,0.00,20.76,25.95,-0.00,0.02,4.00,3.62,0.00,0.00,0.00,0
199,1,2.39,4.64,0.00,0.00,0.00,0.00,20.76,25.95,-0.00,0.02,4.01,3.63,0.00,0.00,0.00,0
219,1,2.52,5.10,0.00,0.00,0.00,0.00,20.76,25.95,-0.00,0.02,4.03,3.64,0.00,0.00,0.00,0
239,1,2.71,6.18,0.00,0.00,0.00,0.00,20.76,25.95,-0.00,0.02,4.04,3.65,0.00,0.00,0.00,0
260,1,2.97,8.29,0.00,0.00,0.00,0.00,20.76,25.95,-0.00,0.02,4.06,3.66,0.00,0.00,0.00,0
279,1,3.37,11.84,0.00,0.00,0.00,0.00,20.76,25.95,-0.00,0.02,4.07,3.67,0.00,0.00,0.00,0
299,1,3.81,15.02,0.00,0.00,0.00,0.00,20.76,25.95,-0.00,0.01,4.08,3.68,0.00,0.00,0.00,0
319,1,4.28,17.61,0.00,0.00,0.00,0.00,20.76,25.95,0.02,0.01,4.10,3.69,0.00,0.00,0.00,0
339,1,4.73,18.93,0.00,0.00,0.00,0.00,20.76,25.95,0.02,0.01,4.11,3.70,0.00,0.00,0.00,0
360,1,5.16,19.38,0.00,0.00,0.00,0.00,20.76,25.95,0.02,0.01,4.13,3.71,0.00,0.00,0.00,0
380,1,5.58,19.86,0.00,0.00,0.00,0.00,20.76,25.95,0.02,0.01,4.14,3.73,0.00,0.00,0.00,0
399,1,6.03,20.52,0.00,0.00,0.00,0.00,20.76,25.95,0.02,0.01,4.15,3.74,0.00,0.00,0.00,0
419,1,6.47,20.97,0.00,0.00,0.00,0.00,20.76,25.95,0.02,0.01,4.17,3.75,0.00,0.00,0.00,0
