# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_vel_gain=0.0500
# arm_drift_gain=0.0800
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.3000
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# vel_trim_gain=0.4000
# vel_trim_max=4.00
# vel_trim_filter=0.0500
# vel_trim_gate=3.00
# odo_kp=0.3000
# odo_kd=0.1000
# odo_max_vel=2.00
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=91.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
20,1,-1.81,-0.09,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,0.01,3.93,3.54,3.94,3.55,0.00,0.00,0
40,1,-1.81,-0.09,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,0.05,0.01,3.93,3.54,3.95,3.57,0.00,0.00,0
59,1,-1.81,-0.11,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,0.05,0.01,3.93,3.54,3.97,3.58,0.00,0.00,0
79,1,-1.80,-0.08,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,0.05,0.01,3.94,3.55,3.98,3.59,0.00,0.00,0
98,1,-1.81,-0.14,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,0.05,0.01,3.95,3.56,4.00,3.61,0.00,0.00,0
120,1,-1.80,0.02,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,0.05,0.01,3.97,3.57,4.01,3.62,0.00,0.00,0
140,1,-1.75,0.79,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,0.05,0.01,3.98,3.58,4.02,3.64,0.00,0.00,0
159,1,-1.67,1.94,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,0.05,0.01,3.99,3.59,4.04,3.65,0.00,0.00,0
179,1,-1.55,3.07,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,0.05,-0.00,4.01,3.60,4.05,3.66,0.00,0.00,0
199,1,-1.44,3.67,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.00,4.02,3.61,4.07,3.68,0.00,0.00,0
219,1,-1.33,4.12,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.00,4.03,3.62,4.08,3.69,0.00,0.00,0
239,1,-1.21,4.71,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.00,4.05,3.63,4.09,3.71,0.00,0.00,0
260,1,-1.05,5.57,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.00,4.06,3.64,4.11,3.72,0.00,0.00,0
279,1,-0.82,7.42,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.00,4.07,3.65,4.12,3.73,0.00,0.00,0
299,1,-0.48,10.39,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.00,4.09,3.66,4.14,3.75,0.00,0.00,0
319,1,-0.05,13.69,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.00,4.10,3.67,4.15,3.76,0.00,0.00,0
340,1,0.40,16.36,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,0.01,4.12,3.69,4.16,3.78,0.00,0.00,0
358,1,0.85,18.10,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.06,0.01,4.13,3.70,4.18,3.79,0.00,0.00,0
380,1,1.28,19.02,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.06,0.01,4.14,3.71,4.19,3.80,0.00,0.00,0
399,1,1.70,19.59,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.06,0.01,4.16,3.72,4.21,3.82,0.00,0.00,0
419,1,2.13,20.09,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.06,0.01,4.17,3.73,4.22,3.83,0.00,0.00,0
440,1,2.58,20.83,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.06,0.01,4.19,3.74,4.23,3.85,0.00,0.00,0
459,1,3.04,21.51,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.06,0.01,4.20,3.76,4.25,3.86,0.00,0.00,0
479,1,3.51,22.12,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.06,0.01,4.21,3.77,4.26,3.87,0.00,0.00,0
499,1,3.99,22.66,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.06,-0.05,4.23,3.78,4.28,3.89,0.00,0.00,0
519,1,4.48,23.29,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.03,-0.05,4.24,3.79,4.29,3.90,0.00,0.00,0
540,1,4.98,23.73,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.03,-0.05,4.26,3.81,4.30,3.92,0.00,0.00,0
559,1,5.47,23.93,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.03,-0.05,4.27,3.82,4.32,3.93,0.00,0.00,0
579,1,5.97,24.22,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.03,-0.05,4.28,3.83,4.33,3.94,0.00,0.00,0
599,1,6.48,24.53,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.03,-0.05,4.30,3.85,4.35,3.96,0.00,0.00,0
618,1,6.99,24.82,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.03,-0.05,4.31,3.86,4.36,3.97,0.00,0.00,0
640,1,7.63,25.03,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.03,-0.05,4.33,3.87,4.37,3.99,0.00,0.00,0
660,1,8.01,25.26,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.03,-0.01,4.34,3.89,4.39,4.00,0.00,0.00,0
679,1,8.53,25.44,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.01,4.36,3.90,4.40,4.01,0.00,0.00,0
699,1,9.06,25.67,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.01,4.37,3.91,4.42,4.03,0.00,0.00,0
719,1,9.59,25.89,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.01,4.38,3.92,4.43,4.04,0.00,0.00,0
738,1,10.11,26.00,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.01,4.40,3.94,4.44,4.06,0.00,0.00,0
761,1,10.78,26.26,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.01,4.41,3.95,4.46,4.07,0.00,0.00,0
778,1,11.19,26.42,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.01,4.43,3.97,4.47,4.08,0.00,0.00,0
800,1,11.73,26.63,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.01,4.44,3.98,4.49,4.10,0.00,0.00,0
820,1,12.28,26.75,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.45,3.99,4.50,4.11,0.00,0.00,0
839,1,12.83,26.94,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,0.03,4.47,4.01,4.51,4.12,0.00,0.00,0
860,1,13.38,27.13,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,0.03,4.48,4.02,4.53,4.13,0.00,0.00,0
878,1,13.94,27.31,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,0.03,4.50,4.03,4.54,4.15,0.00,0.00,0
900,1,14.49,27.37,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,0.03,4.51,4.05,4.56,4.16,0.00,0.00,0
919,1,15.05,27.52,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,0.03,4.52,4.06,4.57,4.17,0.00,0.00,0
939,1,15.61,27.72,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,0.03,4.54,4.07,4.58,4.18,0.00,0.00,0
960,1,16.18,27.94,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,0.03,4.55,4.09,4.60,4.20,0.00,0.00,0
979,1,16.74,28.00,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.02,-0.05,4.57,4.10,4.61,4.21,0.00,0.00,0
998,1,17.30,27.92,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.05,4.58,4.12,4.63,4.22,0.00,0.00,0
1020,1,17.86,27.84,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.05,4.59,4.13,4.64,4.23,0.00,0.00,0
1039,1,18.42,27.99,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.05,4.61,4.14,4.65,4.24,0.00,0.00,0
1060,1,18.98,28.07,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.05,4.62,4.16,4.67,4.26,0.00,0.00,0
1079,1,19.55,28.11,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.05,4.64,4.17,4.68,4.27,0.00,0.00,0
1099,1,20.11,28.19,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.05,4.65,4.19,4.70,4.28,0.00,0.00,0
1119,1,20.68,28.35,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.05,4.66,4.20,4.71,4.29,0.00,0.00,0
1139,1,21.26,28.49,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.00,-0.03,4.68,4.21,4.72,4.30,0.00,0.00,0
1160,1,21.84,28.56,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.03,4.69,4.23,4.74,4.31,0.00,0.00,0
1179,1,22.43,28.70,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.03,4.71,4.24,4.75,4.32,0.00,0.00,0
1199,1,23.01,28.82,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.03,4.72,4.26,4.77,4.34,0.00,0.00,0
1219,1,23.60,29.02,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.03,4.73,4.27,4.78,4.35,0.00,0.00,0
1239,1,24.20,29.09,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.03,4.75,4.28,4.79,4.36,0.00,0.00,0
1259,1,24.79,29.19,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.03,4.76,4.30,4.81,4.37,0.00,0.00,0
1280,1,25.38,29.27,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.03,4.78,4.31,4.82,4.38,0.00,0.00,0
1300,1,25.98,29.33,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.79,4.33,4.84,4.39,0.00,0.00,0
1319,1,26.57,29.28,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.81,4.34,4.85,4.40,0.00,0.00,0
1340,1,27.17,29.28,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.82,4.35,4.86,4.41,0.00,0.00,0
1360,1,27.76,29.43,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.83,4.37,4.88,4.42,0.00,0.00,0
1378,1,28.36,29.53,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.85,4.38,4.89,4.43,0.00,0.00,0
1400,1,28.96,29.63,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.86,4.40,4.91,4.44,0.00,0.00,0
1420,1,29.56,29.72,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.88,4.41,4.92,4.45,0.00,0.00,0
1439,1,30.17,29.83,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,0.03,4.89,4.42,4.93,4.46,0.00,0.00,0
1460,1,30.75,29.29,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.00,4.90,4.44,4.95,4.47,0.00,0.00,0
1479,1,31.28,28.05,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.00,4.92,4.45,4.96,4.48,0.00,0.00,0
1499,1,31.76,26.13,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.00,4.93,4.46,4.98,4.49,0.00,0.00,0
1518,1,32.16,23.81,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.00,4.95,4.47,4.99,4.50,0.00,0.00,0
1540,1,32.58,21.12,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.00,4.96,4.48,5.00,4.51,0.00,0.00,0
1560,1,32.81,19.91,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.00,4.98,4.49,5.02,4.52,0.00,0.00,0
1579,1,33.13,18.97,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.00,4.99,4.50,5.03,4.53,0.00,0.00,0
1599,1,33.51,19.02,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.00,5.00,4.50,5.05,4.53,0.00,0.00,0
1619,1,33.94,19.47,0.00,0.00,0.00,0.0000,0.0000,18.96,23.54,-0.01,-0.01,5.02,4.51,5.06,4.54,0.00,0.00,0
1638,1,34.62,21.33,0.00,0.00,0.00,0.0000,0.0000,18.97,23.54,0.13,-0.01,5.03,4.52,5.07,4.55,0.00,0.00,0
1660,1,35.58,24.08,0.00,0.00,0.00,0.0000,0.0000,18.97,23.54,0.13,-0.01,5.04,4.53,5.09,4.56,0.00,0.00,0
1679,1,36.05,24.86,0.00,0.00,0.00,0.0000,0.0000,18.97,23.54,0.13,-0.01,5.06,4.54,5.10,4.57,0.00,0.00,0
1699,1,36.50,22.91,0.00,0.00,0.00,0.0000,0.0000,18.97,23.54,0.13,-0.01,5.07,4.55,5.12,4.58,0.00,0.00,0
1719,1,36.80,19.69,0.00,0.00,0.00,0.0000,0.0000,18.97,23.54,0.13,-0.01,5.09,4.56,5.13,4.59,0.00,0.00,0
1739,1,37.12,17.85,0.00,0.00,0.00,0.0000,0.0000,18.97,23.54,0.13,-0.01,5.10,4.57,5.14,4.60,0.00,0.00,0
1759,1,37.49,17.42,0.00,0.00,0.00,0.0000,0.0000,18.97,23.54,0.13,-0.01,5.12,4.58,5.16,4.60,0.00,0.00,0
1779,1,37.92,18.15,0.00,0.00,0.00,0.0000,0.0000,18.97,23.54,0.13,0.01,5.13,4.59,5.17,4.61,0.00,0.00,0
1799,1,38.42,19.36,0.00,0.00,0.00,0.0000,0.0000,18.98,23.54,0.04,0.01,5.14,4.59,5.19,4.62,0.00,0.00,0
1819,1,38.88,19.56,0.00,0.00,0.00,0.0000,0.0000,18.98,23.54,0.04,0.01,5.16,4.60,5.20,4.63,0.00,0.00,0
1839,1,39.20,18.14,0.00,0.00,0.00,0.0000,0.0000,18.98,23.54,0.04,0.01,5.17,4.61,5.21,4.64,0.00,0.00,0
1860,1,39.45,16.65,0.00,0.00,0.00,0.0000,0.0000,18.98,23.54,0.04,0.01,5.19,4.62,5.23,4.64,0.00,0.00,0
1879,1,39.75,16.41,0.00,0.00,0.00,0.0000,0.0000,18.98,23.54,0.04,0.01,5.20,4.63,5.24,4.65,0.00,0.00,0
1898,1,40.11,17.22,0.00,0.00,0.00,0.0000,0.0000,18.98,23.54,0.04,0.01,5.21,4.64,5.25,4.66,0.00,0.00,0
1920,1,40.53,18.40,0.00,0.00,0.00,0.0000,0.0000,18.98,23.54,0.04,0.01,5.23,4.64,5.27,4.67,0.00,0.00,0
1940,1,40.90,18.83,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,0.04,-0.01,5.24,4.65,5.28,4.68,0.00,0.00,0
1960,1,41.15,17.64,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.03,-0.01,5.25,4.66,5.29,4.68,0.00,0.00,0
1979,1,41.31,15.83,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.03,-0.01,5.27,4.67,5.30,4.69,0.00,0.00,0
1999,1,41.41,14.48,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.03,-0.01,5.28,4.67,5.32,4.70,0.00,0.00,0
2018,1,41.52,13.97,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.03,-0.01,5.29,4.68,5.33,4.71,0.00,0.00,0
2040,1,41.67,14.43,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.03,-0.01,5.30,4.69,5.34,4.71,0.00,0.00,0
2060,1,41.89,15.36,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.03,-0.01,5.32,4.70,5.35,4.72,0.00,0.00,0
2079,1,42.07,15.55,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.03,-0.01,5.33,4.70,5.36,4.73,0.00,0.00,0
2099,1,42.32,15.16,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.03,-0.00,5.34,4.71,5.38,4.74,0.00,0.00,0
2119,1,42.59,15.19,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.18,-0.00,5.35,4.72,5.39,4.74,0.00,0.00,0
2139,1,42.95,16.52,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.18,-0.00,5.36,4.73,5.40,4.75,0.00,0.00,0
2159,1,43.42,18.68,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.18,-0.00,5.38,4.73,5.41,4.76,0.00,0.00,0
2180,1,43.90,20.32,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.18,-0.00,5.39,4.74,5.42,4.76,0.00,0.00,0
2199,1,44.41,21.42,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.18,-0.00,5.40,4.75,5.43,4.77,0.00,0.00,0
2219,1,44.89,21.71,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.18,-0.00,5.41,4.76,5.45,4.78,0.00,0.00,0
2239,1,45.34,21.44,0.00,0.00,0.00,0.0000,0.0000,18.98,23.55,-0.18,-0.00,5.42,4.76,5.46,4.78,0.00,0.00,0
