# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0500
# arm_bal_ki=0.0250
# arm_bal_kd=0.0150
# arm_bal_max_frac=0.5000
# arm_bal_frac_rate=0.3000
# arm_bal_early_frac_rate=0.1500
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.50
# arm_bal_decay=0.9950
# arm_sp_track_rate=0.1500
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,arm_sp_frac,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
12999,2,91.02,33.50,89.08,-2.00,-6.68,0.1831,0.0000,0.5000,2.07,9.20,-0.74,-0.65,5.16,2.30,5.62,1.83,8.88,-0.70,160
13019,2,90.24,13.58,89.14,-1.15,-3.39,0.1861,0.0000,0.5000,2.02,9.16,-2.82,-2.78,5.26,2.20,5.75,1.70,8.84,-2.80,160
13038,2,89.44,0.59,89.20,-0.30,-0.65,0.1891,0.0000,0.5000,1.91,9.05,-4.19,-4.21,5.37,2.09,5.89,1.57,8.72,-4.20,176
13059,2,89.16,-2.47,89.26,0.04,0.29,0.1921,0.0000,0.5000,1.78,8.91,-4.27,-4.31,5.49,1.97,6.03,1.43,8.59,-4.29,176
13079,2,89.80,9.76,89.32,-0.54,-1.86,0.1951,0.0000,0.5000,1.67,8.80,-2.76,-2.79,5.62,1.85,6.17,1.28,8.48,-2.77,160
13099,2,91.39,30.74,89.38,-2.06,-6.59,0.1981,0.0000,0.5000,1.64,8.76,-0.23,-0.15,5.74,1.72,6.32,1.13,8.44,-0.19,160
13119,2,92.79,44.16,89.44,-3.40,-10.34,0.2011,0.0000,0.5000,1.64,8.77,0.19,0.33,5.88,1.59,6.48,0.98,8.45,0.26,160
13139,2,93.42,41.91,89.50,-3.98,-11.31,0.2041,0.0000,0.5000,1.63,8.76,-1.16,-1.11,6.01,1.45,6.64,0.82,8.44,-1.13,160
13159,2,93.57,32.88,89.56,-4.06,-10.76,0.2011,0.0000,0.5000,1.55,8.69,-3.69,-3.67,6.16,1.31,6.79,0.66,8.36,-3.68,160
13179,2,91.06,-24.32,89.62,-1.50,-1.05,0.2041,0.0000,0.5000,1.40,8.53,-6.03,-6.08,6.31,1.16,6.95,0.50,8.21,-6.05,160
13200,2,84.19,-115.51,89.68,5.43,20.11,0.2011,0.0000,0.5000,1.19,8.32,-7.99,-7.80,6.46,1.02,7.11,0.35,8.00,-7.89,160
13218,2,70.61,-242.30,89.74,19.07,25.00,0.1981,0.0000,0.4975,0.97,8.10,-6.18,-6.27,6.61,0.86,7.26,0.20,7.78,-6.22,172
13239,2,57.47,-329.44,89.80,32.27,25.00,0.1951,0.0000,0.4950,0.86,7.99,1.48,1.30,6.79,0.68,7.41,0.05,7.67,1.39,172
