# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=2.2000
# vel_sp_ki=0.3500
# sp_offset_max=8.00
# vel_filter_alpha=0.3500
# stored_trim=-1.0851
# glide_vel_err=0.80
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:89.30
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=89.30
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
17,1,-1.20,-0.03,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,-0.04,3.92,3.54,3.94,3.55,0.00,0.00,0
38,1,-1.20,-0.01,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,-0.04,3.92,3.54,3.95,3.56,0.00,0.00,0
58,1,-1.20,-0.05,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,0.01,3.93,3.54,3.96,3.58,0.00,0.00,0
78,1,-1.19,0.14,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,0.01,3.94,3.55,3.98,3.59,0.00,0.00,0
99,1,-1.17,0.33,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,0.01,3.95,3.56,3.99,3.61,0.00,0.00,0
118,1,-1.12,0.87,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,0.01,3.96,3.57,4.01,3.62,0.00,0.00,0
138,1,-1.02,2.45,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,0.01,3.97,3.58,4.02,3.63,0.00,0.00,0
158,1,-0.93,3.33,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,0.01,3.99,3.59,4.03,3.65,0.00,0.00,0
178,1,-0.78,4.21,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,0.01,4.00,3.60,4.05,3.66,0.00,0.00,0
199,1,-0.66,4.60,0.00,0.00,0.00,0.0000,0.0000,12.65,15.28,0.02,0.01,4.01,3.61,4.06,3.68,0.00,0.00,0
218,1,-0.57,4.91,0.00,0.00,0.00,0.0000,0.0000,12.65,15.29,0.02,-0.00,4.03,3.62,4.08,3.69,0.00,0.00,0
238,1,-0.41,5.52,0.00,0.00,0.00,0.0000,0.0000,12.65,15.29,-0.06,-0.00,4.04,3.63,4.09,3.70,0.00,0.00,0
258,1,-0.24,6.15,0.00,0.00,0.00,0.0000,0.0000,12.65,15.29,-0.06,-0.00,4.06,3.64,4.10,3.72,0.00,0.00,0
278,1,-0.08,7.14,0.00,0.00,0.00,0.0000,0.0000,12.65,15.29,-0.06,-0.00,4.07,3.65,4.12,3.73,0.00,0.00,0
299,1,0.26,9.80,0.00,0.00,0.00,0.0000,0.0000,12.65,15.29,-0.06,-0.00,4.08,3.66,4.13,3.75,0.00,0.00,0
318,1,0.52,11.68,0.00,0.00,0.00,0.0000,0.0000,12.65,15.29,-0.06,-0.00,4.10,3.67,4.15,3.76,0.00,0.00,0
338,1,1.07,15.72,0.00,0.00,0.00,0.0000,0.0000,12.65,15.29,-0.06,-0.00,4.11,3.68,4.16,3.77,0.00,0.00,0
358,1,1.52,17.82,0.00,0.00,0.00,0.0000,0.0000,12.65,15.29,-0.06,-0.00,4.12,3.70,4.17,3.79,0.00,0.00,0
