# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# pos_kp=0.4000
# pos_ki=0.1500
# pos_kd=0.0500
# pos_shift_max=5.00
# pos_deadband=0.15
# pos_gate_err=8.00
# origin_leak=0.1500
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_origin_reset=true
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,origin_drift,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,pos_gate,flags
10061,2,85.19,-7.06,87.86,2.61,5.79,1.63,-22.44,-19.75,2.97,2.96,3.93,3.54,1.63,2.97,0.00,0.00,32
10081,2,85.01,-8.20,87.92,2.85,6.35,1.72,-22.35,-19.66,3.10,3.18,3.93,3.54,1.72,3.14,0.00,0.00,32
10100,2,84.88,-8.44,87.98,3.04,6.75,1.82,-22.25,-19.56,3.50,3.28,3.93,3.54,1.82,3.39,0.00,0.00,32
10121,2,84.80,-8.01,88.04,3.19,7.01,1.93,-22.14,-19.45,3.81,3.68,3.93,3.54,1.93,3.74,0.00,0.00,32
10141,2,84.77,-6.79,88.10,3.27,7.08,2.03,-22.05,-19.33,4.08,4.06,3.93,3.54,2.03,4.07,0.00,0.00,32
10161,2,84.73,-6.15,88.16,3.37,7.24,2.18,-21.89,-19.20,4.45,4.52,3.93,3.54,2.18,4.48,0.00,0.00,32
10181,2,84.61,-6.69,88.22,3.55,7.63,2.31,-21.75,-19.07,4.62,4.54,3.93,3.54,2.31,4.58,0.00,0.00,32
10201,2,84.47,-7.44,88.28,3.75,8.09,2.47,-21.61,-18.90,4.70,4.64,3.93,3.54,2.47,4.67,0.00,0.00,32
10221,2,84.27,-8.67,88.34,4.01,8.72,2.61,-21.46,-18.75,4.80,4.87,3.93,3.54,2.61,4.83,0.00,0.00,32
10240,2,84.10,-8.85,88.40,4.24,9.18,2.76,-21.32,-18.60,4.98,5.00,3.93,3.54,2.76,4.99,0.00,0.00,32
10261,2,84.04,-7.48,88.46,4.36,9.31,2.90,-21.16,-18.49,5.42,5.28,3.93,3.54,2.90,5.35,0.00,0.00,32
10281,2,84.03,-5.65,88.52,4.43,9.32,3.04,-21.03,-18.32,5.71,5.77,3.93,3.54,3.04,5.74,0.00,0.00,32
10301,2,84.11,-2.76,88.58,4.41,9.03,3.24,-20.81,-18.14,6.03,5.81,3.93,3.54,3.24,5.92,0.00,0.00,32
10322,2,84.20,-0.73,88.64,4.38,8.82,3.45,-20.63,-17.92,6.20,6.18,3.93,3.54,3.45,6.19,0.00,0.00,32
10340,2,84.19,-0.52,88.70,4.45,8.94,3.61,-20.44,-17.77,6.02,6.13,3.93,3.54,3.61,6.08,0.00,0.00,32
10360,2,84.09,-1.40,88.76,4.61,9.33,3.82,-20.26,-17.55,5.85,6.03,3.93,3.54,3.82,5.94,0.00,0.00,32
10381,2,84.01,-1.39,88.82,4.75,9.62,3.95,-20.13,-17.41,5.79,5.76,3.93,3.54,3.95,5.77,0.00,0.00,32
10401,2,84.03,0.34,88.88,4.79,9.54,4.13,-19.95,-17.23,5.93,5.82,3.93,3.54,4.13,5.87,0.00,0.00,32
10421,2,84.29,4.63,88.94,4.59,8.81,4.35,-19.72,-17.01,6.21,6.16,3.93,3.54,4.35,6.19,0.00,0.00,32
10441,2,84.59,8.40,89.00,4.35,8.03,4.54,-19.53,-16.82,6.36,6.33,3.93,3.54,4.54,6.34,0.00,0.00,32
10461,2,84.81,10.06,89.06,4.19,7.58,4.71,-19.34,-16.67,6.26,6.43,3.93,3.54,4.71,6.35,0.00,0.00,32
10481,2,84.97,10.41,89.12,4.09,7.35,4.90,-19.16,-16.49,5.83,5.95,3.93,3.54,4.90,5.89,0.00,0.00,32
10501,2,84.98,8.66,89.18,4.14,7.59,5.07,-18.99,-16.31,5.32,5.57,3.93,3.54,5.07,5.44,0.00,0.00,32
10521,2,85.01,7.71,89.24,4.17,7.72,5.22,-18.84,-16.16,5.01,5.05,3.93,3.54,5.22,5.03,0.00,0.00,32
10541,2,85.19,9.04,89.30,4.05,7.38,5.37,-18.69,-16.01,4.91,5.01,3.93,3.54,5.37,4.96,0.00,0.00,32
10561,2,85.47,11.32,89.36,3.83,6.76,5.53,-18.53,-15.85,5.14,5.14,3.93,3.54,5.53,5.14,0.00,0.00,32
10581,2,85.87,14.67,89.42,3.49,5.81,5.68,-18.38,-15.70,5.24,5.05,3.93,3.54,5.68,5.14,0.00,0.00,32
10601,2,86.22,16.57,89.48,3.20,5.07,5.85,-18.22,-15.51,5.07,4.97,3.93,3.54,5.85,5.02,0.00,0.00,32
10620,2,86.39,15.23,89.54,3.09,4.97,6.00,-18.07,-15.37,4.55,4.46,3.93,3.54,6.00,4.50,0.00,0.00,32
10641,2,86.43,12.47,89.60,3.11,5.22,6.12,-17.95,-15.24,3.82,3.99,3.93,3.54,6.12,3.90,0.00,0.00,32
10661,2,86.40,9.32,89.66,3.21,5.66,6.21,-17.87,-15.15,3.30,3.66,3.93,3.54,6.21,3.48,0.00,0.00,32
10681,2,86.48,8.82,89.72,3.18,5.65,6.32,-17.75,-15.05,3.21,3.38,3.93,3.54,6.32,3.30,0.00,0.00,32
10701,2,86.89,12.60,89.78,2.83,4.66,6.42,-17.65,-14.95,3.65,3.40,3.93,3.54,6.42,3.53,0.00,0.00,32
10721,2,87.35,16.37,89.84,2.43,3.54,6.55,-17.53,-14.81,4.11,3.84,3.93,3.54,6.55,3.98,0.00,0.00,32
10740,2,87.76,18.35,89.90,2.08,2.68,6.66,-17.40,-14.72,3.99,3.79,3.93,3.54,6.66,3.89,0.00,0.00,32
10761,2,87.97,16.84,89.96,1.93,2.52,6.76,-17.30,-14.61,3.07,3.30,3.93,3.54,6.76,3.18,0.00,0.00,32
10781,2,87.89,11.77,90.02,2.07,3.20,6.84,-17.24,-14.53,2.38,2.54,3.93,3.54,6.84,2.46,0.00,0.00,32
10801,2,87.82,8.21,90.08,2.20,3.74,6.91,-17.17,-14.46,1.60,1.91,3.93,3.54,6.91,1.75,0.00,0.00,32
10821,2,88.04,9.78,90.14,2.04,3.30,6.97,-17.12,-14.39,1.75,1.83,3.93,3.54,6.97,1.79,0.00,0.00,32
10841,2,88.42,13.25,90.20,1.72,2.38,7.03,-17.05,-14.33,2.28,2.11,3.93,3.54,7.03,2.19,0.00,0.00,32
10861,2,88.93,17.45,90.26,1.27,1.14,7.10,-16.97,-14.28,2.61,2.53,3.93,3.54,7.10,2.57,0.00,0.00,32
10880,2,89.35,19.14,90.32,0.91,0.28,7.17,-16.89,-14.20,2.39,2.30,3.93,3.54,7.17,2.35,0.00,0.00,32
10902,2,89.43,15.08,90.38,0.90,0.58,7.23,-16.84,-14.14,1.44,1.80,3.93,3.54,7.23,1.62,0.00,0.00,32
10920,2,89.36,10.18,90.44,1.02,1.23,7.26,-16.82,-14.10,0.47,1.01,3.93,3.54,7.26,0.74,0.00,0.00,32
10941,2,89.33,6.78,90.50,1.12,1.69,7.28,-16.80,-14.08,0.45,0.32,3.93,3.54,7.28,0.38,0.00,0.00,32
10961,2,89.39,5.74,90.56,1.11,1.77,7.29,-16.79,-14.07,0.70,0.36,3.93,3.54,7.29,0.53,0.00,0.00,32
10981,2,89.66,7.73,90.62,0.90,1.18,7.32,-16.76,-14.05,1.06,0.66,3.93,3.54,7.32,0.86,0.00,0.00,32
11001,2,89.94,9.32,90.68,0.68,0.62,7.35,-16.72,-14.01,1.20,1.22,3.93,3.54,7.35,1.21,0.00,0.00,32
11021,2,90.16,9.82,90.74,0.52,0.26,7.39,-16.69,-13.98,1.02,1.29,3.93,3.54,7.39,1.16,0.00,0.00,32
11041,2,90.20,7.58,90.80,0.54,0.48,7.42,-16.66,-13.94,0.87,1.15,3.93,3.54,7.42,1.01,0.00,0.00,32
11061,2,90.05,3.12,90.86,0.75,1.25,7.44,-16.64,-13.93,0.39,0.24,3.93,3.54,7.44,0.31,0.00,0.00,32
11081,2,89.96,0.86,90.92,0.90,1.72,7.44,-16.63,-13.92,0.42,0.14,3.93,3.54,7.44,0.28,0.00,0.00,32
11101,2,89.97,0.74,90.98,0.95,1.85,7.46,-16.62,-13.91,0.39,0.54,3.93,3.54,7.46,0.47,0.00,0.00,32
11121,2,90.14,3.02,91.04,0.84,1.45,7.47,-16.60,-13.89,0.74,0.79,3.93,3.54,7.47,0.76,0.00,0.00,32
11141,2,90.42,6.29,91.10,0.62,0.74,7.51,-16.57,-13.85,1.17,1.13,3.93,3.54,7.51,1.15,0.00,0.00,32
11161,2,90.68,8.10,91.16,0.42,0.19,7.54,-16.53,-13.82,1.29,1.29,3.93,3.54,7.54,1.29,0.00,0.00,32
11181,2,90.66,5.47,91.22,0.50,0.57,7.58,-16.50,-13.79,1.09,1.19,3.93,3.54,7.58,1.14,0.00,0.00,32
11201,2,90.50,1.80,91.28,0.72,1.29,7.60,-16.48,-13.76,0.25,0.33,3.93,3.54,7.60,0.29,0.00,0.00,32
11221,2,90.52,1.50,91.34,0.76,1.40,7.60,-16.47,-13.76,0.18,0.20,3.93,3.54,7.60,0.19,0.00,0.00,32
11241,2,90.58,1.86,91.40,0.76,1.38,7.62,-16.46,-13.74,0.59,0.65,3.93,3.54,7.62,0.62,0.00,0.00,32
11260,2,90.82,4.65,91.46,0.58,0.79,7.64,-16.44,-13.73,0.81,0.71,3.93,3.54,7.64,0.76,0.00,0.00,32
11281,2,91.06,6.80,91.52,0.40,0.25,7.66,-16.41,-13.70,0.99,1.05,3.93,3.54,7.66,1.02,0.00,0.00,32
11301,2,91.20,6.86,91.58,0.32,0.09,7.69,-16.39,-13.67,0.98,0.97,3.93,3.54,7.69,0.98,0.00,0.00,32
11321,2,91.18,4.74,91.64,0.40,0.42,7.72,-16.36,-13.65,0.60,0.59,3.93,3.54,7.72,0.60,0.00,0.00,32
11341,2,91.09,2.28,91.70,0.55,0.92,7.73,-16.35,-13.64,0.14,0.18,3.93,3.54,7.73,0.16,0.00,0.00,48
11361,2,91.09,1.71,91.76,0.62,1.09,7.73,-16.35,-13.63,0.18,0.20,3.93,3.54,7.73,0.19,0.00,0.00,32
11380,2,91.12,1.88,91.82,0.64,1.13,7.74,-16.34,-13.62,0.31,0.31,3.93,3.54,7.74,0.31,0.00,0.00,32
11401,2,91.29,4.01,91.88,0.53,0.74,7.75,-16.33,-13.61,0.49,0.52,3.93,3.54,7.75,0.51,0.00,0.00,32
11421,2,91.63,7.88,91.98,0.25,-0.13,0.00,-16.31,-13.60,0.90,0.74,3.93,3.54,0.00,0.82,0.04,0.97,96
11441,2,91.93,9.95,92.04,0.05,-0.69,0.03,-16.28,-13.56,0.85,0.83,3.93,3.54,0.03,0.84,0.04,0.99,96
11461,2,91.80,6.01,92.02,0.24,-0.00,0.05,-16.26,-13.54,0.23,0.76,3.93,3.54,0.05,0.50,0.02,0.97,96
11481,2,91.75,3.88,91.99,0.28,0.24,0.05,-16.26,-13.54,-0.19,-0.17,3.93,3.54,0.05,-0.18,-0.01,0.97,112
11501,2,91.83,4.20,92.00,0.16,-0.02,0.05,-16.26,-13.55,0.06,-0.13,3.93,3.54,0.05,-0.04,-0.00,0.98,96
11521,2,91.93,4.65,92.00,0.07,-0.23,0.05,-16.26,-13.55,-0.02,0.02,3.93,3.54,0.05,0.00,0.00,0.99,96
11541,2,92.09,5.74,92.00,-0.09,-0.64,0.05,-16.26,-13.55,0.01,0.02,3.93,3.54,0.05,0.02,0.00,0.99,96
11561,2,92.24,6.43,92.00,-0.24,-1.00,0.05,-16.26,-13.54,-0.01,-0.01,3.93,3.54,0.05,-0.01,-0.00,0.97,96
11581,2,92.33,6.13,91.99,-0.33,-1.15,0.05,-16.26,-13.55,-0.14,-0.08,3.93,3.54,0.05,-0.11,-0.01,0.96,96
11601,2,92.36,5.11,91.98,-0.37,-1.15,0.04,-16.27,-13.55,-0.38,-0.40,3.93,3.54,0.04,-0.39,-0.02,0.95,96
11621,2,92.31,3.23,91.97,-0.33,-0.92,0.03,-16.29,-13.57,-0.77,-0.61,3.93,3.54,0.03,-0.69,-0.03,0.96,112
11640,2,92.32,2.63,91.97,-0.35,-0.92,0.00,-16.31,-13.59,-0.70,-0.56,3.93,3.54,0.00,-0.63,-0.03,0.96,112
11661,2,92.35,2.68,91.97,-0.38,-0.98,-0.02,-16.33,-13.61,-0.70,-0.67,3.93,3.54,-0.02,-0.68,-0.03,0.95,112
11681,2,92.47,3.93,91.97,-0.50,-1.32,-0.04,-16.35,-13.63,-0.60,-0.72,3.93,3.54,-0.04,-0.66,-0.03,0.94,96
11701,2,92.63,5.33,91.98,-0.66,-1.75,-0.05,-16.36,-13.65,-0.48,-0.55,3.93,3.54,-0.05,-0.51,-0.02,0.92,96
11721,2,92.79,6.28,91.97,-0.81,-2.13,-0.07,-16.38,-13.67,-0.67,-0.60,3.93,3.54,-0.07,-0.63,-0.03,0.90,96
11741,2,92.82,5.35,91.96,-0.85,-2.13,-0.09,-16.41,-13.69,-0.86,-0.83,3.93,3.54,-0.09,-0.84,-0.04,0.89,96
11760,2,92.84,4.44,91.95,-0.88,-2.12,-0.13,-16.44,-13.72,-1.14,-1.24,3.93,3.54,-0.13,-1.19,-0.05,0.89,224
11781,2,92.87,3.61,91.94,-0.92,-2.14,-0.16,-16.48,-13.75,-1.28,-1.38,3.93,3.54,-0.16,-1.33,-0.06,0.88,224
11801,2,92.92,3.46,91.92,-0.98,-2.24,-0.20,-16.51,-13.80,-1.35,-1.34,3.93,3.54,-0.20,-1.34,-0.08,0.88,224
11821,2,93.07,4.81,91.91,-1.14,-2.67,-0.24,-16.56,-13.84,-1.40,-1.24,3.93,3.54,-0.24,-1.32,-0.09,0.86,224
11841,2,93.24,6.20,91.89,-1.33,-3.16,-0.29,-16.61,-13.89,-1.44,-1.33,3.93,3.54,-0.29,-1.38,-0.10,0.83,224
11861,2,93.37,6.59,91.88,-1.48,-3.48,-0.33,-16.65,-13.92,-1.40,-1.37,3.93,3.54,-0.33,-1.39,-0.12,0.82,224
11881,2,93.48,6.53,91.86,-1.60,-3.72,-0.37,-16.70,-13.97,-1.67,-1.71,3.93,3.54,-0.37,-1.69,-0.14,0.80,224
11900,2,93.49,5.12,91.83,-1.63,-3.68,-0.43,-16.75,-14.02,-2.05,-2.02,3.93,3.54,-0.43,-2.03,-0.17,0.80,224
11920,2,93.49,3.95,91.80,-1.66,-3.64,-0.49,-16.82,-14.09,-2.28,-2.12,3.93,3.54,-0.49,-2.20,-0.20,0.79,224
11941,2,93.55,3.92,91.77,-1.75,-3.80,-0.56,-16.89,-14.16,-2.40,-2.41,3.93,3.54,-0.56,-2.41,-0.23,0.78,224
11961,2,93.66,4.70,91.76,-1.88,-4.14,-0.63,-16.95,-14.23,-2.51,-2.47,3.93,3.54,-0.63,-2.49,-0.24,0.76,224
11981,2,93.85,6.33,91.74,-2.09,-4.69,-0.70,-17.04,-14.30,-2.41,-2.32,3.93,3.54,-0.70,-2.36,-0.26,0.74,224
12001,2,94.00,6.90,91.72,-2.25,-5.06,-0.78,-17.11,-14.39,-2.52,-2.56,3.93,3.54,-0.78,-2.54,-0.28,0.72,224
12020,2,94.05,6.12,91.70,-2.33,-5.16,-0.85,-17.19,-14.45,-2.83,-2.66,3.93,3.54,-0.85,-2.75,-0.30,0.71,224
12041,2,94.10,5.33,91.66,-2.40,-5.22,-0.95,-17.28,-14.56,-3.10,-3.14,3.93,3.54,-0.95,-3.12,-0.34,0.70,224
12061,2,94.14,4.75,91.64,-2.48,-5.34,-1.02,-17.35,-14.64,-3.31,-3.25,3.93,3.54,-1.02,-3.28,-0.36,0.69,224
12081,2,94.22,4.92,91.61,-2.58,-5.56,-1.13,-17.48,-14.74,-3.48,-3.27,3.93,3.54,-1.13,-3.38,-0.39,0.68,224
12101,2,94.38,6.03,91.60,-2.77,-6.01,-1.23,-17.58,-14.84,-3.35,-3.42,3.93,3.54,-1.23,-3.39,-0.40,0.65,224
12121,2,94.54,6.92,91.58,-2.94,-6.44,-1.33,-17.69,-14.94,-3.47,-3.42,3.93,3.54,-1.33,-3.45,-0.42,0.63,224
12141,2,94.69,7.33,91.56,-3.10,-6.79,-1.44,-17.79,-15.08,-3.68,-3.66,3.93,3.54,-1.44,-3.67,-0.44,0.61,224
12160,2,94.80,7.11,91.54,-3.24,-7.05,-1.55,-17.91,-15.19,-3.90,-3.87,3.93,3.54,-1.55,-3.89,-0.46,0.60,224
12181,2,94.85,6.25,91.51,-3.31,-7.12,-1.66,-18.03,-15.29,-4.18,-4.14,3.93,3.54,-1.66,-4.16,-0.49,0.59,224
12201,2,94.91,5.74,91.48,-3.40,-7.26,-1.77,-18.13,-15.42,-4.49,-4.46,3.93,3.54,-1.77,-4.48,-0.52,0.58,224
12221,2,95.03,6.39,91.46,-3.55,-7.61,-1.92,-18.31,-15.56,-4.58,-4.58,3.93,3.54,-1.92,-4.58,-0.54,0.56,224
12241,2,95.19,7.30,91.45,-3.73,-8.04,-2.07,-18.45,-15.73,-4.64,-4.61,3.93,3.54,-2.07,-4.63,-0.55,0.53,224
12261,2,95.40,8.65,91.45,-3.95,-8.59,-2.19,-18.59,-15.84,-4.79,-4.77,3.93,3.54,-2.19,-4.78,-0.55,0.51,224
12280,2,95.61,9.68,91.44,-4.16,-9.09,-2.33,-18.74,-15.99,-5.10,-4.96,3.93,3.54,-2.33,-5.03,-0.56,0.48,224
12301,2,95.74,9.36,91.43,-4.30,-9.35,-2.47,-18.89,-16.14,-5.26,-5.19,3.93,3.54,-2.47,-5.22,-0.57,0.46,224
12322,2,95.86,8.93,91.41,-4.43,-9.58,-2.61,-19.02,-16.30,-5.59,-5.69,3.93,3.54,-2.61,-5.64,-0.59,0.45,224
12340,2,95.97,8.49,91.39,-4.56,-9.79,-2.82,-19.24,-16.52,-5.94,-5.83,3.93,3.54,-2.82,-5.88,-0.61,0.43,224
12361,2,96.11,8.64,91.38,-4.72,-10.13,-2.99,-19.42,-16.70,-6.26,-6.18,3.93,3.54,-2.99,-6.22,-0.62,0.41,224
12381,2,96.31,9.72,91.40,-4.93,-10.63,-3.13,-19.56,-16.84,-6.23,-6.18,3.93,3.54,-3.13,-6.21,-0.60,0.38,224
12401,2,96.52,9.80,91.40,-5.12,-11.02,-3.33,-19.80,-17.03,-6.45,-6.43,3.93,3.54,-3.33,-6.44,-0.60,0.36,224
12421,2,96.63,7.55,91.39,-5.23,-11.06,-3.52,-20.00,-17.23,-6.73,-6.65,3.93,3.54,-3.52,-6.69,-0.61,0.35,224
12441,2,96.65,4.59,91.37,-5.25,-10.87,-3.71,-20.21,-17.44,-6.96,-6.81,3.93,3.54,-3.71,-6.89,-0.63,0.34,224
12461,2,96.48,0.13,91.30,-5.11,-10.23,-3.92,-20.42,-17.65,-7.03,-7.09,3.93,3.54,-3.92,-7.06,-0.70,0.36,224
12481,2,96.27,-3.78,91.23,-4.97,-9.64,-4.12,-20.64,-17.87,-7.15,-7.29,3.93,3.54,-4.12,-7.22,-0.77,0.38,224
12501,2,96.02,-7.74,91.15,-4.79,-8.96,-4.33,-20.85,-18.09,-7.06,-7.16,3.93,3.54,-4.33,-7.11,-0.85,0.40,224
12521,2,95.81,-10.07,91.09,-4.65,-8.50,-4.52,-21.07,-18.30,-6.88,-6.94,3.93,3.54,-4.52,-6.91,-0.91,0.42,224
12540,2,95.74,-9.58,91.06,-4.66,-8.55,-4.73,-21.27,-18.54,-6.43,-6.15,3.93,3.54,-4.73,-6.29,-0.94,0.42,224
12561,2,95.70,-8.76,91.04,-4.64,-8.58,-4.90,-21.45,-18.73,-5.90,-5.87,3.93,3.54,-4.90,-5.89,-0.96,0.42,224
12581,2,95.60,-8.63,91.00,-4.56,-8.44,-5.02,-21.58,-18.86,-5.53,-5.79,3.93,3.54,-5.02,-5.66,-1.00,0.43,224
12601,2,95.40,-9.80,90.92,-4.40,-8.02,-5.19,-21.79,-19.03,-5.56,-5.75,3.93,3.54,-5.19,-5.66,-1.08,0.45,224
12621,2,95.10,-11.51,90.84,-4.19,-7.45,-5.35,-21.96,-19.21,-5.83,-5.87,3.93,3.54,-5.35,-5.85,-1.16,0.48,224
12641,2,94.85,-12.29,90.76,-4.02,-7.05,-5.53,-22.14,-19.42,-5.81,-5.51,3.93,3.54,-5.53,-5.66,-1.24,0.50,224
12660,2,94.74,-11.32,90.69,-3.99,-7.07,-5.66,-22.31,-19.55,-5.53,-5.45,3.93,3.54,-5.66,-5.49,-1.31,0.50,224
12681,2,94.70,-10.11,90.67,-4.01,-7.21,-5.82,-22.47,-19.74,-4.93,-4.99,3.93,3.54,-5.82,-4.96,-1.33,0.50,224
12701,2,94.61,-9.85,90.63,-3.93,-7.08,-5.92,-22.58,-19.86,-4.74,-4.75,3.93,3.54,-5.92,-4.74,-1.37,0.51,224
12721,2,94.40,-11.28,90.55,-3.78,-6.65,-6.06,-22.75,-20.00,-4.46,-4.81,3.93,3.54,-6.06,-4.64,-1.45,0.53,224
12741,2,93.98,-14.98,90.47,-3.43,-5.66,-6.19,-22.89,-20.18,-4.72,-4.74,3.93,3.54,-6.19,-4.73,-1.53,0.57,224
12761,2,93.55,-17.57,90.39,-3.08,-4.76,-6.32,-23.04,-20.32,-4.93,-4.85,3.93,3.54,-6.32,-4.89,-1.61,0.61,224
12781,2,93.26,-17.58,90.31,-2.88,-4.35,-6.43,-23.18,-20.43,-4.63,-4.60,3.93,3.54,-6.43,-4.61,-1.69,0.64,224
12801,2,93.15,-15.46,90.23,-2.84,-4.44,-6.55,-23.31,-20.59,-3.95,-3.82,3.93,3.54,-6.55,-3.88,-1.77,0.65,224
12821,2,93.21,-11.81,90.15,-2.98,-5.02,-6.62,-23.42,-20.67,-3.04,-3.26,3.93,3.54,-6.62,-3.15,-1.85,0.63,224
12841,2,93.16,-10.79,90.13,-3.01,-5.16,-6.69,-23.50,-20.76,-2.68,-2.95,3.93,3.54,-6.69,-2.82,-1.87,0.62,224
12861,2,92.75,-14.40,90.05,-2.62,-4.09,-6.76,-23.59,-20.85,-2.91,-3.09,3.93,3.54,-6.76,-3.00,-1.95,0.67,224
12881,2,92.18,-19.13,89.97,-2.12,-2.72,-6.84,-23.68,-20.95,-3.44,-3.37,3.93,3.54,-6.84,-3.40,-2.03,0.73,224
12901,2,91.61,-21.86,89.89,-1.64,-1.54,-6.93,-23.79,-21.06,-3.65,-3.49,3.93,3.54,-6.93,-3.57,-2.11,0.79,224
12921,2,91.30,-20.47,89.81,-1.40,-1.17,-7.01,-23.90,-21.16,-3.01,-3.13,3.93,3.54,-7.01,-3.07,-2.19,0.82,224
12941,2,91.60,-11.42,89.73,-1.79,-2.66,-7.07,-23.97,-21.25,-1.76,-1.84,3.93,3.54,-7.07,-1.80,-2.27,0.78,224
12961,2,91.99,-3.83,89.75,-2.26,-4.20,-7.08,-24.00,-21.28,-0.69,-0.92,3.93,3.54,-7.08,-0.80,-2.25,0.72,224
12981,2,91.73,-6.45,89.67,-1.98,-3.45,-7.08,-24.03,-21.30,-0.94,-0.72,3.93,3.54,-7.08,-0.83,-2.33,0.75,224
13001,2,91.21,-12.04,89.59,-1.54,-2.12,-7.11,-24.07,-21.35,-2.08,-2.12,3.93,3.54,-7.11,-2.10,-2.41,0.81,224
13021,2,90.54,-18.10,89.51,-0.95,-0.46,-7.15,-24.15,-21.41,-2.68,-2.79,3.93,3.54,-7.15,-2.73,-2.49,0.88,224
13040,2,90.04,-20.07,89.43,-0.53,0.54,-7.22,-24.23,-21.51,-2.47,-2.54,3.93,3.54,-7.22,-2.50,-2.57,0.93,224
13061,2,90.39,-9.46,89.35,-0.97,-1.18,-7.26,-24.29,-21.57,-1.54,-1.79,3.93,3.54,-7.26,-1.67,-2.65,0.88,224
13081,2,90.87,-0.14,89.34,-1.52,-3.03,-7.25,-24.31,-21.59,-0.18,-0.08,3.93,3.54,-7.25,-0.13,-2.66,0.81,224
13101,2,91.00,1.91,89.40,-1.66,-3.47,-7.23,-24.30,-21.58,-0.11,-0.01,3.93,3.54,-7.23,-0.06,-2.60,0.79,224
13121,2,90.89,-0.38,89.32,-1.49,-2.95,-7.22,-24.32,-21.60,-1.03,-0.88,3.93,3.54,-7.22,-0.96,-2.68,0.81,224
13141,2,90.36,-7.70,89.24,-1.04,-1.46,-7.24,-24.37,-21.64,-1.97,-1.83,3.93,3.54,-7.24,-1.90,-2.76,0.87,224
13161,2,89.84,-12.74,89.16,-0.60,-0.19,-7.30,-24.43,-21.72,-2.34,-2.35,3.93,3.54,-7.30,-2.34,-2.84,0.92,224
13180,2,89.59,-12.87,89.08,-0.43,0.17,-7.33,-24.50,-21.77,-2.00,-2.19,3.93,3.54,-7.33,-2.10,-2.92,0.95,224
13201,2,89.76,-6.84,89.00,-0.68,-0.81,-7.36,-24.54,-21.83,-0.83,-0.83,3.93,3.54,-7.36,-0.83,-3.00,0.92,224
13221,2,90.15,0.72,89.06,-1.15,-2.37,-7.35,-24.55,-21.84,0.06,0.07,3.93,3.54,-7.35,0.06,-2.94,0.86,224
13241,2,90.36,3.29,89.10,-1.30,-2.87,-7.32,-24.55,-21.83,-0.19,-0.06,3.93,3.54,-7.32,-0.12,-2.90,0.84,224
13261,2,90.24,0.43,89.02,-1.14,-2.31,-7.32,-24.57,-21.85,-0.81,-0.77,3.93,3.54,-7.32,-0.79,-2.98,0.86,224
13281,2,89.93,-4.42,88.94,-0.90,-1.45,-7.33,-24.60,-21.88,-1.49,-1.62,3.93,3.54,-7.33,-1.56,-3.06,0.89,224
13300,2,89.52,-9.17,88.86,-0.57,-0.42,-7.35,-24.65,-21.92,-1.84,-1.96,3.93,3.54,-7.35,-1.90,-3.14,0.93,224
13321,2,89.22,-10.94,88.78,-0.35,0.17,-7.39,-24.71,-21.98,-1.54,-1.84,3.93,3.54,-7.39,-1.69,-3.22,0.96,224
13341,2,89.46,-4.83,88.70,-0.67,-0.96,-7.40,-24.74,-22.03,-1.10,-1.05,3.93,3.54,-7.40,-1.07,-3.30,0.92,224
13361,2,89.71,-0.13,88.78,-1.00,-1.99,-7.40,-24.76,-22.04,-0.11,-0.09,3.93,3.54,-7.40,-0.10,-3.22,0.87,224
13381,2,89.71,-0.13,88.80,-0.93,-1.84,-7.38,-24.76,-22.04,-0.27,-0.25,3.93,3.54,-7.38,-0.26,-3.20,0.88,224
13401,2,89.62,-1.57,88.72,-0.83,-1.53,-7.37,-24.78,-22.06,-0.55,-0.60,3.93,3.54,-7.37,-0.58,-3.28,0.90,224
13421,2,89.27,-6.30,88.64,-0.55,-0.59,-7.38,-24.80,-22.08,-1.24,-0.93,3.93,3.54,-7.38,-1.08,-3.36,0.93,224
13441,2,88.96,-9.20,88.56,-0.32,0.11,-7.39,-24.85,-22.12,-1.52,-1.29,3.93,3.54,-7.39,-1.41,-3.44,0.96,224
13461,2,88.84,-8.42,88.48,-0.28,0.11,-7.41,-24.88,-22.16,-1.16,-1.13,3.93,3.54,-7.41,-1.15,-3.52,0.96,224
13481,2,88.91,-5.18,88.47,-0.43,-0.44,-7.40,-24.90,-22.18,-0.05,-0.33,3.93,3.54,-7.40,-0.19,-3.53,0.95,224
13501,2,88.90,-3.89,88.47,-0.43,-0.56,-7.38,-24.90,-22.18,-0.02,0.04,3.93,3.54,-7.38,0.01,-3.53,0.95,240
13521,2,88.84,-3.93,88.41,-0.37,-0.43,-7.36,-24.90,-22.18,-0.31,-0.18,3.93,3.54,-7.36,-0.25,-3.59,0.95,240
