[Balance] --- Log dump (197291 bytes, 2051 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,-1.39,-0.04,0.00,0.00,0.00,0.00,-62.57,-81.64,0.03,-0.00,3.91,3.50,0.00,0.00,0.00,0
39,1,-1.38,-0.03,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.00,3.91,3.50,0.00,0.00,0.00,0
60,1,-1.37,-0.10,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.00,3.92,3.50,0.00,0.00,0.00,0
79,1,-1.37,-0.13,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.00,3.93,3.51,0.00,0.00,0.00,0
98,1,-1.36,-0.14,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.00,3.94,3.52,0.00,0.00,0.00,0
120,1,-1.35,-0.11,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.00,3.95,3.54,0.00,0.00,0.00,0
140,1,-1.34,-0.09,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.00,3.96,3.55,0.00,0.00,0.00,0
160,1,-1.32,0.14,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.00,3.98,3.56,0.00,0.00,0.00,0
180,1,-1.28,0.49,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.02,3.99,3.57,0.00,0.00,0.00,0
199,1,-1.20,1.49,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.02,4.00,3.58,0.00,0.00,0.00,0
218,1,-1.09,2.57,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.02,4.02,3.59,0.00,0.00,0.00,0
240,1,-0.97,3.23,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.02,4.03,3.60,0.00,0.00,0.00,0
260,1,-0.86,3.81,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.02,4.05,3.61,0.00,0.00,0.00,0
280,1,-0.74,4.32,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.02,4.06,3.62,0.00,0.00,0.00,0
300,1,-0.62,4.74,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.02,4.07,3.63,0.00,0.00,0.00,0
319,1,-0.47,5.49,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.02,4.09,3.64,0.00,0.00,0.00,0
339,1,-0.26,7.09,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,0.01,4.10,3.65,0.00,0.00,0.00,0
359,1,0.07,9.90,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,0.01,4.11,3.66,0.00,0.00,0.00,0
380,1,0.46,12.84,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,0.01,4.13,3.67,0.00,0.00,0.00,0
399,1,0.93,16.03,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,0.01,4.14,3.68,0.00,0.00,0.00,0
419,1,1.41,18.23,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,0.01,4.16,3.69,0.00,0.00,0.00,0
439,1,1.85,19.00,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,0.01,4.17,3.70,0.00,0.00,0.00,0
459,1,2.28,19.59,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,0.01,4.18,3.72,0.00,0.00,0.00,0
479,1,2.71,19.98,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,0.01,4.20,3.73,0.00,0.00,0.00,0
500,1,3.15,20.47,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.04,-0.01,4.21,3.74,0.00,0.00,0.00,0
519,1,3.60,21.11,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.01,4.23,3.75,0.00,0.00,0.00,0
540,1,4.07,21.75,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.01,4.24,3.76,0.00,0.00,0.00,0
559,1,4.55,22.36,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.01,4.25,3.78,0.00,0.00,0.00,0
580,1,5.03,22.85,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.01,4.27,3.79,0.00,0.00,0.00,0
598,1,5.53,23.35,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.01,4.28,3.80,0.00,0.00,0.00,0
620,1,6.03,23.60,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.01,4.29,3.81,0.00,0.00,0.00,0
639,1,6.52,23.82,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.01,4.31,3.83,0.00,0.00,0.00,0
659,1,7.01,24.09,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,0.03,4.32,3.84,0.00,0.00,0.00,0
680,1,7.53,24.57,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.02,0.03,4.34,3.85,0.00,0.00,0.00,0
699,1,8.05,24.88,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.02,0.03,4.35,3.87,0.00,0.00,0.00,0
719,1,8.58,25.29,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.02,0.03,4.37,3.88,0.00,0.00,0.00,0
738,1,9.10,25.49,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.02,0.03,4.38,3.89,0.00,0.00,0.00,0
760,1,9.63,25.72,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.02,0.03,4.39,3.91,0.00,0.00,0.00,0
780,1,10.16,25.94,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.02,0.03,4.41,3.92,0.00,0.00,0.00,0
799,1,10.69,26.00,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.02,0.03,4.42,3.93,0.00,0.00,0.00,0
819,1,11.22,26.02,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.02,-0.01,4.44,3.95,0.00,0.00,0.00,0
839,1,11.76,26.35,0.00,0.00,0.00,0.00,-62.57,-81.64,0.01,-0.01,4.45,3.96,0.00,0.00,0.00,0
858,1,12.31,26.64,0.00,0.00,0.00,0.00,-62.57,-81.64,0.01,-0.01,4.47,3.97,0.00,0.00,0.00,0
880,1,12.86,26.83,0.00,0.00,0.00,0.00,-62.57,-81.64,0.01,-0.01,4.48,3.99,0.00,0.00,0.00,0
900,1,13.41,27.03,0.00,0.00,0.00,0.00,-62.57,-81.64,0.01,-0.01,4.49,4.00,0.00,0.00,0.00,0
919,1,13.97,27.08,0.00,0.00,0.00,0.00,-62.57,-81.64,0.01,-0.01,4.51,4.01,0.00,0.00,0.00,0
939,1,14.52,27.15,0.00,0.00,0.00,0.00,-62.57,-81.64,0.01,-0.01,4.52,4.03,0.00,0.00,0.00,0
959,1,15.08,27.23,0.00,0.00,0.00,0.00,-62.57,-81.64,0.01,-0.01,4.54,4.04,0.00,0.00,0.00,0
979,1,15.64,27.44,0.00,0.00,0.00,0.00,-62.57,-81.64,0.01,-0.04,4.55,4.06,0.00,0.00,0.00,0
998,1,16.06,27.45,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.04,4.56,4.07,0.00,0.00,0.00,0
1020,1,16.77,27.68,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.04,4.58,4.08,0.00,0.00,0.00,0
1039,1,17.34,27.93,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.04,4.59,4.10,0.00,0.00,0.00,0
1059,1,17.92,28.04,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.04,4.61,4.11,0.00,0.00,0.00,0
1080,1,18.49,28.02,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.04,4.62,4.13,0.00,0.00,0.00,0
1099,1,19.06,28.21,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.04,4.63,4.14,0.00,0.00,0.00,0
1118,1,19.64,28.27,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.04,4.65,4.15,0.00,0.00,0.00,0
1140,1,20.22,28.30,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.01,-0.02,4.66,4.17,0.00,0.00,0.00,0
1159,1,20.80,28.57,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.07,-0.02,4.68,4.18,0.00,0.00,0.00,0
1180,1,21.38,28.71,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.07,-0.02,4.69,4.19,0.00,0.00,0.00,0
1199,1,21.97,28.81,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.07,-0.02,4.70,4.21,0.00,0.00,0.00,0
1219,1,22.56,28.86,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.07,-0.02,4.72,4.22,0.00,0.00,0.00,0
1238,1,23.14,28.86,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.07,-0.02,4.73,4.24,0.00,0.00,0.00,0
1260,1,23.73,28.97,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.07,-0.02,4.75,4.25,0.00,0.00,0.00,0
1280,1,24.33,29.23,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.07,-0.02,4.76,4.27,0.00,0.00,0.00,0
1299,1,24.93,29.37,0.00,0.00,0.00,0.00,-62.57,-81.64,-0.07,0.03,4.77,4.28,0.00,0.00,0.00,0
1319,1,25.53,29.44,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,0.03,4.79,4.29,0.00,0.00,0.00,0
1339,1,26.13,29.56,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,0.03,4.80,4.31,0.00,0.00,0.00,0
1359,1,26.73,29.57,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,0.03,4.82,4.32,0.00,0.00,0.00,0
1379,1,27.30,29.04,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,0.03,4.83,4.33,0.00,0.00,0.00,0
1399,1,27.83,27.90,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,0.03,4.84,4.34,0.00,0.00,0.00,0
1419,1,28.32,26.41,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,0.03,4.86,4.36,0.00,0.00,0.00,0
1439,1,28.72,24.19,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,0.03,4.87,4.36,0.00,0.00,0.00,0
1459,1,29.09,22.32,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,0.02,4.89,4.37,0.00,0.00,0.00,0
1480,1,29.45,20.95,0.00,0.00,0.00,0.00,-62.58,-81.64,-0.01,0.02,4.90,4.38,0.00,0.00,0.00,0
1498,1,29.81,20.16,0.00,0.00,0.00,0.00,-62.58,-81.64,-0.01,0.02,4.92,4.39,0.00,0.00,0.00,0
1520,1,30.19,19.89,0.00,0.00,0.00,0.00,-62.58,-81.64,-0.01,0.02,4.93,4.40,0.00,0.00,0.00,0
1539,1,30.58,19.95,0.00,0.00,0.00,0.00,-62.58,-81.64,-0.01,0.02,4.94,4.41,0.00,0.00,0.00,0
1559,1,30.99,20.05,0.00,0.00,0.00,0.00,-62.58,-81.64,-0.01,0.02,4.96,4.42,0.00,0.00,0.00,0
1580,1,31.40,20.04,0.00,0.00,0.00,0.00,-62.58,-81.64,-0.01,0.02,4.97,4.43,0.00,0.00,0.00,0
1599,1,31.82,20.04,0.00,0.00,0.00,0.00,-62.58,-81.64,-0.01,0.02,4.99,4.44,0.00,0.00,0.00,0
1619,1,32.22,19.86,0.00,0.00,0.00,0.00,-62.58,-81.64,-0.01,-0.03,5.00,4.45,0.00,0.00,0.00,0
1639,1,32.61,19.36,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,-0.03,5.01,4.46,0.00,0.00,0.00,0
1659,1,32.97,18.88,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,-0.03,5.03,4.46,0.00,0.00,0.00,0
1680,1,33.34,18.74,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,-0.03,5.04,4.47,0.00,0.00,0.00,0
1699,1,33.71,18.68,0.00,0.00,0.00,0.00,-62.58,-81.64,0.02,-0.03,5.06,4.48,0.00,0.00,0.00,0
