# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_vel_gain=0.0200
# arm_drift_gain=0.0300
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.3000
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# vel_trim_gain=0.2000
# vel_trim_max=2.00
# vel_trim_filter=0.0500
# vel_trim_gate=2.00
# vel_trim_stuck_rate=0.50
# stuck_cmd_threshold=2.00
# stuck_vel_threshold=0.50
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=91.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
21,1,-2.55,-0.10,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.03,0.02,3.94,3.53,3.95,3.55,0.00,0.00,0
40,1,-2.55,-0.10,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.03,0.02,3.94,3.53,3.97,3.56,0.00,0.00,0
60,1,-2.55,-0.12,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.03,0.02,3.94,3.54,3.98,3.58,0.00,0.00,0
80,1,-2.55,-0.09,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.03,0.02,3.95,3.55,3.99,3.59,0.00,0.00,0
100,1,-2.54,-0.03,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.03,0.02,3.97,3.56,4.01,3.60,0.00,0.00,0
121,1,-2.51,0.44,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.03,0.01,3.98,3.57,4.02,3.62,0.00,0.00,0
141,1,-2.44,1.32,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.00,0.01,3.99,3.58,4.04,3.63,0.00,0.00,0
160,1,-2.33,2.55,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.00,0.01,4.00,3.59,4.05,3.65,0.00,0.00,0
180,1,-2.22,3.34,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.00,0.01,4.02,3.60,4.06,3.66,0.00,0.00,0
200,1,-2.13,3.83,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.00,0.01,4.03,3.61,4.08,3.67,0.00,0.00,0
221,1,-2.02,4.36,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.00,0.01,4.04,3.62,4.09,3.69,0.00,0.00,0
240,1,-1.90,4.77,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.00,0.01,4.06,3.63,4.11,3.70,0.00,0.00,0
260,1,-1.74,5.54,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.00,0.01,4.07,3.64,4.12,3.72,0.00,0.00,0
280,1,-1.48,7.81,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,-0.00,0.00,4.09,3.65,4.13,3.73,0.00,0.00,0
300,1,-1.15,10.56,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,0.01,0.00,4.10,3.66,4.15,3.74,0.00,0.00,0
320,1,-0.71,14.07,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,0.01,0.00,4.11,3.67,4.16,3.76,0.00,0.00,0
340,1,-0.27,16.69,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,0.01,0.00,4.13,3.68,4.18,3.77,0.00,0.00,0
360,1,0.18,18.38,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,0.01,0.00,4.14,3.69,4.19,3.79,0.00,0.00,0
380,1,0.62,19.40,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,0.01,0.00,4.15,3.70,4.20,3.80,0.00,0.00,0
400,1,1.04,19.80,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,0.01,0.00,4.17,3.72,4.22,3.81,0.00,0.00,0
421,1,1.47,20.32,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,0.01,0.00,4.18,3.73,4.23,3.83,0.00,0.00,0
440,1,1.91,20.89,0.00,0.00,0.00,0.0000,0.0000,-157.61,-152.02,0.01,-0.01,4.20,3.74,4.25,3.84,0.00,0.00,0
460,1,2.36,21.36,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,-0.03,-0.01,4.21,3.75,4.26,3.86,0.00,0.00,0
480,1,2.83,21.92,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,-0.03,-0.01,4.22,3.76,4.27,3.87,0.00,0.00,0
500,1,3.30,22.52,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,-0.03,-0.01,4.24,3.78,4.29,3.88,0.00,0.00,0
520,1,3.79,23.17,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,-0.03,-0.01,4.25,3.79,4.30,3.90,0.00,0.00,0
541,1,4.29,23.66,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,-0.03,-0.01,4.26,3.80,4.32,3.91,0.00,0.00,0
560,1,4.79,23.99,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,-0.03,-0.01,4.28,3.82,4.33,3.93,0.00,0.00,0
580,1,5.28,24.20,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,-0.03,-0.01,4.29,3.83,4.34,3.94,0.00,0.00,0
600,1,5.78,24.40,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,-0.03,0.03,4.31,3.84,4.36,3.95,0.00,0.00,0
620,1,6.28,24.71,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,0.01,0.03,4.32,3.85,4.37,3.97,0.00,0.00,0
641,1,6.81,25.10,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,0.01,0.03,4.33,3.87,4.39,3.98,0.00,0.00,0
660,1,7.32,25.28,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,0.01,0.03,4.35,3.88,4.40,3.99,0.00,0.00,0
680,1,7.85,25.66,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,0.01,0.03,4.36,3.89,4.41,4.01,0.00,0.00,0
700,1,8.38,25.96,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,0.01,0.03,4.38,3.91,4.43,4.02,0.00,0.00,0
720,1,8.92,26.17,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,0.01,0.03,4.39,3.92,4.44,4.03,0.00,0.00,0
741,1,9.45,26.36,0.00,0.00,0.00,0.0000,0.0000,-157.60,-152.02,0.01,0.03,4.40,3.93,4.46,4.05,0.00,0.00,0
