[Balance] --- Log dump (135093 bytes, 1450 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
19,1,-2.57,-0.11,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.05,3.92,3.54,0.00,0.00,0.00,0
39,1,-2.56,-0.08,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.05,3.92,3.54,0.00,0.00,0.00,0
60,1,-2.57,-0.08,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.05,3.92,3.54,0.00,0.00,0.00,0
79,1,-2.55,0.06,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.05,3.93,3.55,0.00,0.00,0.00,0
99,1,-2.54,0.23,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.05,3.94,3.56,0.00,0.00,0.00,0
118,1,-2.49,0.85,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,0.04,3.96,3.57,0.00,0.00,0.00,0
140,1,-2.39,2.09,0.00,0.00,0.00,0.00,-0.69,9.57,0.02,0.04,3.97,3.58,0.00,0.00,0.00,0
160,1,-2.30,2.79,0.00,0.00,0.00,0.00,-0.69,9.57,0.02,0.04,3.98,3.59,0.00,0.00,0.00,0
179,1,-2.22,3.40,0.00,0.00,0.00,0.00,-0.69,9.57,0.02,0.04,4.00,3.60,0.00,0.00,0.00,0
199,1,-2.10,4.05,0.00,0.00,0.00,0.00,-0.69,9.57,0.02,0.04,4.01,3.61,0.00,0.00,0.00,0
219,1,-1.97,4.65,0.00,0.00,0.00,0.00,-0.69,9.57,0.02,0.04,4.02,3.62,0.00,0.00,0.00,0
239,1,-1.82,5.24,0.00,0.00,0.00,0.00,-0.69,9.57,0.02,0.04,4.04,3.63,0.00,0.00,0.00,0
259,1,-1.59,7.07,0.00,0.00,0.00,0.00,-0.69,9.57,0.02,0.04,4.05,3.64,0.00,0.00,0.00,0
280,1,-1.19,10.40,0.00,0.00,0.00,0.00,-0.69,9.57,0.02,-0.03,4.06,3.65,0.00,0.00,0.00,0
299,1,-0.87,13.00,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,-0.03,4.08,3.66,0.00,0.00,0.00,0
319,1,-0.42,15.86,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,-0.03,4.09,3.67,0.00,0.00,0.00,0
339,1,0.03,17.82,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,-0.03,4.11,3.68,0.00,0.00,0.00,0
360,1,0.54,18.89,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,-0.03,4.12,3.69,0.00,0.00,0.00,0
378,1,0.85,19.18,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,-0.03,4.13,3.71,0.00,0.00,0.00,0
400,1,1.36,19.76,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,-0.03,4.15,3.72,0.00,0.00,0.00,0
419,1,1.70,20.39,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,-0.03,4.16,3.73,0.00,0.00,0.00,0
439,1,2.16,21.26,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,-0.02,4.18,3.74,0.00,0.00,0.00,0
460,1,2.75,22.17,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.02,4.19,3.75,0.00,0.00,0.00,0
479,1,3.10,22.54,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.02,4.20,3.77,0.00,0.00,0.00,0
499,1,3.57,22.86,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.02,4.22,3.78,0.00,0.00,0.00,0
519,1,4.05,23.22,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.02,4.23,3.79,0.00,0.00,0.00,0
539,1,4.53,23.56,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.02,4.25,3.80,0.00,0.00,0.00,0
560,1,5.14,23.87,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.02,4.26,3.82,0.00,0.00,0.00,0
579,1,5.51,24.07,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,-0.02,4.28,3.83,0.00,0.00,0.00,0
599,1,6.02,24.44,0.00,0.00,0.00,0.00,-0.69,9.57,-0.00,0.06,4.29,3.84,0.00,0.00,0.00,0
619,1,6.53,24.74,0.00,0.00,0.00,0.00,-0.69,9.57,-0.02,0.06,4.30,3.85,0.00,0.00,0.00,0
638,1,7.04,25.01,0.00,0.00,0.00,0.00,-0.69,9.57,-0.02,0.06,4.32,3.87,0.00,0.00,0.00,0
660,1,7.68,25.19,0.00,0.00,0.00,0.00,-0.69,9.57,-0.02,0.06,4.33,3.88,0.00,0.00,0.00,0
680,1,8.20,25.38,0.00,0.00,0.00,0.00,-0.69,9.57,-0.02,0.06,4.35,3.90,0.00,0.00,0.00,0
699,1,8.59,25.59,0.00,0.00,0.00,0.00,-0.69,9.57,-0.02,0.06,4.36,3.91,0.00,0.00,0.00,0
719,1,9.13,25.91,0.00,0.00,0.00,0.00,-0.69,9.57,-0.02,0.06,4.37,3.92,0.00,0.00,0.00,0
739,1,9.66,26.13,0.00,0.00,0.00,0.00,-0.69,9.57,-0.02,0.06,4.39,3.93,0.00,0.00,0.00,0
759,1,10.20,26.33,0.00,0.00,0.00,0.00,-0.69,9.57,-0.02,0.04,4.40,3.95,0.00,0.00,0.00,0
780,1,10.88,26.66,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,0.04,4.42,3.96,0.00,0.00,0.00,0
800,1,11.43,26.87,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,0.04,4.43,3.98,0.00,0.00,0.00,0
819,1,11.83,26.86,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,0.04,4.44,3.99,0.00,0.00,0.00,0
839,1,12.38,26.88,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,0.04,4.46,4.00,0.00,0.00,0.00,0
859,1,12.92,27.04,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,0.04,4.47,4.02,0.00,0.00,0.00,0
880,1,13.61,27.20,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,0.04,4.49,4.03,0.00,0.00,0.00,0
898,1,14.04,27.46,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,0.04,4.50,4.04,0.00,0.00,0.00,0
920,1,14.73,27.62,0.00,0.00,0.00,0.00,-0.69,9.57,0.00,0.04,4.51,4.06,0.00,0.00,0.00,0
