[Balance] --- Log dump (283636 bytes, 2957 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
19,1,-3.25,-0.12,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,-0.01,3.94,3.51,0.00,0.00,0.00,0
39,1,-3.25,-0.11,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,-0.01,3.94,3.51,0.00,0.00,0.00,0
60,1,-3.25,-0.11,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,-0.01,3.94,3.52,0.00,0.00,0.00,0
79,1,-3.25,-0.13,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,-0.01,3.95,3.53,0.00,0.00,0.00,0
99,1,-3.24,-0.07,0.00,0.00,0.00,0.00,-10.10,-4.67,0.05,-0.01,3.96,3.54,0.00,0.00,0.00,0
119,1,-3.23,-0.08,0.00,0.00,0.00,0.00,-10.10,-4.67,0.05,-0.01,3.97,3.55,0.00,0.00,0.00,0
139,1,-3.22,-0.03,0.00,0.00,0.00,0.00,-10.10,-4.67,0.05,-0.01,3.99,3.56,0.00,0.00,0.00,0
160,1,-3.20,0.26,0.00,0.00,0.00,0.00,-10.10,-4.67,0.05,-0.01,4.00,3.57,0.00,0.00,0.00,0
179,1,-3.13,1.33,0.00,0.00,0.00,0.00,-10.10,-4.67,0.05,-0.01,4.01,3.58,0.00,0.00,0.00,0
199,1,-3.03,2.48,0.00,0.00,0.00,0.00,-10.10,-4.67,0.05,-0.01,4.03,3.59,0.00,0.00,0.00,0
219,1,-2.93,3.05,0.00,0.00,0.00,0.00,-10.10,-4.67,0.05,-0.01,4.04,3.60,0.00,0.00,0.00,0
239,1,-2.82,3.55,0.00,0.00,0.00,0.00,-10.10,-4.67,0.05,0.02,4.06,3.61,0.00,0.00,0.00,0
260,1,-2.69,4.33,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,0.02,4.07,3.62,0.00,0.00,0.00,0
280,1,-2.53,5.49,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,0.02,4.08,3.63,0.00,0.00,0.00,0
299,1,-2.27,7.85,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,0.02,4.10,3.64,0.00,0.00,0.00,0
319,1,-1.93,10.70,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,0.02,4.11,3.65,0.00,0.00,0.00,0
339,1,-1.49,13.89,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,0.02,4.12,3.66,0.00,0.00,0.00,0
359,1,-1.05,16.43,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,0.02,4.14,3.67,0.00,0.00,0.00,0
379,1,-0.59,18.24,0.00,0.00,0.00,0.00,-10.10,-4.67,0.02,0.02,4.15,3.68,0.00,0.00,0.00,0
399,1,-0.16,19.14,0.00,0.00,0.00,0.00,-10.10,-4.66,0.02,-0.01,4.16,3.70,0.00,0.00,0.00,0
419,1,0.26,19.61,0.00,0.00,0.00,0.00,-10.10,-4.66,0.00,-0.01,4.18,3.71,0.00,0.00,0.00,0
439,1,0.69,20.10,0.00,0.00,0.00,0.00,-10.10,-4.66,0.00,-0.01,4.19,3.72,0.00,0.00,0.00,0
460,1,1.14,20.82,0.00,0.00,0.00,0.00,-10.10,-4.66,0.00,-0.01,4.21,3.73,0.00,0.00,0.00,0
480,1,1.59,21.45,0.00,0.00,0.00,0.00,-10.10,-4.66,0.00,-0.01,4.22,3.74,0.00,0.00,0.00,0
499,1,2.06,22.16,0.00,0.00,0.00,0.00,-10.10,-4.66,0.00,-0.01,4.23,3.76,0.00,0.00,0.00,0
519,1,2.53,22.70,0.00,0.00,0.00,0.00,-10.10,-4.66,0.00,-0.01,4.25,3.77,0.00,0.00,0.00,0
539,1,3.01,23.04,0.00,0.00,0.00,0.00,-10.10,-4.66,0.00,-0.01,4.26,3.78,0.00,0.00,0.00,0
560,1,3.49,23.44,0.00,0.00,0.00,0.00,-10.10,-4.66,0.00,-0.07,4.28,3.79,0.00,0.00,0.00,0
579,1,3.99,23.90,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.02,-0.07,4.29,3.81,0.00,0.00,0.00,0
599,1,4.49,24.19,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.02,-0.07,4.30,3.82,0.00,0.00,0.00,0
619,1,5.00,24.56,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.02,-0.07,4.32,3.83,0.00,0.00,0.00,0
639,1,5.51,24.87,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.02,-0.07,4.33,3.84,0.00,0.00,0.00,0
660,1,6.02,25.13,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.02,-0.07,4.35,3.86,0.00,0.00,0.00,0
679,1,6.53,25.35,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.02,-0.07,4.36,3.87,0.00,0.00,0.00,0
699,1,7.04,25.46,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.02,-0.07,4.37,3.88,0.00,0.00,0.00,0
719,1,7.56,25.60,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.02,-0.02,4.39,3.90,0.00,0.00,0.00,0
739,1,8.08,25.77,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,-0.02,4.40,3.91,0.00,0.00,0.00,0
759,1,8.60,25.97,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,-0.02,4.42,3.92,0.00,0.00,0.00,0
779,1,9.12,25.95,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,-0.02,4.43,3.94,0.00,0.00,0.00,0
799,1,9.65,26.04,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,-0.02,4.44,3.95,0.00,0.00,0.00,0
819,1,10.19,26.28,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,-0.02,4.46,3.96,0.00,0.00,0.00,0
839,1,10.74,26.60,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,-0.02,4.47,3.98,0.00,0.00,0.00,0
860,1,11.28,26.66,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,-0.02,4.49,3.99,0.00,0.00,0.00,0
879,1,11.82,26.83,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,0.05,4.50,4.01,0.00,0.00,0.00,0
899,1,12.37,26.96,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,0.05,4.52,4.02,0.00,0.00,0.00,0
919,1,12.92,27.06,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,0.05,4.53,4.03,0.00,0.00,0.00,0
939,1,13.48,27.30,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,0.05,4.54,4.05,0.00,0.00,0.00,0
960,1,14.03,27.47,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,0.05,4.56,4.06,0.00,0.00,0.00,0
979,1,14.60,27.70,0.00,0.00,0.00,0.00,-10.10,-4.66,-0.06,0.05,4.57,4.07,0.00,0.00,0.00,0
