[Balance] --- Log dump (44468 bytes, 491 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
18,1,2.10,-0.16,93.11,0.00,0.00,93.11,7.20,12.41,0.00,-0.02,3.92,3.57,0.00,0.00,0.00,0
39,1,2.10,-0.16,93.11,0.00,0.00,93.11,7.20,12.41,0.01,-0.02,3.92,3.57,0.00,0.00,0.00,0
58,1,2.11,-0.18,93.11,0.00,0.00,93.11,7.20,12.41,0.01,-0.02,3.93,3.57,0.00,0.00,0.00,0
79,1,2.12,0.08,93.11,0.00,0.00,93.11,7.20,12.41,0.01,-0.02,3.94,3.58,0.00,0.00,0.00,0
98,1,2.20,1.07,93.11,0.00,0.00,93.11,7.20,12.41,0.01,-0.02,3.95,3.59,0.00,0.00,0.00,0
119,1,2.28,2.22,93.11,0.00,0.00,93.11,7.20,12.41,0.01,-0.02,3.96,3.60,0.00,0.00,0.00,0
139,1,2.37,2.88,93.11,0.00,0.00,93.11,7.20,12.41,0.01,-0.02,3.97,3.61,0.00,0.00,0.00,0
158,1,2.46,3.51,93.11,0.00,0.00,93.11,7.20,12.41,0.01,-0.02,3.99,3.62,0.00,0.00,0.00,0
179,1,2.58,4.22,93.11,0.00,0.00,93.11,7.20,12.41,0.01,0.01,4.00,3.63,0.00,0.00,0.00,0
198,1,2.69,4.60,93.11,0.00,0.00,93.11,7.20,12.41,0.02,0.01,4.02,3.64,0.00,0.00,0.00,0
219,1,2.81,4.88,93.11,0.00,0.00,93.11,7.20,12.41,0.02,0.01,4.03,3.65,0.00,0.00,0.00,0
237,1,2.97,5.71,93.11,0.00,0.00,93.11,7.20,12.41,0.02,0.01,4.04,3.66,0.00,0.00,0.00,0
259,1,3.20,7.49,93.11,0.00,0.00,93.11,7.20,12.41,0.02,0.01,4.05,3.67,0.00,0.00,0.00,0
278,1,3.53,10.38,93.11,0.00,0.00,93.11,7.20,12.41,0.02,0.01,4.07,3.68,0.00,0.00,0.00,0
299,1,3.92,13.34,93.11,0.00,0.00,93.11,7.20,12.41,0.02,0.01,4.08,3.69,0.00,0.00,0.00,0
318,1,4.37,16.11,93.11,0.00,0.00,93.11,7.20,12.41,0.02,0.01,4.10,3.70,0.00,0.00,0.00,0
339,1,4.85,18.28,93.11,0.00,0.00,93.11,7.20,12.42,0.02,-0.03,4.11,3.71,0.00,0.00,0.00,0
357,1,5.31,19.52,93.11,0.00,0.00,93.11,7.20,12.42,-0.03,-0.03,4.13,3.73,0.00,0.00,0.00,0
379,1,5.77,20.31,93.11,0.00,0.00,93.11,7.20,12.42,-0.03,-0.03,4.14,3.74,0.00,0.00,0.00,0
398,1,6.20,20.55,93.11,0.00,0.00,93.11,7.20,12.42,-0.03,-0.03,4.15,3.75,0.00,0.00,0.00,0
419,1,6.62,20.67,93.11,0.00,0.00,93.11,7.20,12.42,-0.03,-0.03,4.17,3.76,0.00,0.00,0.00,0
438,1,7.07,21.22,93.11,0.00,0.00,93.11,7.20,12.42,-0.03,-0.03,4.18,3.77,0.00,0.00,0.00,0
459,1,7.54,21.89,93.11,0.00,0.00,93.11,7.20,12.42,-0.03,-0.03,4.19,3.79,0.00,0.00,0.00,0
477,1,8.01,22.45,93.11,0.00,0.00,93.11,7.20,12.42,-0.03,-0.03,4.21,3.80,0.00,0.00,0.00,0
499,1,8.49,23.04,93.11,0.00,0.00,93.11,7.20,12.42,-0.03,0.04,4.22,3.81,0.00,0.00,0.00,0
518,1,9.00,23.67,93.11,0.00,0.00,93.11,7.20,12.42,-0.06,0.04,4.24,3.82,0.00,0.00,0.00,0
539,1,9.49,24.03,93.11,0.00,0.00,93.11,7.20,12.42,-0.06,0.04,4.25,3.84,0.00,0.00,0.00,0
