# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=2.2000
# vel_sp_ki=0.3500
# sp_offset_max=8.00
# vel_filter_alpha=0.3500
# stored_trim=-1.3889
# glide_vel_err=0.80
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:89.30
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=89.30
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
19,1,-0.24,0.01,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.02,-0.01,3.91,3.54,3.93,3.55,0.00,0.00,0
39,1,-0.24,-0.01,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.02,-0.01,3.91,3.54,3.94,3.57,0.00,0.00,0
59,1,-0.25,-0.12,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.02,-0.01,3.92,3.55,3.96,3.58,0.00,0.00,0
79,1,-0.25,-0.11,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.02,-0.01,3.93,3.55,3.97,3.60,0.00,0.00,0
100,1,-0.24,0.11,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.02,-0.01,3.94,3.56,3.98,3.61,0.00,0.00,0
120,1,-0.20,0.69,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.02,0.05,3.96,3.57,4.00,3.62,0.00,0.00,0
138,1,-0.11,2.05,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.05,3.97,3.59,4.01,3.64,0.00,0.00,0
160,1,0.01,2.98,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.05,3.98,3.59,4.03,3.65,0.00,0.00,0
179,1,0.11,3.62,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.05,3.99,3.61,4.04,3.67,0.00,0.00,0
200,1,0.21,4.14,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.05,4.01,3.62,4.05,3.68,0.00,0.00,0
219,1,0.34,4.77,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.05,4.02,3.63,4.07,3.69,0.00,0.00,0
239,1,0.47,5.23,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.05,4.04,3.64,4.08,3.71,0.00,0.00,0
258,1,0.56,5.45,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.05,4.05,3.65,4.10,3.72,0.00,0.00,0
280,1,0.80,6.84,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.01,4.06,3.65,4.11,3.74,0.00,0.00,0
299,1,1.13,9.62,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.03,0.01,4.08,3.67,4.12,3.75,0.00,0.00,0
320,1,1.51,12.67,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.03,0.01,4.09,3.68,4.14,3.76,0.00,0.00,0
339,1,1.97,15.92,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.03,0.01,4.10,3.69,4.15,3.78,0.00,0.00,0
359,1,2.43,18.11,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.03,0.01,4.12,3.70,4.17,3.79,0.00,0.00,0
379,1,2.86,19.15,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.03,0.01,4.13,3.71,4.18,3.81,0.00,0.00,0
398,1,3.27,19.78,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.03,0.01,4.15,3.72,4.19,3.82,0.00,0.00,0
420,1,3.70,20.19,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.03,0.01,4.16,3.73,4.21,3.83,0.00,0.00,0
440,1,4.13,20.62,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.03,0.00,4.17,3.75,4.22,3.85,0.00,0.00,0
459,1,4.56,20.80,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.00,4.19,3.76,4.24,3.86,0.00,0.00,0
479,1,5.00,21.20,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.00,4.20,3.77,4.25,3.88,0.00,0.00,0
499,1,5.46,21.97,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.00,4.22,3.78,4.26,3.89,0.00,0.00,0
519,1,5.95,22.87,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.00,4.23,3.80,4.28,3.90,0.00,0.00,0
539,1,6.42,22.98,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.00,4.24,3.81,4.29,3.92,0.00,0.00,0
559,1,6.87,22.96,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.00,4.26,3.82,4.31,3.93,0.00,0.00,0
579,1,7.36,23.30,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,0.00,4.27,3.83,4.32,3.95,0.00,0.00,0
599,1,7.86,23.89,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,-0.03,4.29,3.85,4.33,3.96,0.00,0.00,0
620,1,8.37,24.38,0.00,0.00,0.00,0.0000,0.0000,-11.84,-3.89,0.01,-0.03,4.30,3.86,4.35,3.97,0.00,0.00,0
