# prof_imu_max_us=1873
# prof_ctl_max_us=13727833
# prof_disp_max_us=69553
# prof_ws_max_us=241
# prof_tel_max_us=678
# prof_crsf_max_us=13702084
# prof_can_max_us=2453
# prof_bal_max_us=3155392
# prof_adrv_max_us=24205
# prof_loopgap_max_us=13705141
# prof_ctlgap_max_us=13728859
# stall_events=118
# stall_0=t:266509,gap_us:1524161,sentinel_us:10001,sec:none,state:0
# stall_1=t:266819,gap_us:309997,sentinel_us:10001,sec:none,state:0
# stall_2=t:267283,gap_us:349997,sentinel_us:10497,sec:none,state:0
# stall_3=t:268419,gap_us:1062000,sentinel_us:10498,sec:none,state:0
# stall_4=t:277695,gap_us:9276113,sentinel_us:10003,sec:none,state:0
# stall_5=t:291461,gap_us:13728859,sentinel_us:10001,sec:none,state:0
# stall_6=t:256275,gap_us:349845,sentinel_us:10002,sec:none,state:0
# stall_7=t:264985,gap_us:8633988,sentinel_us:10492,sec:none,state:0
# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# ramp_drift_kp=0.0300
# ramp_drift_max_vel=0.60
# vel_sp_kp=2.2000
# vel_sp_ki=0.3500
# sp_offset_max=8.00
# vel_filter_alpha=0.3500
# stored_trim=1.9272
# glide_vel_err=0.80
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_rate_max=4.00
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=2.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
176,1,-6.39,0.06,0.00,0.00,0.00,0.0000,0.0000,30.88,38.10,0.02,0.05,3.891,3.575,3.905,3.589,0.00,0.00,0
179,1,-6.39,0.06,0.00,0.00,0.00,0.0000,0.0000,30.88,38.10,0.02,0.05,3.891,3.575,3.919,3.603,0.00,0.00,0
2551,1,-4.27,1.34,0.00,0.00,0.00,0.0000,0.0000,30.88,38.10,0.02,0.05,3.892,3.576,3.933,3.617,0.00,0.00,0
2553,1,-4.27,1.34,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.00,-0.05,3.920,3.604,3.947,3.631,0.00,0.00,0
2577,1,-4.31,0.95,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.00,-0.05,3.920,3.603,3.961,3.645,0.00,0.00,0
2598,1,-4.19,2.99,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.00,-0.05,3.934,3.616,3.975,3.659,0.00,0.00,0
2617,1,-4.06,4.15,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.00,-0.05,3.948,3.628,3.989,3.673,0.00,0.00,0
2638,1,-3.96,4.56,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.00,0.04,3.960,3.639,4.003,3.687,0.00,0.00,0
2657,1,-3.84,5.45,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.08,0.04,3.974,3.650,4.017,3.701,0.00,0.00,0
2678,1,-3.68,6.52,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.08,0.04,3.987,3.661,4.031,3.715,0.00,0.00,0
2696,1,-3.43,8.93,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.08,0.04,4.001,3.673,4.045,3.729,0.00,0.00,0
2718,1,-3.06,12.39,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.08,0.04,4.014,3.684,4.059,3.743,0.00,0.00,0
2737,1,-2.60,15.98,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.08,0.04,4.028,3.696,4.073,3.757,0.00,0.00,0
2758,1,-2.11,18.76,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.08,0.04,4.043,3.708,4.087,3.771,0.00,0.00,0
2777,1,-1.65,20.69,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.08,0.04,4.056,3.722,4.101,3.785,0.00,0.00,0
2798,1,-1.21,21.51,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.08,0.01,4.069,3.734,4.115,3.799,0.00,0.00,0
2816,1,-0.79,21.85,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.01,0.01,4.084,3.747,4.129,3.813,0.00,0.00,0
2838,1,-0.35,22.31,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.01,-0.00,4.097,3.759,4.143,3.827,0.00,0.00,0
2857,1,0.13,23.18,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.01,-0.00,4.111,3.773,4.157,3.841,0.00,0.00,0
2878,1,0.62,24.03,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.01,-0.00,4.125,3.785,4.171,3.855,0.00,0.00,0
2897,1,1.13,24.86,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.01,-0.00,4.140,3.798,4.185,3.869,0.00,0.00,0
2918,1,1.63,25.38,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.01,-0.00,4.153,3.811,4.199,3.883,0.00,0.00,0
2937,1,2.11,25.30,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.01,-0.00,4.168,3.825,4.213,3.897,0.00,0.00,0
2957,1,2.59,25.33,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.01,0.03,4.181,3.837,4.227,3.911,0.00,0.00,0
2977,1,3.07,25.41,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.05,0.03,4.195,3.851,4.241,3.925,0.00,0.00,0
2998,1,3.57,25.70,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.05,0.03,4.208,3.864,4.255,3.939,0.00,0.00,0
3017,1,4.07,25.87,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.05,0.03,4.224,3.878,4.269,3.953,0.00,0.00,0
3038,1,4.58,26.31,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.05,0.03,4.237,3.890,4.283,3.967,0.00,0.00,0
3056,1,5.10,26.62,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.05,0.03,4.252,3.905,4.297,3.981,0.00,0.00,0
3077,1,5.62,26.88,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.05,0.03,4.265,3.917,4.311,3.995,0.00,0.00,0
3098,1,6.14,27.02,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.00,-0.07,4.280,3.931,4.325,4.009,0.00,0.00,0
3117,1,6.67,27.21,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.00,-0.04,4.293,3.946,4.339,4.023,0.00,0.00,0
3138,1,7.20,27.29,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.00,-0.04,4.307,3.958,4.353,4.037,0.00,0.00,0
3157,1,7.74,27.55,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.00,-0.04,4.321,3.973,4.367,4.051,0.00,0.00,0
3177,1,8.27,27.55,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.00,-0.04,4.334,3.986,4.381,4.065,0.00,0.00,0
3197,1,8.80,27.53,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.00,-0.04,4.348,3.999,4.395,4.079,0.00,0.00,0
3218,1,9.33,27.59,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.00,-0.04,4.362,4.013,4.409,4.092,0.00,0.00,0
3237,1,9.87,27.74,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.00,-0.04,4.377,4.028,4.423,4.106,0.00,0.00,0
3258,1,10.41,27.88,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.00,-0.04,4.389,4.041,4.437,4.119,0.00,0.00,0
3277,1,10.94,27.84,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,0.00,0.01,4.405,4.055,4.451,4.132,0.00,0.00,0
3298,1,11.49,28.09,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.01,4.417,4.068,4.465,4.146,0.00,0.00,0
3317,1,12.04,28.25,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.01,4.432,4.083,4.479,4.158,0.00,0.00,0
3337,1,12.59,28.32,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.01,4.445,4.096,4.493,4.171,0.00,0.00,0
3357,1,13.14,28.43,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,-0.03,4.460,4.110,4.507,4.184,0.00,0.00,0
3377,1,13.70,28.66,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,-0.03,4.473,4.124,4.521,4.197,0.00,0.00,0
3398,1,14.27,28.86,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,-0.03,4.488,4.138,4.535,4.209,0.00,0.00,0
3417,1,14.85,29.31,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,-0.03,4.503,4.153,4.549,4.222,0.00,0.00,0
3438,1,15.43,29.43,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.01,4.516,4.166,4.563,4.234,0.00,0.00,0
3456,1,16.01,29.44,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.03,0.01,4.531,4.181,4.577,4.246,0.00,0.00,0
3478,1,16.58,29.40,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.03,0.01,4.544,4.194,4.591,4.258,0.00,0.00,0
3497,1,17.15,29.39,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.03,0.01,4.559,4.210,4.605,4.270,0.00,0.00,0
3518,1,17.72,29.34,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.03,0.01,4.573,4.223,4.619,4.282,0.00,0.00,0
3537,1,18.29,29.31,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.03,0.01,4.588,4.238,4.633,4.293,0.00,0.00,0
3558,1,18.87,29.52,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.03,0.01,4.601,4.251,4.647,4.305,0.00,0.00,0
3576,1,19.46,29.69,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.03,0.01,4.615,4.266,4.661,4.316,0.00,0.00,0
3597,1,20.03,29.73,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.03,0.01,4.628,4.279,4.675,4.328,0.00,0.00,0
3617,1,20.62,29.91,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.02,4.644,4.294,4.689,4.339,0.00,0.00,0
3638,1,21.21,30.05,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.02,4.657,4.308,4.703,4.350,0.00,0.00,0
3657,1,21.79,29.95,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.02,4.672,4.322,4.717,4.361,0.00,0.00,0
3677,1,22.35,29.69,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.02,4.685,4.334,4.731,4.372,0.00,0.00,0
3698,1,22.89,28.95,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.02,4.699,4.347,4.745,4.383,0.00,0.00,0
3716,1,23.38,27.80,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.02,4.715,4.359,4.759,4.394,0.00,0.00,0
3738,1,23.84,26.60,0.00,0.00,0.00,0.0000,0.0000,30.88,38.11,-0.02,0.02,4.728,4.369,4.773,4.405,0.00,0.00,0
