[Balance] --- Log dump (222777 bytes, 2378 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
18,1,-3.60,-0.07,0.00,0.00,0.00,0.00,-3.89,1.53,0.01,0.06,3.91,3.51,0.00,0.00,3.64,0
39,1,-3.59,-0.06,0.00,0.00,0.00,0.00,-3.89,1.53,0.01,0.06,3.91,3.51,0.00,0.00,3.64,0
58,1,-3.59,-0.10,0.00,0.00,0.00,0.00,-3.89,1.53,0.01,0.06,3.92,3.52,0.00,0.00,3.64,0
79,1,-3.58,-0.05,0.00,0.00,0.00,0.00,-3.89,1.53,0.01,0.06,3.92,3.53,0.00,0.00,3.64,0
97,1,-3.56,0.02,0.00,0.00,0.00,0.00,-3.89,1.53,0.01,0.06,3.94,3.54,0.00,0.00,3.64,0
119,1,-3.55,0.03,0.00,0.00,0.00,0.00,-3.89,1.53,0.01,0.04,3.95,3.55,0.00,0.00,3.64,0
139,1,-3.53,0.05,0.00,0.00,0.00,0.00,-3.89,1.53,-0.02,0.04,3.96,3.56,0.00,0.00,3.64,0
158,1,-3.51,0.22,0.00,0.00,0.00,0.00,-3.89,1.53,-0.02,0.04,3.97,3.57,0.00,0.00,3.64,0
179,1,-3.43,1.10,0.00,0.00,0.00,0.00,-3.89,1.53,-0.02,0.04,3.99,3.58,0.00,0.00,3.64,0
199,1,-3.34,2.07,0.00,0.00,0.00,0.00,-3.89,1.53,-0.02,0.04,4.00,3.59,0.00,0.00,3.64,0
218,1,-3.24,2.77,0.00,0.00,0.00,0.00,-3.89,1.53,-0.02,0.04,4.02,3.60,0.00,0.00,3.64,0
239,1,-3.13,3.46,0.00,0.00,0.00,0.00,-3.89,1.53,-0.02,0.04,4.03,3.61,0.00,0.00,3.64,0
258,1,-3.01,4.03,0.00,0.00,0.00,0.00,-3.89,1.53,-0.02,0.04,4.04,3.62,0.00,0.00,3.64,0
279,1,-2.85,5.08,0.00,0.00,0.00,0.00,-3.89,1.54,-0.02,0.00,4.06,3.63,0.00,0.00,3.64,0
298,1,-2.59,7.33,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.00,4.07,3.64,0.00,0.00,3.64,0
319,1,-2.25,10.27,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.00,4.08,3.65,0.00,0.00,3.64,0
339,1,-1.83,13.52,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.00,4.10,3.66,0.00,0.00,3.64,0
357,1,-1.37,16.22,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.00,4.11,3.67,0.00,0.00,3.64,0
379,1,-0.90,18.01,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.00,4.12,3.68,0.00,0.00,3.64,0
399,1,-0.46,18.99,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.00,4.14,3.69,0.00,0.00,3.64,0
418,1,-0.05,19.38,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.00,4.15,3.71,0.00,0.00,3.64,0
439,1,0.47,19.71,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.02,4.17,3.72,0.00,0.00,3.64,0
458,1,0.80,20.28,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.02,4.18,3.73,0.00,0.00,3.64,0
478,1,1.26,21.13,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.02,4.20,3.74,0.00,0.00,3.64,0
499,1,1.75,21.99,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.02,4.21,3.75,0.00,0.00,3.64,0
519,1,2.37,22.90,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.02,4.22,3.77,0.00,0.00,3.64,0
539,1,2.74,23.35,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.02,4.24,3.78,0.00,0.00,3.64,0
558,1,3.25,23.73,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.02,4.25,3.79,0.00,0.00,3.64,0
579,1,3.75,23.98,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.02,4.26,3.80,0.00,0.00,3.64,0
599,1,4.24,24.15,0.00,0.00,0.00,0.00,-3.89,1.54,-0.01,0.04,4.28,3.82,0.00,0.00,3.64,0
617,1,4.74,24.29,0.00,0.00,0.00,0.00,-3.89,1.54,0.04,0.04,4.29,3.83,0.00,0.00,3.64,0
639,1,5.37,24.54,0.00,0.00,0.00,0.00,-3.89,1.54,0.04,0.04,4.31,3.84,0.00,0.00,3.64,0
658,1,5.75,24.76,0.00,0.00,0.00,0.00,-3.89,1.54,0.04,0.04,4.32,3.86,0.00,0.00,3.64,0
679,1,6.27,25.04,0.00,0.00,0.00,0.00,-3.89,1.54,0.04,0.04,4.33,3.87,0.00,0.00,3.64,0
698,1,6.79,25.26,0.00,0.00,0.00,0.00,-3.89,1.54,0.04,0.04,4.35,3.88,0.00,0.00,3.64,0
719,1,7.46,25.68,0.00,0.00,0.00,0.00,-3.89,1.54,0.04,0.04,4.36,3.89,0.00,0.00,3.64,0
738,1,7.86,25.90,0.00,0.00,0.00,0.00,-3.89,1.54,0.04,0.04,4.38,3.91,0.00,0.00,3.64,0
759,1,8.40,26.14,0.00,0.00,0.00,0.00,-3.89,1.54,0.04,-0.00,4.39,3.92,0.00,0.00,3.64,0
778,1,8.94,26.29,0.00,0.00,0.00,0.00,-3.89,1.54,0.05,-0.00,4.41,3.94,0.00,0.00,3.64,0
799,1,9.49,26.54,0.00,0.00,0.00,0.00,-3.89,1.54,0.05,-0.00,4.42,3.95,0.00,0.00,3.64,0
818,1,10.03,26.69,0.00,0.00,0.00,0.00,-3.89,1.54,0.05,-0.00,4.43,3.96,0.00,0.00,3.64,0
839,1,10.72,26.95,0.00,0.00,0.00,0.00,-3.89,1.54,0.05,-0.00,4.45,3.98,0.00,0.00,3.64,0
858,1,11.14,27.02,0.00,0.00,0.00,0.00,-3.89,1.54,0.05,-0.00,4.46,3.99,0.00,0.00,3.64,0
878,1,11.69,27.18,0.00,0.00,0.00,0.00,-3.89,1.54,0.05,-0.00,4.47,4.00,0.00,0.00,3.64,0
899,1,12.25,27.24,0.00,0.00,0.00,0.00,-3.89,1.54,0.05,-0.00,4.49,4.02,0.00,0.00,3.64,0
919,1,12.81,27.35,0.00,0.00,0.00,0.00,-3.89,1.54,0.05,-0.02,4.50,4.03,0.00,0.00,3.64,0
939,1,13.36,27.42,0.00,0.00,0.00,0.00,-3.89,1.54,0.06,-0.02,4.52,4.04,0.00,0.00,3.64,0
