# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0400
# arm_bal_ki=0.0150
# arm_bal_kd=0.0100
# arm_bal_max_frac=0.2500
# arm_bal_speed=2.00
# arm_bal_deadband=0.20
# arm_bal_integral_max=0.30
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
21,1,0.18,-0.03,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.03,3.93,3.54,0.00,0.00,0.00,0
41,1,0.19,-0.01,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.03,3.93,3.54,0.00,0.00,0.00,0
60,1,0.19,-0.01,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.03,3.93,3.55,0.00,0.00,0.00,0
81,1,0.19,0.13,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.03,3.94,3.56,0.00,0.00,0.00,0
99,1,0.21,0.33,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.03,3.95,3.57,0.00,0.00,0.00,0
121,1,0.28,1.20,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.03,3.97,3.58,0.00,0.00,0.00,0
141,1,0.38,2.56,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.04,3.98,3.59,0.00,0.00,0.00,0
161,1,0.49,3.53,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.04,3.99,3.60,0.00,0.00,0.00,0
180,1,0.57,3.80,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.04,4.01,3.61,0.00,0.00,0.00,0
201,1,0.72,4.50,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.04,4.02,3.62,0.00,0.00,0.00,0
219,1,0.81,4.83,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.04,4.03,3.63,0.00,0.00,0.00,0
241,1,1.05,6.46,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.04,4.04,3.64,0.00,0.00,0.00,0
260,1,1.27,8.54,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.04,4.06,3.65,0.00,0.00,0.00,0
281,1,1.75,12.74,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.05,0.04,4.07,3.66,0.00,0.00,0.00,0
300,1,2.09,15.14,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.05,0.01,4.09,3.67,0.00,0.00,0.00,0
321,1,2.67,17.99,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,0.01,4.10,3.68,0.00,0.00,0.00,0
340,1,3.00,18.82,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,0.01,4.12,3.69,0.00,0.00,0.00,0
360,1,3.43,19.43,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,0.01,4.13,3.70,0.00,0.00,0.00,0
381,1,3.94,19.86,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,0.01,4.14,3.72,0.00,0.00,0.00,0
401,1,4.38,20.47,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,0.01,4.16,3.73,0.00,0.00,0.00,0
420,1,4.71,20.95,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,0.01,4.17,3.74,0.00,0.00,0.00,0
441,1,5.30,21.88,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,0.01,4.18,3.75,0.00,0.00,0.00,0
460,1,5.66,22.29,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,0.01,4.20,3.76,0.00,0.00,0.00,0
480,1,6.14,22.85,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.00,0.01,4.21,3.78,0.00,0.00,0.00,0
501,1,6.76,23.51,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.00,0.01,4.23,3.79,0.00,0.00,0.00,0
521,1,7.25,23.82,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.00,0.01,4.24,3.80,0.00,0.00,0.00,0
541,1,7.74,24.02,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.00,0.01,4.25,3.82,0.00,0.00,0.00,0
561,1,8.23,24.25,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.00,0.01,4.27,3.83,0.00,0.00,0.00,0
580,1,8.61,24.50,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.00,0.01,4.28,3.84,0.00,0.00,0.00,0
600,1,9.12,24.82,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.00,0.01,4.30,3.85,0.00,0.00,0.00,0
621,1,9.76,25.09,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.00,0.00,4.31,3.87,0.00,0.00,0.00,0
641,1,10.27,25.19,0.00,0.00,0.00,0.0000,-3.08,3.55,0.02,0.00,4.32,3.88,0.00,0.00,0.00,0
660,1,10.66,25.34,0.00,0.00,0.00,0.0000,-3.08,3.55,0.02,0.00,4.34,3.89,0.00,0.00,0.00,0
681,1,11.31,25.63,0.00,0.00,0.00,0.0000,-3.08,3.55,0.02,0.00,4.35,3.91,0.00,0.00,0.00,0
700,1,11.71,25.95,0.00,0.00,0.00,0.0000,-3.08,3.55,0.02,0.00,4.37,3.92,0.00,0.00,0.00,0
721,1,12.37,26.14,0.00,0.00,0.00,0.0000,-3.08,3.55,0.02,0.00,4.38,3.93,0.00,0.00,0.00,0
740,1,12.78,26.31,0.00,0.00,0.00,0.0000,-3.08,3.55,0.02,0.00,4.40,3.95,0.00,0.00,0.00,0
761,1,13.45,26.62,0.00,0.00,0.00,0.0000,-3.08,3.55,0.02,0.00,4.41,3.96,0.00,0.00,0.00,0
780,1,13.87,26.84,0.00,0.00,0.00,0.0000,-3.08,3.55,0.02,-0.06,4.42,3.97,0.00,0.00,0.00,0
801,1,14.55,27.02,0.00,0.00,0.00,0.0000,-3.08,3.55,0.03,-0.06,4.44,3.99,0.00,0.00,0.00,0
820,1,14.97,27.20,0.00,0.00,0.00,0.0000,-3.08,3.55,0.03,-0.06,4.45,4.00,0.00,0.00,0.00,0
841,1,15.66,27.41,0.00,0.00,0.00,0.0000,-3.08,3.55,0.03,-0.06,4.47,4.01,0.00,0.00,0.00,0
859,1,16.09,27.61,0.00,0.00,0.00,0.0000,-3.08,3.55,0.03,-0.06,4.48,4.03,0.00,0.00,0.00,0
881,1,16.78,27.74,0.00,0.00,0.00,0.0000,-3.08,3.55,0.03,-0.06,4.49,4.04,0.00,0.00,0.00,0
900,1,17.20,27.75,0.00,0.00,0.00,0.0000,-3.08,3.55,0.03,-0.06,4.51,4.06,0.00,0.00,0.00,0
921,1,17.90,27.83,0.00,0.00,0.00,0.0000,-3.08,3.55,0.03,-0.06,4.52,4.07,0.00,0.00,0.00,0
941,1,18.46,27.80,0.00,0.00,0.00,0.0000,-3.08,3.55,0.03,-0.04,4.54,4.08,0.00,0.00,0.00,0
961,1,19.02,27.97,0.00,0.00,0.00,0.0000,-3.08,3.55,0.04,-0.04,4.55,4.10,0.00,0.00,0.00,0
980,1,19.45,28.02,0.00,0.00,0.00,0.0000,-3.08,3.55,0.04,-0.04,4.56,4.11,0.00,0.00,0.00,0
1000,1,20.02,28.17,0.00,0.00,0.00,0.0000,-3.08,3.55,0.04,-0.04,4.58,4.12,0.00,0.00,0.00,0
1021,1,20.73,28.41,0.00,0.00,0.00,0.0000,-3.08,3.55,0.04,-0.04,4.59,4.14,0.00,0.00,0.00,0
1041,1,21.31,28.60,0.00,0.00,0.00,0.0000,-3.08,3.55,0.04,-0.04,4.61,4.15,0.00,0.00,0.00,0
1060,1,21.73,28.46,0.00,0.00,0.00,0.0000,-3.08,3.55,0.04,-0.04,4.62,4.17,0.00,0.00,0.00,0
1081,1,22.45,28.54,0.00,0.00,0.00,0.0000,-3.08,3.55,0.04,-0.04,4.63,4.18,0.00,0.00,0.00,0
1100,1,22.89,28.69,0.00,0.00,0.00,0.0000,-3.08,3.55,0.04,-0.02,4.65,4.20,0.00,0.00,0.00,0
1120,1,23.47,28.86,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.06,-0.02,4.66,4.21,0.00,0.00,0.00,0
1141,1,24.20,28.91,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.06,-0.02,4.68,4.22,0.00,0.00,0.00,0
1161,1,24.79,29.05,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.06,-0.02,4.69,4.24,0.00,0.00,0.00,0
1180,1,25.23,29.20,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.06,-0.02,4.71,4.25,0.00,0.00,0.00,0
1201,1,25.98,29.48,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.06,-0.02,4.72,4.26,0.00,0.00,0.00,0
1220,1,26.43,29.53,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.06,-0.02,4.73,4.28,0.00,0.00,0.00,0
1241,1,27.17,29.54,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.06,-0.02,4.75,4.29,0.00,0.00,0.00,0
1260,1,27.61,29.53,0.00,0.00,0.00,0.0000,-3.08,3.55,-0.06,-0.01,4.76,4.31,0.00,0.00,0.00,0
1281,1,28.35,29.62,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,-0.01,4.78,4.32,0.00,0.00,0.00,0
1300,1,28.81,29.72,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,-0.01,4.79,4.34,0.00,0.00,0.00,0
1321,1,29.54,29.54,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,-0.01,4.80,4.35,0.00,0.00,0.00,0
1341,1,30.12,29.09,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,-0.01,4.82,4.36,0.00,0.00,0.00,0
1361,1,30.64,27.97,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,-0.01,4.83,4.37,0.00,0.00,0.00,0
1379,1,30.99,26.59,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,-0.01,4.85,4.38,0.00,0.00,0.00,0
1401,1,31.52,24.25,0.00,0.00,0.00,0.0000,-3.08,3.55,0.01,-0.01,4.86,4.39,0.00,0.00,0.00,0
1420,1,31.80,22.90,0.00,0.00,0.00,0.0000,-3.08,3.54,0.01,-0.02,4.88,4.40,0.00,0.00,0.00,0
1441,1,32.25,21.12,0.00,0.00,0.00,0.0000,-3.08,3.54,0.03,-0.02,4.89,4.41,0.00,0.00,0.00,0
1460,1,32.54,20.75,0.00,0.00,0.00,0.0000,-3.08,3.54,0.03,-0.02,4.90,4.42,0.00,0.00,0.00,0
1481,1,33.03,20.49,0.00,0.00,0.00,0.0000,-3.08,3.54,0.03,-0.02,4.92,4.43,0.00,0.00,0.00,0
1499,1,33.34,20.57,0.00,0.00,0.00,0.0000,-3.08,3.54,0.03,-0.02,4.93,4.44,0.00,0.00,0.00,0
1521,1,33.84,20.64,0.00,0.00,0.00,0.0000,-3.08,3.54,0.03,-0.02,4.95,4.45,0.00,0.00,0.00,0
1540,1,34.16,20.59,0.00,0.00,0.00,0.0000,-3.08,3.54,0.03,-0.02,4.96,4.46,0.00,0.00,0.00,0
1561,1,34.66,20.42,0.00,0.00,0.00,0.0000,-3.08,3.54,0.03,-0.02,4.97,4.47,0.00,0.00,0.00,0
1580,1,34.96,20.26,0.00,0.00,0.00,0.0000,-3.08,3.54,0.03,-0.01,4.99,4.48,0.00,0.00,0.00,0
1601,1,35.46,19.98,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.03,-0.01,5.00,4.49,0.00,0.00,0.00,0
1620,1,35.75,19.82,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.03,-0.01,5.02,4.50,0.00,0.00,0.00,0
1640,1,36.12,19.51,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.03,-0.01,5.03,4.50,0.00,0.00,0.00,0
1661,1,36.60,19.27,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.03,-0.01,5.04,4.51,0.00,0.00,0.00,0
1681,1,36.97,19.10,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.03,-0.01,5.06,4.52,0.00,0.00,0.00,0
1700,1,37.25,18.95,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.03,-0.01,5.07,4.53,0.00,0.00,0.00,0
1721,1,37.72,18.77,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.03,-0.01,5.09,4.54,0.00,0.00,0.00,0
1740,1,38.00,18.79,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.03,0.02,5.10,4.55,0.00,0.00,0.00,0
1761,1,38.47,18.62,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.11,4.55,0.00,0.00,0.00,0
1780,1,38.74,18.57,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.13,4.56,0.00,0.00,0.00,0
1801,1,39.21,18.38,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.14,4.57,0.00,0.00,0.00,0
1820,1,39.48,18.30,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.15,4.58,0.00,0.00,0.00,0
1841,1,39.93,18.09,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.17,4.59,0.00,0.00,0.00,0
1861,1,40.29,18.08,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.18,4.60,0.00,0.00,0.00,0
1879,1,40.56,17.93,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.19,4.60,0.00,0.00,0.00,0
1901,1,41.01,17.76,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,-0.00,5.20,4.61,0.00,0.00,0.00,0
1921,1,41.35,17.57,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.00,5.22,4.62,0.00,0.00,0.00,0
1940,1,41.62,17.53,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.00,5.23,4.63,0.00,0.00,0.00,0
1961,1,42.05,17.27,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.00,5.24,4.63,0.00,0.00,0.00,0
1980,1,42.31,17.07,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.00,5.25,4.64,0.00,0.00,0.00,0
2001,1,42.72,16.95,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.00,5.27,4.65,0.00,0.00,0.00,0
2019,1,42.98,17.01,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.00,5.28,4.66,0.00,0.00,0.00,0
2041,1,43.41,16.91,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.00,5.29,4.66,0.00,0.00,0.00,0
2061,1,43.74,16.81,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.01,5.30,4.67,0.00,0.00,0.00,0
2081,1,44.07,16.68,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.31,4.68,0.00,0.00,0.00,0
2100,1,44.32,16.57,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.32,4.68,0.00,0.00,0.00,0
2121,1,44.73,16.27,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.33,4.69,0.00,0.00,0.00,0
2139,1,44.96,16.13,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.35,4.70,0.00,0.00,0.00,0
2161,1,45.36,15.92,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.36,4.70,0.00,0.00,0.00,0
2180,1,45.60,15.99,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.37,4.71,0.00,0.00,0.00,0
2201,1,46.00,15.91,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.38,4.72,0.00,0.00,0.00,0
2220,1,46.24,15.96,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,-0.03,5.39,4.73,0.00,0.00,0.00,0
2241,1,46.64,15.87,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.03,5.40,4.73,0.00,0.00,0.00,0
2260,1,46.88,15.83,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.03,5.41,4.74,0.00,0.00,0.00,0
2280,1,47.18,15.52,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.03,5.42,4.74,0.00,0.00,0.00,0
2301,1,47.56,15.22,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.03,5.43,4.75,0.00,0.00,0.00,0
2321,1,47.86,15.04,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.03,5.44,4.76,0.00,0.00,0.00,0
2340,1,48.08,14.94,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.03,5.45,4.76,0.00,0.00,0.00,0
2361,1,48.45,14.81,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.03,5.46,4.77,0.00,0.00,0.00,0
2380,1,48.67,14.80,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.03,5.47,4.78,0.00,0.00,0.00,0
2400,1,48.98,14.82,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,0.03,5.48,4.78,0.00,0.00,0.00,0
2421,1,49.36,15.06,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,0.03,5.49,4.79,0.00,0.00,0.00,0
2441,1,49.67,15.05,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,0.03,5.50,4.80,0.00,0.00,0.00,0
2461,1,49.97,14.90,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,0.03,5.51,4.80,0.00,0.00,0.00,0
2481,1,50.27,14.59,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,0.03,5.52,4.81,0.00,0.00,0.00,0
2500,1,50.48,14.35,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,0.03,5.53,4.81,0.00,0.00,0.00,0
2520,1,50.75,14.03,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,0.03,5.54,4.82,0.00,0.00,0.00,0
2541,1,51.09,13.79,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,-0.01,5.55,4.82,0.00,0.00,0.00,0
2561,1,51.36,13.59,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.06,-0.01,5.56,4.83,0.00,0.00,0.00,0
2579,1,51.57,13.61,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.06,-0.01,5.57,4.84,0.00,0.00,0.00,0
2601,1,51.91,13.66,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.06,-0.01,5.58,4.84,0.00,0.00,0.00,0
2620,1,52.13,13.67,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.06,-0.01,5.59,4.85,0.00,0.00,0.00,0
2641,1,52.47,13.56,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.06,-0.01,5.59,4.85,0.00,0.00,0.00,0
2660,1,52.68,13.56,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.06,-0.01,5.60,4.86,0.00,0.00,0.00,0
2680,1,52.95,13.42,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.06,-0.01,5.61,4.86,0.00,0.00,0.00,0
2701,1,53.28,13.21,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.06,0.02,5.62,4.87,0.00,0.00,0.00,0
2721,1,53.54,12.97,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.63,4.87,0.00,0.00,0.00,0
2740,1,53.74,12.89,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.64,4.88,0.00,0.00,0.00,0
2761,1,54.05,12.69,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.65,4.88,0.00,0.00,0.00,0
2779,1,54.25,12.72,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.66,4.89,0.00,0.00,0.00,0
2801,1,54.57,12.74,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.66,4.89,0.00,0.00,0.00,0
2820,1,54.77,12.80,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.67,4.90,0.00,0.00,0.00,0
2841,1,55.09,12.82,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.02,5.68,4.90,0.00,0.00,0.00,0
2861,1,55.35,12.74,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.01,5.69,4.91,0.00,0.00,0.00,0
2881,1,55.60,12.55,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.69,4.91,0.00,0.00,0.00,0
2900,1,55.78,12.32,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.70,4.92,0.00,0.00,0.00,0
2920,1,56.02,12.03,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.71,4.92,0.00,0.00,0.00,0
2941,1,56.31,11.73,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.72,4.93,0.00,0.00,0.00,0
2961,1,56.54,11.61,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.73,4.93,0.00,0.00,0.00,0
2980,1,56.71,11.69,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.73,4.94,0.00,0.00,0.00,0
3000,1,56.95,11.76,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.01,5.74,4.94,0.00,0.00,0.00,0
3021,1,57.26,12.06,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.02,0.02,5.75,4.95,0.00,0.00,0.00,0
3040,1,57.45,12.15,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.01,0.02,5.76,4.95,0.00,0.00,0.00,0
3061,1,57.77,12.16,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.01,0.02,5.76,4.96,0.00,0.00,0.00,0
3081,1,58.02,12.02,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.01,0.02,5.77,4.96,0.00,0.00,0.00,0
3100,1,58.19,11.71,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.01,0.02,5.78,4.97,0.00,0.00,0.00,0
3121,1,58.45,11.09,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.01,0.02,5.78,4.97,0.00,0.00,0.00,0
3138,1,58.61,10.82,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.01,0.02,5.79,4.97,0.00,0.00,0.00,0
3161,1,58.85,10.47,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.01,0.02,5.80,4.98,0.00,0.00,0.00,0
3180,1,59.01,10.43,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.01,0.01,5.81,4.98,0.00,0.00,0.00,0
3200,1,59.22,10.44,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.01,5.81,4.99,0.00,0.00,0.00,0
3221,1,59.50,10.79,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.01,5.82,4.99,0.00,0.00,0.00,0
3241,1,59.73,10.97,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.01,5.83,4.99,0.00,0.00,0.00,0
3261,1,59.97,11.22,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.01,5.83,5.00,0.00,0.00,0.00,0
3281,1,60.21,11.24,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.01,5.84,5.00,0.00,0.00,0.00,0
3299,1,60.39,11.18,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.01,5.85,5.01,0.00,0.00,0.00,0
3321,1,60.67,10.97,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.01,5.85,5.01,0.00,0.00,0.00,0
3340,1,60.83,10.77,0.00,0.00,0.00,0.0000,-3.08,3.54,0.02,0.00,5.86,5.02,0.00,0.00,0.00,0
3361,1,61.08,10.51,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.04,0.00,5.86,5.02,0.00,0.00,0.00,0
3380,1,61.23,10.37,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.04,0.00,5.87,5.02,0.00,0.00,0.00,0
3401,1,61.48,10.12,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.04,0.00,5.88,5.03,0.00,0.00,0.00,0
3419,1,61.63,9.91,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.04,0.00,5.88,5.03,0.00,0.00,0.00,0
3441,1,61.86,9.67,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.04,0.00,5.89,5.03,0.00,0.00,0.00,0
3461,1,62.05,9.48,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.04,0.00,5.89,5.04,0.00,0.00,0.00,0
3481,1,62.24,9.33,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.04,0.00,5.90,5.04,0.00,0.00,0.00,0
3500,1,62.37,9.20,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.04,-0.03,5.91,5.05,0.00,0.00,0.00,0
3521,1,62.59,9.01,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.00,-0.03,5.91,5.05,0.00,0.00,0.00,0
3540,1,62.73,8.91,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.00,-0.03,5.92,5.05,0.00,0.00,0.00,0
3560,1,62.90,8.83,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.00,-0.03,5.92,5.06,0.00,0.00,0.00,0
3581,1,63.12,8.81,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.00,-0.03,5.93,5.06,0.00,0.00,0.00,0
3601,1,63.30,8.87,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.00,-0.03,5.94,5.06,0.00,0.00,0.00,0
3620,1,63.44,8.90,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.00,-0.03,5.94,5.07,0.00,0.00,0.00,0
3641,1,63.67,9.11,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.00,-0.03,5.95,5.07,0.00,0.00,0.00,0
3660,1,63.81,9.18,0.00,0.00,0.00,0.0000,-3.08,3.54,-0.00,0.01,5.95,5.07,0.00,0.00,0.00,0
3681,1,64.05,9.25,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.01,5.96,5.08,0.00,0.00,0.00,0
3700,1,64.20,9.30,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.01,5.96,5.08,0.00,0.00,0.00,0
3721,1,64.43,9.27,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.01,5.97,5.08,0.00,0.00,0.00,0
3740,1,64.59,9.47,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.01,5.97,5.09,0.00,0.00,0.00,0
3761,1,64.84,9.77,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.01,5.98,5.09,0.00,0.00,0.00,0
3781,1,65.05,9.85,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.01,5.99,5.09,0.00,0.00,0.00,0
3799,1,65.21,9.87,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,0.01,5.99,5.10,0.00,0.00,0.00,0
3821,1,65.46,9.76,0.00,0.00,0.00,0.0000,-3.08,3.54,0.04,-0.02,5.99,5.10,0.00,0.00,0.00,0
3841,1,65.65,9.66,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,-0.02,6.00,5.10,0.00,0.00,0.00,0
3860,1,65.79,9.35,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,-0.02,6.01,5.11,0.00,0.00,0.00,0
3881,1,66.01,9.02,0.00,0.00,0.00,0.0000,-3.08,3.54,0.00,-0.02,6.01,5.11,0.00,0.00,0.00,0
