# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0400
# arm_bal_ki=0.0150
# arm_bal_kd=0.0100
# arm_bal_max_frac=0.2500
# arm_bal_speed=2.00
# arm_bal_deadband=0.20
# arm_bal_integral_max=0.30
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
10979,2,90.68,3.64,91.21,0.47,0.64,0.0000,1.87,8.49,0.46,0.69,3.93,3.54,4.95,0.57,0.00,48
11001,2,91.04,7.42,91.27,0.17,-0.26,0.0000,1.89,8.52,0.93,0.82,3.93,3.54,4.98,0.87,0.00,32
11021,2,91.17,7.22,91.33,0.12,-0.36,0.0000,1.92,8.55,0.86,0.97,3.93,3.54,5.00,0.91,0.00,32
11041,2,91.07,4.16,91.39,0.25,0.17,0.0000,1.94,8.56,0.56,0.15,3.93,3.54,5.02,0.35,0.00,32
11061,2,91.04,2.49,91.45,0.33,0.44,0.0000,1.95,8.56,-0.04,-0.05,3.93,3.54,5.02,-0.04,0.00,48
11081,2,91.05,2.00,91.51,0.40,0.64,0.0000,1.94,8.56,-0.05,0.03,3.93,3.54,5.02,-0.01,0.00,48
11099,2,91.11,2.60,91.57,0.39,0.57,0.0000,1.94,8.56,0.06,0.12,3.93,3.54,5.02,0.09,0.00,48
11121,2,91.29,4.39,91.63,0.27,0.19,0.0000,1.95,8.57,0.21,0.31,3.93,3.54,5.03,0.26,0.00,32
11141,2,91.52,6.53,91.69,0.16,-0.16,0.0000,1.95,8.58,0.30,0.38,3.93,3.54,5.04,0.34,0.00,32
11161,2,91.69,7.27,91.75,-0.00,-0.59,0.0000,1.97,8.59,0.51,0.25,3.93,3.54,5.05,0.38,0.00,32
11181,2,91.75,6.49,91.81,0.01,-0.52,0.0000,1.98,8.60,0.27,0.05,3.93,3.54,5.06,0.16,0.00,32
11201,2,91.82,5.90,91.87,-0.00,-0.48,0.0000,1.98,8.60,-0.09,-0.01,3.93,3.54,5.06,-0.05,0.00,32
11220,2,91.86,5.29,91.93,0.01,-0.40,-0.0019,1.97,8.59,-0.35,-0.04,3.93,3.54,0.00,-0.19,0.00,96
11241,2,91.94,5.01,91.99,-0.02,-0.44,-0.0032,1.96,8.59,-0.41,-0.23,3.93,3.54,-0.01,-0.32,0.00,96
11261,2,92.05,5.30,92.00,-0.03,-0.48,-0.0022,1.95,8.58,-0.23,-0.21,3.93,3.54,-0.02,-0.22,0.00,96
11281,2,92.19,6.00,92.00,-0.15,-0.77,-0.0028,1.95,8.57,-0.19,-0.39,3.93,3.55,-0.03,-0.29,0.00,96
11301,2,92.36,6.97,92.00,-0.31,-1.16,-0.0024,1.94,8.56,-0.13,-0.37,3.92,3.55,-0.03,-0.25,0.00,96
11321,2,92.50,7.13,92.00,-0.47,-1.51,-0.0024,1.94,8.55,-0.32,-0.20,3.92,3.55,-0.04,-0.26,0.00,96
11341,2,92.48,5.03,92.00,-0.49,-1.43,-0.0041,1.92,8.54,-0.60,-0.28,3.92,3.55,-0.05,-0.44,0.00,96
11361,2,92.43,3.09,92.00,-0.44,-1.16,-0.0079,1.90,8.53,-0.88,-0.78,3.92,3.55,-0.07,-0.83,0.00,96
11381,2,92.43,2.55,92.00,-0.42,-1.04,-0.0091,1.87,8.50,-1.00,-0.93,3.92,3.55,-0.10,-0.97,0.00,96
11401,2,92.51,3.23,92.00,-0.49,-1.21,-0.0090,1.84,8.46,-0.80,-1.12,3.92,3.55,-0.13,-0.96,0.00,96
11421,2,92.74,5.83,92.00,-0.68,-1.77,-0.0073,1.82,8.44,-0.69,-0.93,3.92,3.55,-0.16,-0.81,0.00,96
11441,2,92.89,6.44,92.00,-0.89,-2.30,-0.0051,1.80,8.42,-0.71,-0.43,3.91,3.56,-0.18,-0.57,0.00,96
11461,2,92.97,5.94,92.00,-0.96,-2.41,-0.0071,1.78,8.40,-0.81,-0.80,3.91,3.56,-0.20,-0.81,0.00,96
11480,2,92.96,4.72,92.00,-0.96,-2.30,-0.0117,1.74,8.37,-1.26,-1.17,3.91,3.56,-0.23,-1.21,0.00,224
11501,2,92.89,2.52,92.00,-0.89,-1.97,-0.0156,1.70,8.33,-1.53,-1.44,3.91,3.56,-0.27,-1.48,0.00,224
11521,2,92.88,2.03,92.00,-0.88,-1.92,-0.0183,1.66,8.28,-1.61,-1.58,3.91,3.56,-0.31,-1.59,0.00,224
11541,2,93.01,3.65,92.00,-0.97,-2.19,-0.0190,1.61,8.23,-1.49,-1.54,3.91,3.56,-0.36,-1.52,0.00,224
11561,2,93.21,5.77,92.00,-1.21,-2.88,-0.0182,1.57,8.19,-1.31,-1.32,3.91,3.56,-0.40,-1.32,0.00,224
11581,2,93.42,7.16,92.00,-1.38,-3.31,-0.0182,1.53,8.15,-1.24,-1.20,3.90,3.57,-0.44,-1.22,0.00,224
11601,2,93.51,6.56,92.00,-1.50,-3.56,-0.0212,1.49,8.11,-1.48,-1.44,3.90,3.57,-0.48,-1.46,0.00,224
11619,2,93.48,4.80,92.00,-1.48,-3.34,-0.0263,1.44,8.06,-1.80,-1.93,3.90,3.58,-0.53,-1.87,0.00,224
11642,2,93.41,2.89,92.00,-1.41,-3.05,-0.0316,1.38,8.00,-2.26,-2.17,3.90,3.58,-0.59,-2.22,0.00,224
11661,2,93.49,3.68,92.00,-1.47,-3.21,-0.0338,1.31,7.93,-2.24,-2.27,3.89,3.58,-0.66,-2.26,0.00,224
11681,2,93.69,5.48,92.00,-1.63,-3.67,-0.0345,1.24,7.87,-2.18,-2.21,3.89,3.58,-0.73,-2.19,0.00,224
11701,2,93.94,7.83,92.00,-1.88,-4.34,-0.0341,1.18,7.80,-2.06,-2.06,3.88,3.59,-0.79,-2.06,0.00,224
11721,2,94.12,8.48,92.00,-2.08,-4.85,-0.0351,1.12,7.74,-2.03,-2.10,3.87,3.60,-0.85,-2.06,0.00,224
11739,2,94.13,6.97,92.00,-2.13,-4.82,-0.0397,1.05,7.68,-2.48,-2.36,3.87,3.60,-0.92,-2.42,0.00,224
11762,2,94.06,4.12,92.00,-2.06,-4.45,-0.0462,0.97,7.59,-2.92,-2.84,3.87,3.60,-1.00,-2.88,0.00,224
11781,2,94.06,3.44,92.00,-2.05,-4.38,-0.0511,0.88,7.50,-3.17,-3.12,3.87,3.60,-1.09,-3.14,0.00,224
11801,2,94.21,5.24,92.00,-2.21,-4.84,-0.0527,0.78,7.40,-3.11,-3.18,3.86,3.61,-1.19,-3.15,0.00,224
11821,2,94.49,8.05,92.00,-2.42,-5.44,-0.0514,0.69,7.31,-2.93,-2.97,3.86,3.62,-1.28,-2.95,0.00,224
11841,2,94.74,9.62,92.00,-2.69,-6.12,-0.0512,0.61,7.23,-2.93,-2.87,3.85,3.62,-1.37,-2.90,0.00,224
11860,2,94.90,9.35,92.00,-2.87,-6.50,-0.0538,0.51,7.14,-3.14,-3.20,3.84,3.63,-1.46,-3.17,0.00,224
11881,2,94.91,7.11,92.00,-2.92,-6.46,-0.0589,0.41,7.03,-3.56,-3.51,3.84,3.63,-1.56,-3.53,0.00,224
11901,2,94.84,4.79,92.00,-2.86,-6.14,-0.0657,0.30,6.92,-4.00,-3.99,3.84,3.63,-1.68,-3.99,0.00,224
11921,2,94.87,4.46,92.00,-2.85,-6.05,-0.0702,0.17,6.80,-4.19,-4.24,3.83,3.64,-1.80,-4.22,0.00,224
11941,2,95.07,6.85,92.00,-3.01,-6.52,-0.0710,0.04,6.67,-4.24,-4.26,3.83,3.64,-1.93,-4.25,0.00,224
11961,2,95.39,9.88,92.00,-3.39,-7.57,-0.0679,-0.08,6.54,-4.02,-3.93,3.82,3.65,-2.06,-3.97,0.00,224
11981,2,95.69,11.55,92.00,-3.62,-8.13,-0.0664,-0.20,6.42,-4.00,-4.00,3.81,3.66,-2.17,-4.00,0.00,224
12000,2,95.83,11.51,92.00,-3.83,-8.59,-0.0686,-0.33,6.29,-4.40,-4.22,3.81,3.66,-2.30,-4.31,0.00,224
12021,2,95.93,9.63,92.00,-3.93,-8.64,-0.0721,-0.47,6.16,-4.72,-4.85,3.81,3.66,-2.44,-4.78,0.00,224
12041,2,95.94,7.55,92.00,-3.94,-8.48,-0.0774,-0.62,6.01,-5.22,-5.22,3.81,3.66,-2.59,-5.22,0.00,224
12061,2,95.98,6.97,92.00,-3.96,-8.49,-0.0823,-0.79,5.84,-5.69,-5.72,3.81,3.66,-2.76,-5.70,0.00,224
12081,2,96.18,8.52,92.00,-4.18,-9.04,-0.0813,-0.96,5.66,-5.61,-5.68,3.80,3.67,-2.93,-5.64,0.00,224
12101,2,96.52,11.21,92.00,-4.43,-9.71,-0.0768,-1.13,5.49,-5.64,-5.55,3.80,3.67,-3.10,-5.59,0.00,224
12120,2,96.75,11.19,92.00,-4.75,-10.39,-0.0746,-1.30,5.32,-5.56,-5.66,3.79,3.68,-3.27,-5.61,0.00,224
12141,2,96.84,6.58,92.00,-4.84,-10.20,-0.0763,-1.47,5.15,-5.94,-5.80,3.79,3.69,-3.44,-5.87,0.00,224
12162,2,96.66,1.78,92.00,-4.66,-9.46,-0.0855,-1.66,4.97,-6.40,-6.23,3.79,3.68,-3.63,-6.31,0.00,224
12181,2,96.26,-4.76,92.00,-4.36,-8.47,-0.1012,-1.85,4.77,-6.55,-6.80,3.79,3.68,-3.83,-6.67,0.00,224
12201,2,95.96,-8.24,92.00,-3.96,-7.25,-0.1143,-2.06,4.56,-6.69,-6.99,3.79,3.68,-4.03,-6.84,0.00,224
12221,2,95.91,-7.13,92.00,-3.91,-7.21,-0.1172,-2.25,4.36,-6.33,-6.42,3.78,3.69,-4.23,-6.38,0.00,224
12241,2,96.16,-3.90,92.00,-4.09,-7.80,-0.1104,-2.44,4.18,-5.73,-5.69,3.77,3.70,-4.41,-5.71,0.00,224
12260,2,96.35,-3.72,92.00,-4.35,-8.40,-0.1040,-2.59,4.03,-5.01,-4.70,3.75,3.72,-4.57,-4.86,0.00,224
12281,2,95.96,-14.15,92.00,-3.96,-6.79,-0.1172,-2.74,3.89,-5.03,-4.40,3.73,3.74,-4.71,-4.72,0.00,224
12301,2,94.82,-28.77,92.00,-3.12,-4.20,-0.1572,-2.90,3.74,-5.23,-5.16,3.73,3.74,-4.86,-5.19,0.00,224
12321,2,93.59,-39.16,92.00,-1.90,-0.83,-0.1972,-3.06,3.58,-5.04,-5.60,3.74,3.73,-5.02,-5.32,0.00,224
12341,2,92.89,-38.72,92.00,-1.04,1.05,-0.2244,-3.20,3.41,-4.57,-5.18,3.73,3.74,-5.18,-4.88,0.00,224
12361,2,93.04,-27.88,92.00,-1.04,0.15,-0.2071,-3.32,3.29,-2.97,-2.93,3.70,3.77,-5.30,-2.95,0.00,224
12379,2,93.53,-16.74,92.00,-1.53,-1.72,-0.1727,-3.37,3.24,-0.44,-0.21,3.66,3.81,-5.35,-0.33,0.00,224
12401,2,93.75,-11.94,92.00,-1.75,-2.54,-0.1602,-3.36,3.26,0.33,0.66,3.62,3.85,-5.34,0.50,0.00,224
12421,2,93.09,-18.71,92.00,-1.27,-1.16,-0.1840,-3.36,3.26,-0.34,-0.32,3.59,3.88,-5.33,-0.33,0.00,224
12441,2,92.07,-27.40,92.00,-0.35,1.30,-0.2192,-3.38,3.24,-0.93,-1.11,3.60,3.86,-5.36,-1.02,0.00,224
12461,2,91.14,-31.28,92.00,0.63,3.70,-0.2042,-3.42,3.19,-1.53,-1.74,3.62,3.85,-5.40,-1.63,0.00,224
12481,2,91.23,-21.74,92.00,0.77,3.29,-0.2031,-3.47,3.15,-1.13,-0.99,3.61,3.86,-5.44,-1.06,0.00,224
12500,2,91.62,-13.28,92.00,0.38,1.83,-0.1954,-3.47,3.15,0.91,0.87,3.58,3.89,-5.44,0.89,0.00,224
12521,2,92.48,2.02,92.00,-0.30,-0.55,-0.1796,-3.42,3.20,2.05,2.18,3.57,3.90,-5.39,2.11,0.00,240
12541,2,92.90,6.65,92.00,-0.82,-2.11,-0.1636,-3.34,3.27,2.52,2.49,3.57,3.90,-5.32,2.50,0.00,224
12561,2,92.36,-3.11,92.00,-0.36,-0.47,-0.1882,-3.29,3.33,0.92,1.09,3.57,3.90,-5.26,1.00,0.00,240
12581,2,91.52,-14.96,92.00,0.27,1.52,-0.2012,-3.29,3.33,-0.72,-0.68,3.59,3.88,-5.27,-0.70,0.00,224
12601,2,90.83,-19.57,92.00,1.04,3.59,-0.1877,-3.33,3.30,-1.26,-1.04,3.61,3.86,-5.30,-1.15,0.00,224
12619,2,90.77,-16.33,92.00,1.23,3.76,-0.1806,-3.35,3.27,-0.42,-0.37,3.60,3.87,-5.32,-0.39,0.00,224
12641,2,91.18,-5.30,92.00,0.94,2.51,-0.1789,-3.34,3.28,1.01,0.93,3.59,3.88,-5.31,0.97,0.00,224
12661,2,91.75,4.54,92.00,0.39,0.60,-0.1797,-3.29,3.33,2.23,2.06,3.59,3.88,-5.26,2.15,0.00,224
12681,2,92.12,8.77,92.00,-0.12,-0.95,-0.1768,-3.21,3.40,2.37,2.54,3.60,3.87,-5.19,2.45,0.00,224
12701,2,91.72,0.73,92.00,0.12,-0.03,-0.1778,-3.15,3.47,1.73,1.70,3.60,3.87,-5.12,1.72,0.00,240
12721,2,91.08,-8.47,92.00,0.77,2.06,-0.1785,-3.13,3.49,-0.05,-0.18,3.60,3.86,-5.10,-0.11,0.00,224
12741,2,90.75,-10.60,92.00,1.18,3.18,-0.1732,-3.14,3.48,-0.54,-0.27,3.61,3.86,-5.12,-0.41,0.00,224
12761,2,90.64,-9.12,92.00,1.35,3.49,-0.1634,-3.14,3.48,0.40,0.43,3.61,3.86,-5.11,0.42,0.00,224
12781,2,90.93,-2.65,92.00,1.16,2.66,-0.1634,-3.11,3.51,1.20,1.10,3.61,3.86,-5.09,1.15,0.00,224
12801,2,91.32,3.77,92.00,0.77,1.37,-0.1626,-3.06,3.56,2.09,1.97,3.61,3.86,-5.04,2.03,0.00,224
12821,2,91.63,7.54,92.00,0.44,0.32,-0.1645,-2.99,3.62,2.30,2.25,3.62,3.85,-4.97,2.28,0.00,224
12841,2,91.43,2.71,92.00,0.47,0.57,-0.1612,-2.93,3.69,1.81,2.00,3.63,3.84,-4.90,1.91,0.00,240
12861,2,90.75,-7.25,92.00,1.08,2.55,-0.1568,-2.89,3.73,0.57,0.52,3.63,3.84,-4.87,0.54,0.00,224
12881,2,90.41,-9.99,92.00,1.59,3.99,-0.1527,-2.89,3.73,0.03,0.04,3.63,3.84,-4.86,0.03,0.00,224
12899,2,90.35,-8.56,92.00,1.65,3.98,-0.1456,-2.88,3.74,0.65,0.80,3.64,3.83,-4.85,0.72,0.00,224
12921,2,90.68,-0.98,92.00,1.32,2.73,-0.1424,-2.84,3.78,1.91,1.76,3.64,3.83,-4.81,1.84,0.00,224
12941,2,91.09,5.44,92.00,1.02,1.74,-0.1432,-2.77,3.85,2.45,2.49,3.65,3.82,-4.75,2.47,0.00,224
12961,2,91.39,8.42,92.00,0.61,0.54,-0.1458,-2.69,3.93,2.56,2.52,3.66,3.81,-4.67,2.54,0.00,224
12981,2,91.21,3.68,92.00,0.72,1.02,-0.1443,-2.62,4.00,2.06,1.97,3.66,3.80,-4.60,2.02,0.00,224
13001,2,90.61,-5.77,92.00,1.22,2.69,-0.1394,-2.57,4.05,0.85,1.10,3.67,3.80,-4.55,0.98,0.00,224
13019,2,90.30,-9.19,92.00,1.70,4.13,-0.1386,-2.56,4.06,0.28,0.13,3.67,3.80,-4.54,0.21,0.00,224
13041,2,90.24,-6.73,92.00,1.76,4.06,-0.1319,-2.55,4.07,0.68,0.96,3.67,3.80,-4.52,0.82,0.00,224
13061,2,90.60,0.44,92.00,1.50,3.10,-0.1284,-2.50,4.12,2.03,1.97,3.67,3.80,-4.48,2.00,0.00,224
13081,2,90.99,5.95,92.00,1.01,1.54,-0.1271,-2.43,4.19,2.81,2.64,3.68,3.79,-4.40,2.72,0.00,224
13101,2,91.20,7.35,92.00,0.83,1.09,-0.1280,-2.34,4.28,2.77,2.64,3.68,3.79,-4.32,2.71,0.00,224
13121,2,91.00,2.55,92.00,0.91,1.49,-0.1266,-2.27,4.35,2.22,2.09,3.69,3.78,-4.24,2.16,0.00,224
13140,2,90.48,-5.34,92.00,1.52,3.46,-0.1254,-2.22,4.40,0.88,1.07,3.70,3.77,-4.20,0.98,0.00,224
13161,2,89.84,-12.11,92.00,2.16,5.30,-0.1156,-2.21,4.42,0.54,0.52,3.70,3.77,-4.18,0.53,0.00,224
13181,2,89.89,-7.86,92.00,2.15,5.04,-0.1117,-2.18,4.44,1.06,1.15,3.70,3.77,-4.16,1.10,0.00,224
13201,2,90.30,0.40,92.00,1.82,3.79,-0.1068,-2.12,4.49,2.46,2.51,3.70,3.77,-4.10,2.48,0.00,224
13221,2,90.79,7.68,92.00,1.33,2.17,-0.1043,-2.03,4.58,3.39,3.42,3.71,3.76,-4.01,3.40,0.00,224
13241,2,91.02,8.94,92.00,1.00,1.27,-0.1048,-1.93,4.69,3.33,3.33,3.72,3.75,-3.90,3.33,0.00,224
13261,2,90.74,2.72,92.00,1.16,1.95,-0.1043,-1.84,4.78,2.38,2.71,3.73,3.74,-3.82,2.54,0.00,224
13280,2,90.26,-5.00,92.00,1.74,3.89,-0.1051,-1.79,4.83,1.38,1.13,3.73,3.74,-3.76,1.26,0.00,224
13301,2,89.49,-13.78,92.00,2.51,6.13,-0.0956,-1.77,4.86,0.59,0.74,3.74,3.73,-3.74,0.66,0.00,224
13322,2,89.35,-11.78,92.00,2.65,6.24,-0.0883,-1.74,4.88,1.32,1.28,3.74,3.73,-3.71,1.30,0.00,224
13341,2,89.90,-0.80,92.00,2.25,4.79,-0.0836,-1.67,4.95,2.88,2.89,3.74,3.73,-3.64,2.88,0.00,224
13361,2,90.55,8.75,92.00,1.45,2.20,-0.0807,-1.56,5.06,3.91,3.98,3.75,3.72,-3.54,3.94,0.00,224
13381,2,90.97,12.39,92.00,1.12,1.28,-0.0810,-1.44,5.18,3.98,4.05,3.76,3.71,-3.41,4.02,0.00,224
13400,2,90.87,8.25,92.00,1.13,1.59,-0.0823,-1.33,5.30,3.24,3.31,3.77,3.70,-3.30,3.28,0.00,224
13421,2,89.85,-8.44,92.00,2.15,4.97,-0.0800,-1.26,5.37,1.72,1.54,3.77,3.70,-3.23,1.63,0.00,224
13441,2,89.04,-17.54,92.00,2.96,7.32,-0.0751,-1.23,5.39,0.61,0.48,3.78,3.69,-3.20,0.55,0.00,224
13461,2,89.04,-12.78,92.00,3.00,7.15,-0.0703,-1.21,5.41,1.11,1.30,3.78,3.69,-3.18,1.21,0.00,224
13481,2,89.62,-0.74,92.00,2.56,5.45,-0.0630,-1.14,5.48,3.12,3.13,3.78,3.69,-3.11,3.13,0.00,224
13501,2,90.43,11.21,92.00,1.77,2.85,-0.0572,-1.02,5.60,4.40,4.63,3.79,3.68,-2.99,4.51,0.00,224
13521,2,90.91,15.10,92.00,1.16,1.13,-0.0548,-0.88,5.74,4.73,4.69,3.79,3.68,-2.85,4.71,0.00,224
13539,2,90.73,9.93,92.00,1.27,1.74,-0.0581,-0.75,5.87,3.72,3.55,3.80,3.67,-2.72,3.64,0.00,224
13562,2,89.79,-4.80,92.00,2.21,4.80,-0.0628,-0.67,5.95,1.66,1.47,3.81,3.66,-2.65,1.56,0.00,224
13581,2,89.11,-11.80,92.00,2.75,6.35,-0.0620,-0.64,5.97,0.44,0.43,3.82,3.65,-2.62,0.43,0.00,224
13601,2,89.35,-3.75,92.00,2.79,6.13,-0.0580,-0.62,6.00,1.28,1.46,3.82,3.65,-2.60,1.37,0.00,224
13621,2,90.29,11.19,92.00,1.97,3.34,-0.0530,-0.56,6.07,2.95,3.09,3.82,3.65,-2.53,3.02,0.00,224
13641,2,91.36,23.81,92.00,0.91,0.14,-0.0466,-0.44,6.18,4.30,4.18,3.82,3.65,-2.41,4.24,0.00,224
13659,2,91.80,25.03,92.00,0.20,-1.61,-0.0467,-0.31,6.31,4.08,3.94,3.82,3.65,-2.29,4.01,0.00,224
13682,2,91.21,8.79,92.00,0.79,0.88,-0.0568,-0.22,6.40,2.09,2.14,3.83,3.64,-2.19,2.12,0.00,224
13701,2,90.40,-5.02,92.00,1.40,2.96,-0.0693,-0.20,6.42,-0.30,-0.31,3.83,3.64,-2.17,-0.31,0.00,224
13721,2,90.06,-7.69,92.00,1.91,4.47,-0.0690,-0.22,6.40,-0.63,-0.75,3.84,3.63,-2.19,-0.69,0.00,224
13741,2,90.34,-1.03,92.00,1.76,3.76,-0.0634,-0.22,6.40,0.46,0.41,3.83,3.64,-2.20,0.44,0.00,224
13761,2,91.09,9.70,92.00,0.91,1.05,-0.0579,-0.18,6.44,1.69,1.81,3.82,3.65,-2.16,1.75,0.00,224
13780,2,91.71,16.86,92.00,0.29,-0.77,-0.0500,-0.11,6.51,2.79,2.81,3.81,3.66,-2.09,2.80,0.00,224
13801,2,92.28,18.67,92.00,-0.24,-2.05,-0.0480,-0.02,6.60,2.67,2.67,3.81,3.66,-2.00,2.67,0.00,224
13821,2,91.54,3.91,92.00,0.27,-0.04,-0.0622,0.03,6.65,0.85,0.79,3.82,3.65,-1.94,0.82,0.00,240
13841,2,90.80,-6.75,92.00,1.20,2.94,-0.0692,0.03,6.64,-0.74,-0.65,3.83,3.64,-1.95,-0.69,0.00,224
13861,2,90.46,-8.24,92.00,1.49,3.66,-0.0686,-0.00,6.62,-0.99,-0.87,3.83,3.64,-1.98,-0.93,0.00,224
13881,2,90.77,-1.21,92.00,1.23,2.55,-0.0618,-0.01,6.61,0.35,0.23,3.83,3.64,-1.99,0.29,0.00,224
13901,2,91.51,9.47,92.00,0.69,0.82,-0.0564,0.02,6.64,1.43,1.51,3.82,3.65,-1.96,1.47,0.00,224
13920,2,92.09,16.00,92.00,-0.09,-1.46,-0.0488,0.08,6.70,2.29,2.31,3.81,3.66,-1.90,2.30,0.00,224
13941,2,92.66,17.95,92.00,-0.66,-2.75,-0.0454,0.14,6.77,1.90,2.16,3.81,3.66,-1.83,2.03,0.00,224
13961,2,92.51,10.98,92.00,-0.65,-2.40,-0.0619,0.18,6.80,0.21,0.21,3.82,3.65,-1.79,0.21,0.00,224
13981,2,91.85,-1.48,92.00,-0.02,-0.14,-0.0783,0.16,6.79,-1.05,-1.10,3.83,3.64,-1.81,-1.08,0.00,240
14001,2,91.31,-8.07,92.00,0.69,2.02,-0.0787,0.12,6.74,-1.55,-1.54,3.84,3.63,-1.85,-1.54,0.00,224
14021,2,91.43,-3.97,92.00,0.67,1.80,-0.0796,0.08,6.70,-1.35,-1.32,3.83,3.64,-1.90,-1.34,0.00,224
14040,2,91.78,1.55,92.00,0.22,0.31,-0.0693,0.06,6.68,0.05,0.29,3.81,3.66,-1.91,0.17,0.00,240
14061,2,92.45,10.85,92.00,-0.45,-1.77,-0.0587,0.08,6.70,1.07,0.93,3.80,3.67,-1.89,1.00,0.00,224
14082,2,92.78,12.53,92.00,-0.78,-2.56,-0.0539,0.12,6.74,1.22,1.02,3.79,3.68,-1.86,1.12,0.00,224
14101,2,92.51,5.23,92.00,-0.58,-1.72,-0.0665,0.13,6.75,-0.18,0.01,3.80,3.67,-1.84,-0.08,0.00,224
14121,2,92.09,-1.73,92.00,-0.21,-0.42,-0.0784,0.11,6.74,-0.80,-0.87,3.81,3.66,-1.86,-0.84,0.00,240
14141,2,91.70,-5.83,92.00,0.22,0.85,-0.0826,0.08,6.70,-1.37,-1.34,3.82,3.65,-1.89,-1.35,0.00,224
14161,2,91.84,-1.76,92.00,0.16,0.45,-0.0845,0.04,6.66,-1.29,-1.18,3.82,3.66,-1.93,-1.23,0.00,240
14180,2,92.24,3.86,92.00,-0.24,-0.78,-0.0732,0.02,6.64,-0.18,0.02,3.80,3.67,-1.95,-0.08,0.00,240
14201,2,92.73,9.16,92.00,-0.73,-2.19,-0.0626,0.03,6.65,0.64,0.43,3.79,3.68,-1.94,0.53,0.00,224
14221,2,92.78,7.26,92.00,-0.78,-2.17,-0.0653,0.04,6.66,-0.03,0.32,3.79,3.68,-1.93,0.15,0.00,224
14241,2,92.60,3.12,92.00,-0.66,-1.66,-0.0724,0.03,6.66,-0.40,-0.45,3.79,3.68,-1.94,-0.43,0.00,224
14261,2,92.24,-1.85,92.00,-0.33,-0.59,-0.0828,0.01,6.63,-1.10,-0.95,3.80,3.67,-1.96,-1.03,0.00,240
14281,2,92.00,-4.42,92.00,0.00,0.36,-0.0903,-0.03,6.59,-1.37,-1.39,3.81,3.66,-2.00,-1.38,0.00,224
14299,2,91.99,-2.92,92.00,0.01,0.25,-0.0894,-0.07,6.55,-1.07,-1.20,3.80,3.67,-2.04,-1.14,0.00,240
14321,2,92.44,4.01,92.00,-0.44,-1.19,-0.0767,-0.09,6.53,-0.05,-0.36,3.79,3.68,-2.06,-0.20,0.00,224
14341,2,92.76,7.68,92.00,-0.69,-1.94,-0.0700,-0.08,6.53,0.12,0.19,3.78,3.69,-2.06,0.15,0.00,224
14361,2,92.93,7.93,92.00,-0.93,-2.49,-0.0705,-0.08,6.53,-0.14,-0.04,3.78,3.69,-2.06,-0.09,0.00,224
14381,2,92.81,4.36,92.00,-0.86,-2.14,-0.0759,-0.09,6.53,-0.57,-0.48,3.78,3.69,-2.07,-0.53,0.00,224
14401,2,92.53,-0.56,92.00,-0.53,-1.01,-0.0854,-0.12,6.50,-1.20,-1.05,3.79,3.68,-2.09,-1.12,0.00,224
14420,2,92.33,-3.07,92.00,-0.33,-0.41,-0.0948,-0.16,6.46,-1.76,-1.62,3.80,3.67,-2.14,-1.69,0.00,240
14441,2,92.24,-2.50,92.00,-0.23,-0.21,-0.0957,-0.21,6.41,-1.46,-1.49,3.79,3.68,-2.19,-1.48,0.00,240
14461,2,92.79,5.91,92.00,-0.63,-1.57,-0.0847,-0.25,6.38,-0.82,-0.90,3.79,3.68,-2.22,-0.86,0.00,224
14481,2,93.28,10.99,92.00,-1.28,-3.43,-0.0718,-0.25,6.36,-0.01,0.05,3.77,3.70,-2.23,0.02,0.00,224
14501,2,93.38,9.10,92.00,-1.37,-3.52,-0.0733,-0.26,6.36,-0.34,-0.22,3.77,3.70,-2.23,-0.28,0.00,224
14521,2,93.14,2.94,92.00,-1.22,-2.82,-0.0846,-0.28,6.34,-1.29,-1.09,3.77,3.70,-2.26,-1.19,0.00,224
14541,2,92.68,-3.25,92.00,-0.79,-1.43,-0.0997,-0.34,6.29,-2.00,-2.01,3.78,3.69,-2.31,-2.01,0.00,224
14560,2,92.46,-5.06,92.00,-0.46,-0.52,-0.1074,-0.40,6.22,-2.19,-2.33,3.79,3.68,-2.37,-2.26,0.00,224
14581,2,92.54,-1.04,92.00,-0.54,-1.00,-0.1053,-0.46,6.16,-1.76,-2.03,3.78,3.69,-2.44,-1.90,0.00,224
14601,2,93.05,6.41,92.00,-0.85,-2.00,-0.0905,-0.50,6.11,-0.90,-0.79,3.77,3.70,-2.48,-0.84,0.00,224
14621,2,93.62,12.64,92.00,-1.50,-3.93,-0.0781,-0.52,6.11,-0.28,-0.10,3.75,3.72,-2.49,-0.19,0.00,224
14641,2,93.77,11.03,92.00,-1.78,-4.51,-0.0792,-0.53,6.10,-0.47,-0.57,3.75,3.72,-2.50,-0.52,0.00,224
