[Balance] --- Log dump (76148 bytes, 0 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,-5.82,-0.08,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.01,3.91,3.49,0.00,0.00,0.00,0
39,1,-5.81,-0.07,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.01,3.91,3.49,0.00,0.00,0.00,0
59,1,-5.81,-0.09,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.01,3.92,3.49,0.00,0.00,0.00,0
78,1,-5.81,-0.06,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.01,3.93,3.50,0.00,0.00,0.00,0
100,1,-5.80,-0.03,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.01,3.94,3.52,0.00,0.00,0.00,0
119,1,-5.81,-0.05,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.01,3.96,3.53,0.00,0.00,0.00,0
139,1,-5.81,-0.05,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.05,3.97,3.54,0.00,0.00,0.00,0
159,1,-5.80,-0.02,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.05,3.98,3.55,0.00,0.00,0.00,0
179,1,-5.80,0.05,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.05,3.99,3.56,0.00,0.00,0.00,0
199,1,-5.77,0.31,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.05,4.01,3.57,0.00,0.00,0.00,0
219,1,-5.71,1.04,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.05,4.02,3.58,0.00,0.00,0.00,0
239,1,-5.63,2.21,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.05,4.04,3.59,0.00,0.00,0.00,0
259,1,-5.53,3.06,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.05,4.05,3.60,0.00,0.00,0.00,0
279,1,-5.43,3.62,0.00,0.00,0.00,0.00,-9.30,-28.39,0.01,-0.05,4.06,3.61,0.00,0.00,0.00,0
300,1,-5.32,4.15,0.00,0.00,0.00,0.00,-9.30,-28.38,0.01,-0.01,4.08,3.62,0.00,0.00,0.00,0
318,1,-5.19,4.94,0.00,0.00,0.00,0.00,-9.30,-28.38,0.02,-0.01,4.09,3.63,0.00,0.00,0.00,0
340,1,-4.97,6.67,0.00,0.00,0.00,0.00,-9.30,-28.38,0.02,-0.01,4.10,3.64,0.00,0.00,0.00,0
