[Balance] --- Log dump (134610 bytes, 1460 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,2.03,-0.11,0.00,0.00,0.00,0.00,17.88,23.09,-0.02,0.04,3.92,3.55,0.00,0.00,0.00,0
39,1,2.03,-0.12,0.00,0.00,0.00,0.00,17.88,23.09,0.02,0.04,3.92,3.55,0.00,0.00,0.00,0
59,1,2.03,-0.14,0.00,0.00,0.00,0.00,17.88,23.09,0.02,0.04,3.93,3.56,0.00,0.00,0.00,0
80,1,2.03,0.01,0.00,0.00,0.00,0.00,17.88,23.09,0.02,0.04,3.94,3.57,0.00,0.00,0.00,0
100,1,2.06,0.42,0.00,0.00,0.00,0.00,17.88,23.09,0.02,0.04,3.95,3.58,0.00,0.00,0.00,0
119,1,2.17,1.95,0.00,0.00,0.00,0.00,17.88,23.09,0.02,0.04,3.96,3.59,0.00,0.00,0.00,0
139,1,2.28,3.00,0.00,0.00,0.00,0.00,17.88,23.09,0.02,0.04,3.97,3.60,0.00,0.00,0.00,0
159,1,2.36,3.39,0.00,0.00,0.00,0.00,17.88,23.09,0.02,0.04,3.99,3.61,0.00,0.00,0.00,0
180,1,2.46,3.87,0.00,0.00,0.00,0.00,17.88,23.09,0.02,0.01,4.00,3.62,0.00,0.00,0.00,0
199,1,2.59,4.59,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,0.01,4.02,3.63,0.00,0.00,0.00,0
219,1,2.73,5.13,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,0.01,4.03,3.64,0.00,0.00,0.00,0
239,1,2.92,6.30,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,0.01,4.04,3.65,0.00,0.00,0.00,0
259,1,3.18,8.19,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,0.01,4.06,3.66,0.00,0.00,0.00,0
280,1,3.58,11.69,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,0.01,4.07,3.67,0.00,0.00,0.00,0
300,1,4.02,14.79,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,0.01,4.08,3.68,0.00,0.00,0.00,0
319,1,4.49,17.38,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,0.01,4.10,3.69,0.00,0.00,0.00,0
339,1,4.91,18.61,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,0.02,4.11,3.70,0.00,0.00,0.00,0
359,1,5.32,19.03,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.13,3.71,0.00,0.00,0.00,0
380,1,5.74,19.54,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.14,3.73,0.00,0.00,0.00,0
399,1,6.19,20.35,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.15,3.74,0.00,0.00,0.00,0
419,1,6.64,21.05,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.17,3.75,0.00,0.00,0.00,0
439,1,7.12,21.87,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.18,3.76,0.00,0.00,0.00,0
459,1,7.60,22.53,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.20,3.77,0.00,0.00,0.00,0
480,1,8.09,23.10,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.21,3.79,0.00,0.00,0.00,0
499,1,8.57,23.52,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.03,4.22,3.80,0.00,0.00,0.00,0
519,1,9.07,23.81,0.00,0.00,0.00,0.00,17.88,23.09,-0.01,0.03,4.24,3.81,0.00,0.00,0.00,0
539,1,9.55,23.91,0.00,0.00,0.00,0.00,17.88,23.09,-0.01,0.03,4.25,3.83,0.00,0.00,0.00,0
559,1,10.04,24.11,0.00,0.00,0.00,0.00,17.88,23.09,-0.01,0.03,4.27,3.84,0.00,0.00,0.00,0
579,1,10.54,24.36,0.00,0.00,0.00,0.00,17.88,23.09,-0.01,0.03,4.28,3.85,0.00,0.00,0.00,0
600,1,11.05,24.75,0.00,0.00,0.00,0.00,17.88,23.09,-0.01,0.03,4.29,3.86,0.00,0.00,0.00,0
619,1,11.57,25.03,0.00,0.00,0.00,0.00,17.88,23.09,-0.01,0.03,4.31,3.88,0.00,0.00,0.00,0
639,1,12.10,25.55,0.00,0.00,0.00,0.00,17.88,23.09,-0.01,0.03,4.32,3.89,0.00,0.00,0.00,0
659,1,12.63,25.95,0.00,0.00,0.00,0.00,17.88,23.09,-0.01,0.02,4.34,3.90,0.00,0.00,0.00,0
679,1,13.17,26.06,0.00,0.00,0.00,0.00,17.88,23.09,-0.07,0.02,4.35,3.92,0.00,0.00,0.00,0
699,1,13.70,26.13,0.00,0.00,0.00,0.00,17.88,23.09,-0.07,0.02,4.36,3.93,0.00,0.00,0.00,0
719,1,14.23,26.12,0.00,0.00,0.00,0.00,17.88,23.09,-0.07,0.02,4.38,3.94,0.00,0.00,0.00,0
739,1,14.75,26.08,0.00,0.00,0.00,0.00,17.88,23.09,-0.07,0.02,4.39,3.96,0.00,0.00,0.00,0
759,1,15.28,26.20,0.00,0.00,0.00,0.00,17.88,23.09,-0.07,0.02,4.41,3.97,0.00,0.00,0.00,0
779,1,15.82,26.44,0.00,0.00,0.00,0.00,17.88,23.09,-0.07,0.02,4.42,3.99,0.00,0.00,0.00,0
800,1,16.36,26.53,0.00,0.00,0.00,0.00,17.88,23.09,-0.07,0.02,4.43,4.00,0.00,0.00,0.00,0
819,1,16.90,26.68,0.00,0.00,0.00,0.00,17.88,23.09,-0.07,0.02,4.45,4.01,0.00,0.00,0.00,0
839,1,17.45,26.94,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.46,4.03,0.00,0.00,0.00,0
859,1,18.01,27.12,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.48,4.04,0.00,0.00,0.00,0
879,1,18.56,27.23,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.49,4.05,0.00,0.00,0.00,0
900,1,19.12,27.41,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.51,4.07,0.00,0.00,0.00,0
919,1,19.68,27.57,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.52,4.08,0.00,0.00,0.00,0
939,1,20.24,27.64,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.53,4.09,0.00,0.00,0.00,0
959,1,20.81,27.88,0.00,0.00,0.00,0.00,17.88,23.09,0.01,0.02,4.55,4.11,0.00,0.00,0.00,0
979,1,21.38,28.02,0.00,0.00,0.00,0.00,17.88,23.09,0.01,-0.03,4.56,4.12,0.00,0.00,0.00,0
1000,1,21.95,28.16,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.03,4.58,4.14,0.00,0.00,0.00,0
1020,1,22.53,28.33,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.03,4.59,4.15,0.00,0.00,0.00,0
1039,1,23.11,28.49,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.03,4.60,4.16,0.00,0.00,0.00,0
1059,1,23.69,28.45,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.03,4.62,4.18,0.00,0.00,0.00,0
1079,1,24.26,28.55,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.03,4.63,4.19,0.00,0.00,0.00,0
1099,1,24.84,28.62,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.03,4.65,4.21,0.00,0.00,0.00,0
1119,1,25.42,28.71,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.03,4.66,4.22,0.00,0.00,0.00,0
1139,1,26.00,28.74,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.02,4.67,4.23,0.00,0.00,0.00,0
1159,1,26.58,28.82,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.02,4.69,4.25,0.00,0.00,0.00,0
1179,1,27.16,28.90,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.02,4.70,4.26,0.00,0.00,0.00,0
1200,1,27.75,28.81,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.02,4.72,4.28,0.00,0.00,0.00,0
1219,1,28.33,28.82,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.02,4.73,4.29,0.00,0.00,0.00,0
1239,1,28.92,28.95,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.02,4.74,4.30,0.00,0.00,0.00,0
1259,1,29.51,29.07,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.02,4.76,4.32,0.00,0.00,0.00,0
1279,1,30.11,29.25,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.02,4.77,4.33,0.00,0.00,0.00,0
1300,1,30.71,29.48,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.02,4.79,4.35,0.00,0.00,0.00,0
1319,1,31.30,29.27,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.02,4.80,4.36,0.00,0.00,0.00,0
1339,1,31.87,28.88,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.02,4.81,4.37,0.00,0.00,0.00,0
1359,1,32.39,27.58,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.02,4.83,4.38,0.00,0.00,0.00,0
1379,1,32.86,25.93,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.02,4.84,4.39,0.00,0.00,0.00,0
1400,1,33.27,23.99,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.02,4.86,4.40,0.00,0.00,0.00,0
1419,1,33.64,22.27,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.02,4.87,4.41,0.00,0.00,0.00,0
1439,1,34.02,21.11,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.02,4.88,4.42,0.00,0.00,0.00,0
1459,1,34.39,20.42,0.00,0.00,0.00,0.00,17.88,23.09,-0.03,-0.00,4.90,4.43,0.00,0.00,0.00,0
1478,1,34.68,20.34,0.00,0.00,0.00,0.00,17.88,23.09,0.02,-0.00,4.91,4.44,0.00,0.00,0.00,0
1501,1,35.19,20.42,0.00,0.00,0.00,0.00,17.88,23.09,0.02,-0.00,4.93,4.45,0.00,0.00,0.00,0
1519,1,35.62,20.67,0.00,0.00,0.00,0.00,17.88,23.09,0.02,-0.00,4.94,4.46,0.00,0.00,0.00,0
1539,1,36.06,20.75,0.00,0.00,0.00,0.00,17.88,23.09,0.02,-0.00,4.96,4.47,0.00,0.00,0.00,0
1559,1,36.46,20.57,0.00,0.00,0.00,0.00,17.88,23.09,0.02,-0.00,4.97,4.48,0.00,0.00,0.00,0
1579,1,36.86,20.18,0.00,0.00,0.00,0.00,17.88,23.09,0.02,-0.00,4.98,4.49,0.00,0.00,0.00,0
1599,1,37.25,19.95,0.00,0.00,0.00,0.00,17.88,23.09,0.02,-0.00,5.00,4.50,0.00,0.00,0.00,0
1619,1,37.64,19.59,0.00,0.00,0.00,0.00,17.88,23.09,0.02,-0.00,5.01,4.50,0.00,0.00,0.00,0
1639,1,38.02,19.20,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.00,5.03,4.51,0.00,0.00,0.00,0
1659,1,38.39,18.96,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.00,5.04,4.52,0.00,0.00,0.00,0
1679,1,38.78,18.96,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.00,5.05,4.53,0.00,0.00,0.00,0
1700,1,39.16,18.86,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.00,5.07,4.54,0.00,0.00,0.00,0
1719,1,39.54,18.79,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.00,5.08,4.55,0.00,0.00,0.00,0
1739,1,39.91,18.61,0.00,0.00,0.00,0.00,17.88,23.09,-0.00,-0.00,5.09,4.56,0.00,0.00,0.00,0
