[Balance] --- Log dump (138017 bytes, 1437 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,1.21,-0.13,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.01,-0.02,3.91,3.49,0.00,0.00,0.00,0
41,1,1.21,-0.14,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.01,-0.02,3.91,3.49,0.00,0.00,0.00,0
61,1,1.21,-0.18,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.01,-0.03,3.91,3.50,0.00,0.00,0.00,0
80,1,1.21,-0.21,0.00,0.00,0.00,0.00,-10.92,-30.01,0.00,-0.03,3.92,3.51,0.00,0.00,0.00,0
101,1,1.21,-0.12,0.00,0.00,0.00,0.00,-10.92,-30.01,0.00,-0.03,3.94,3.52,0.00,0.00,0.00,0
119,1,1.21,-0.12,0.00,0.00,0.00,0.00,-10.92,-30.01,0.00,-0.03,3.95,3.53,0.00,0.00,0.00,0
141,1,1.22,-0.03,0.00,0.00,0.00,0.00,-10.92,-30.01,0.00,-0.03,3.96,3.54,0.00,0.00,0.00,0
160,1,1.22,0.04,0.00,0.00,0.00,0.00,-10.92,-30.01,0.00,-0.03,3.97,3.56,0.00,0.00,0.00,0
181,1,1.24,0.30,0.00,0.00,0.00,0.00,-10.92,-30.01,0.00,-0.03,3.99,3.57,0.00,0.00,0.00,0
200,1,1.28,0.78,0.00,0.00,0.00,0.00,-10.92,-30.01,0.00,-0.03,4.00,3.58,0.00,0.00,0.00,0
221,1,1.38,1.98,0.00,0.00,0.00,0.00,-10.92,-30.01,0.00,-0.04,4.01,3.59,0.00,0.00,0.00,0
240,1,1.49,2.85,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.00,-0.04,4.03,3.60,0.00,0.00,0.00,0
260,1,1.57,3.30,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.00,-0.04,4.04,3.61,0.00,0.00,0.00,0
281,1,1.71,3.94,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.00,-0.04,4.06,3.62,0.00,0.00,0.00,0
300,1,1.85,4.58,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.00,-0.04,4.07,3.63,0.00,0.00,0.00,0
321,1,2.03,5.97,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.00,-0.04,4.08,3.64,0.00,0.00,0.00,0
341,1,2.27,7.86,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.00,-0.04,4.10,3.65,0.00,0.00,0.00,0
360,1,2.54,10.19,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.00,-0.04,4.11,3.66,0.00,0.00,0.00,0
380,1,2.93,13.10,0.00,0.00,0.00,0.00,-10.92,-30.01,-0.00,0.03,4.13,3.67,0.00,0.00,0.00,0
401,1,3.49,16.39,0.00,0.00,0.00,0.00,-10.91,-30.01,0.06,0.03,4.14,3.68,0.00,0.00,0.00,0
421,1,3.91,17.94,0.00,0.00,0.00,0.00,-10.91,-30.01,0.06,0.03,4.15,3.69,0.00,0.00,0.00,0
440,1,4.30,18.36,0.00,0.00,0.00,0.00,-10.91,-30.01,0.06,0.03,4.17,3.70,0.00,0.00,0.00,0
461,1,4.72,19.08,0.00,0.00,0.00,0.00,-10.91,-30.01,0.06,0.03,4.18,3.71,0.00,0.00,0.00,0
480,1,5.04,19.55,0.00,0.00,0.00,0.00,-10.91,-30.01,0.06,0.03,4.20,3.73,0.00,0.00,0.00,0
501,1,5.58,20.33,0.00,0.00,0.00,0.00,-10.91,-30.01,0.06,0.03,4.21,3.74,0.00,0.00,0.00,0
