[Balance] --- Log dump (156956 bytes, 1621 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
21,1,-5.10,-0.09,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.04,3.91,3.55,0.00,0.00,0.00,0
41,1,-5.10,-0.08,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.04,3.91,3.55,0.00,0.00,0.00,0
60,1,-5.10,-0.06,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,0.00,3.92,3.56,0.00,0.00,0.00,0
81,1,-5.09,0.04,0.00,0.00,0.00,0.00,-1.99,-18.97,0.04,0.00,3.93,3.57,0.00,0.00,0.00,0
99,1,-5.06,0.39,0.00,0.00,0.00,0.00,-1.99,-18.97,0.04,0.00,3.94,3.58,0.00,0.00,0.00,0
121,1,-5.01,1.06,0.00,0.00,0.00,0.00,-1.99,-18.97,0.04,0.00,3.95,3.59,0.00,0.00,0.00,0
140,1,-4.94,2.01,0.00,0.00,0.00,0.00,-1.99,-18.97,0.04,0.00,3.97,3.60,0.00,0.00,0.00,0
161,1,-4.85,2.76,0.00,0.00,0.00,0.00,-1.99,-18.97,0.04,0.00,3.98,3.61,0.00,0.00,0.00,0
181,1,-4.72,3.67,0.00,0.00,0.00,0.00,-1.99,-18.97,0.04,0.00,3.99,3.62,0.00,0.00,0.00,0
201,1,-4.60,4.34,0.00,0.00,0.00,0.00,-1.99,-18.97,0.04,0.00,4.01,3.63,0.00,0.00,0.00,0
219,1,-4.42,5.60,0.00,0.00,0.00,0.00,-1.99,-18.97,0.04,-0.03,4.02,3.64,0.00,0.00,0.00,0
241,1,-4.18,7.53,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.03,4.03,3.64,0.00,0.00,0.00,0
260,1,-3.80,11.18,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.03,4.05,3.66,0.00,0.00,0.00,0
281,1,-3.36,14.48,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.03,4.06,3.67,0.00,0.00,0.00,0
300,1,-2.87,17.34,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.03,4.07,3.68,0.00,0.00,0.00,0
321,1,-2.40,19.02,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.03,4.09,3.69,0.00,0.00,0.00,0
339,1,-1.98,19.50,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.03,4.10,3.70,0.00,0.00,0.00,0
361,1,-1.56,19.71,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,-0.03,4.11,3.71,0.00,0.00,0.00,0
381,1,-1.14,20.13,0.00,0.00,0.00,0.00,-1.99,-18.97,0.03,0.06,4.13,3.73,0.00,0.00,0.00,0
401,1,-0.70,20.75,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.02,0.06,4.14,3.74,0.00,0.00,0.00,0
420,1,-0.23,21.61,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.02,0.06,4.16,3.75,0.00,0.00,0.00,0
441,1,0.24,22.18,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.02,0.06,4.17,3.76,0.00,0.00,0.00,0
460,1,0.73,23.01,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.02,0.06,4.19,3.77,0.00,0.00,0.00,0
481,1,1.21,23.44,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.02,0.06,4.20,3.79,0.00,0.00,0.00,0
500,1,1.69,23.67,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.02,0.06,4.21,3.80,0.00,0.00,0.00,0
521,1,2.18,23.97,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.02,0.06,4.23,3.81,0.00,0.00,0.00,0
540,1,2.67,24.24,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.02,0.02,4.24,3.83,0.00,0.00,0.00,0
561,1,3.16,24.40,0.00,0.00,0.00,0.00,-1.99,-18.97,0.08,0.02,4.26,3.84,0.00,0.00,0.00,0
581,1,3.68,24.77,0.00,0.00,0.00,0.00,-1.99,-18.97,0.08,0.02,4.27,3.85,0.00,0.00,0.00,0
600,1,4.20,25.16,0.00,0.00,0.00,0.00,-1.99,-18.97,0.08,0.02,4.29,3.86,0.00,0.00,0.00,0
621,1,4.71,25.36,0.00,0.00,0.00,0.00,-1.99,-18.97,0.08,0.02,4.30,3.88,0.00,0.00,0.00,0
641,1,5.24,25.68,0.00,0.00,0.00,0.00,-1.99,-18.97,0.08,0.02,4.31,3.89,0.00,0.00,0.00,0
660,1,5.77,26.11,0.00,0.00,0.00,0.00,-1.99,-18.97,0.08,0.02,4.33,3.90,0.00,0.00,0.00,0
681,1,6.31,26.34,0.00,0.00,0.00,0.00,-1.99,-18.97,0.08,0.02,4.34,3.92,0.00,0.00,0.00,0
700,1,6.82,26.17,0.00,0.00,0.00,0.00,-1.99,-18.97,0.08,0.01,4.36,3.93,0.00,0.00,0.00,0
721,1,7.35,26.25,0.00,0.00,0.00,0.00,-1.99,-18.97,0.05,0.01,4.37,3.94,0.00,0.00,0.00,0
739,1,7.89,26.50,0.00,0.00,0.00,0.00,-1.99,-18.97,0.05,0.01,4.38,3.96,0.00,0.00,0.00,0
761,1,8.43,26.66,0.00,0.00,0.00,0.00,-1.99,-18.97,0.05,0.01,4.40,3.97,0.00,0.00,0.00,0
780,1,8.98,27.03,0.00,0.00,0.00,0.00,-1.99,-18.97,0.05,0.01,4.41,3.99,0.00,0.00,0.00,0
801,1,9.54,27.27,0.00,0.00,0.00,0.00,-1.99,-18.97,0.05,0.01,4.42,4.00,0.00,0.00,0.00,0
820,1,10.09,27.30,0.00,0.00,0.00,0.00,-1.99,-18.97,0.05,0.01,4.44,4.01,0.00,0.00,0.00,0
841,1,10.65,27.49,0.00,0.00,0.00,0.00,-1.99,-18.97,0.05,0.01,4.45,4.03,0.00,0.00,0.00,0
859,1,11.20,27.51,0.00,0.00,0.00,0.00,-1.99,-18.97,0.05,0.00,4.47,4.04,0.00,0.00,0.00,0
881,1,11.74,27.43,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.01,0.00,4.48,4.05,0.00,0.00,0.00,0
901,1,12.30,27.60,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.01,0.00,4.50,4.07,0.00,0.00,0.00,0
920,1,12.86,27.82,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.01,0.00,4.51,4.08,0.00,0.00,0.00,0
941,1,13.43,27.98,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.01,0.00,4.52,4.10,0.00,0.00,0.00,0
961,1,14.00,28.08,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.01,0.00,4.54,4.11,0.00,0.00,0.00,0
979,1,14.57,28.32,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.01,0.00,4.55,4.12,0.00,0.00,0.00,0
1001,1,15.15,28.47,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.01,0.00,4.56,4.14,0.00,0.00,0.00,0
1020,1,15.73,28.56,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.01,0.00,4.58,4.15,0.00,0.00,0.00,0
1041,1,16.31,28.65,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.04,0.00,4.59,4.17,0.00,0.00,0.00,0
1060,1,16.88,28.53,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.04,0.00,4.61,4.18,0.00,0.00,0.00,0
1081,1,17.43,28.33,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.04,0.00,4.62,4.19,0.00,0.00,0.00,0
1101,1,18.00,28.40,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.04,0.00,4.64,4.21,0.00,0.00,0.00,0
1119,1,18.57,28.40,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.04,0.00,4.65,4.22,0.00,0.00,0.00,0
1141,1,19.14,28.37,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.04,0.00,4.67,4.23,0.00,0.00,0.00,0
1161,1,19.72,28.57,0.00,0.00,0.00,0.00,-1.99,-18.97,-0.04,0.00,4.68,4.25,0.00,0.00,0.00,0
