t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,integral,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r
19515,2,92.71,4.48,91.00,-0.86,-1.53,-50.000,145.40,144.86,-0.42,-0.74,3.94,3.56
19536,2,92.55,1.47,91.00,-0.72,-0.94,-50.000,145.38,144.83,-0.91,-1.12,3.94,3.56
19556,2,92.42,-0.56,91.00,-0.56,-0.47,-50.000,145.35,144.80,-0.90,-1.27,3.94,3.56
19576,2,92.41,-0.57,91.00,-0.52,-0.44,-50.000,145.32,144.77,-0.89,-0.58,3.94,3.56
19597,2,92.49,0.58,91.00,-0.60,-0.69,-50.000,145.30,144.76,-0.50,-0.25,3.94,3.56
19616,2,92.58,1.52,91.00,-0.70,-0.92,-50.000,145.29,144.75,-0.26,-0.14,3.94,3.56
19636,2,92.55,0.75,91.00,-0.68,-0.79,-50.000,145.28,144.74,-0.17,-0.41,3.94,3.56
19655,2,92.38,-1.48,91.00,-0.51,-0.29,-50.000,145.27,144.73,-0.43,-0.68,3.94,3.56
19677,2,92.23,-3.00,91.00,-0.33,0.12,-50.000,145.25,144.71,-0.75,-0.49,3.94,3.56
19697,2,92.28,-1.59,91.00,-0.36,-0.12,-50.000,145.23,144.69,-0.17,-0.34,3.94,3.56
19716,2,92.38,0.04,91.00,-0.47,-0.47,-50.000,145.23,144.69,0.04,-0.02,3.94,3.56
19736,2,92.43,0.58,91.00,-0.53,-0.62,-50.000,145.23,144.69,-0.09,-0.14,3.94,3.56
19756,2,92.39,0.03,91.00,-0.50,-0.51,-50.000,145.22,144.68,-0.24,-0.34,3.94,3.56
19775,2,92.42,0.29,91.00,-0.52,-0.56,-50.000,145.21,144.67,-0.38,-0.07,3.94,3.56
19797,2,92.39,-0.08,91.00,-0.50,-0.48,-50.000,145.20,144.66,-0.24,-0.24,3.94,3.56
19816,2,92.32,-0.98,91.00,-0.42,-0.27,-50.000,145.19,144.65,-0.29,-0.46,3.94,3.56
19836,2,92.27,-1.39,91.00,-0.35,-0.15,-50.000,145.18,144.64,-0.38,-0.46,3.94,3.56
19856,2,92.35,0.01,91.00,-0.43,-0.43,-50.000,145.18,144.63,-0.28,-0.12,3.94,3.56
19876,2,92.39,0.56,91.00,-0.49,-0.57,-50.000,145.17,144.63,-0.19,-0.12,3.94,3.56
19897,2,92.45,1.09,91.00,-0.55,-0.71,-50.000,145.16,144.62,-0.14,-0.33,3.94,3.56
19915,2,92.39,0.11,91.00,-0.50,-0.52,-50.000,145.16,144.61,-0.13,-0.53,3.94,3.56
19937,2,92.30,-1.06,91.00,-0.40,-0.24,-50.000,145.15,144.59,-0.41,-0.44,3.94,3.56
19956,2,92.31,-0.73,91.00,-0.39,-0.28,-50.000,145.13,144.59,-0.45,-0.13,3.94,3.56
19976,2,92.28,-0.85,91.00,-0.36,-0.24,-50.000,145.12,144.58,-0.08,-0.14,3.94,3.56
19997,2,92.30,-0.44,91.00,-0.38,-0.31,-50.000,145.12,144.58,-0.08,-0.23,3.94,3.56
20016,2,92.33,0.08,91.00,-0.41,-0.42,-50.000,145.11,144.56,-0.16,-0.33,3.94,3.56
20035,2,92.36,0.47,91.00,-0.45,-0.52,-50.000,145.11,144.56,-0.24,-0.11,3.94,3.56
20057,2,92.36,0.29,91.00,-0.45,-0.49,-50.000,145.10,144.55,-0.31,-0.11,3.94,3.56
20076,2,92.27,-0.85,91.00,-0.36,-0.23,-50.000,145.09,144.55,-0.35,-0.23,3.94,3.56
20097,2,92.24,-1.08,91.00,-0.31,-0.15,-50.000,145.08,144.54,-0.16,-0.45,3.94,3.56
20116,2,92.16,-1.74,91.00,-0.23,0.03,-50.000,145.07,144.52,-0.12,-0.45,3.94,3.56
20136,2,92.20,-0.89,91.00,-0.25,-0.12,-50.000,145.07,144.52,-0.19,-0.03,3.94,3.56
20156,2,92.26,0.14,91.00,-0.32,-0.34,-50.000,145.06,144.52,-0.09,0.04,3.94,3.56
20175,2,92.25,-0.02,91.00,-0.32,-0.32,-50.000,145.06,144.52,-0.02,-0.06,3.94,3.56
20197,2,92.25,-0.06,91.00,-0.32,-0.31,-50.000,145.06,144.51,-0.17,-0.06,3.94,3.56
20216,2,92.15,-1.23,91.00,-0.22,-0.04,-50.000,145.05,144.51,-0.21,-0.15,3.94,3.56
20236,2,92.06,-2.09,91.00,-0.11,0.21,-50.000,145.04,144.51,-0.19,-0.20,3.94,3.56
20256,2,92.04,-1.85,91.00,-0.07,0.21,-50.000,145.04,144.50,-0.09,-0.14,3.94,3.56
20276,2,92.03,-1.43,91.00,-0.06,0.15,-50.000,145.04,144.50,0.06,-0.00,3.94,3.56
20296,2,92.03,-1.04,91.00,-0.06,0.09,-50.000,145.04,144.50,0.03,0.01,3.94,3.56
20316,2,92.06,-0.41,91.00,-0.09,-0.03,-50.000,145.05,144.50,0.07,0.06,3.94,3.56
20336,2,92.10,0.19,91.00,-0.14,-0.16,-50.000,145.05,144.51,0.14,0.12,3.94,3.56
20356,2,92.11,0.21,91.00,-0.15,-0.18,-50.000,145.05,144.51,0.07,-0.04,3.94,3.56
20376,2,92.10,0.04,91.00,-0.14,-0.14,-50.000,145.05,144.51,-0.02,-0.02,3.94,3.56
20397,2,92.07,-0.40,91.00,-0.10,-0.04,-50.000,145.05,144.50,-0.09,-0.05,3.94,3.56
20415,2,92.04,-0.65,91.00,-0.06,0.04,-50.000,145.05,144.50,-0.11,-0.06,3.94,3.56
20437,2,92.02,-0.75,91.00,-0.03,0.08,-50.000,145.04,144.50,0.01,-0.08,3.94,3.56
20456,2,92.01,-0.66,91.00,-0.02,0.08,-50.000,145.04,144.50,-0.01,-0.05,3.94,3.56
20476,2,92.02,-0.39,91.00,-0.02,0.03,-50.000,145.04,144.50,-0.05,0.04,3.94,3.56
20497,2,92.03,-0.15,91.00,-0.03,-0.01,-50.000,145.04,144.50,-0.00,0.02,3.94,3.56
20516,2,92.03,-0.10,91.00,-0.03,-0.02,-50.000,145.04,144.50,0.04,-0.01,3.94,3.56
20536,2,92.03,-0.07,91.00,-0.03,-0.02,-50.000,145.04,144.50,0.03,0.01,3.94,3.56
20555,2,92.05,0.24,91.00,-0.05,-0.09,-50.000,145.05,144.50,0.03,0.00,3.94,3.56
20577,2,92.07,0.44,91.00,-0.08,-0.14,-50.000,145.04,144.50,0.04,-0.01,3.94,3.56
20597,2,92.09,0.47,91.00,-0.09,-0.16,-50.000,145.04,144.50,-0.02,0.00,3.94,3.56
20616,2,92.08,0.24,91.00,-0.08,-0.11,-50.000,145.04,144.50,-0.03,-0.08,3.94,3.56
20636,2,92.04,-0.21,91.00,-0.04,-0.01,-50.000,145.04,144.50,-0.11,-0.09,3.94,3.56
20656,2,92.05,-0.16,91.00,-0.03,-0.01,-50.000,145.04,144.49,-0.02,-0.08,3.94,3.56
20675,2,92.07,0.17,91.00,-0.05,-0.08,-50.000,145.04,144.49,-0.06,-0.01,3.94,3.56
20697,2,92.08,0.30,91.00,-0.07,-0.11,-50.000,145.04,144.49,-0.09,0.05,3.94,3.56
20716,2,92.08,0.19,91.00,-0.06,-0.09,-50.000,145.04,144.49,-0.06,-0.07,3.94,3.56
20736,2,92.08,0.14,91.00,-0.06,-0.08,-50.000,145.03,144.49,-0.01,-0.07,3.94,3.56
20756,2,92.07,-0.01,91.00,-0.05,-0.05,-50.000,145.03,144.49,-0.10,-0.04,3.94,3.56
20776,2,92.07,-0.03,91.00,-0.04,-0.04,-50.000,145.03,144.48,-0.08,-0.04,3.94,3.56
20797,2,92.08,0.14,91.00,-0.05,-0.07,-50.000,145.03,144.48,-0.04,-0.00,3.94,3.56
20815,2,92.10,0.32,91.00,-0.07,-0.12,-50.000,145.03,144.48,0.01,-0.04,3.94,3.56
20837,2,92.11,0.43,91.00,-0.08,-0.15,-50.000,145.03,144.48,-0.00,-0.04,3.94,3.56
20856,2,92.12,0.45,91.00,-0.09,-0.16,-50.000,145.02,144.48,-0.08,-0.07,3.94,3.56
20877,2,92.15,0.64,91.00,-0.12,-0.21,-50.000,145.02,144.48,-0.02,-0.06,3.94,3.56
20897,2,92.17,0.80,91.00,-0.14,-0.26,-50.000,145.02,144.47,-0.13,-0.10,3.94,3.56
20916,2,92.17,0.58,91.00,-0.14,-0.23,-50.000,145.02,144.47,-0.12,-0.06,3.94,3.56
20935,2,92.14,0.06,91.00,-0.11,-0.12,-50.000,145.01,144.47,-0.15,-0.09,3.94,3.56
20957,2,92.13,-0.15,91.00,-0.09,-0.06,-50.000,145.01,144.46,-0.16,-0.20,3.94,3.56
20976,2,92.12,-0.22,91.00,-0.07,-0.04,-50.000,145.00,144.46,-0.06,-0.21,3.94,3.56
20997,2,92.15,0.24,91.00,-0.10,-0.14,-50.000,145.00,144.45,-0.00,-0.10,3.94,3.56
21016,2,92.19,0.65,91.00,-0.14,-0.24,-50.000,145.00,144.45,-0.05,-0.09,3.94,3.56
21036,2,92.21,0.71,91.00,-0.16,-0.27,-50.000,145.00,144.45,-0.04,-0.02,3.94,3.56
21055,2,92.21,0.59,91.00,-0.17,-0.26,-50.000,145.00,144.45,-0.09,-0.14,3.94,3.56
21077,2,92.18,0.06,91.00,-0.14,-0.14,-50.000,144.99,144.44,-0.17,-0.18,3.94,3.56
21097,2,92.16,-0.20,91.00,-0.11,-0.08,-50.000,144.98,144.44,-0.30,-0.25,3.94,3.56
21116,2,92.22,0.65,91.00,-0.17,-0.26,-50.000,144.98,144.43,-0.11,0.00,3.94,3.56
21136,2,92.27,1.05,91.00,-0.22,-0.38,-50.000,144.98,144.43,-0.06,-0.00,3.94,3.56
21156,2,92.28,0.90,91.00,-0.23,-0.37,-50.000,144.97,144.43,-0.15,-0.10,3.94,3.56
21176,2,92.27,0.58,91.00,-0.23,-0.31,-50.000,144.97,144.43,-0.22,-0.12,3.94,3.56
21196,2,92.27,0.39,91.00,-0.22,-0.28,-50.000,144.96,144.42,-0.16,-0.20,3.94,3.56
21216,2,92.25,0.07,91.00,-0.20,-0.21,-50.000,144.96,144.41,-0.18,-0.26,3.94,3.56
21236,2,92.21,-0.37,91.00,-0.16,-0.10,-50.000,144.95,144.41,-0.12,-0.29,3.94,3.56
21256,2,92.20,-0.46,91.00,-0.14,-0.07,-50.000,144.95,144.40,-0.22,-0.14,3.94,3.56
21276,2,92.22,-0.07,91.00,-0.16,-0.14,-50.000,144.94,144.40,-0.15,-0.03,3.94,3.56
21297,2,92.25,0.32,91.00,-0.19,-0.23,-50.000,144.94,144.40,-0.09,-0.02,3.94,3.56
21315,2,92.28,0.63,91.00,-0.22,-0.32,-50.000,144.93,144.39,-0.06,-0.13,3.94,3.56
21337,2,92.29,0.58,91.00,-0.23,-0.32,-50.000,144.93,144.39,-0.16,-0.13,3.94,3.56
21356,2,92.28,0.29,91.00,-0.22,-0.27,-50.000,144.93,144.38,-0.22,-0.19,3.94,3.56
21376,2,92.28,0.26,91.00,-0.22,-0.26,-50.000,144.92,144.38,-0.09,-0.20,3.94,3.56
21396,2,92.30,0.38,91.00,-0.24,-0.29,-50.000,144.92,144.37,-0.04,-0.28,3.94,3.56
21417,2,92.31,0.38,91.00,-0.24,-0.30,-50.000,144.91,144.36,-0.12,-0.31,3.94,3.56
21436,2,92.27,-0.13,91.00,-0.21,-0.19,-50.000,144.91,144.36,-0.25,-0.12,3.94,3.56
21455,2,92.28,-0.00,91.00,-0.21,-0.21,-50.000,144.90,144.35,-0.29,-0.06,3.94,3.56
21477,2,92.33,0.67,91.00,-0.27,-0.37,-50.000,144.89,144.35,-0.18,-0.07,3.94,3.56
21496,2,92.41,1.45,91.00,-0.35,-0.57,-50.000,144.89,144.35,-0.10,-0.14,3.94,3.56
21517,2,92.44,1.52,91.00,-0.39,-0.62,-50.000,144.88,144.34,-0.10,-0.16,3.94,3.56
21536,2,92.45,1.15,91.00,-0.40,-0.57,-50.000,144.88,144.33,-0.19,-0.31,3.94,3.56
21556,2,92.43,0.70,91.00,-0.39,-0.49,-50.000,144.87,144.32,-0.29,-0.34,3.94,3.56
21575,2,92.36,-0.38,91.00,-0.31,-0.25,-50.000,144.86,144.31,-0.50,-0.38,3.94,3.56
21597,2,92.36,-0.34,91.00,-0.29,-0.24,-50.000,144.84,144.30,-0.55,-0.25,3.94,3.56
21617,2,92.47,1.19,91.00,-0.41,-0.59,-50.000,144.83,144.29,-0.09,-0.32,3.94,3.56
21636,2,92.58,2.31,91.00,-0.54,-0.89,-50.000,144.83,144.28,-0.07,-0.26,3.94,3.56
21656,2,92.55,1.35,91.00,-0.53,-0.73,-50.000,144.82,144.27,-0.26,-0.46,3.94,3.56
21676,2,92.62,1.81,91.00,-0.59,-0.86,-50.000,144.81,144.26,-0.64,-0.20,3.94,3.56
21695,2,92.63,1.45,91.00,-0.60,-0.82,-50.000,144.79,144.25,-0.52,-0.42,3.94,3.56
21717,2,92.63,1.13,91.00,-0.61,-0.78,-50.000,144.78,144.24,-0.54,-0.58,3.94,3.56
21736,2,92.66,1.21,91.00,-0.64,-0.82,-50.000,144.76,144.22,-0.41,-0.48,3.94,3.56
21756,2,92.72,1.63,91.00,-0.70,-0.94,-50.000,144.75,144.20,-0.27,-0.59,3.94,3.56
21776,2,92.87,3.19,91.00,-0.87,-1.35,-50.000,144.73,144.18,-0.58,-0.36,3.94,3.56
21796,2,92.99,3.86,91.00,-1.01,-1.59,-50.000,144.71,144.17,-0.66,-0.50,3.94,3.56
21817,2,92.97,2.70,91.00,-1.02,-1.42,-50.000,144.69,144.15,-0.77,-0.78,3.94,3.56
21835,2,93.00,2.31,91.00,-1.04,-1.38,-50.000,144.67,144.13,-0.76,-1.07,3.94,3.56
21857,2,92.97,1.35,91.00,-1.01,-1.22,-50.000,144.64,144.09,-1.06,-0.93,3.94,3.56
21876,2,92.96,0.90,91.00,-1.00,-1.14,-50.000,144.61,144.06,-0.92,-0.94,3.94,3.56
21896,2,93.06,1.99,91.00,-1.11,-1.41,-50.000,144.58,144.03,-0.63,-0.65,3.94,3.56
21917,2,93.13,2.28,91.00,-1.19,-1.54,-50.000,144.56,144.02,-0.89,-0.51,3.94,3.56
21936,2,93.09,1.20,91.00,-1.17,-1.35,-50.000,144.53,143.99,-0.82,-0.82,3.94,3.56
21955,2,92.97,-0.60,91.00,-1.05,-0.96,-50.000,144.51,143.97,-0.85,-0.93,3.94,3.56
21977,2,92.68,-4.00,91.00,-0.75,-0.15,-50.000,144.48,143.93,-1.04,-1.10,3.94,3.56
21996,2,92.58,-4.25,91.00,-0.61,0.03,-50.000,144.45,143.90,-0.74,-0.74,3.94,3.56
22017,2,92.69,-1.84,91.00,-0.70,-0.43,-50.000,144.43,143.89,-0.27,-0.16,3.94,3.56
22036,2,92.84,0.45,91.00,-0.88,-0.94,-50.000,144.43,143.89,-0.01,-0.01,3.94,3.56
22056,2,92.78,-0.40,91.00,-0.85,-0.79,-50.000,144.43,143.88,-0.16,-0.29,3.94,3.56
22076,2,92.58,-2.73,91.00,-0.65,-0.24,-50.000,144.42,143.87,-0.54,-0.71,3.94,3.56
22095,2,92.50,-3.13,91.00,-0.54,-0.07,-50.000,144.40,143.85,-0.64,-0.35,3.94,3.56
22117,2,92.46,-2.73,91.00,-0.50,-0.09,-50.000,144.38,143.84,-0.27,-0.35,3.94,3.56
22136,2,92.50,-1.56,91.00,-0.54,-0.30,-50.000,144.38,143.84,-0.02,-0.10,3.94,3.56
22156,2,92.44,-2.00,91.00,-0.48,-0.19,-50.000,144.38,143.84,-0.02,-0.21,3.94,3.56
22176,2,92.37,-2.29,91.00,-0.42,-0.07,-50.000,144.37,143.83,-0.21,-0.13,3.94,3.56
22196,2,92.31,-2.50,91.00,-0.35,0.03,-50.000,144.37,143.83,-0.18,-0.12,3.94,3.56
22216,2,92.22,-2.97,91.00,-0.26,0.19,-50.000,144.36,143.82,-0.14,-0.09,3.94,3.56
22236,2,92.14,-3.31,91.00,-0.16,0.34,-50.000,144.36,143.82,0.01,-0.10,3.94,3.56
22256,2,92.07,-3.26,91.00,-0.09,0.40,-50.000,144.36,143.82,0.07,-0.06,3.94,3.56
22276,2,92.05,-2.76,91.00,-0.06,0.36,-50.000,144.37,143.82,0.13,0.09,3.94,3.56
22296,2,92.06,-1.95,91.00,-0.07,0.23,-50.000,144.37,143.83,0.28,0.14,3.94,3.56
22317,2,92.08,-1.26,91.00,-0.09,0.10,-50.000,144.38,143.83,0.27,0.20,3.94,3.56
22335,2,92.07,-0.99,91.00,-0.09,0.06,-50.000,144.39,143.84,0.14,0.25,3.94,3.56
22357,2,92.04,-1.17,91.00,-0.05,0.12,-50.000,144.39,143.85,0.05,0.13,3.94,3.56
22376,2,92.00,-1.40,91.00,-0.01,0.20,-50.000,144.39,143.85,-0.00,0.01,3.94,3.56
22396,2,91.99,-1.17,91.00,0.01,0.18,-50.000,144.39,143.85,0.10,0.08,3.94,3.56
22417,2,92.03,-0.38,91.00,-0.03,0.02,-50.000,144.40,143.86,0.08,0.11,3.94,3.56
22436,2,92.07,0.29,91.00,-0.09,-0.13,-50.000,144.40,143.86,0.14,0.11,3.94,3.56
22456,2,92.07,0.15,91.00,-0.09,-0.11,-50.000,144.40,143.86,0.06,-0.07,3.94,3.56
22475,2,92.09,0.41,91.00,-0.11,-0.17,-50.000,144.40,143.86,0.03,0.01,3.94,3.56
22497,2,92.11,0.50,91.00,-0.13,-0.21,-50.000,144.40,143.86,0.01,-0.04,3.94,3.56
22517,2,92.12,0.56,91.00,-0.15,-0.23,-50.000,144.40,143.86,-0.07,-0.07,3.94,3.56
22536,2,92.10,0.18,91.00,-0.13,-0.16,-50.000,144.40,143.86,-0.15,-0.11,3.94,3.56
22556,2,92.11,0.23,91.00,-0.14,-0.17,-50.000,144.39,143.85,-0.07,-0.21,3.94,3.56
22576,2,92.16,0.82,91.00,-0.19,-0.31,-50.000,144.39,143.85,-0.04,-0.09,3.94,3.56
22595,2,92.21,1.25,91.00,-0.25,-0.44,-50.000,144.39,143.84,-0.12,-0.08,3.94,3.56
22617,2,92.25,1.37,91.00,-0.29,-0.50,-50.000,144.39,143.84,-0.18,-0.14,3.94,3.56
22636,2,92.21,0.57,91.00,-0.26,-0.35,-50.000,144.38,143.83,-0.30,-0.31,3.94,3.56
22656,2,92.18,0.07,91.00,-0.23,-0.24,-50.000,144.37,143.82,-0.32,-0.20,3.94,3.56
22676,2,92.20,0.28,91.00,-0.24,-0.28,-50.000,144.36,143.82,-0.25,-0.20,3.94,3.56
22696,2,92.24,0.68,91.00,-0.28,-0.38,-50.000,144.35,143.81,-0.08,-0.27,3.94,3.56
22717,2,92.22,0.31,91.00,-0.27,-0.32,-50.000,144.35,143.80,-0.10,-0.26,3.94,3.56
22735,2,92.19,-0.18,91.00,-0.24,-0.21,-50.000,144.34,143.79,-0.20,-0.30,3.94,3.56
22757,2,92.19,-0.07,91.00,-0.24,-0.23,-50.000,144.34,143.79,-0.32,-0.19,3.94,3.56
22776,2,92.25,0.65,91.00,-0.30,-0.39,-50.000,144.33,143.78,-0.14,-0.02,3.94,3.56
22796,2,92.24,0.34,91.00,-0.30,-0.35,-50.000,144.32,143.78,-0.20,-0.11,3.94,3.56
22817,2,92.14,-0.91,91.00,-0.20,-0.07,-50.000,144.32,143.78,-0.25,-0.19,3.94,3.56
22836,2,92.09,-1.41,91.00,-0.13,0.08,-50.000,144.31,143.77,-0.08,-0.24,3.94,3.56
22855,2,92.02,-1.92,91.00,-0.05,0.23,-50.000,144.31,143.76,-0.09,-0.16,3.94,3.56
22877,2,91.98,-1.94,91.00,-0.00,0.29,-50.000,144.31,143.76,-0.06,0.05,3.94,3.56
22896,2,91.91,-2.30,91.00,0.07,0.41,-50.000,144.31,143.76,-0.01,0.09,3.94,3.56
22917,2,91.85,-2.51,91.00,0.14,0.52,-50.000,144.31,143.77,0.04,0.16,3.94,3.56
22936,2,91.81,-2.39,91.00,0.19,0.55,-50.000,144.31,143.77,0.15,0.29,3.94,3.56
22956,2,91.77,-2.23,91.00,0.23,0.56,-50.000,144.32,143.78,0.25,0.29,3.94,3.56
22975,2,91.74,-2.08,91.00,0.27,0.58,-50.000,144.33,143.79,0.34,0.15,3.94,3.56
22997,2,91.76,-1.34,91.00,0.25,0.45,-50.000,144.34,143.79,0.52,0.28,3.94,3.56
23017,2,91.67,-2.05,91.00,0.33,0.64,-50.000,144.36,143.81,0.22,0.44,3.94,3.56
23036,2,91.69,-1.37,91.00,0.33,0.54,-50.000,144.36,143.82,0.25,0.54,3.94,3.56
23056,2,91.71,-0.70,91.00,0.30,0.41,-50.000,144.37,143.83,0.43,0.32,3.94,3.56
23076,2,91.70,-0.65,91.00,0.31,0.41,-50.000,144.39,143.84,0.55,0.34,3.94,3.56
23096,2,91.56,-2.27,91.00,0.46,0.80,-50.000,144.40,143.85,0.18,0.26,3.94,3.56
23116,2,91.51,-2.28,91.00,0.53,0.87,-50.000,144.40,143.86,0.23,0.27,3.94,3.56
23136,2,91.53,-1.49,91.00,0.52,0.74,-50.000,144.41,143.87,0.40,0.32,3.94,3.56
23156,2,91.70,0.95,91.00,0.35,0.21,-50.000,144.43,143.88,0.72,0.50,3.94,3.56
23176,2,91.74,1.29,91.00,0.28,0.09,-50.000,144.45,143.90,0.58,0.62,3.94,3.56
23196,2,91.65,-0.19,91.00,0.37,0.40,-50.000,144.46,143.91,0.21,0.25,3.94,3.56
23217,2,91.58,-1.00,91.00,0.46,0.61,-50.000,144.46,143.92,0.05,0.17,3.94,3.56
23235,2,91.55,-1.10,91.00,0.50,0.66,-50.000,144.47,143.93,0.20,0.16,3.94,3.56
23257,2,91.57,-0.56,91.00,0.49,0.57,-50.000,144.48,143.93,0.24,0.27,3.94,3.56
23276,2,91.62,0.19,91.00,0.44,0.41,-50.000,144.49,143.95,0.40,0.31,3.94,3.56
23296,2,91.71,1.25,91.00,0.34,0.16,-50.000,144.50,143.95,0.47,0.29,3.94,3.56
23317,2,91.83,2.44,91.00,0.21,-0.15,-50.000,144.52,143.97,0.36,0.37,3.94,3.56
23336,2,91.83,1.75,91.00,0.20,-0.06,-50.000,144.52,143.97,0.01,0.14,3.94,3.56
23356,2,91.81,1.12,91.00,0.22,0.06,-50.000,144.52,143.98,0.02,0.12,3.94,3.56
23375,2,91.75,0.13,91.00,0.29,0.27,-50.000,144.52,143.98,0.09,0.03,3.94,3.56
23397,2,91.77,0.28,91.00,0.29,0.25,-50.000,144.52,143.98,0.06,0.01,3.94,3.56
23417,2,91.80,0.61,91.00,0.26,0.16,-50.000,144.52,143.98,0.10,0.08,3.94,3.56
23436,2,91.90,1.66,91.00,0.16,-0.09,-50.000,144.53,143.98,0.13,0.15,3.94,3.56
23456,2,91.98,2.23,91.00,0.07,-0.27,-50.000,144.53,143.99,0.19,0.10,3.94,3.56
23476,2,92.03,2.32,91.00,0.01,-0.34,-50.000,144.53,143.99,0.02,0.01,3.94,3.56
23495,2,92.08,2.42,91.00,-0.05,-0.42,-50.000,144.53,143.99,-0.05,-0.02,3.94,3.56
23517,2,92.09,1.90,91.00,-0.07,-0.35,-50.000,144.53,143.99,-0.22,-0.10,3.94,3.56
23537,2,92.08,1.39,91.00,-0.06,-0.27,-50.000,144.52,143.98,-0.32,-0.21,3.94,3.56
23556,2,92.15,1.89,91.00,-0.12,-0.41,-50.000,144.51,143.97,-0.15,-0.29,3.94,3.56
23576,2,92.22,2.23,91.00,-0.20,-0.53,-50.000,144.51,143.96,-0.14,-0.30,3.94,3.56
23596,2,92.22,1.75,91.00,-0.21,-0.48,-50.000,144.51,143.95,-0.17,-0.33,3.94,3.56
23615,2,92.29,2.15,91.00,-0.28,-0.60,-50.000,144.49,143.94,-0.44,-0.12,3.94,3.56
23637,2,92.31,1.86,91.00,-0.31,-0.59,-50.000,144.48,143.94,-0.47,-0.13,3.94,3.56
23656,2,92.44,3.01,91.00,-0.44,-0.89,-50.000,144.47,143.93,-0.21,-0.34,3.94,3.56
23676,2,92.51,3.08,91.00,-0.53,-0.99,-50.000,144.46,143.92,-0.27,-0.42,3.94,3.56
23696,2,92.41,1.15,91.00,-0.44,-0.62,-50.000,144.45,143.90,-0.53,-0.55,3.94,3.56
23716,2,92.39,0.55,91.00,-0.40,-0.49,-50.000,144.43,143.89,-0.67,-0.61,3.94,3.56
23737,2,92.43,0.94,91.00,-0.44,-0.58,-50.000,144.41,143.87,-0.60,-0.51,3.94,3.56
23755,2,92.55,2.15,91.00,-0.56,-0.89,-50.000,144.40,143.86,-0.37,-0.21,3.94,3.56
23777,2,92.56,1.72,91.00,-0.59,-0.85,-50.000,144.39,143.85,-0.21,-0.28,3.94,3.56
23796,2,92.46,0.05,91.00,-0.50,-0.51,-50.000,144.38,143.83,-0.45,-0.57,3.94,3.56
23816,2,92.34,-1.43,91.00,-0.37,-0.15,-50.000,144.36,143.82,-0.63,-0.40,3.94,3.56
23837,2,92.21,-2.67,91.00,-0.22,0.18,-50.000,144.35,143.80,-0.47,-0.49,3.94,3.56
23856,2,92.14,-2.89,91.00,-0.13,0.30,-50.000,144.34,143.79,-0.22,-0.27,3.94,3.56
23875,2,92.12,-2.45,91.00,-0.10,0.27,-50.000,144.34,143.79,0.08,-0.03,3.94,3.56
23897,2,92.09,-2.20,91.00,-0.07,0.26,-50.000,144.34,143.79,0.06,0.08,3.94,3.56
23916,2,92.06,-1.97,91.00,-0.05,0.25,-50.000,144.34,143.80,0.13,0.15,3.94,3.56
23937,2,92.01,-2.13,91.00,0.01,0.33,-50.000,144.35,143.80,0.16,0.15,3.94,3.56
23956,2,91.93,-2.56,91.00,0.09,0.47,-50.000,144.35,143.81,0.08,0.16,3.94,3.56
23976,2,91.90,-2.37,91.00,0.14,0.49,-50.000,144.35,143.81,0.10,0.27,3.94,3.56
23996,2,91.89,-1.84,91.00,0.15,0.42,-50.000,144.36,143.82,0.25,0.27,3.94,3.56
24015,2,91.90,-1.26,91.00,0.14,0.33,-50.000,144.37,143.83,0.37,0.17,3.94,3.56
24037,2,91.95,-0.29,91.00,0.08,0.13,-50.000,144.38,143.83,0.35,0.22,3.94,3.56
24056,2,91.90,-0.86,91.00,0.12,0.25,-50.000,144.39,143.84,0.09,0.30,3.94,3.56
24076,2,91.86,-1.19,91.00,0.18,0.35,-50.000,144.39,143.85,-0.00,0.11,3.94,3.56
24096,2,91.85,-0.99,91.00,0.19,0.34,-50.000,144.39,143.86,0.09,0.19,3.94,3.56
24116,2,91.82,-1.12,91.00,0.22,0.39,-50.000,144.40,143.86,0.28,0.12,3.94,3.56
24136,2,91.84,-0.55,91.00,0.21,0.29,-50.000,144.41,143.86,0.37,0.12,3.94,3.56
24156,2,91.89,0.18,91.00,0.16,0.13,-50.000,144.42,143.87,0.27,0.16,3.94,3.56
24176,2,91.96,1.06,91.00,0.08,-0.08,-50.000,144.43,143.88,0.23,0.34,3.94,3.56
24196,2,91.97,0.89,91.00,0.06,-0.08,-50.000,144.43,143.88,0.05,0.17,3.94,3.56
24216,2,91.92,0.03,91.00,0.11,0.10,-50.000,144.43,143.89,0.02,-0.06,3.94,3.56
24237,2,91.92,0.04,91.00,0.12,0.11,-50.000,144.43,143.89,0.04,0.03,3.94,3.56
24255,2,91.95,0.35,91.00,0.09,0.04,-50.000,144.43,143.89,-0.01,0.05,3.94,3.56
24277,2,92.00,0.92,91.00,0.04,-0.10,-50.000,144.43,143.89,0.03,0.05,3.94,3.56
24296,2,92.05,1.32,91.00,-0.02,-0.22,-50.000,144.43,143.89,0.00,0.10,3.94,3.56
24315,2,92.07,1.27,91.00,-0.05,-0.24,-50.000,144.43,143.89,0.07,0.01,3.94,3.56
24337,2,92.11,1.43,91.00,-0.09,-0.30,-50.000,144.43,143.89,-0.03,-0.05,3.94,3.56
