[Balance] --- Log dump (155913 bytes, 1682 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
18,1,-2.38,-0.04,0.00,0.00,0.00,0.00,-3.57,6.69,0.05,-0.05,3.92,3.54,0.00,0.00,0.00,0
40,1,-2.38,-0.03,0.00,0.00,0.00,0.00,-3.57,6.69,0.05,-0.05,3.92,3.54,0.00,0.00,0.00,0
60,1,-2.38,-0.02,0.00,0.00,0.00,0.00,-3.57,6.69,0.05,-0.05,3.92,3.54,0.00,0.00,0.00,0
80,1,-2.37,0.07,0.00,0.00,0.00,0.00,-3.57,6.69,0.05,0.02,3.93,3.55,0.00,0.00,0.00,0
99,1,-2.35,0.20,0.00,0.00,0.00,0.00,-3.57,6.69,0.02,0.02,3.94,3.56,0.00,0.00,0.00,0
119,1,-2.32,0.72,0.00,0.00,0.00,0.00,-3.57,6.69,0.02,0.02,3.96,3.57,0.00,0.00,0.00,0
139,1,-2.24,1.68,0.00,0.00,0.00,0.00,-3.57,6.69,0.02,0.02,3.97,3.58,0.00,0.00,0.00,0
160,1,-2.16,2.38,0.00,0.00,0.00,0.00,-3.57,6.69,0.02,0.02,3.98,3.59,0.00,0.00,0.00,0
179,1,-2.05,3.16,0.00,0.00,0.00,0.00,-3.57,6.69,0.02,0.02,4.00,3.60,0.00,0.00,0.00,0
199,1,-1.94,3.79,0.00,0.00,0.00,0.00,-3.57,6.69,0.02,0.02,4.01,3.61,0.00,0.00,0.00,0
219,1,-1.82,4.33,0.00,0.00,0.00,0.00,-3.57,6.69,0.02,0.02,4.02,3.62,0.00,0.00,0.00,0
239,1,-1.67,5.04,0.00,0.00,0.00,0.00,-3.57,6.69,0.02,0.00,4.04,3.63,0.00,0.00,0.00,0
260,1,-1.46,6.93,0.00,0.00,0.00,0.00,-3.57,6.69,0.07,0.00,4.05,3.64,0.00,0.00,0.00,0
279,1,-1.19,9.25,0.00,0.00,0.00,0.00,-3.57,6.69,0.07,0.00,4.06,3.65,0.00,0.00,0.00,0
299,1,-0.75,12.84,0.00,0.00,0.00,0.00,-3.57,6.69,0.07,0.00,4.08,3.66,0.00,0.00,0.00,0
319,1,-0.30,15.67,0.00,0.00,0.00,0.00,-3.57,6.69,0.07,0.00,4.09,3.67,0.00,0.00,0.00,0
