# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0500
# arm_bal_ki=0.0250
# arm_bal_kd=0.0150
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.3000
# arm_bal_early_frac_rate=0.1500
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# arm_sp_track_rate=0.1500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,arm_sp_frac,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
560,1,9.36,25.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,-0.05,4.21,3.87,4.27,3.97,0.00,0.00,0
581,1,9.89,25.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,-0.02,4.23,3.89,4.28,3.99,0.00,0.00,0
599,1,10.29,25.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.02,-0.02,4.24,3.90,4.30,4.00,0.00,0.00,0
621,1,10.96,26.18,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.02,-0.02,4.25,3.91,4.31,4.01,0.00,0.00,0
640,1,11.49,26.37,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.02,-0.02,4.27,3.93,4.32,4.03,0.00,0.00,0
661,1,12.03,26.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.02,-0.02,4.28,3.94,4.34,4.04,0.00,0.00,0
680,1,12.57,26.68,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.02,-0.02,4.30,3.95,4.35,4.05,0.00,0.00,0
701,1,13.12,26.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.02,-0.02,4.31,3.97,4.37,4.07,0.00,0.00,0
719,1,13.53,27.07,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.02,-0.02,4.33,3.98,4.38,4.08,0.00,0.00,0
741,1,14.22,27.24,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.02,-0.05,4.34,3.99,4.39,4.09,0.00,0.00,0
760,1,14.77,27.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.01,-0.05,4.35,4.01,4.41,4.11,0.00,0.00,0
781,1,15.32,27.38,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.01,-0.05,4.37,4.02,4.42,4.12,0.00,0.00,0
800,1,15.87,27.48,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.01,-0.05,4.38,4.04,4.44,4.13,0.00,0.00,0
821,1,16.43,27.54,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.01,-0.05,4.39,4.05,4.45,4.14,0.00,0.00,0
839,1,16.84,27.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.01,-0.05,4.41,4.06,4.46,4.16,0.00,0.00,0
860,1,17.56,28.11,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.01,-0.05,4.42,4.08,4.48,4.17,0.00,0.00,0
881,1,18.13,28.28,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.01,-0.05,4.43,4.09,4.49,4.18,0.00,0.00,0
901,1,18.70,28.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.01,0.01,4.45,4.11,4.51,4.19,0.00,0.00,0
920,1,19.26,28.29,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.01,4.46,4.12,4.52,4.21,0.00,0.00,0
941,1,19.83,28.27,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.01,4.48,4.13,4.53,4.22,0.00,0.00,0
960,1,20.40,28.24,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.01,4.49,4.15,4.55,4.23,0.00,0.00,0
980,1,20.96,28.25,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.01,4.51,4.16,4.56,4.24,0.00,0.00,0
1001,1,21.53,28.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.01,4.52,4.17,4.58,4.25,0.00,0.00,0
1020,1,22.10,28.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.01,4.54,4.19,4.59,4.26,0.00,0.00,0
1041,1,22.70,28.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.01,4.55,4.20,4.60,4.27,0.00,0.00,0
1060,1,23.28,28.93,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.01,4.56,4.22,4.62,4.29,0.00,0.00,0
1081,1,23.87,29.01,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.04,0.01,4.58,4.23,4.63,4.30,0.00,0.00,0
1100,1,24.46,29.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.04,0.01,4.59,4.24,4.65,4.31,0.00,0.00,0
1120,1,25.06,29.39,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.04,0.01,4.61,4.26,4.66,4.32,0.00,0.00,0
1141,1,25.65,29.32,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.04,0.01,4.62,4.27,4.67,4.33,0.00,0.00,0
1160,1,26.24,29.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.04,0.01,4.64,4.29,4.69,4.34,0.00,0.00,0
1181,1,26.83,29.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.04,0.01,4.65,4.30,4.70,4.35,0.00,0.00,0
1200,1,27.42,29.39,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.04,0.01,4.66,4.32,4.72,4.36,0.00,0.00,0
1221,1,28.02,29.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.04,0.00,4.68,4.33,4.73,4.37,0.00,0.00,0
1239,1,28.47,29.56,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.00,4.69,4.34,4.74,4.38,0.00,0.00,0
1261,1,29.20,29.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.00,4.70,4.35,4.76,4.39,0.00,0.00,0
1280,1,29.75,28.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.00,4.72,4.37,4.77,4.40,0.00,0.00,0
1301,1,30.27,27.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.00,4.73,4.38,4.79,4.41,0.00,0.00,0
1320,1,30.74,25.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.00,4.75,4.39,4.80,4.42,0.00,0.00,0
1340,1,31.17,24.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.00,4.76,4.40,4.81,4.43,0.00,0.00,0
1360,1,31.56,22.77,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.00,4.78,4.41,4.83,4.44,0.00,0.00,0
1381,1,31.94,21.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,-0.01,4.79,4.42,4.84,4.45,0.00,0.00,0
1400,1,32.35,21.24,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.01,4.80,4.43,4.86,4.46,0.00,0.00,0
1421,1,32.77,21.26,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.01,4.82,4.44,4.87,4.47,0.00,0.00,0
1440,1,33.18,21.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.01,4.83,4.45,4.88,4.48,0.00,0.00,0
1461,1,33.58,20.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.01,4.85,4.46,4.90,4.49,0.00,0.00,0
1480,1,34.00,20.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.01,4.86,4.47,4.91,4.50,0.00,0.00,0
1500,1,34.42,20.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.01,4.88,4.48,4.93,4.51,0.00,0.00,0
1521,1,34.84,20.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.01,4.89,4.49,4.94,4.52,0.00,0.00,0
1541,1,35.24,20.63,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.05,4.90,4.50,4.95,4.52,0.00,0.00,0
1560,1,35.64,20.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.05,4.92,4.51,4.97,4.53,0.00,0.00,0
1581,1,36.03,19.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.05,4.93,4.51,4.98,4.54,0.00,0.00,0
1600,1,36.43,19.81,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.05,4.95,4.52,5.00,4.55,0.00,0.00,0
1620,1,36.82,19.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.05,4.96,4.53,5.01,4.56,0.00,0.00,0
1641,1,37.20,19.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.05,4.97,4.54,5.02,4.57,0.00,0.00,0
1661,1,37.58,19.47,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.05,4.99,4.55,5.04,4.58,0.00,0.00,0
1680,1,37.98,19.37,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.05,5.00,4.56,5.05,4.58,0.00,0.00,0
1701,1,38.38,19.32,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.00,5.02,4.57,5.06,4.59,0.00,0.00,0
1720,1,38.75,18.85,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.00,5.03,4.58,5.08,4.60,0.00,0.00,0
1740,1,39.11,18.57,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.00,5.04,4.58,5.09,4.61,0.00,0.00,0
1760,1,39.49,18.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.00,5.06,4.59,5.10,4.62,0.00,0.00,0
1781,1,39.86,18.48,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.00,5.07,4.60,5.12,4.63,0.00,0.00,0
1800,1,40.24,18.58,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.00,5.08,4.61,5.13,4.63,0.00,0.00,0
1821,1,40.62,18.56,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.00,5.10,4.62,5.14,4.64,0.00,0.00,0
1840,1,41.00,18.44,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.00,5.11,4.62,5.15,4.65,0.00,0.00,0
1861,1,41.36,18.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.00,0.01,5.12,4.63,5.17,4.66,0.00,0.00,0
1880,1,41.63,17.98,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.06,0.01,5.14,4.64,5.18,4.66,0.00,0.00,0
1901,1,42.06,17.64,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.06,0.01,5.15,4.65,5.19,4.67,0.00,0.00,0
1920,1,42.41,17.58,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.06,0.01,5.16,4.66,5.20,4.68,0.00,0.00,0
1941,1,42.75,17.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.06,0.01,5.17,4.66,5.21,4.69,0.00,0.00,0
1960,1,43.11,17.69,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.06,0.01,5.18,4.67,5.23,4.69,0.00,0.00,0
1981,1,43.47,17.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.06,0.01,5.20,4.68,5.24,4.70,0.00,0.00,0
1999,1,43.73,17.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.06,0.01,5.21,4.69,5.25,4.71,0.00,0.00,0
2021,1,44.15,17.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.06,0.07,5.22,4.69,5.26,4.72,0.00,0.00,0
2040,1,44.49,17.08,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.07,5.23,4.70,5.27,4.72,0.00,0.00,0
2061,1,44.83,16.94,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.07,5.24,4.71,5.28,4.73,0.00,0.00,0
2080,1,45.17,16.78,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.07,5.26,4.71,5.30,4.74,0.00,0.00,0
2101,1,45.50,16.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.07,5.27,4.72,5.31,4.74,0.00,0.00,0
2120,1,45.84,16.54,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.07,5.28,4.73,5.32,4.75,0.00,0.00,0
2140,1,46.16,16.24,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.07,5.29,4.74,5.33,4.76,0.00,0.00,0
2161,1,46.47,15.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.07,5.30,4.74,5.34,4.76,0.00,0.00,0
2181,1,46.78,15.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,0.05,5.31,4.75,5.35,4.77,0.00,0.00,0
2200,1,47.10,15.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.05,5.32,4.76,5.36,4.78,0.00,0.00,0
2221,1,47.41,15.51,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.05,5.33,4.76,5.37,4.78,0.00,0.00,0
2240,1,47.72,15.37,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.05,5.34,4.77,5.38,4.79,0.00,0.00,0
2259,1,47.95,15.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.05,5.36,4.77,5.39,4.80,0.00,0.00,0
2280,1,48.35,15.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.05,5.36,4.78,5.40,4.80,0.00,0.00,0
2301,1,48.68,15.81,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.05,5.38,4.79,5.41,4.81,0.00,0.00,0
2320,1,49.01,15.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,0.05,5.39,4.80,5.42,4.81,0.00,0.00,0
2341,1,49.31,15.15,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.05,-0.02,5.40,4.80,5.43,4.82,0.00,0.00,0
2360,1,49.58,14.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.02,-0.02,5.41,4.81,5.44,4.83,0.00,0.00,0
2380,1,49.84,13.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.02,-0.02,5.42,4.81,5.45,4.83,0.00,0.00,0
2401,1,50.09,13.38,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.02,-0.02,5.43,4.82,5.46,4.84,0.00,0.00,0
2421,1,50.34,13.23,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.02,-0.02,5.44,4.83,5.47,4.84,0.00,0.00,0
2440,1,50.62,13.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.02,-0.02,5.45,4.83,5.48,4.85,0.00,0.00,0
2461,1,50.88,12.97,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.02,-0.02,5.45,4.84,5.49,4.86,0.00,0.00,0
2480,1,51.14,12.61,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.02,-0.02,5.46,4.84,5.50,4.86,0.00,0.00,0
2501,1,51.37,12.08,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.02,0.03,5.47,4.85,5.51,4.87,0.00,0.00,0
2519,1,51.54,11.86,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.00,0.03,5.48,4.85,5.52,4.87,0.00,0.00,0
2541,1,51.82,11.66,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.00,0.03,5.49,4.86,5.53,4.88,0.00,0.00,0
2560,1,52.06,11.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.00,0.03,5.50,4.87,5.54,4.88,0.00,0.00,0
2581,1,52.29,11.61,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.00,0.03,5.51,4.87,5.54,4.89,0.00,0.00,0
2600,1,52.54,11.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.00,0.03,5.52,4.88,5.55,4.90,0.00,0.00,0
2621,1,52.80,12.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.00,0.03,5.53,4.88,5.56,4.90,0.00,0.00,0
2639,1,53.02,12.86,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.00,0.03,5.54,4.89,5.57,4.91,0.00,0.00,0
2661,1,53.39,13.66,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,0.00,0.01,5.55,4.89,5.58,4.91,0.00,0.00,0
2680,1,53.71,14.12,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.03,0.01,5.55,4.90,5.59,4.92,0.00,0.00,0
2701,1,54.02,14.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.03,0.01,5.56,4.90,5.60,4.92,0.00,0.00,0
2720,1,54.31,14.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.03,0.01,5.57,4.91,5.60,4.93,0.00,0.00,0
2741,1,54.57,13.58,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.03,0.01,5.58,4.92,5.61,4.93,0.00,0.00,0
2760,1,54.83,13.16,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.03,0.01,5.59,4.92,5.62,4.94,0.00,0.00,0
2780,1,55.07,12.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.03,0.01,5.60,4.93,5.63,4.94,0.00,0.00,0
2801,1,55.34,12.98,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.03,0.01,5.61,4.93,5.64,4.95,0.00,0.00,0
2821,1,55.60,13.26,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.03,-0.02,5.62,4.94,5.64,4.95,0.00,0.00,0
2840,1,55.91,13.99,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.02,5.62,4.94,5.65,4.96,0.00,0.00,0
2861,1,56.24,14.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.02,5.63,4.95,5.66,4.96,0.00,0.00,0
2879,1,56.48,14.56,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.02,5.64,4.95,5.67,4.97,0.00,0.00,0
2900,1,56.85,14.16,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.02,5.65,4.96,5.68,4.97,0.00,0.00,0
2921,1,57.11,13.46,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.02,5.65,4.96,5.68,4.98,0.00,0.00,0
2941,1,57.35,12.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.02,5.66,4.97,5.69,4.98,0.00,0.00,0
2960,1,57.56,11.97,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.02,5.67,4.97,5.70,4.98,0.00,0.00,0
2981,1,57.77,11.43,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.01,-0.02,5.68,4.98,5.70,4.99,0.00,0.00,0
3000,1,57.97,11.11,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.08,-0.02,5.68,4.98,5.71,4.99,0.00,0.00,0
3020,1,58.19,11.18,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.08,-0.02,5.69,4.98,5.72,5.00,0.00,0.00,0
3041,1,58.42,11.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,-134.05,-126.92,-0.08,-0.02,5.70,4.99,5.73,5.00,0.00,0.00,0
