# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=0.8000
# vel_sp_ki=0.1200
# sp_offset_max=4.00
# vel_filter_alpha=0.2000
# stored_trim=-1.3158
# glide_vel_err=0.40
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:89.30
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=89.30
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
21,1,-2.32,0.02,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.02,0.01,3.92,3.54,3.93,3.56,0.00,0.00,0
39,1,-2.32,0.03,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.02,0.01,3.92,3.54,3.95,3.57,0.00,0.00,0
61,1,-2.32,0.04,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.02,0.01,3.92,3.55,3.96,3.59,0.00,0.00,0
80,1,-2.31,0.21,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.02,-0.06,3.93,3.56,3.97,3.60,0.00,0.00,0
101,1,-2.30,0.41,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.00,-0.06,3.95,3.57,3.99,3.61,0.00,0.00,0
120,1,-2.24,1.12,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.00,-0.06,3.96,3.58,4.00,3.63,0.00,0.00,0
141,1,-2.15,2.14,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.00,-0.06,3.97,3.59,4.02,3.64,0.00,0.00,0
160,1,-2.05,2.81,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.00,-0.06,3.98,3.60,4.03,3.66,0.00,0.00,0
181,1,-1.96,3.32,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.00,-0.06,4.00,3.61,4.04,3.67,0.00,0.00,0
200,1,-1.85,4.10,0.00,0.00,0.00,0.0000,0.0000,34.08,93.47,-0.00,-0.06,4.01,3.62,4.06,3.68,0.00,0.00,0
