# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.1000
# arm_bal_ki=0.0400
# arm_bal_kd=0.0200
# arm_bal_max_frac=0.6000
# arm_bal_speed=4.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.60
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
10060,2,77.91,-32.99,87.67,9.70,22.04,0.0000,0.38,7.02,8.72,8.96,4.06,3.39,5.17,8.84,0.00,32
10080,2,77.19,-32.80,87.73,10.48,23.59,0.0000,0.66,7.30,9.87,9.90,4.05,3.40,5.46,9.89,0.00,32
10100,2,77.25,-27.71,87.79,10.48,23.18,0.0000,1.00,7.64,12.24,12.02,4.00,3.45,5.79,12.13,0.00,32
10120,2,77.51,-17.89,87.85,10.28,21.99,0.0000,1.40,8.04,14.14,14.06,3.95,3.50,6.20,14.10,0.00,32
10138,2,77.97,-8.53,87.91,9.88,20.44,0.0000,1.86,8.50,15.53,15.45,3.93,3.51,6.65,15.49,0.00,32
10160,2,77.96,-8.31,87.97,9.88,20.34,0.0000,2.33,8.97,15.22,15.36,3.92,3.52,7.12,15.29,0.00,32
10180,2,77.26,-17.84,88.03,10.72,22.86,0.0000,2.78,9.42,14.36,14.44,3.92,3.53,7.57,14.40,0.00,32
10200,2,76.02,-32.05,88.09,12.01,25.00,0.0000,3.19,9.84,13.11,13.27,3.92,3.53,7.99,13.19,0.00,40
10220,2,74.66,-44.07,88.15,13.43,25.00,0.0000,3.59,10.23,13.27,13.13,3.91,3.53,8.39,13.20,0.00,40
10240,2,73.53,-49.93,88.21,14.62,25.00,0.0000,4.02,10.66,14.68,14.79,3.91,3.53,8.81,14.74,0.00,40
10259,2,72.50,-52.70,88.27,15.71,25.00,0.0000,4.49,11.13,15.90,16.09,3.91,3.53,9.29,15.99,0.00,40
10280,2,71.28,-56.99,88.33,16.99,25.00,0.0000,4.98,11.63,16.30,16.46,3.91,3.53,9.78,16.38,0.00,40
10300,2,71.90,-22.18,88.39,16.44,25.00,0.0000,5.48,12.13,16.55,16.55,3.91,3.54,10.28,16.55,0.00,40
10320,2,76.50,66.06,88.45,11.89,18.50,0.0000,6.00,12.67,17.78,18.45,3.92,3.53,10.81,18.11,0.00,32
10340,2,83.09,130.67,88.51,5.37,0.28,0.0800,6.52,13.18,16.00,15.31,3.92,3.53,11.32,15.65,0.00,160
10360,2,87.28,147.37,88.57,1.24,-9.31,0.1600,6.99,13.63,15.06,14.89,3.91,3.54,11.78,14.98,0.00,160
10380,2,88.54,116.49,88.63,0.03,-9.26,0.2400,7.38,14.02,10.50,10.61,3.91,3.54,12.17,10.55,0.00,160
10399,2,87.89,80.60,88.69,0.75,-4.96,0.3200,7.54,14.20,1.07,1.69,3.97,3.47,12.35,1.38,0.00,160
10420,2,85.84,33.82,88.75,2.85,3.00,0.4000,7.48,14.14,-3.22,-4.12,4.05,3.40,12.29,-3.67,0.00,160
10440,2,84.35,6.56,88.81,4.29,7.84,0.4800,7.33,13.99,-5.63,-5.23,4.12,3.32,12.13,-5.43,0.00,160
10460,2,85.26,17.31,88.87,3.55,5.72,0.5600,7.20,13.86,-2.29,-2.39,4.21,3.23,12.00,-2.34,0.00,160
10480,2,87.57,44.87,88.93,1.30,-0.98,0.6000,7.22,13.88,2.55,2.41,4.29,3.15,12.03,2.48,0.00,160
10500,2,90.22,70.09,88.99,-1.28,-8.18,0.6000,7.36,14.01,5.33,5.06,4.37,3.08,12.16,5.20,0.00,160
10519,2,91.63,70.52,89.05,-2.64,-10.93,0.6000,7.51,14.16,4.07,4.01,4.45,2.99,12.31,4.04,0.00,160
10540,2,90.77,39.29,89.11,-1.72,-6.58,0.6000,7.54,14.20,-1.06,-0.89,4.53,2.92,12.34,-0.97,0.00,160
10560,2,89.02,3.59,89.17,0.09,-0.11,0.6000,7.44,14.10,-5.19,-4.90,4.61,2.84,12.24,-5.04,0.00,176
10580,2,87.18,-22.79,89.23,1.99,5.80,0.6000,7.25,13.92,-6.31,-6.24,4.69,2.76,12.06,-6.27,0.00,160
10600,2,86.60,-23.77,89.29,2.63,7.16,0.6000,7.09,13.75,-4.15,-4.42,4.77,2.68,11.89,-4.28,0.00,160
10620,2,88.21,7.52,89.35,1.08,1.56,0.6000,7.05,13.70,0.80,0.60,4.85,2.60,11.85,0.70,0.00,160
10640,2,90.59,41.24,89.41,-1.24,-5.78,0.6000,7.12,13.78,3.79,3.76,4.92,2.54,11.92,3.78,0.00,160
10658,2,92.81,61.77,89.47,-3.40,-11.73,0.6000,7.25,13.90,4.05,4.21,4.95,2.51,12.05,4.13,0.00,160
10680,2,93.45,50.53,89.53,-4.08,-12.62,0.6000,7.32,13.98,0.30,0.52,4.96,2.49,12.12,0.41,0.00,160
10700,2,92.44,25.11,89.59,-2.90,-7.82,0.6000,7.26,13.92,-4.03,-3.76,4.97,2.49,12.06,-3.90,0.00,160
10720,2,90.58,-7.50,89.65,-0.99,-1.38,0.6000,7.08,13.74,-7.23,-7.35,4.97,2.48,11.88,-7.29,0.00,160
10740,2,88.85,-29.12,89.71,0.81,3.94,0.6000,6.84,13.50,-7.72,-7.76,4.98,2.48,11.65,-7.74,0.00,160
10760,2,88.75,-20.61,89.77,0.96,3.57,0.6000,6.64,13.30,-5.02,-5.08,4.98,2.48,11.45,-5.05,0.00,160
10779,2,90.78,14.13,89.83,-1.00,-3.14,0.6000,6.58,13.23,0.02,0.00,4.98,2.48,11.38,0.01,0.00,160
10800,2,93.19,45.14,89.89,-3.36,-10.33,0.6000,6.63,13.28,2.37,2.42,4.98,2.48,11.43,2.39,0.00,160
10820,2,94.44,50.97,89.95,-4.54,-13.16,0.5200,6.70,13.35,1.72,1.79,4.98,2.48,11.50,1.76,0.00,160
10840,2,94.25,35.79,90.01,-4.29,-11.45,0.5139,6.68,13.34,-2.46,-2.34,4.98,2.48,11.48,-2.40,0.00,160
10860,2,92.99,12.37,90.07,-2.98,-6.95,0.5939,6.53,13.20,-6.45,-6.23,4.98,2.48,11.34,-6.34,0.00,160
10880,2,91.59,-13.50,90.13,-1.52,-1.95,0.6000,6.30,12.97,-8.37,-8.37,4.92,2.53,11.11,-8.37,0.00,160
10900,2,90.64,-26.09,90.19,-0.51,1.07,0.6000,6.04,12.71,-7.91,-8.00,4.87,2.58,10.85,-7.96,0.00,160
10919,2,91.13,-8.17,90.25,-0.93,-1.22,0.6000,5.87,12.52,-3.95,-4.14,4.91,2.54,10.67,-4.05,0.00,160
10940,2,93.82,32.81,90.31,-3.01,-8.07,0.5915,5.82,12.47,-0.10,-0.14,4.94,2.51,10.62,-0.12,0.00,160
10960,2,95.44,48.44,90.37,-4.80,-13.28,0.5115,5.83,12.48,0.28,0.14,4.96,2.50,10.63,0.21,0.00,160
10980,2,95.97,46.90,90.43,-5.59,-14.94,0.4315,5.81,12.46,-1.76,-1.65,4.97,2.49,10.61,-1.71,0.00,160
11000,2,95.85,34.23,90.49,-5.42,-13.57,0.3515,5.69,12.35,-5.47,-5.26,4.97,2.49,10.49,-5.36,0.00,160
11020,2,94.95,12.78,90.55,-4.46,-9.94,0.3858,5.48,12.14,-8.30,-8.19,4.92,2.54,10.28,-8.25,0.00,160
11039,2,94.20,-0.47,90.61,-3.65,-7.26,0.4408,5.19,11.85,-9.84,-9.89,4.84,2.62,9.99,-9.87,0.00,160
11060,2,94.24,0.35,90.67,-3.63,-7.28,0.4396,4.90,11.56,-8.75,-8.82,4.76,2.70,9.71,-8.79,0.00,160
11081,2,95.51,17.57,90.73,-4.47,-9.95,0.3596,4.68,11.33,-6.21,-6.47,4.68,2.77,9.48,-6.34,0.00,160
11100,2,96.66,34.34,90.79,-5.92,-14.60,0.2796,4.52,11.17,-4.44,-4.48,4.68,2.77,9.32,-4.46,0.00,160
11121,2,98.20,48.00,90.85,-7.19,-18.13,0.1996,4.41,11.05,-4.25,-4.18,4.69,2.76,9.20,-4.21,0.00,160
11140,2,98.35,40.10,90.91,-7.49,-18.19,0.1196,4.23,10.89,-6.99,-6.88,4.64,2.81,9.03,-6.93,0.00,160
11159,2,98.13,26.44,90.97,-7.22,-16.55,0.0670,3.96,10.62,-10.12,-10.15,4.55,2.90,8.77,-10.13,0.00,160
11180,2,97.58,12.52,91.03,-6.60,-14.21,0.1080,3.63,10.29,-11.72,-11.70,4.48,2.97,8.43,-11.71,0.00,160
11200,2,97.29,6.55,91.09,-6.26,-13.05,0.1259,3.27,9.93,-11.86,-11.80,4.40,3.05,8.07,-11.83,0.00,160
11220,2,97.85,13.90,91.15,-6.75,-14.62,0.0884,2.93,9.58,-10.76,-10.76,4.32,3.14,7.73,-10.76,0.00,160
11240,2,99.00,25.40,91.21,-7.85,-17.73,0.0109,2.63,9.28,-8.94,-9.07,4.24,3.22,7.43,-9.00,0.00,160
11260,2,100.35,39.89,91.27,-9.14,-21.47,0.0000,2.37,9.03,-8.35,-8.32,4.18,3.27,7.17,-8.33,0.00,32
11280,2,101.36,45.97,91.33,-10.08,-23.85,0.0000,2.11,8.77,-9.56,-9.21,4.13,3.32,6.91,-9.38,0.00,40
11298,2,101.60,36.23,91.39,-10.26,-23.42,0.0000,1.78,8.44,-11.99,-11.82,4.06,3.39,6.58,-11.91,0.00,32
11320,2,101.11,18.55,91.45,-9.72,-20.92,0.0000,1.37,8.04,-14.22,-14.26,3.99,3.46,6.18,-14.24,0.00,32
11340,2,100.26,2.10,91.51,-8.80,-17.77,0.0000,0.92,7.58,-15.37,-15.59,3.95,3.49,5.72,-15.48,0.00,32
11360,2,99.80,-6.77,91.57,-8.29,-16.03,0.0000,0.45,7.11,-15.21,-15.21,3.93,3.52,5.26,-15.21,0.00,32
11380,2,100.03,-6.56,91.63,-8.46,-16.39,0.0000,0.01,6.68,-13.95,-13.39,3.92,3.52,4.82,-13.67,0.00,32
11400,2,100.70,-2.92,91.69,-9.07,-17.90,0.0000,-0.37,6.31,-11.56,-10.85,3.92,3.53,4.45,-11.21,0.00,32
11418,2,101.32,-3.46,91.75,-9.63,-18.98,0.0000,-0.69,5.99,-10.24,-10.62,3.92,3.53,4.13,-10.43,0.00,32
11440,2,100.47,-23.23,91.81,-8.72,-15.57,0.0000,-0.99,5.66,-10.02,-10.91,3.91,3.53,3.81,-10.46,0.00,32
11458,2,97.46,-63.61,91.87,-5.64,-6.20,0.0353,-1.33,5.32,-11.75,-11.89,3.91,3.54,3.47,-11.82,0.00,160
11481,2,93.03,-109.68,91.93,-1.99,4.15,0.0549,-1.70,4.95,-12.82,-12.63,3.91,3.54,3.10,-12.72,0.00,224
11500,2,91.22,-115.70,91.99,0.71,10.68,0.0653,-2.06,4.59,-10.35,-10.77,3.91,3.54,2.74,-10.56,0.00,224
11520,2,90.55,-92.94,92.00,1.45,10.33,0.1453,-2.27,4.37,-3.78,-3.97,3.94,3.50,2.53,-3.88,0.00,224
11540,2,92.14,-42.95,92.00,-0.14,3.15,0.2253,-2.27,4.37,2.11,2.45,3.97,3.48,2.53,2.28,0.00,224
11559,2,94.35,-0.72,92.00,-2.35,-4.63,0.2784,-2.14,4.52,5.65,6.22,4.00,3.45,2.66,5.93,0.00,224
11580,2,96.03,23.78,92.00,-3.86,-9.49,0.2032,-1.96,4.71,5.71,5.82,4.06,3.38,2.85,5.77,0.00,224
11600,2,95.40,10.20,92.00,-3.40,-7.61,0.1946,-1.83,4.82,1.94,1.33,4.14,3.31,2.97,1.64,0.00,224
11620,2,93.25,-17.88,92.00,-1.25,-1.08,0.1948,-1.87,4.77,-3.44,-3.60,4.23,3.21,2.92,-3.52,0.00,224
11640,2,90.99,-44.29,92.00,1.01,5.57,0.1476,-2.03,4.62,-5.78,-5.93,4.26,3.19,2.77,-5.85,0.00,224
11660,2,89.62,-50.53,92.00,2.38,8.80,0.1167,-2.20,4.44,-5.11,-5.12,4.26,3.19,2.60,-5.12,0.00,224
11679,2,90.24,-24.45,92.00,1.75,5.46,0.1967,-2.28,4.37,-0.20,0.03,4.26,3.19,2.52,-0.09,0.00,224
11700,2,92.65,17.25,92.00,-0.66,-2.69,0.2767,-2.22,4.43,3.43,3.65,4.23,3.22,2.58,3.54,0.00,224
11720,2,94.93,43.12,92.00,-2.93,-9.32,0.2425,-2.08,4.57,5.11,5.10,4.18,3.27,2.72,5.11,0.00,224
11740,2,95.66,41.83,92.00,-3.66,-10.67,0.1963,-1.95,4.70,3.47,3.32,4.20,3.24,2.85,3.40,0.00,224
11760,2,94.42,15.46,92.00,-2.42,-6.07,0.1845,-1.93,4.72,-1.61,-1.56,4.28,3.16,2.87,-1.58,0.00,224
11780,2,92.24,-17.76,92.00,-0.24,0.94,0.1614,-2.06,4.60,-5.99,-5.71,4.32,3.13,2.74,-5.85,0.00,224
11799,2,90.49,-38.26,92.00,1.51,6.08,0.1025,-2.26,4.40,-6.86,-6.80,4.29,3.16,2.54,-6.83,0.00,224
11818,2,90.33,-29.15,92.00,1.67,5.67,0.1319,-2.43,4.22,-3.80,-4.12,4.27,3.18,2.37,-3.96,0.00,224
11840,2,92.40,9.69,92.00,0.12,0.14,0.2119,-2.46,4.19,1.11,1.02,4.24,3.21,2.34,1.06,0.00,224
11860,2,93.89,26.64,92.00,-1.90,-5.92,0.2483,-2.37,4.28,3.80,3.55,4.18,3.27,2.43,3.68,0.00,224
11880,2,95.04,32.06,92.00,-3.05,-8.66,0.2029,-2.26,4.38,3.17,3.35,4.16,3.29,2.54,3.26,0.00,224
11900,2,93.96,9.12,92.00,-1.96,-4.65,0.1981,-2.21,4.43,-0.31,-0.20,4.21,3.24,2.58,-0.25,0.00,224
11920,2,92.12,-17.56,92.00,-0.12,1.17,0.1835,-2.28,4.37,-3.77,-3.67,4.28,3.17,2.52,-3.72,0.00,224
11939,2,90.26,-40.87,92.00,1.74,6.75,0.1109,-2.43,4.23,-5.22,-5.25,4.28,3.17,2.37,-5.23,0.00,224
11960,2,89.73,-36.61,92.00,2.27,7.46,0.1175,-2.57,4.09,-3.41,-3.43,4.27,3.18,2.23,-3.42,0.00,224
11980,2,91.20,-2.90,92.00,0.79,1.81,0.1975,-2.58,4.07,1.23,1.36,4.26,3.19,2.22,1.29,0.00,224
12000,2,93.05,22.65,91.99,-1.05,-3.92,0.2775,-2.49,4.17,4.19,4.03,4.20,3.26,2.31,4.11,0.00,224
12020,2,94.28,29.83,92.00,-2.29,-6.96,0.2380,-2.36,4.29,4.02,4.00,4.16,3.29,2.44,4.01,0.00,224
12040,2,93.82,14.66,92.00,-1.83,-4.83,0.2216,-2.27,4.37,1.23,1.34,4.20,3.25,2.52,1.29,0.00,224
12058,2,91.92,-11.60,92.00,0.08,1.09,0.2054,-2.30,4.34,-2.67,-2.44,4.27,3.18,2.50,-2.55,0.00,224
12080,2,89.68,-36.75,91.99,1.93,6.47,0.1254,-2.42,4.24,-4.40,-4.26,4.31,3.14,2.38,-4.33,0.00,224
12100,2,89.47,-31.54,91.99,2.53,7.58,0.1161,-2.54,4.11,-3.23,-3.30,4.31,3.14,2.26,-3.26,0.00,224
12120,2,90.56,-4.73,91.99,1.43,3.24,0.1961,-2.56,4.09,1.10,1.06,4.29,3.16,2.24,1.08,0.00,224
12140,2,92.69,24.38,91.99,-0.70,-3.34,0.2761,-2.47,4.18,4.27,4.03,4.24,3.21,2.33,4.15,0.00,224
12160,2,94.29,36.84,91.99,-2.30,-7.54,0.2408,-2.34,4.31,4.11,4.17,4.18,3.27,2.46,4.14,0.00,224
12180,2,93.88,20.86,92.00,-1.89,-5.45,0.2371,-2.24,4.41,2.18,2.40,4.20,3.24,2.56,2.29,0.00,224
12199,2,92.14,-7.69,92.00,-0.14,0.33,0.2205,-2.25,4.40,-2.04,-1.90,4.28,3.16,2.55,-1.97,0.00,224
12220,2,90.23,-33.86,92.00,1.77,6.24,0.1405,-2.36,4.30,-4.54,-4.38,4.32,3.13,2.44,-4.46,0.00,224
12240,2,89.49,-31.32,92.00,2.63,8.14,0.1113,-2.49,4.16,-3.81,-3.95,4.32,3.13,2.31,-3.88,0.00,224
12260,2,90.74,-2.89,92.00,1.26,2.75,0.1913,-2.53,4.12,0.77,0.67,4.32,3.14,2.27,0.72,0.00,224
12279,2,92.97,28.27,91.99,-0.97,-4.21,0.2713,-2.44,4.21,4.14,3.99,4.26,3.20,2.36,4.06,0.00,224
12300,2,94.91,39.80,92.00,-2.67,-8.43,0.2194,-2.31,4.34,4.34,4.38,4.19,3.26,2.49,4.36,0.00,224
12318,2,94.30,23.84,92.00,-2.31,-6.52,0.2167,-2.21,4.44,1.69,2.00,4.20,3.24,2.59,1.85,0.00,224
12340,2,92.47,-3.38,92.00,-0.47,-0.68,0.2020,-2.23,4.42,-2.50,-2.58,4.29,3.16,2.56,-2.54,0.00,240
12360,2,90.38,-32.09,92.00,1.26,4.73,0.1220,-2.36,4.29,-5.13,-4.99,4.31,3.15,2.44,-5.06,0.00,224
12380,2,89.89,-30.76,92.00,2.10,6.66,0.1063,-2.52,4.13,-4.62,-4.68,4.30,3.15,2.28,-4.65,0.00,224
12400,2,90.73,-7.67,91.99,1.27,3.14,0.1863,-2.58,4.07,0.29,0.26,4.29,3.16,2.22,0.27,0.00,224
12420,2,92.71,21.06,91.99,-0.71,-3.11,0.2663,-2.52,4.14,3.19,3.24,4.23,3.22,2.28,3.21,0.00,224
12439,2,94.28,34.06,91.99,-2.29,-7.30,0.2284,-2.41,4.24,3.56,3.60,4.17,3.28,2.39,3.58,0.00,224
12460,2,94.31,24.17,92.00,-2.32,-6.57,0.2129,-2.32,4.33,2.22,2.06,4.19,3.26,2.48,2.14,0.00,224
12480,2,92.83,-2.06,92.00,-0.83,-1.49,0.1992,-2.32,4.32,-1.64,-1.79,4.26,3.18,2.47,-1.72,0.00,224
12500,2,90.86,-30.59,92.00,1.14,4.74,0.1348,-2.43,4.22,-4.41,-4.46,4.30,3.15,2.37,-4.44,0.00,224
12520,2,89.60,-40.66,92.00,2.40,8.05,0.0996,-2.57,4.08,-4.56,-4.38,4.30,3.16,2.23,-4.47,0.00,224
12540,2,90.37,-15.42,92.00,1.63,4.49,0.1748,-2.65,4.01,-0.28,-0.21,4.28,3.17,2.15,-0.24,0.00,224
12560,2,92.04,13.46,91.99,-0.05,-1.17,0.2548,-2.59,4.06,3.22,3.17,4.23,3.22,2.21,3.20,0.00,224
12578,2,93.55,27.07,92.00,-1.56,-5.29,0.2656,-2.47,4.18,4.48,4.34,4.17,3.28,2.33,4.41,0.00,224
12600,2,93.66,16.78,92.00,-1.89,-5.57,0.2493,-2.36,4.29,3.18,2.99,4.18,3.26,2.44,3.08,0.00,224
12620,2,92.34,-3.08,92.00,-0.34,-0.43,0.2334,-2.32,4.32,-0.69,-0.57,4.25,3.20,2.47,-0.63,0.00,240
12640,2,90.53,-25.18,92.00,1.47,4.96,0.1534,-2.40,4.25,-3.42,-3.35,4.32,3.13,2.40,-3.38,0.00,224
12660,2,89.48,-31.84,92.00,2.52,7.58,0.1158,-2.51,4.14,-3.47,-3.45,4.34,3.11,2.29,-3.46,0.00,224
12680,2,90.05,-11.96,91.99,1.95,4.85,0.1776,-2.56,4.09,0.12,0.11,4.33,3.12,2.24,0.11,0.00,224
12699,2,92.05,19.36,91.99,-0.05,-1.65,0.2576,-2.50,4.15,3.40,3.17,4.28,3.17,2.30,3.29,0.00,224
12720,2,93.98,37.73,91.99,-1.99,-6.99,0.2540,-2.38,4.27,4.38,4.33,4.21,3.25,2.42,4.36,0.00,224
12740,2,94.48,32.04,92.00,-2.49,-7.54,0.2247,-2.27,4.38,3.18,3.22,4.20,3.24,2.53,3.20,0.00,224
12760,2,93.25,7.31,92.00,-1.25,-3.09,0.2080,-2.24,4.41,-0.94,-0.90,4.28,3.17,2.56,-0.92,0.00,224
12780,2,91.34,-20.62,92.00,0.66,2.98,0.1565,-2.33,4.32,-4.26,-4.29,4.32,3.13,2.47,-4.28,0.00,224
12800,2,90.03,-31.66,91.99,1.97,6.48,0.1073,-2.48,4.18,-4.97,-4.92,4.32,3.13,2.32,-4.95,0.00,224
12820,2,90.65,-11.06,92.00,1.34,3.57,0.1626,-2.58,4.07,-1.69,-1.83,4.30,3.15,2.22,-1.76,0.00,224
12839,2,92.52,18.60,91.99,-0.53,-2.54,0.2426,-2.56,4.09,2.35,2.16,4.25,3.20,2.24,2.26,0.00,224
12860,2,94.77,36.15,92.00,-2.34,-7.35,0.2061,-2.46,4.19,3.72,3.60,4.19,3.26,2.34,3.66,0.00,224
12880,2,94.63,23.79,92.00,-2.89,-8.09,0.1985,-2.37,4.28,2.16,2.23,4.19,3.26,2.43,2.19,0.00,224
12900,2,93.58,7.39,92.00,-1.58,-3.74,0.1809,-2.37,4.28,-1.40,-1.31,4.26,3.19,2.43,-1.35,0.00,224
12920,2,91.93,-18.95,92.00,0.07,1.66,0.1494,-2.47,4.19,-4.63,-4.53,4.27,3.18,2.33,-4.58,0.00,224
12940,2,90.72,-28.41,92.00,1.27,4.82,0.1019,-2.63,4.03,-5.34,-5.17,4.27,3.18,2.17,-5.25,0.00,224
12959,2,91.15,-12.58,92.00,0.85,2.70,0.1498,-2.74,3.91,-2.24,-2.46,4.26,3.20,2.06,-2.35,0.00,224
12980,2,93.08,19.07,92.00,-1.09,-3.70,0.2088,-2.74,3.91,1.36,1.34,4.22,3.23,2.06,1.35,0.00,224
13001,2,95.38,40.70,92.00,-3.03,-9.10,0.1596,-2.67,3.98,2.78,2.70,4.17,3.28,2.13,2.74,0.00,224
13020,2,95.35,29.83,92.00,-3.35,-9.08,0.1491,-2.60,4.04,1.18,1.63,4.17,3.28,2.19,1.40,0.00,224
13040,2,94.28,9.86,92.00,-2.28,-5.34,0.1273,-2.63,4.03,-2.49,-2.35,4.22,3.23,2.17,-2.42,0.00,224
13060,2,92.57,-18.62,91.99,-0.57,0.35,0.0986,-2.76,3.90,-5.46,-5.28,4.22,3.23,2.04,-5.37,0.00,224
13079,2,91.32,-31.32,92.00,0.68,3.86,0.0645,-2.94,3.71,-6.19,-6.25,4.20,3.25,1.86,-6.22,0.00,224
13100,2,91.98,-12.79,92.00,0.02,1.06,0.1151,-3.08,3.57,-3.11,-3.40,4.17,3.28,1.71,-3.25,0.00,224
13121,2,93.71,13.01,91.99,-1.31,-3.25,0.1497,-3.11,3.54,0.65,0.62,4.14,3.31,1.69,0.63,0.00,224
13140,2,94.70,20.54,91.99,-2.71,-7.06,0.1473,-3.06,3.59,1.95,2.03,4.08,3.37,1.74,1.99,0.00,224
13160,2,94.79,14.52,92.00,-2.79,-6.75,0.1264,-3.02,3.63,0.41,0.34,4.10,3.35,1.78,0.38,0.00,224
13180,2,93.57,-6.11,91.99,-1.57,-2.65,0.1126,-3.05,3.60,-2.22,-2.15,4.13,3.32,1.75,-2.19,0.00,224
13200,2,91.99,-26.06,92.00,0.00,2.09,0.0864,-3.16,3.49,-4.28,-4.38,4.15,3.30,1.64,-4.33,0.00,224
13218,2,90.91,-33.51,92.00,1.09,4.85,0.0614,-3.30,3.35,-4.27,-4.55,4.15,3.30,1.50,-4.41,0.00,224
13240,2,91.29,-17.80,92.00,0.70,2.83,0.1029,-3.39,3.25,-1.80,-1.87,4.13,3.32,1.41,-1.83,0.00,224
13260,2,92.81,8.51,92.00,-0.81,-2.31,0.1654,-3.38,3.26,1.65,1.70,4.11,3.34,1.42,1.68,0.00,224
13279,2,94.15,23.36,92.00,-2.16,-6.18,0.1540,-3.31,3.34,2.47,2.80,4.06,3.39,1.49,2.63,0.00,224
13300,2,93.87,9.81,92.00,-2.06,-5.22,0.1518,-3.24,3.41,1.75,1.59,4.07,3.38,1.56,1.67,0.00,224
13320,2,93.03,-3.08,92.00,-1.03,-1.82,0.1170,-3.25,3.40,-1.47,-1.48,4.13,3.32,1.55,-1.47,0.00,224
13338,2,91.58,-22.75,92.00,0.42,2.66,0.0796,-3.33,3.32,-3.55,-3.61,4.16,3.29,1.47,-3.58,0.00,224
13360,2,90.60,-29.05,92.00,1.40,5.12,0.0573,-3.45,3.20,-3.69,-3.75,4.17,3.28,1.35,-3.72,0.00,224
13380,2,91.27,-11.14,92.00,0.73,2.35,0.1102,-3.52,3.13,-0.73,-0.85,4.15,3.30,1.28,-0.79,0.00,224
13400,2,92.61,10.31,92.00,-0.61,-2.05,0.1637,-3.49,3.15,1.90,1.89,4.10,3.35,1.30,1.89,0.00,224
13420,2,93.78,20.81,92.00,-1.79,-5.24,0.1575,-3.42,3.23,2.76,2.82,4.06,3.38,1.38,2.79,0.00,224
13440,2,93.75,12.44,92.00,-1.75,-4.50,0.1455,-3.35,3.30,1.52,1.74,4.08,3.37,1.45,1.63,0.00,224
13460,2,92.39,-7.13,92.00,-0.39,-0.21,0.1203,-3.36,3.30,-1.48,-1.21,4.13,3.32,1.44,-1.35,0.00,224
13479,2,90.91,-23.80,92.00,1.08,4.07,0.0732,-3.43,3.22,-3.04,-3.08,4.16,3.29,1.37,-3.06,0.00,224
13500,2,89.97,-26.26,91.99,1.94,6.07,0.0553,-3.53,3.12,-3.02,-3.15,4.17,3.28,1.27,-3.09,0.00,224
13520,2,90.44,-12.72,92.00,1.55,4.12,0.1109,-3.57,3.08,0.31,0.28,4.15,3.30,1.23,0.29,0.00,224
13540,2,91.96,11.80,91.99,0.03,-0.88,0.1890,-3.52,3.13,2.63,2.66,4.10,3.35,1.28,2.64,0.00,224
13560,2,93.40,27.18,92.00,-1.41,-4.99,0.1791,-3.42,3.23,3.46,3.60,4.06,3.39,1.38,3.53,0.00,224
13580,2,93.62,20.01,92.00,-1.62,-4.84,0.1683,-3.33,3.32,2.71,2.79,4.08,3.37,1.47,2.75,0.00,224
13600,2,92.58,0.04,92.00,-0.58,-1.16,0.1359,-3.30,3.35,-0.71,-0.50,4.15,3.30,1.50,-0.61,0.00,224
13620,2,91.18,-19.02,92.00,0.82,3.16,0.0848,-3.36,3.29,-2.92,-2.90,4.19,3.26,1.44,-2.91,0.00,224
13640,2,90.33,-23.63,92.00,1.67,5.23,0.0612,-3.46,3.19,-3.21,-3.31,4.20,3.25,1.34,-3.26,0.00,224
13660,2,91.20,-3.83,92.00,0.80,1.91,0.1169,-3.52,3.13,-0.28,-0.41,4.18,3.27,1.28,-0.35,0.00,224
13680,2,92.71,16.74,91.99,-0.72,-2.78,0.1676,-3.48,3.16,2.22,2.16,4.13,3.32,1.31,2.19,0.00,224
13700,2,93.90,24.96,92.00,-1.91,-5.82,0.1569,-3.40,3.24,2.89,2.85,4.08,3.37,1.40,2.87,0.00,224
13719,2,93.78,16.35,92.00,-1.79,-4.88,0.1423,-3.34,3.31,1.10,1.71,4.09,3.35,1.46,1.41,0.00,224
13740,2,92.45,-3.98,92.00,-0.45,-0.57,0.1129,-3.35,3.30,-1.80,-1.62,4.15,3.30,1.45,-1.71,0.00,240
13760,2,91.14,-20.90,92.00,0.86,3.39,0.0672,-3.44,3.21,-3.47,-3.50,4.17,3.28,1.36,-3.49,0.00,224
13780,2,90.44,-23.24,92.00,1.55,4.96,0.0550,-3.55,3.10,-3.15,-3.43,4.17,3.28,1.25,-3.29,0.00,224
13800,2,91.03,-7.74,92.00,0.97,2.55,0.1132,-3.59,3.05,0.09,-0.14,4.14,3.31,1.20,-0.03,0.00,224
