# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0500
# arm_bal_ki=0.0250
# arm_bal_kd=0.0150
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.3000
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# vel_trim_gain=0.1000
# vel_trim_max=2.00
# vel_trim_filter=0.0200
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
218,1,0.81,4.96,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,0.04,-0.02,4.04,3.64,4.09,3.72,0.00,0.00,0
240,1,1.11,7.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,-0.03,-0.02,4.06,3.65,4.11,3.73,0.00,0.00,0
260,1,1.42,9.84,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,-0.03,-0.02,4.07,3.66,4.12,3.74,0.00,0.00,0
280,1,1.81,12.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,-0.03,-0.02,4.09,3.68,4.13,3.76,0.00,0.00,0
299,1,2.23,15.53,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,-0.03,-0.02,4.10,3.69,4.15,3.77,0.00,0.00,0
319,1,2.68,17.53,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,-0.03,-0.02,4.11,3.70,4.16,3.79,0.00,0.00,0
338,1,3.01,18.55,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,-0.03,-0.02,4.13,3.71,4.18,3.80,0.00,0.00,0
360,1,3.56,19.64,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,-0.03,-0.02,4.14,3.72,4.19,3.81,0.00,0.00,0
380,1,4.00,20.19,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.66,-147.92,-0.03,0.02,4.15,3.73,4.20,3.83,0.00,0.00,0
399,1,4.43,20.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,0.02,4.17,3.74,4.22,3.84,0.00,0.00,0
419,1,4.87,21.06,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,0.02,4.18,3.76,4.23,3.86,0.00,0.00,0
439,1,5.34,21.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,0.02,4.20,3.77,4.25,3.87,0.00,0.00,0
459,1,5.82,22.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,0.02,4.21,3.78,4.26,3.88,0.00,0.00,0
479,1,6.32,22.99,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,0.02,4.23,3.79,4.27,3.90,0.00,0.00,0
500,1,6.81,23.46,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,0.02,4.24,3.81,4.29,3.91,0.00,0.00,0
519,1,7.30,23.68,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,0.02,4.25,3.82,4.30,3.93,0.00,0.00,0
539,1,7.79,23.78,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.06,4.27,3.83,4.32,3.94,0.00,0.00,0
559,1,8.29,24.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.04,-0.06,4.28,3.84,4.33,3.95,0.00,0.00,0
580,1,8.80,24.55,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.04,-0.06,4.29,3.86,4.34,3.97,0.00,0.00,0
598,1,9.19,24.83,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.04,-0.06,4.31,3.87,4.36,3.98,0.00,0.00,0
620,1,9.84,25.21,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.04,-0.06,4.32,3.88,4.37,4.00,0.00,0.00,0
639,1,10.38,25.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.04,-0.06,4.34,3.90,4.39,4.01,0.00,0.00,0
659,1,10.92,25.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.04,-0.06,4.35,3.91,4.40,4.02,0.00,0.00,0
680,1,11.47,26.42,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.04,-0.06,4.36,3.92,4.41,4.04,0.00,0.00,0
700,1,12.01,26.61,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.04,-0.02,4.38,3.94,4.43,4.05,0.00,0.00,0
719,1,12.55,26.61,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.02,4.39,3.95,4.44,4.06,0.00,0.00,0
738,1,12.96,26.62,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.02,4.41,3.96,4.46,4.08,0.00,0.00,0
760,1,13.64,26.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.02,4.42,3.98,4.47,4.09,0.00,0.00,0
780,1,14.18,26.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.02,4.44,3.99,4.48,4.10,0.00,0.00,0
799,1,14.71,26.79,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.02,4.45,4.00,4.50,4.11,0.00,0.00,0
819,1,15.25,26.91,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.02,4.46,4.02,4.51,4.13,0.00,0.00,0
839,1,15.81,27.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.02,4.48,4.03,4.53,4.14,0.00,0.00,0
858,1,16.22,27.23,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.03,-0.02,4.49,4.04,4.54,4.15,0.00,0.00,0
880,1,16.93,27.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,4.51,4.06,4.55,4.16,0.00,0.00,0
900,1,17.50,27.78,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,4.52,4.07,4.57,4.18,0.00,0.00,0
919,1,18.07,27.83,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,4.53,4.09,4.58,4.19,0.00,0.00,0
939,1,18.63,27.85,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,4.55,4.10,4.60,4.20,0.00,0.00,0
959,1,19.17,27.45,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,4.56,4.11,4.61,4.21,0.00,0.00,0
979,1,19.72,27.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,4.58,4.13,4.62,4.22,0.00,0.00,0
1000,1,20.27,27.57,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,4.59,4.14,4.64,4.23,0.00,0.00,0
1020,1,20.84,27.84,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,4.60,4.16,4.65,4.25,0.00,0.00,0
1039,1,21.41,27.99,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.01,-0.02,4.62,4.17,4.67,4.26,0.00,0.00,0
1059,1,21.99,28.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.01,-0.02,4.63,4.18,4.68,4.27,0.00,0.00,0
1080,1,22.58,28.45,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.01,-0.02,4.65,4.20,4.69,4.28,0.00,0.00,0
1100,1,23.16,28.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.01,-0.02,4.66,4.21,4.71,4.29,0.00,0.00,0
1118,1,23.60,28.55,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.01,-0.02,4.68,4.23,4.72,4.30,0.00,0.00,0
1140,1,24.32,28.48,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.01,-0.02,4.69,4.24,4.74,4.31,0.00,0.00,0
1159,1,24.89,28.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.01,-0.02,4.70,4.25,4.75,4.32,0.00,0.00,0
1180,1,25.47,28.62,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.01,-0.03,4.72,4.27,4.76,4.33,0.00,0.00,0
1199,1,26.06,28.82,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.04,-0.03,4.73,4.28,4.78,4.34,0.00,0.00,0
1219,1,26.66,29.04,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.04,-0.03,4.75,4.30,4.79,4.35,0.00,0.00,0
1238,1,27.11,29.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.04,-0.03,4.76,4.31,4.81,4.36,0.00,0.00,0
1260,1,27.88,29.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.04,-0.03,4.77,4.32,4.82,4.37,0.00,0.00,0
1279,1,28.50,29.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.04,-0.03,4.79,4.34,4.83,4.38,0.00,0.00,0
1300,1,29.09,29.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.04,-0.03,4.80,4.35,4.85,4.39,0.00,0.00,0
1319,1,29.68,29.38,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.04,-0.03,4.82,4.37,4.86,4.40,0.00,0.00,0
1339,1,30.25,28.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.04,-0.02,4.83,4.38,4.88,4.41,0.00,0.00,0
1359,1,30.78,27.91,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.10,-0.02,4.85,4.39,4.89,4.42,0.00,0.00,0
1378,1,31.14,26.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.10,-0.02,4.86,4.40,4.90,4.43,0.00,0.00,0
1400,1,31.72,25.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.10,-0.02,4.87,4.41,4.92,4.44,0.00,0.00,0
1420,1,32.14,23.76,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.10,-0.02,4.89,4.42,4.93,4.45,0.00,0.00,0
1439,1,32.53,22.48,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.10,-0.02,4.90,4.43,4.95,4.46,0.00,0.00,0
1459,1,32.92,21.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.10,-0.02,4.92,4.44,4.96,4.47,0.00,0.00,0
1479,1,33.33,20.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.10,-0.02,4.93,4.45,4.97,4.48,0.00,0.00,0
1499,1,33.72,20.38,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,-0.10,0.03,4.94,4.46,4.99,4.49,0.00,0.00,0
1520,1,34.11,19.82,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,0.03,4.96,4.47,5.00,4.50,0.00,0.00,0
1540,1,34.48,19.15,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,0.03,4.97,4.48,5.02,4.51,0.00,0.00,0
1559,1,34.82,18.15,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,0.03,4.99,4.49,5.03,4.52,0.00,0.00,0
1579,1,35.17,17.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,0.03,5.00,4.49,5.04,4.52,0.00,0.00,0
1600,1,35.53,17.22,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,0.03,5.01,4.50,5.06,4.53,0.00,0.00,0
1618,1,35.80,17.09,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,0.03,5.03,4.51,5.07,4.54,0.00,0.00,0
1640,1,36.25,16.78,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,0.03,5.04,4.52,5.09,4.55,0.00,0.00,0
1660,1,36.60,16.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.00,5.06,4.53,5.10,4.56,0.00,0.00,0
1679,1,36.93,15.64,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.00,5.07,4.54,5.11,4.57,0.00,0.00,0
1700,1,37.30,15.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.00,5.08,4.55,5.13,4.57,0.00,0.00,0
1718,1,37.66,17.06,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.00,5.10,4.56,5.14,4.58,0.00,0.00,0
1740,1,38.31,18.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.00,5.11,4.56,5.15,4.59,0.00,0.00,0
1758,1,38.65,18.85,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.00,5.13,4.57,5.17,4.60,0.00,0.00,0
1780,1,39.13,17.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.00,5.14,4.58,5.18,4.61,0.00,0.00,0
1800,1,39.45,16.47,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.00,5.15,4.59,5.19,4.62,0.00,0.00,0
1820,1,39.78,15.71,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.04,5.17,4.60,5.20,4.62,0.00,0.00,0
1839,1,40.22,16.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,-0.01,-0.04,5.18,4.60,5.22,4.63,0.00,0.00,0
1859,1,40.65,16.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,-0.01,-0.04,5.19,4.61,5.23,4.64,0.00,0.00,0
1878,1,40.94,16.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,-0.01,-0.04,5.20,4.62,5.24,4.65,0.00,0.00,0
1900,1,41.42,16.06,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,-0.01,-0.04,5.22,4.63,5.25,4.65,0.00,0.00,0
1919,1,41.81,16.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,-0.01,-0.04,5.23,4.64,5.27,4.66,0.00,0.00,0
1939,1,42.17,16.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,-0.01,-0.04,5.24,4.64,5.28,4.67,0.00,0.00,0
1959,1,42.48,15.97,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,-0.01,-0.04,5.25,4.65,5.29,4.68,0.00,0.00,0
1979,1,42.77,15.37,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,-0.01,-0.02,5.27,4.66,5.30,4.68,0.00,0.00,0
2000,1,43.04,14.69,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.01,-0.02,5.28,4.67,5.31,4.69,0.00,0.00,0
2018,1,43.30,13.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.01,-0.02,5.29,4.67,5.33,4.70,0.00,0.00,0
2040,1,43.58,13.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.01,-0.02,5.30,4.68,5.34,4.70,0.00,0.00,0
2060,1,43.90,14.32,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.01,-0.02,5.31,4.69,5.35,4.71,0.00,0.00,0
2079,1,44.28,15.48,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.01,-0.02,5.33,4.70,5.36,4.72,0.00,0.00,0
2100,1,44.60,15.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.01,-0.02,5.34,4.70,5.37,4.73,0.00,0.00,0
2119,1,44.86,15.46,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.01,-0.02,5.35,4.71,5.38,4.73,0.00,0.00,0
2138,1,45.03,15.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.01,-0.04,5.36,4.72,5.39,4.74,0.00,0.00,0
2160,1,45.21,13.98,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.07,-0.04,5.37,4.72,5.40,4.75,0.00,0.00,0
2180,1,45.39,13.85,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.07,-0.04,5.38,4.73,5.41,4.75,0.00,0.00,0
2200,1,45.66,14.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.07,-0.04,5.39,4.74,5.42,4.76,0.00,0.00,0
2220,1,45.92,15.48,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.07,-0.04,5.40,4.74,5.43,4.76,0.00,0.00,0
2239,1,46.11,15.44,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.07,-0.04,5.41,4.75,5.45,4.77,0.00,0.00,0
2258,1,46.25,15.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.07,-0.04,5.42,4.76,5.46,4.78,0.00,0.00,0
2280,1,46.50,15.69,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.07,-0.04,5.44,4.76,5.47,4.78,0.00,0.00,0
2300,1,46.70,15.92,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.07,-0.02,5.45,4.77,5.48,4.79,0.00,0.00,0
2319,1,46.91,15.93,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.00,-0.02,5.46,4.78,5.49,4.80,0.00,0.00,0
2339,1,47.15,15.98,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.00,-0.02,5.47,4.78,5.50,4.80,0.00,0.00,0
2359,1,47.47,16.04,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.00,-0.02,5.48,4.79,5.51,4.81,0.00,0.00,0
2380,1,47.78,16.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.00,-0.02,5.49,4.79,5.52,4.81,0.00,0.00,0
2399,1,48.15,17.56,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.00,-0.02,5.50,4.80,5.52,4.82,0.00,0.00,0
2420,1,48.60,19.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.00,-0.02,5.51,4.81,5.53,4.83,0.00,0.00,0
2439,1,49.11,20.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.00,-0.02,5.52,4.82,5.54,4.83,0.00,0.00,0
2459,1,49.59,20.63,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.64,-147.92,0.00,-0.02,5.53,4.82,5.55,4.84,0.00,0.00,0
2479,1,49.98,19.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,5.54,4.83,5.56,4.84,0.00,0.00,0
2500,1,50.30,17.57,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,5.54,4.83,5.57,4.85,0.00,0.00,0
2518,1,50.48,16.01,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,5.55,4.84,5.58,4.86,0.00,0.00,0
2540,1,50.76,14.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,5.56,4.84,5.59,4.86,0.00,0.00,0
2559,1,51.02,14.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,5.57,4.85,5.60,4.87,0.00,0.00,0
2579,1,51.31,14.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,5.58,4.85,5.61,4.87,0.00,0.00,0
2600,1,51.65,15.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.02,5.59,4.86,5.62,4.88,0.00,0.00,0
2619,1,52.00,15.62,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.02,-0.01,5.60,4.87,5.63,4.88,0.00,0.00,0
2639,1,52.35,15.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.00,-0.01,5.61,4.87,5.63,4.89,0.00,0.00,0
2658,1,52.61,15.66,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.00,-0.01,5.62,4.88,5.64,4.89,0.00,0.00,0
2680,1,53.01,15.28,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.00,-0.01,5.63,4.88,5.65,4.90,0.00,0.00,0
2700,1,53.30,14.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.00,-0.01,5.64,4.89,5.66,4.90,0.00,0.00,0
2719,1,53.58,14.15,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.00,-0.01,5.64,4.89,5.67,4.91,0.00,0.00,0
2740,1,53.83,13.55,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.00,-0.01,5.65,4.90,5.68,4.91,0.00,0.00,0
2759,1,54.09,13.16,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.00,-0.01,5.66,4.90,5.68,4.92,0.00,0.00,0
2778,1,54.28,13.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.00,0.04,5.67,4.91,5.69,4.92,0.00,0.00,0
2800,1,54.62,13.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.05,0.04,5.68,4.91,5.70,4.93,0.00,0.00,0
2820,1,54.89,13.28,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.05,0.04,5.68,4.92,5.71,4.93,0.00,0.00,0
2839,1,55.19,13.69,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.05,0.04,5.69,4.92,5.72,4.94,0.00,0.00,0
2859,1,55.50,14.11,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.05,0.04,5.70,4.93,5.72,4.94,0.00,0.00,0
2879,1,55.83,14.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.05,0.04,5.71,4.93,5.73,4.95,0.00,0.00,0
2899,1,56.14,14.68,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.05,0.04,5.72,4.94,5.74,4.95,0.00,0.00,0
2920,1,56.45,14.69,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.05,0.04,5.72,4.94,5.75,4.96,0.00,0.00,0
2940,1,56.75,14.48,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.05,0.00,5.73,4.95,5.75,4.96,0.00,0.00,0
2959,1,57.04,13.94,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.01,0.00,5.74,4.95,5.76,4.97,0.00,0.00,0
2979,1,57.30,13.35,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.01,0.00,5.75,4.96,5.77,4.97,0.00,0.00,0
3000,1,57.54,12.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.01,0.00,5.76,4.96,5.78,4.98,0.00,0.00,0
3019,1,57.77,12.25,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.01,0.00,5.76,4.97,5.78,4.98,0.00,0.00,0
3038,1,57.94,11.82,0.00,0.00,0.00,0.0000,0.0000,0.0000,-154.65,-147.92,0.01,0.00,5.77,4.97,5.79,4.98,0.00,0.00,0
