# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# pos_kp=0.4000
# pos_ki=0.1500
# pos_kd=0.0500
# pos_shift_max=5.00
# pos_deadband=0.15
# pos_gate_err=8.00
# origin_leak_fast=0.1500
# origin_leak_slow=0.0200
# base_sp_fwd=89.50
# base_sp_tip=84.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_origin_reset=true
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,origin_drift,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,pos_gate,flags
618,1,9.41,24.83,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.10,0.03,4.31,3.85,0.00,0.00,0.00,0.00,0
639,1,9.93,25.10,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.10,0.03,4.33,3.87,0.00,0.00,0.00,0.00,0
658,1,10.45,25.24,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.06,0.03,4.34,3.88,0.00,0.00,0.00,0.00,0
679,1,10.97,25.43,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.06,0.03,4.35,3.89,0.00,0.00,0.00,0.00,0
698,1,11.50,25.87,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.06,0.03,4.37,3.91,0.00,0.00,0.00,0.00,0
719,1,12.05,26.18,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.06,0.03,4.38,3.92,0.00,0.00,0.00,0.00,0
738,1,12.58,26.28,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.06,0.03,4.40,3.93,0.00,0.00,0.00,0.00,0
758,1,13.12,26.45,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.06,0.03,4.41,3.95,0.00,0.00,0.00,0.00,0
778,1,13.67,26.71,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.06,0.03,4.42,3.96,0.00,0.00,0.00,0.00,0
799,1,14.22,26.76,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.06,-0.03,4.44,3.97,0.00,0.00,0.00,0.00,0
818,1,14.76,26.89,0.00,0.00,0.00,0.00,-29.72,-27.00,0.01,-0.03,4.45,3.99,0.00,0.00,0.00,0.00,0
839,1,15.31,27.05,0.00,0.00,0.00,0.00,-29.72,-27.00,0.01,-0.03,4.47,4.00,0.00,0.00,0.00,0.00,0
858,1,15.86,27.11,0.00,0.00,0.00,0.00,-29.72,-27.00,0.01,-0.03,4.48,4.02,0.00,0.00,0.00,0.00,0
879,1,16.41,27.31,0.00,0.00,0.00,0.00,-29.72,-27.00,0.01,-0.03,4.50,4.03,0.00,0.00,0.00,0.00,0
897,1,16.97,27.42,0.00,0.00,0.00,0.00,-29.72,-27.00,0.01,-0.03,4.51,4.04,0.00,0.00,0.00,0.00,0
919,1,17.52,27.47,0.00,0.00,0.00,0.00,-29.72,-27.00,0.01,-0.03,4.52,4.06,0.00,0.00,0.00,0.00,0
938,1,18.08,27.56,0.00,0.00,0.00,0.00,-29.72,-27.00,0.01,-0.03,4.54,4.07,0.00,0.00,0.00,0.00,0
959,1,18.64,27.76,0.00,0.00,0.00,0.00,-29.72,-27.00,0.01,0.04,4.55,4.08,0.00,0.00,0.00,0.00,0
978,1,19.21,27.83,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.04,4.57,4.10,0.00,0.00,0.00,0.00,0
999,1,19.78,27.94,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.04,4.58,4.11,0.00,0.00,0.00,0.00,0
1018,1,20.35,28.16,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.04,4.60,4.13,0.00,0.00,0.00,0.00,0
1038,1,20.93,28.32,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.04,4.61,4.14,0.00,0.00,0.00,0.00,0
1058,1,21.50,28.22,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.04,4.62,4.15,0.00,0.00,0.00,0.00,0
1079,1,22.06,28.11,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.04,4.64,4.17,0.00,0.00,0.00,0.00,0
1098,1,22.62,28.15,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.04,4.65,4.18,0.00,0.00,0.00,0.00,0
1119,1,23.20,28.22,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.01,4.66,4.20,0.00,0.00,0.00,0.00,0
1138,1,23.78,28.46,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.01,4.68,4.21,0.00,0.00,0.00,0.00,0
1159,1,24.36,28.72,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.01,4.69,4.22,0.00,0.00,0.00,0.00,0
1178,1,24.95,28.79,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.01,4.71,4.24,0.00,0.00,0.00,0.00,0
1199,1,25.54,28.92,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.01,4.72,4.25,0.00,0.00,0.00,0.00,0
1218,1,26.14,29.28,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.01,4.74,4.27,0.00,0.00,0.00,0.00,0
1239,1,26.74,29.37,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.01,4.75,4.28,0.00,0.00,0.00,0.00,0
1258,1,27.33,29.37,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.01,4.76,4.30,0.00,0.00,0.00,0.00,0
1279,1,27.92,29.42,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,-0.02,4.78,4.31,0.00,0.00,0.00,0.00,0
1297,1,28.52,29.48,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.04,-0.02,4.79,4.32,0.00,0.00,0.00,0.00,0
1319,1,29.11,29.50,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.04,-0.02,4.81,4.34,0.00,0.00,0.00,0.00,0
1338,1,29.70,29.53,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.04,-0.02,4.82,4.35,0.00,0.00,0.00,0.00,0
1359,1,30.26,28.99,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.04,-0.02,4.83,4.36,0.00,0.00,0.00,0.00,0
1378,1,30.79,27.75,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.04,-0.02,4.85,4.37,0.00,0.00,0.00,0.00,0
1399,1,31.27,26.25,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.04,-0.02,4.86,4.38,0.00,0.00,0.00,0.00,0
1417,1,31.70,24.34,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.04,-0.02,4.88,4.40,0.00,0.00,0.00,0.00,0
1439,1,32.08,22.49,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.04,-0.01,4.89,4.40,0.00,0.00,0.00,0.00,0
1458,1,32.44,21.08,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.01,4.91,4.41,0.00,0.00,0.00,0.00,0
1479,1,32.79,20.21,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.01,4.92,4.42,0.00,0.00,0.00,0.00,0
1498,1,33.18,20.01,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.01,4.93,4.43,0.00,0.00,0.00,0.00,0
1519,1,33.58,20.16,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.01,4.95,4.44,0.00,0.00,0.00,0.00,0
1537,1,34.01,20.35,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.01,4.96,4.45,0.00,0.00,0.00,0.00,0
1559,1,34.43,20.34,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.01,4.97,4.46,0.00,0.00,0.00,0.00,0
1578,1,34.84,20.23,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.01,4.99,4.47,0.00,0.00,0.00,0.00,0
1599,1,35.23,20.00,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.01,5.00,4.48,0.00,0.00,0.00,0.00,0
1618,1,35.62,19.65,0.00,0.00,0.00,0.00,-29.72,-27.00,0.00,-0.01,5.02,4.49,0.00,0.00,0.00,0.00,0
1639,1,35.99,19.10,0.00,0.00,0.00,0.00,-29.72,-27.00,0.00,-0.01,5.03,4.50,0.00,0.00,0.00,0.00,0
1658,1,36.35,18.79,0.00,0.00,0.00,0.00,-29.72,-27.00,0.00,-0.01,5.05,4.50,0.00,0.00,0.00,0.00,0
1678,1,36.71,18.49,0.00,0.00,0.00,0.00,-29.72,-27.00,0.00,-0.01,5.06,4.51,0.00,0.00,0.00,0.00,0
1699,1,37.08,18.45,0.00,0.00,0.00,0.00,-29.72,-27.00,0.00,-0.01,5.07,4.52,0.00,0.00,0.00,0.00,0
1719,1,37.46,18.57,0.00,0.00,0.00,0.00,-29.72,-27.00,0.00,-0.01,5.09,4.53,0.00,0.00,0.00,0.00,0
1738,1,37.85,18.83,0.00,0.00,0.00,0.00,-29.72,-27.00,0.00,-0.01,5.10,4.54,0.00,0.00,0.00,0.00,0
1759,1,38.24,18.72,0.00,0.00,0.00,0.00,-29.72,-27.00,0.00,-0.01,5.11,4.55,0.00,0.00,0.00,0.00,0
1778,1,38.61,18.55,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.03,-0.01,5.13,4.56,0.00,0.00,0.00,0.00,0
1798,1,38.98,18.25,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.03,-0.01,5.14,4.56,0.00,0.00,0.00,0.00,0
1819,1,39.33,17.94,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.03,-0.01,5.15,4.57,0.00,0.00,0.00,0.00,0
1838,1,39.67,17.66,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.03,-0.01,5.17,4.58,0.00,0.00,0.00,0.00,0
1859,1,40.02,17.55,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.03,-0.01,5.18,4.59,0.00,0.00,0.00,0.00,0
1879,1,40.37,17.39,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.03,-0.01,5.19,4.59,0.00,0.00,0.00,0.00,0
1898,1,40.72,17.34,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.03,-0.01,5.20,4.60,0.00,0.00,0.00,0.00,0
1919,1,41.08,17.36,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.03,-0.01,5.22,4.61,0.00,0.00,0.00,0.00,0
1937,1,41.44,17.45,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.01,-0.01,5.23,4.62,0.00,0.00,0.00,0.00,0
1959,1,41.79,17.38,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.01,-0.01,5.24,4.62,0.00,0.00,0.00,0.00,0
1979,1,42.14,17.09,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.01,-0.01,5.25,4.63,0.00,0.00,0.00,0.00,0
1999,1,42.47,16.81,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.01,-0.01,5.27,4.64,0.00,0.00,0.00,0.00,0
2018,1,42.81,16.71,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.01,-0.01,5.28,4.65,0.00,0.00,0.00,0.00,0
2039,1,43.14,16.49,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.01,-0.01,5.29,4.65,0.00,0.00,0.00,0.00,0
2057,1,43.48,16.52,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.01,-0.01,5.30,4.66,0.00,0.00,0.00,0.00,0
2079,1,43.81,16.53,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.01,-0.03,5.31,4.67,0.00,0.00,0.00,0.00,0
2098,1,44.16,16.49,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.03,5.32,4.68,0.00,0.00,0.00,0.00,0
2119,1,44.49,16.27,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.03,5.33,4.68,0.00,0.00,0.00,0.00,0
2138,1,44.80,15.93,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.03,5.35,4.69,0.00,0.00,0.00,0.00,0
2159,1,45.12,15.76,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.03,5.36,4.70,0.00,0.00,0.00,0.00,0
2178,1,45.44,15.73,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.03,5.37,4.70,0.00,0.00,0.00,0.00,0
2199,1,45.76,15.63,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.03,5.38,4.71,0.00,0.00,0.00,0.00,0
2218,1,46.08,15.52,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.03,5.39,4.72,0.00,0.00,0.00,0.00,0
2239,1,46.39,15.32,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.01,5.40,4.72,0.00,0.00,0.00,0.00,0
2258,1,46.70,15.08,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.01,5.41,4.73,0.00,0.00,0.00,0.00,0
2279,1,47.00,14.94,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.01,5.42,4.74,0.00,0.00,0.00,0.00,0
2298,1,47.30,14.87,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.01,5.43,4.74,0.00,0.00,0.00,0.00,0
2318,1,47.60,14.88,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.01,5.44,4.75,0.00,0.00,0.00,0.00,0
2339,1,47.91,14.96,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.01,5.45,4.76,0.00,0.00,0.00,0.00,0
2359,1,48.22,14.97,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.01,5.46,4.76,0.00,0.00,0.00,0.00,0
2378,1,48.53,14.69,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.01,5.47,4.77,0.00,0.00,0.00,0.00,0
2399,1,48.80,14.30,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.00,5.48,4.77,0.00,0.00,0.00,0.00,0
2418,1,49.08,14.11,0.00,0.00,0.00,0.00,-29.72,-27.00,0.06,-0.00,5.49,4.78,0.00,0.00,0.00,0.00,0
2438,1,49.36,14.07,0.00,0.00,0.00,0.00,-29.72,-27.00,0.06,-0.00,5.50,4.79,0.00,0.00,0.00,0.00,0
2459,1,49.65,14.12,0.00,0.00,0.00,0.00,-29.72,-27.00,0.06,-0.00,5.51,4.79,0.00,0.00,0.00,0.00,0
2479,1,49.94,14.09,0.00,0.00,0.00,0.00,-29.72,-27.00,0.06,-0.00,5.52,4.80,0.00,0.00,0.00,0.00,0
2498,1,50.23,14.03,0.00,0.00,0.00,0.00,-29.72,-27.00,0.06,-0.00,5.53,4.80,0.00,0.00,0.00,0.00,0
2519,1,50.51,13.93,0.00,0.00,0.00,0.00,-29.72,-27.00,0.06,-0.00,5.54,4.81,0.00,0.00,0.00,0.00,0
2538,1,50.79,13.75,0.00,0.00,0.00,0.00,-29.72,-27.00,0.06,-0.00,5.55,4.82,0.00,0.00,0.00,0.00,0
2559,1,51.06,13.53,0.00,0.00,0.00,0.00,-29.72,-27.00,0.06,0.03,5.56,4.82,0.00,0.00,0.00,0.00,0
2578,1,51.33,13.44,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.03,5.57,4.83,0.00,0.00,0.00,0.00,0
2599,1,51.61,13.51,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.03,5.58,4.83,0.00,0.00,0.00,0.00,0
2618,1,51.89,13.73,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.03,5.59,4.84,0.00,0.00,0.00,0.00,0
2639,1,52.19,13.87,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.03,5.59,4.84,0.00,0.00,0.00,0.00,0
2658,1,52.48,13.76,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.03,5.60,4.85,0.00,0.00,0.00,0.00,0
2679,1,52.75,13.43,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.03,5.61,4.85,0.00,0.00,0.00,0.00,0
2697,1,53.00,12.96,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.03,5.62,4.86,0.00,0.00,0.00,0.00,0
2719,1,53.24,12.54,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,0.00,5.63,4.86,0.00,0.00,0.00,0.00,0
2738,1,53.48,12.37,0.00,0.00,0.00,0.00,-29.72,-27.00,0.09,0.00,5.64,4.87,0.00,0.00,0.00,0.00,0
2759,1,53.74,12.44,0.00,0.00,0.00,0.00,-29.72,-27.00,0.09,0.00,5.65,4.88,0.00,0.00,0.00,0.00,0
2778,1,54.00,12.67,0.00,0.00,0.00,0.00,-29.72,-27.00,0.09,0.00,5.66,4.88,0.00,0.00,0.00,0.00,0
2799,1,54.27,12.89,0.00,0.00,0.00,0.00,-29.72,-27.00,0.09,0.00,5.66,4.89,0.00,0.00,0.00,0.00,0
2817,1,54.55,13.09,0.00,0.00,0.00,0.00,-29.72,-27.00,0.09,0.00,5.67,4.89,0.00,0.00,0.00,0.00,0
2839,1,54.83,13.09,0.00,0.00,0.00,0.00,-29.72,-27.00,0.09,0.00,5.68,4.90,0.00,0.00,0.00,0.00,0
2858,1,55.10,12.76,0.00,0.00,0.00,0.00,-29.72,-27.00,0.09,0.00,5.69,4.90,0.00,0.00,0.00,0.00,0
2879,1,55.34,12.22,0.00,0.00,0.00,0.00,-29.72,-27.00,0.09,-0.00,5.69,4.91,0.00,0.00,0.00,0.00,0
2898,1,55.56,11.68,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.00,5.70,4.91,0.00,0.00,0.00,0.00,0
2919,1,55.78,11.40,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.00,5.71,4.92,0.00,0.00,0.00,0.00,0
2938,1,56.00,11.38,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.00,5.72,4.92,0.00,0.00,0.00,0.00,0
2958,1,56.24,11.54,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.00,5.73,4.92,0.00,0.00,0.00,0.00,0
2979,1,56.50,11.83,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.00,5.73,4.93,0.00,0.00,0.00,0.00,0
2999,1,56.76,11.99,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.00,5.74,4.94,0.00,0.00,0.00,0.00,0
3018,1,57.02,12.03,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.00,5.75,4.94,0.00,0.00,0.00,0.00,0
3039,1,57.27,11.88,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.02,-0.02,5.76,4.94,0.00,0.00,0.00,0.00,0
3058,1,57.50,11.54,0.00,0.00,0.00,0.00,-29.72,-27.00,0.03,-0.02,5.76,4.95,0.00,0.00,0.00,0.00,0
3078,1,57.72,11.12,0.00,0.00,0.00,0.00,-29.72,-27.00,0.03,-0.02,5.77,4.95,0.00,0.00,0.00,0.00,0
3099,1,57.92,10.80,0.00,0.00,0.00,0.00,-29.72,-27.00,0.03,-0.02,5.78,4.96,0.00,0.00,0.00,0.00,0
3119,1,58.12,10.63,0.00,0.00,0.00,0.00,-29.72,-27.00,0.03,-0.02,5.78,4.96,0.00,0.00,0.00,0.00,0
3138,1,58.34,10.77,0.00,0.00,0.00,0.00,-29.72,-27.00,0.03,-0.02,5.79,4.97,0.00,0.00,0.00,0.00,0
3159,1,58.58,11.06,0.00,0.00,0.00,0.00,-29.72,-27.00,0.03,-0.02,5.80,4.97,0.00,0.00,0.00,0.00,0
3178,1,58.83,11.35,0.00,0.00,0.00,0.00,-29.72,-27.00,0.03,-0.02,5.81,4.97,0.00,0.00,0.00,0.00,0
3199,1,59.07,11.42,0.00,0.00,0.00,0.00,-29.72,-27.00,0.03,0.03,5.81,4.98,0.00,0.00,0.00,0.00,0
3216,1,59.30,11.18,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.03,5.82,4.98,0.00,0.00,0.00,0.00,0
3239,1,59.56,10.61,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.03,5.82,4.99,0.00,0.00,0.00,0.00,0
3258,1,59.71,10.29,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.03,5.83,4.99,0.00,0.00,0.00,0.00,0
3279,1,59.90,9.92,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.03,5.84,4.99,0.00,0.00,0.00,0.00,0
3298,1,60.08,9.69,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.03,5.85,5.00,0.00,0.00,0.00,0.00,0
3319,1,60.28,9.73,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.03,5.85,5.00,0.00,0.00,0.00,0.00,0
3337,1,60.50,10.25,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,0.03,5.86,5.01,0.00,0.00,0.00,0.00,0
3359,1,60.75,10.93,0.00,0.00,0.00,0.00,-29.72,-27.00,-0.00,-0.01,5.86,5.01,0.00,0.00,0.00,0.00,0
3378,1,61.01,11.44,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,-0.01,5.87,5.02,0.00,0.00,0.00,0.00,0
3399,1,61.26,11.67,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,-0.01,5.88,5.02,0.00,0.00,0.00,0.00,0
3418,1,61.50,11.50,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,-0.01,5.88,5.02,0.00,0.00,0.00,0.00,0
3439,1,61.73,11.06,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,-0.01,5.89,5.03,0.00,0.00,0.00,0.00,0
3457,1,61.93,10.37,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,-0.01,5.90,5.03,0.00,0.00,0.00,0.00,0
3479,1,62.09,9.48,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,-0.01,5.90,5.03,0.00,0.00,0.00,0.00,0
3498,1,62.23,8.74,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,-0.01,5.91,5.04,0.00,0.00,0.00,0.00,0
3519,1,62.38,8.36,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.04,5.91,5.04,0.00,0.00,0.00,0.00,0
3538,1,62.54,8.41,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.04,5.92,5.04,0.00,0.00,0.00,0.00,0
3559,1,62.72,8.74,0.00,0.00,0.00,0.00,-29.72,-27.00,0.02,0.04,5.93,5.05,0.00,0.00,0.00,0.00,0
