# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0250
# arm_bal_ki=0.0400
# arm_bal_kd=0.0000
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.5000
# arm_bal_motor_speed=2.00
# arm_bal_vel_deadband=0.10
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# vel_trim_gain=0.4000
# vel_trim_max=2.00
# vel_trim_filter=0.0500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=91.50
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
20,1,-0.89,-0.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,0.01,3.87,3.58,3.89,3.59,0.00,0.00,0
40,1,-0.89,-0.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,0.01,3.87,3.58,3.90,3.61,0.00,0.00,0
61,1,-0.89,-0.16,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,0.01,3.88,3.58,3.91,3.62,0.00,0.00,0
80,1,-0.84,0.53,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,0.01,3.89,3.59,3.93,3.63,0.00,0.00,0
101,1,-0.76,1.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,0.01,3.90,3.60,3.94,3.65,0.00,0.00,0
120,1,-0.66,2.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,0.01,3.91,3.61,3.96,3.66,0.00,0.00,0
141,1,-0.54,3.47,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,0.01,3.92,3.62,3.97,3.68,0.00,0.00,0
159,1,-0.43,3.92,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,-0.02,3.93,3.63,3.98,3.69,0.00,0.00,0
181,1,-0.31,4.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,-0.02,3.95,3.64,4.00,3.70,0.00,0.00,0
200,1,-0.16,5.35,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,-0.02,3.96,3.65,4.01,3.72,0.00,0.00,0
221,1,0.06,7.19,0.00,0.00,0.00,0.0000,0.0000,0.0000,-265.87,-259.39,-0.02,-0.02,3.97,3.66,4.03,3.73,0.00,0.00,0
