[Balance] --- Log dump (53244 bytes, 580 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,integral,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
3978,1,66.21,8.34,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.04,5.12,0.00,0.00,1.47,0
4000,1,66.35,7.74,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.05,5.12,0.00,0.00,1.47,0
4018,1,66.48,7.25,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.05,5.12,0.00,0.00,1.47,0
4040,1,66.62,7.11,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.06,5.12,0.00,0.00,1.47,0
4057,1,66.72,7.12,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.07,5.13,0.00,0.00,1.47,0
4080,1,66.90,7.14,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.07,5.13,0.00,0.00,1.47,0
4098,1,67.06,7.35,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.07,5.13,0.00,0.00,1.47,0
4120,1,67.22,7.43,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.01,6.08,5.13,0.00,0.00,1.47,0
4138,1,67.38,7.59,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.01,6.08,5.14,0.00,0.00,1.47,0
4160,1,67.54,7.72,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.01,6.09,5.14,0.00,0.00,1.47,0
4177,1,67.67,7.79,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.01,6.09,5.14,0.00,0.00,1.47,0
4200,1,67.87,7.92,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.01,6.09,5.15,0.00,0.00,1.47,0
4218,1,68.04,7.95,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.01,6.10,5.15,0.00,0.00,1.47,0
4240,1,68.21,7.93,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.01,6.11,5.15,0.00,0.00,1.47,0
4258,1,68.37,7.73,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.01,6.11,5.15,0.00,0.00,1.47,0
4280,1,68.52,7.58,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.04,6.11,5.16,0.00,0.00,1.47,0
4298,1,68.66,7.24,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.12,5.16,0.00,0.00,1.47,0
4318,1,68.79,6.92,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.12,5.16,0.00,0.00,1.47,0
4338,1,68.92,6.60,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.13,5.16,0.00,0.00,1.47,0
4360,1,69.04,6.38,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.13,5.17,0.00,0.00,1.47,0
4378,1,69.16,6.26,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.13,5.17,0.00,0.00,1.47,0
4400,1,69.29,6.36,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.13,5.17,0.00,0.00,1.47,0
4418,1,69.43,6.54,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.14,5.17,0.00,0.00,1.47,0
4439,1,69.58,6.76,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.05,6.14,5.18,0.00,0.00,1.47,0
4458,1,69.73,7.01,88.50,0.00,0.00,-5.000,5.88,11.76,0.08,-0.05,6.15,5.18,0.00,0.00,1.47,0
4480,1,69.88,7.11,88.50,0.00,0.00,-5.000,5.88,11.76,0.08,-0.05,6.15,5.18,0.00,0.00,1.47,0
4498,1,70.03,7.15,88.50,0.00,0.00,-5.000,5.88,11.76,0.08,-0.05,6.16,5.18,0.00,0.00,1.47,0
4520,1,70.18,7.13,88.50,0.00,0.00,-5.000,5.88,11.76,0.08,-0.05,6.16,5.19,0.00,0.00,1.47,0
4538,1,70.32,6.95,88.50,0.00,0.00,-5.000,5.88,11.76,0.08,-0.05,6.16,5.19,0.00,0.00,1.47,0
4560,1,70.46,6.77,88.50,0.00,0.00,-5.000,5.88,11.76,0.08,-0.05,6.17,5.19,0.00,0.00,1.47,0
4577,1,70.56,6.67,88.50,0.00,0.00,-5.000,5.88,11.76,0.08,-0.05,6.17,5.19,0.00,0.00,1.47,0
4600,1,70.71,6.46,88.50,0.00,0.00,-5.000,5.88,11.76,0.08,-0.01,6.17,5.19,0.00,0.00,1.47,0
4618,1,70.84,6.27,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.01,6.18,5.20,0.00,0.00,1.47,0
4640,1,70.96,6.13,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.01,6.18,5.20,0.00,0.00,1.47,0
4658,1,71.07,5.97,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.01,6.18,5.20,0.00,0.00,1.47,0
4680,1,71.19,5.89,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.01,6.18,5.20,0.00,0.00,1.47,0
4698,1,71.30,5.68,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.01,6.19,5.20,0.00,0.00,1.47,0
4720,1,71.41,5.54,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.01,6.19,5.21,0.00,0.00,1.47,0
4738,1,71.52,5.48,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.01,6.20,5.21,0.00,0.00,1.47,0
4760,1,71.63,5.41,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.02,6.20,5.21,0.00,0.00,1.47,0
4778,1,71.74,5.30,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.02,6.20,5.21,0.00,0.00,1.47,0
4800,1,71.84,5.33,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.02,6.21,5.21,0.00,0.00,1.47,0
4817,1,71.93,5.37,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.02,6.21,5.22,0.00,0.00,1.47,0
4840,1,72.08,5.59,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.02,6.21,5.22,0.00,0.00,1.47,0
4858,1,72.20,5.69,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.02,6.22,5.22,0.00,0.00,1.47,0
4880,1,72.32,5.81,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.02,6.22,5.22,0.00,0.00,1.47,0
4898,1,72.45,5.93,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.02,6.22,5.22,0.00,0.00,1.47,0
4920,1,72.58,6.09,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.02,6.22,5.23,0.00,0.00,1.47,0
4938,1,72.71,6.18,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.02,6.23,5.23,0.00,0.00,1.47,0
4959,1,72.85,6.28,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.02,6.23,5.23,0.00,0.00,1.47,0
4978,1,72.98,6.31,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.02,6.23,5.23,0.00,0.00,1.47,0
5000,1,73.11,6.30,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.02,6.24,5.23,0.00,0.00,1.47,0
5018,1,73.23,6.11,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.02,6.24,5.24,0.00,0.00,1.47,0
5040,1,73.36,5.89,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.02,6.24,5.24,0.00,0.00,1.47,0
5058,1,73.46,5.45,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.02,6.25,5.24,0.00,0.00,1.47,0
5078,1,73.55,5.08,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.02,6.25,5.24,0.00,0.00,1.47,0
5098,1,73.63,4.74,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.25,5.24,0.00,0.00,1.47,0
5120,1,73.72,4.68,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.26,5.24,0.00,0.00,1.47,0
5138,1,73.81,4.59,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.26,5.25,0.00,0.00,1.47,0
5160,1,73.91,4.66,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.26,5.25,0.00,0.00,1.47,0
5178,1,74.01,4.76,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.26,5.25,0.00,0.00,1.47,0
5200,1,74.11,4.86,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.26,5.25,0.00,0.00,1.47,0
5218,1,74.22,4.87,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.27,5.25,0.00,0.00,1.47,0
5240,1,74.32,4.83,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.04,6.27,5.25,0.00,0.00,1.47,0
5258,1,74.42,4.81,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.04,6.27,5.26,0.00,0.00,1.47,0
5280,1,74.51,4.76,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.04,6.27,5.26,0.00,0.00,1.47,0
5298,1,74.60,4.68,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.04,6.28,5.26,0.00,0.00,1.47,0
5320,1,74.70,4.70,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.04,6.28,5.26,0.00,0.00,1.47,0
5337,1,74.77,4.68,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.04,6.28,5.26,0.00,0.00,1.47,0
5360,1,74.89,4.63,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.04,6.29,5.26,0.00,0.00,1.47,0
5378,1,74.99,4.56,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.04,6.29,5.26,0.00,0.00,1.47,0
5400,1,75.08,4.47,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.29,5.27,0.00,0.00,1.47,0
5418,1,75.16,4.40,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.02,6.30,5.27,0.00,0.00,1.47,0
5440,1,75.25,4.30,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.02,6.30,5.27,0.00,0.00,1.47,0
5457,1,75.31,4.34,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.02,6.30,5.27,0.00,0.00,1.47,0
5480,1,75.44,4.53,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.02,6.30,5.27,0.00,0.00,1.47,0
5498,1,75.54,4.71,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.02,6.30,5.27,0.00,0.00,1.47,0
5520,1,75.65,4.98,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.02,6.31,5.28,0.00,0.00,1.47,0
5538,1,75.76,5.08,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.02,6.31,5.28,0.00,0.00,1.47,0
5560,1,75.88,5.19,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.06,6.31,5.28,0.00,0.00,1.47,0
5578,1,75.99,5.22,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.06,6.31,5.28,0.00,0.00,1.47,0
5598,1,76.09,5.05,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.06,6.31,5.28,0.00,0.00,1.47,0
5619,1,76.19,4.84,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.06,6.31,5.28,0.00,0.00,1.47,0
5638,1,76.27,4.52,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.06,6.32,5.28,0.00,0.00,1.47,0
5658,1,76.35,4.20,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.06,6.32,5.29,0.00,0.00,1.47,0
5680,1,76.41,3.88,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.06,6.32,5.29,0.00,0.00,1.47,0
5698,1,76.48,3.65,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.06,6.32,5.29,0.00,0.00,1.47,0
5719,1,76.54,3.45,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.03,6.33,5.29,0.00,0.00,1.47,0
5738,1,76.61,3.48,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.03,6.33,5.29,0.00,0.00,1.47,0
5760,1,76.68,3.46,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.03,6.33,5.29,0.00,0.00,1.47,0
5778,1,76.75,3.43,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.03,6.34,5.29,0.00,0.00,1.47,0
5800,1,76.82,3.58,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.03,6.34,5.29,0.00,0.00,1.47,0
5818,1,76.91,3.76,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.03,6.34,5.29,0.00,0.00,1.47,0
5840,1,76.99,3.84,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.03,6.34,5.30,0.00,0.00,1.47,0
5857,1,77.06,3.94,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.03,6.34,5.30,0.00,0.00,1.47,0
5880,1,77.16,3.86,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.03,6.34,5.30,0.00,0.00,1.47,0
5898,1,77.24,3.74,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.03,6.35,5.30,0.00,0.00,1.47,0
5920,1,77.31,3.67,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.03,6.35,5.30,0.00,0.00,1.47,0
5938,1,77.38,3.58,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.03,6.35,5.30,0.00,0.00,1.47,0
5960,1,77.45,3.53,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.03,6.35,5.30,0.00,0.00,1.47,0
5977,1,77.50,3.55,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.03,6.35,5.30,0.00,0.00,1.47,0
6000,1,77.59,3.57,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.03,6.35,5.31,0.00,0.00,1.47,0
6018,1,77.67,3.59,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.03,6.35,5.31,0.00,0.00,1.47,0
6040,1,77.75,3.70,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.00,6.36,5.31,0.00,0.00,1.47,0
6058,1,77.83,3.71,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.00,6.36,5.31,0.00,0.00,1.47,0
6080,1,77.91,3.70,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.00,6.36,5.31,0.00,0.00,1.47,0
6097,1,77.96,3.63,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.00,6.36,5.31,0.00,0.00,1.47,0
6120,1,78.06,3.68,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.00,6.36,5.31,0.00,0.00,1.47,0
6138,1,78.14,3.74,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.00,6.36,5.31,0.00,0.00,1.47,0
6160,1,78.22,3.71,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.00,6.37,5.31,0.00,0.00,1.47,0
6178,1,78.29,3.65,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.00,6.37,5.32,0.00,0.00,1.47,0
6200,1,78.36,3.54,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.02,6.37,5.32,0.00,0.00,1.47,0
6218,1,78.43,3.43,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.02,6.38,5.32,0.00,0.00,1.47,0
6238,1,78.49,3.35,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.02,6.38,5.32,0.00,0.00,1.47,0
6258,1,78.56,3.28,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.02,6.38,5.32,0.00,0.00,1.47,0
6280,1,78.62,3.24,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.02,6.38,5.32,0.00,0.00,1.47,0
6298,1,78.69,3.28,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.02,6.38,5.32,0.00,0.00,1.47,0
6320,1,78.76,3.34,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.02,6.39,5.32,0.00,0.00,1.47,0
6338,1,78.84,3.43,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.02,6.39,5.32,0.00,0.00,1.47,0
6358,1,78.91,3.39,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,0.04,6.39,5.32,0.00,0.00,1.47,0
6378,1,78.97,3.29,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.04,6.39,5.33,0.00,0.00,1.47,0
6400,1,79.04,3.24,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.04,6.39,5.33,0.00,0.00,1.47,0
6418,1,79.11,3.12,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.04,6.39,5.33,0.00,0.00,1.47,0
6440,1,79.16,3.02,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.04,6.39,5.33,0.00,0.00,1.47,0
6458,1,79.22,2.92,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.04,6.39,5.33,0.00,0.00,1.47,0
6480,1,79.27,2.85,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.04,6.39,5.33,0.00,0.00,1.47,0
6497,1,79.32,2.85,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.04,6.40,5.33,0.00,0.00,1.47,0
6520,1,79.39,2.84,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.00,6.40,5.33,0.00,0.00,1.47,0
6538,1,79.45,2.85,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.00,6.40,5.33,0.00,0.00,1.47,0
6560,1,79.50,2.81,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.00,6.40,5.33,0.00,0.00,1.47,0
6578,1,79.56,2.75,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.00,6.40,5.33,0.00,0.00,1.47,0
6600,1,79.61,2.71,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.00,6.40,5.33,0.00,0.00,1.47,0
6618,1,79.67,2.63,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.00,6.40,5.34,0.00,0.00,1.47,0
6640,1,79.72,2.60,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.00,6.40,5.34,0.00,0.00,1.47,0
6658,1,79.77,2.53,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.00,6.40,5.34,0.00,0.00,1.47,0
6680,1,79.82,2.56,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.02,6.40,5.34,0.00,0.00,1.47,0
6698,1,79.87,2.48,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.02,6.41,5.34,0.00,0.00,1.47,0
6720,1,79.92,2.46,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.02,6.41,5.34,0.00,0.00,1.47,0
6737,1,79.96,2.43,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.02,6.41,5.34,0.00,0.00,1.47,0
6760,1,80.03,2.45,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.02,6.41,5.34,0.00,0.00,1.47,0
6778,1,80.07,2.37,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.02,6.41,5.34,0.00,0.00,1.47,0
6800,1,80.12,2.41,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.02,6.41,5.34,0.00,0.00,1.47,0
6818,1,80.17,2.40,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.02,6.42,5.34,0.00,0.00,1.47,0
6840,1,80.23,2.41,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.10,6.42,5.34,0.00,0.00,1.47,0
6858,1,80.28,2.36,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.10,6.42,5.34,0.00,0.00,1.47,0
6878,1,80.32,2.31,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.10,6.42,5.35,0.00,0.00,1.47,0
6898,1,80.37,2.40,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.10,6.42,5.35,0.00,0.00,1.47,0
6920,1,80.42,2.45,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.10,6.43,5.35,0.00,0.00,1.47,0
6938,1,80.49,2.64,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.10,6.43,5.35,0.00,0.00,1.47,0
6960,1,80.54,2.71,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.10,6.43,5.35,0.00,0.00,1.47,0
6978,1,80.61,2.84,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.10,6.43,5.35,0.00,0.00,1.47,0
6999,1,80.67,2.87,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,0.04,6.43,5.35,0.00,0.00,1.47,0
7018,1,80.74,2.89,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.04,6.43,5.35,0.00,0.00,1.47,0
7040,1,80.79,2.77,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.04,6.43,5.35,0.00,0.00,1.47,0
7058,1,80.85,2.70,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.04,6.43,5.35,0.00,0.00,1.47,0
7080,1,80.89,2.59,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.04,6.44,5.35,0.00,0.00,1.47,0
7098,1,80.94,2.45,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.04,6.44,5.35,0.00,0.00,1.47,0
7120,1,80.99,2.40,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.04,6.44,5.35,0.00,0.00,1.47,0
7137,1,81.02,2.34,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,0.04,6.44,5.36,0.00,0.00,1.47,0
7160,1,81.07,2.30,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.01,6.44,5.36,0.00,0.00,1.47,0
7178,1,81.12,2.27,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.01,6.44,5.36,0.00,0.00,1.47,0
7200,1,81.17,2.27,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.01,6.44,5.36,0.00,0.00,1.47,0
7218,1,81.22,2.33,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.01,6.44,5.36,0.00,0.00,1.47,0
7240,1,81.27,2.40,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.01,6.44,5.36,0.00,0.00,1.47,0
7257,1,81.31,2.49,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.01,6.44,5.36,0.00,0.00,1.47,0
7280,1,81.38,2.56,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.01,6.44,5.36,0.00,0.00,1.47,0
7298,1,81.43,2.55,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.01,6.44,5.36,0.00,0.00,1.47,0
7320,1,81.49,2.64,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.06,6.44,5.36,0.00,0.00,1.47,0
7338,1,81.55,2.61,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.06,6.44,5.36,0.00,0.00,1.47,0
7360,1,81.60,2.64,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.06,6.44,5.36,0.00,0.00,1.47,0
7377,1,81.64,2.60,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.06,6.45,5.36,0.00,0.00,1.47,0
7400,1,81.71,2.55,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.06,6.45,5.37,0.00,0.00,1.47,0
7418,1,81.76,2.45,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.06,6.45,5.37,0.00,0.00,1.47,0
7440,1,81.80,2.33,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.06,6.45,5.37,0.00,0.00,1.47,0
7458,1,81.84,2.18,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,-0.06,6.45,5.37,0.00,0.00,1.47,0
7480,1,81.89,2.12,88.50,0.00,0.00,-5.000,5.88,11.76,-0.01,0.06,6.45,5.37,0.00,0.00,1.47,0
7498,1,81.93,2.09,88.50,0.00,0.00,-5.000,5.88,11.76,0.00,0.06,6.45,5.37,0.00,0.00,1.47,0
7518,1,81.96,1.95,88.50,0.00,0.00,-5.000,5.88,11.76,0.00,0.06,6.45,5.37,0.00,0.00,1.47,0
7539,1,82.01,2.05,88.50,0.00,0.00,-5.000,5.88,11.76,0.00,0.06,6.45,5.37,0.00,0.00,1.47,0
7558,1,82.04,1.92,88.50,0.00,0.00,-5.000,5.88,11.76,0.00,0.06,6.45,5.37,0.00,0.00,1.47,0
7578,1,82.08,2.03,88.50,0.00,0.00,-5.000,5.88,11.76,0.00,0.06,6.46,5.37,0.00,0.00,1.47,0
7600,1,82.13,2.08,88.50,0.00,0.00,-5.000,5.88,11.76,0.00,0.06,6.46,5.37,0.00,0.00,1.47,0
7618,1,82.18,2.31,88.50,0.00,0.00,-5.000,5.88,11.76,0.00,0.06,6.46,5.37,0.00,0.00,1.47,0
7639,1,82.23,2.38,88.50,0.00,0.00,-5.000,5.88,11.76,0.00,-0.07,6.46,5.37,0.00,0.00,1.47,0
7658,1,82.29,2.49,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.07,6.46,5.37,0.00,0.00,1.47,0
7680,1,82.34,2.53,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.07,6.46,5.37,0.00,0.00,1.47,0
7698,1,82.40,2.53,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.07,6.47,5.38,0.00,0.00,1.47,0
7720,1,82.45,2.55,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.07,6.47,5.38,0.00,0.00,1.47,0
7738,1,82.50,2.50,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.07,6.47,5.38,0.00,0.00,1.47,0
7760,1,82.56,2.50,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.07,6.47,5.38,0.00,0.00,1.47,0
7777,1,82.59,2.41,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.07,6.47,5.38,0.00,0.00,1.47,0
7800,1,82.65,2.23,88.50,0.00,0.00,-5.000,5.88,11.76,-0.00,-0.02,6.47,5.38,0.00,0.00,1.47,0
7818,1,82.68,2.14,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,-0.02,6.47,5.38,0.00,0.00,1.47,0
7840,1,82.72,2.04,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,-0.02,6.47,5.38,0.00,0.00,1.47,0
7858,1,82.76,2.09,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,-0.02,6.48,5.38,0.00,0.00,1.47,0
7880,1,82.81,2.21,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,-0.02,6.48,5.38,0.00,0.00,1.47,0
7897,1,82.85,2.30,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,-0.02,6.48,5.38,0.00,0.00,1.47,0
7920,1,82.92,2.36,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,-0.02,6.48,5.38,0.00,0.00,1.47,0
7938,1,82.96,2.34,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,-0.02,6.48,5.38,0.00,0.00,1.47,0
7960,1,83.02,2.42,88.50,0.00,0.00,-5.000,5.88,11.76,0.03,0.01,6.48,5.38,0.00,0.00,1.47,0
7978,1,83.07,2.32,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.01,6.48,5.38,0.00,0.00,1.47,0
