[Balance] --- Log dump (53244 bytes, 580 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,integral,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
8000,1,83.11,2.27,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.01,6.48,5.39,0.00,0.00,1.47,0
8017,1,83.14,2.20,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.01,6.48,5.39,0.00,0.00,1.47,0
8040,1,83.19,2.08,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.01,6.48,5.39,0.00,0.00,1.47,0
8058,1,83.23,2.03,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.01,6.48,5.39,0.00,0.00,1.47,0
8080,1,83.27,1.93,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.01,6.48,5.39,0.00,0.00,1.47,0
8098,1,83.31,1.84,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.01,6.48,5.39,0.00,0.00,1.47,0
8120,1,83.35,1.87,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.03,6.48,5.39,0.00,0.00,1.47,0
8138,1,83.38,1.87,88.50,0.00,0.00,-5.000,5.88,11.76,-0.06,-0.03,6.48,5.39,0.00,0.00,1.47,0
8158,1,83.42,1.92,88.50,0.00,0.00,-5.000,5.88,11.76,-0.06,-0.03,6.48,5.39,0.00,0.00,1.47,0
8178,1,83.47,1.99,88.50,0.00,0.00,-5.000,5.88,11.76,-0.06,-0.03,6.48,5.39,0.00,0.00,1.47,0
8200,1,83.51,2.04,88.50,0.00,0.00,-5.000,5.88,11.76,-0.06,-0.03,6.48,5.39,0.00,0.00,1.47,0
8218,1,83.55,2.06,88.50,0.00,0.00,-5.000,5.88,11.76,-0.06,-0.03,6.48,5.39,0.00,0.00,1.47,0
8240,1,83.59,2.10,88.50,0.00,0.00,-5.000,5.88,11.76,-0.06,-0.03,6.48,5.39,0.00,0.00,1.47,0
8258,1,83.64,2.13,88.50,0.00,0.00,-5.000,5.88,11.76,-0.06,-0.03,6.48,5.39,0.00,0.00,1.47,0
8278,1,83.68,2.08,88.50,0.00,0.00,-5.000,5.88,11.76,-0.06,0.04,6.48,5.39,0.00,0.00,1.47,0
8298,1,83.73,2.17,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.48,5.39,0.00,0.00,1.47,0
8320,1,83.78,2.19,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.48,5.39,0.00,0.00,1.47,0
8338,1,83.82,2.16,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.48,5.40,0.00,0.00,1.47,0
8360,1,83.87,2.16,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.49,5.40,0.00,0.00,1.47,0
8378,1,83.91,2.13,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.49,5.40,0.00,0.00,1.47,0
8400,1,83.96,2.15,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.49,5.40,0.00,0.00,1.47,0
8417,1,83.99,2.20,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,0.04,6.49,5.40,0.00,0.00,1.47,0
8440,1,84.05,2.31,88.50,0.00,0.00,-5.000,5.88,11.76,0.02,-0.03,6.49,5.40,0.00,0.00,1.47,0
8458,1,84.10,2.38,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.03,6.49,5.40,0.00,0.00,1.47,0
8480,1,84.16,2.54,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.03,6.49,5.40,0.00,0.00,1.47,0
8498,1,84.22,2.68,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.03,6.49,5.40,0.00,0.00,1.47,0
8520,1,84.28,2.88,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.03,6.49,5.40,0.00,0.00,1.47,0
8538,1,84.35,3.01,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.03,6.49,5.40,0.00,0.00,1.47,0
8560,1,84.43,3.17,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.03,6.49,5.40,0.00,0.00,1.47,0
8578,1,84.50,3.30,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.03,6.49,5.40,0.00,0.00,1.47,0
8600,1,84.57,3.37,88.50,0.00,0.00,-5.000,5.88,11.76,0.01,-0.04,6.49,5.41,0.00,0.00,1.47,0
8618,1,84.65,3.47,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.04,6.49,5.41,0.00,0.00,1.47,0
8640,1,84.72,3.54,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.04,6.49,5.41,0.00,0.00,1.47,0
8657,1,84.78,3.60,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.04,6.49,5.41,0.00,0.00,1.47,0
8680,1,84.88,3.70,88.50,0.00,0.00,-5.000,5.88,11.76,-0.02,-0.04,6.49,5.41,0.00,0.00,1.47,0
8698,2,84.95,3.64,84.95,0.00,0.00,0.000,5.88,11.76,-0.02,-0.04,6.49,5.41,0.00,0.00,0.00,0
8720,2,85.03,3.53,85.01,-0.07,-0.50,-0.000,5.88,11.76,0.02,0.01,6.49,5.41,0.00,0.01,-0.00,0
8738,2,85.07,3.07,85.02,-0.06,-0.43,-0.001,5.88,11.76,-0.08,-0.06,6.49,5.41,-0.00,-0.07,0.01,0
8760,2,85.06,2.01,85.03,-0.04,-0.28,-0.002,5.88,11.75,-0.11,-0.12,6.49,5.41,-0.00,-0.12,0.02,0
8778,2,85.03,1.03,85.04,-0.01,-0.16,-0.003,5.87,11.75,-0.14,-0.21,6.50,5.41,-0.01,-0.17,0.03,0
8799,2,84.97,0.15,85.06,0.07,0.05,-0.002,5.87,11.74,-0.34,-0.26,6.50,5.41,-0.01,-0.30,0.05,0
8818,2,85.02,1.01,85.05,0.06,-0.02,-0.002,5.86,11.74,-0.23,-0.26,6.50,5.41,-0.02,-0.24,0.04,0
8840,2,85.12,2.29,85.03,-0.07,-0.34,-0.004,5.85,11.73,-0.08,-0.10,6.50,5.41,-0.02,-0.09,0.02,0
8858,2,85.20,2.57,85.02,-0.15,-0.46,-0.008,5.85,11.73,0.01,-0.05,6.50,5.41,-0.03,-0.02,0.01,0
8880,2,85.23,2.00,85.04,-0.21,-0.45,-0.013,5.85,11.73,-0.13,-0.15,6.50,5.41,-0.03,-0.14,0.03,0
8898,2,85.23,1.54,85.06,-0.19,-0.37,-0.017,5.84,11.72,-0.25,-0.26,6.50,5.41,-0.03,-0.25,0.05,0
8919,2,85.28,1.71,85.04,-0.22,-0.43,-0.023,5.84,11.72,-0.11,-0.16,6.50,5.41,-0.04,-0.14,0.04,0
8938,2,85.26,0.79,85.06,-0.21,-0.30,-0.027,5.83,11.71,-0.20,-0.24,6.50,5.42,-0.05,-0.22,0.05,0
8960,2,85.16,-0.58,85.08,-0.11,-0.04,-0.031,5.83,11.70,-0.31,-0.35,6.50,5.42,-0.05,-0.33,0.07,0
8978,2,85.16,-0.08,85.10,-0.08,-0.04,-0.034,5.81,11.69,-0.40,-0.47,6.50,5.42,-0.07,-0.43,0.09,0
9000,2,85.31,2.25,85.06,-0.22,-0.49,-0.040,5.80,11.68,-0.20,-0.11,6.50,5.42,-0.08,-0.15,0.05,0
9018,2,85.46,3.42,85.04,-0.37,-0.76,-0.049,5.80,11.68,-0.00,0.00,6.50,5.42,-0.08,-0.00,0.03,0
9041,2,85.53,3.19,85.05,-0.50,-0.88,-0.059,5.80,11.68,-0.11,-0.08,6.50,5.42,-0.08,-0.10,0.04,0
9058,2,85.53,1.95,85.07,-0.49,-0.78,-0.070,5.80,11.67,-0.19,-0.22,6.50,5.42,-0.08,-0.20,0.06,0
9080,2,85.39,-0.53,85.10,-0.33,-0.27,-0.078,5.79,11.66,-0.44,-0.36,6.50,5.42,-0.09,-0.40,0.09,0
9098,2,85.20,-2.75,85.13,-0.15,0.12,-0.081,5.77,11.65,-0.65,-0.54,6.50,5.42,-0.11,-0.59,0.13,0
9120,2,85.28,-0.38,85.12,-0.15,-0.11,-0.087,5.75,11.63,-0.43,-0.52,6.50,5.42,-0.13,-0.47,0.12,0
9138,2,85.44,1.99,85.07,-0.28,-0.46,-0.096,5.74,11.63,-0.13,-0.07,6.50,5.42,-0.13,-0.10,0.07,0
9160,2,85.56,2.81,85.07,-0.49,-0.83,-0.107,5.74,11.62,-0.03,-0.16,6.50,5.42,-0.14,-0.10,0.07,0
9177,2,85.59,2.04,85.09,-0.52,-0.80,-0.119,5.74,11.62,-0.19,-0.24,6.50,5.42,-0.14,-0.21,0.08,0
9200,2,85.52,0.26,85.12,-0.43,-0.46,-0.129,5.73,11.61,-0.39,-0.42,6.50,5.42,-0.15,-0.40,0.12,0
9218,2,85.57,0.98,85.14,-0.43,-0.53,-0.140,5.72,11.59,-0.54,-0.48,6.50,5.42,-0.16,-0.51,0.13,0
9240,2,85.57,0.58,85.10,-0.44,-0.51,-0.152,5.71,11.59,-0.27,-0.26,6.50,5.42,-0.17,-0.27,0.10,0
9258,2,85.50,-0.62,85.13,-0.39,-0.32,-0.161,5.70,11.58,-0.45,-0.42,6.50,5.42,-0.18,-0.43,0.13,0
9280,2,85.44,-0.86,85.15,-0.31,-0.21,-0.170,5.68,11.56,-0.59,-0.48,6.50,5.42,-0.20,-0.53,0.15,0
9297,2,85.57,1.13,85.12,-0.38,-0.46,-0.181,5.67,11.55,-0.17,-0.35,6.50,5.42,-0.21,-0.26,0.12,0
9320,2,85.61,1.20,85.11,-0.49,-0.63,-0.193,5.67,11.55,-0.20,-0.14,6.50,5.42,-0.21,-0.17,0.11,0
9338,2,85.58,0.42,85.13,-0.48,-0.55,-0.205,5.66,11.54,-0.31,-0.35,6.50,5.42,-0.22,-0.33,0.13,0
9360,2,85.56,-0.00,85.15,-0.43,-0.43,-0.216,5.65,11.53,-0.39,-0.43,6.50,5.42,-0.23,-0.41,0.15,0
9378,2,85.67,1.58,85.14,-0.49,-0.63,-0.229,5.64,11.51,-0.30,-0.36,6.50,5.42,-0.24,-0.33,0.14,0
9400,2,85.70,1.26,85.12,-0.56,-0.71,-0.243,5.63,11.51,-0.18,-0.19,6.50,5.42,-0.25,-0.19,0.12,0
9418,2,85.58,-0.83,85.15,-0.50,-0.46,-0.255,5.62,11.50,-0.46,-0.33,6.50,5.42,-0.25,-0.40,0.15,0
9439,2,85.49,-1.52,85.19,-0.34,-0.16,-0.265,5.60,11.49,-0.63,-0.51,6.50,5.42,-0.27,-0.57,0.19,0
9458,2,85.61,0.70,85.16,-0.42,-0.51,-0.277,5.59,11.47,-0.30,-0.46,6.50,5.42,-0.29,-0.38,0.17,0
9480,2,85.66,1.14,85.14,-0.50,-0.64,-0.290,5.59,11.47,-0.20,-0.21,6.50,5.42,-0.29,-0.21,0.14,0
9498,2,85.63,0.40,85.16,-0.50,-0.56,-0.303,5.58,11.46,-0.35,-0.37,6.50,5.42,-0.30,-0.36,0.17,0
9520,2,85.64,0.53,85.18,-0.48,-0.55,-0.315,5.56,11.44,-0.39,-0.46,6.50,5.42,-0.32,-0.42,0.18,0
9538,2,85.76,1.94,85.15,-0.56,-0.76,-0.331,5.56,11.43,-0.24,-0.25,6.50,5.42,-0.32,-0.25,0.16,0
9560,2,85.81,1.73,85.15,-0.66,-0.87,-0.347,5.55,11.43,-0.22,-0.16,6.50,5.42,-0.33,-0.19,0.15,0
9578,2,85.68,-0.58,85.17,-0.57,-0.57,-0.360,5.54,11.42,-0.37,-0.33,6.50,5.42,-0.34,-0.35,0.18,0
9600,2,85.56,-1.90,85.23,-0.39,-0.16,-0.372,5.52,11.40,-0.76,-0.60,6.50,5.42,-0.36,-0.68,0.24,0
9618,2,85.65,0.09,85.19,-0.40,-0.37,-0.385,5.51,11.39,-0.35,-0.34,6.50,5.42,-0.37,-0.34,0.20,0
9640,2,85.67,0.41,85.18,-0.49,-0.54,-0.398,5.49,11.38,-0.27,-0.32,6.50,5.42,-0.38,-0.29,0.19,0
9658,2,85.71,0.84,85.20,-0.53,-0.63,-0.412,5.49,11.36,-0.30,-0.51,6.50,5.42,-0.39,-0.41,0.21,0
9680,2,85.90,3.01,85.18,-0.70,-1.06,-0.430,5.48,11.35,-0.26,-0.26,6.50,5.42,-0.40,-0.26,0.19,0
9697,2,85.97,2.72,85.15,-0.78,-1.13,-0.449,5.47,11.35,-0.13,0.00,6.50,5.42,-0.41,-0.06,0.16,0
9720,2,85.84,-0.09,85.21,-0.69,-0.68,-0.466,5.46,11.34,-0.46,-0.40,6.50,5.42,-0.42,-0.43,0.22,0
9738,2,85.61,-3.01,85.26,-0.46,-0.17,-0.479,5.45,11.33,-0.77,-0.71,6.50,5.42,-0.43,-0.74,0.28,0
9760,2,85.55,-3.31,85.26,-0.29,0.11,-0.489,5.42,11.30,-0.58,-0.66,6.50,5.42,-0.46,-0.62,0.27,0
9778,2,85.46,-4.04,85.27,-0.22,0.24,-0.499,5.41,11.28,-0.57,-0.66,6.51,5.41,-0.47,-0.61,0.28,0
9800,2,85.64,-0.91,85.20,-0.37,-0.26,-0.511,5.39,11.27,-0.08,-0.03,6.50,5.41,-0.49,-0.05,0.20,0
9817,2,85.74,0.46,85.19,-0.52,-0.55,-0.525,5.40,11.27,0.05,0.13,6.50,5.40,-0.48,0.09,0.18,0
9840,2,85.70,-0.80,85.22,-0.51,-0.42,-0.539,5.40,11.27,-0.04,-0.02,6.49,5.39,-0.48,-0.03,0.19,0
9858,2,85.53,-3.47,85.25,-0.32,0.10,-0.548,5.40,11.27,-0.10,-0.11,6.48,5.38,-0.48,-0.10,0.21,0
9880,2,85.34,-5.73,85.28,-0.09,0.60,-0.554,5.39,11.27,-0.23,-0.16,6.47,5.37,-0.49,-0.20,0.23,0
9900,2,85.14,-7.38,85.30,0.14,1.03,-0.555,5.39,11.26,-0.22,-0.16,6.46,5.36,-0.49,-0.19,0.23,0
9920,2,84.96,-8.33,85.27,0.33,1.33,-0.552,5.38,11.26,0.03,0.08,6.45,5.35,-0.50,0.05,0.19,0
9938,2,84.82,-8.63,85.26,0.45,1.49,-0.547,5.39,11.26,0.26,0.22,6.44,5.34,-0.49,0.24,0.16,0
9961,2,84.71,-8.22,85.25,0.55,1.54,-0.538,5.40,11.27,0.40,0.35,6.43,5.33,-0.48,0.37,0.14,0
9980,2,84.74,-6.04,85.20,0.51,1.24,-0.530,5.41,11.29,0.79,0.76,6.42,5.32,-0.47,0.77,0.08,0
10000,2,84.69,-5.41,85.17,0.52,1.17,-0.521,5.45,11.33,1.01,1.09,6.41,5.31,-0.43,1.05,0.03,0
10020,2,84.47,-7.49,85.17,0.70,1.60,-0.507,5.48,11.35,0.92,1.19,6.41,5.30,-0.40,1.05,0.02,0
10040,2,84.22,-9.60,85.20,0.95,2.10,-0.487,5.51,11.38,0.88,0.87,6.40,5.29,-0.37,0.87,0.03,0
10060,2,83.91,-11.75,85.24,1.30,2.71,-0.462,5.53,11.40,0.69,0.61,6.38,5.28,-0.35,0.65,0.05,0
10078,2,83.71,-11.85,85.19,1.52,2.94,-0.431,5.56,11.43,1.17,1.02,6.37,5.27,-0.33,1.09,-0.01,0
10100,2,83.57,-11.23,85.14,1.62,2.97,-0.398,5.59,11.47,1.54,1.49,6.37,5.26,-0.28,1.52,-0.08,0
10120,2,83.48,-10.01,85.12,1.67,2.87,-0.363,5.63,11.51,1.75,1.74,6.35,5.25,-0.25,1.74,-0.12,0
10140,2,83.29,-10.55,85.11,1.83,3.10,-0.323,5.70,11.58,1.86,1.88,6.34,5.24,-0.18,1.87,-0.15,0
10160,2,83.01,-12.17,85.11,2.09,3.55,-0.278,5.76,11.62,1.98,1.80,6.33,5.23,-0.13,1.89,-0.16,0
10180,2,82.63,-14.93,85.12,2.48,4.27,-0.225,5.81,11.68,1.79,1.94,6.33,5.23,-0.07,1.86,-0.16,0
10198,2,82.25,-16.83,85.12,2.88,4.90,-0.163,5.87,11.75,2.03,2.06,6.32,5.22,-0.01,2.05,-0.18,0
10220,2,81.95,-17.07,85.11,3.17,5.22,-0.096,5.94,11.80,2.28,2.32,6.30,5.21,0.05,2.30,-0.21,0
10240,2,81.73,-16.15,85.09,3.38,5.32,-0.024,6.00,11.87,2.71,2.65,6.29,5.20,0.12,2.68,-0.25,0
10260,2,81.53,-15.40,85.05,3.57,5.41,0.053,6.11,11.99,3.14,3.20,6.28,5.19,0.23,3.17,-0.31,0
10280,2,81.28,-15.54,85.05,3.78,5.64,0.135,6.21,12.06,3.43,3.31,6.28,5.18,0.32,3.37,-0.33,0
10300,2,80.87,-17.83,85.07,4.18,6.32,0.225,6.31,12.19,3.50,3.39,6.27,5.17,0.43,3.45,-0.32,0
10320,2,80.40,-20.60,85.11,4.67,7.14,0.325,6.42,12.27,3.51,3.44,6.26,5.16,0.53,3.48,-0.30,0
10338,2,79.93,-22.50,85.16,5.19,7.89,0.435,6.53,12.38,3.63,3.65,6.25,5.15,0.63,3.64,-0.28,0
10361,2,79.52,-23.01,85.18,5.63,8.39,0.553,6.65,12.49,4.22,4.15,6.24,5.14,0.75,4.19,-0.27,0
10380,2,79.16,-22.65,85.22,6.02,8.73,0.679,6.75,12.63,4.58,4.59,6.23,5.13,0.87,4.58,-0.25,0
10400,2,78.82,-22.24,85.26,6.39,9.06,0.812,6.93,12.81,5.05,5.02,6.22,5.12,1.05,5.03,-0.23,0
10420,2,78.39,-23.33,85.33,6.86,9.66,0.953,7.09,12.94,5.47,5.46,6.20,5.11,1.20,5.46,-0.18,0
10440,2,77.88,-25.39,85.44,7.45,10.50,1.106,7.26,13.10,5.74,5.58,6.20,5.10,1.37,5.66,-0.09,0
10459,2,77.30,-27.83,85.55,8.14,11.48,1.270,7.44,13.28,5.92,5.90,6.19,5.09,1.54,5.91,-0.00,0
10480,2,76.66,-30.41,85.57,8.89,12.54,1.270,7.62,13.46,6.28,6.20,6.18,5.08,1.73,6.24,-0.00,0
10500,2,76.07,-31.56,85.58,9.50,13.29,1.270,7.77,13.66,6.69,6.75,6.17,5.07,1.90,6.72,-0.00,0
10520,2,75.57,-31.37,85.60,10.02,13.78,1.270,8.04,13.87,7.61,7.36,6.16,5.06,2.14,7.49,-0.00,0
10540,2,75.06,-31.21,85.61,10.53,14.28,1.270,8.28,14.11,8.14,8.07,6.15,5.05,2.38,8.10,-0.00,0
10560,2,74.50,-32.07,85.63,11.11,14.96,1.270,8.54,14.36,8.66,8.51,6.14,5.04,2.63,8.59,-0.00,0
10578,2,73.83,-34.31,85.65,11.80,15.92,1.270,8.81,14.63,9.13,8.90,6.12,5.03,2.90,9.01,-0.00,0
10600,2,73.02,-37.99,85.66,12.63,17.19,1.270,9.09,14.97,9.26,9.40,6.11,5.02,3.21,9.33,-0.00,0
10620,2,72.18,-41.20,85.68,13.48,18.43,1.270,9.30,15.19,9.73,9.53,6.11,5.01,3.43,9.63,-0.00,0
10640,2,71.30,-44.05,85.69,14.38,19.66,1.270,9.69,15.57,10.55,10.40,6.09,5.00,3.81,10.48,-0.00,0
10660,2,70.48,-45.42,85.71,15.21,20.66,1.270,10.02,15.82,11.40,11.13,6.09,4.99,4.10,11.27,-0.00,0
10680,2,69.63,-47.06,85.72,16.08,21.73,1.270,10.37,16.17,12.10,11.92,6.07,4.98,4.45,12.01,-0.00,0
10700,2,68.68,-49.52,85.74,17.05,22.99,1.270,10.75,16.63,12.72,12.93,6.06,4.97,4.87,12.82,-0.00,0
10718,2,67.73,-51.82,85.75,18.01,24.23,1.270,11.15,16.93,13.45,13.38,6.06,4.96,5.22,13.42,-0.00,8
10740,2,66.60,-55.78,85.77,19.15,25.00,1.270,11.57,17.35,14.22,13.95,6.05,4.95,5.64,14.09,-0.00,8
10760,2,65.36,-60.41,85.79,20.41,25.00,1.270,11.90,17.79,14.81,14.78,6.03,4.94,6.03,14.80,-0.00,8
10780,2,63.96,-66.40,85.80,21.82,25.00,1.270,12.49,18.36,16.01,15.88,6.02,4.93,6.60,15.95,-0.00,8
10800,2,62.20,-74.81,85.82,23.60,25.00,1.270,12.98,18.85,16.19,16.21,6.01,4.92,7.10,16.20,-0.00,8
10820,2,60.35,-77.57,85.83,25.46,25.00,1.270,13.47,19.23,16.28,16.26,6.01,4.91,7.53,16.27,-0.00,8
10838,2,58.84,-72.63,85.85,26.99,25.00,1.270,13.97,19.72,16.54,16.35,6.00,4.89,8.03,16.44,-0.00,8
10860,2,57.86,-62.28,85.87,27.99,25.00,1.270,14.47,20.22,16.60,16.28,5.98,4.88,8.53,16.44,-0.00,8
10880,2,56.32,-68.81,85.89,29.56,25.00,1.270,14.85,20.71,16.25,15.89,5.97,4.87,8.96,16.07,-0.00,8
10900,2,53.01,-104.20,85.90,32.88,25.00,1.270,15.44,21.31,15.81,16.44,5.96,4.86,9.56,16.12,-0.00,8
10920,2,49.06,-109.56,85.92,36.85,25.00,1.270,15.92,21.69,16.06,16.64,5.96,4.85,9.99,16.35,-0.00,10
10940,2,51.60,-48.56,85.94,34.31,25.00,1.270,16.42,22.19,15.52,16.64,5.94,4.84,10.49,16.08,-0.00,8
10960,2,52.14,-25.30,85.95,33.80,25.00,1.270,16.91,22.69,14.89,15.90,5.93,4.84,10.98,15.39,-0.00,8
10978,2,52.11,-14.15,85.96,33.84,25.00,1.270,17.40,23.18,17.74,16.28,5.93,4.83,11.47,17.01,-0.00,8
11000,2,53.87,11.23,85.98,32.09,25.00,1.270,17.92,23.79,15.18,16.51,5.91,4.82,12.04,15.85,-0.00,8
11020,2,55.45,42.32,86.00,30.52,25.00,1.270,18.25,24.17,15.91,14.47,5.90,4.81,12.39,15.19,-0.00,8
11042,2,57.25,44.65,86.01,29.04,23.44,1.270,18.90,24.74,17.73,18.00,5.89,4.80,13.00,17.86,-0.00,0
11060,2,57.26,29.34,86.02,28.75,25.00,1.270,19.41,25.16,17.33,17.72,5.88,4.79,13.47,17.53,-0.00,8
11081,2,56.28,3.32,86.03,29.74,25.00,1.270,19.91,25.76,16.04,16.42,5.87,4.79,14.02,16.23,-0.00,8
11099,2,54.42,-25.10,86.04,31.62,25.00,1.270,20.40,26.26,16.51,16.28,5.86,4.78,14.51,16.39,-0.00,8
11121,2,52.99,-37.72,86.06,33.05,25.00,1.270,20.89,26.76,16.01,16.26,5.85,4.77,15.01,16.13,-0.00,8
11141,2,53.13,-15.05,86.08,32.93,25.00,1.270,21.37,27.13,16.02,16.05,5.84,4.76,15.43,16.03,-0.00,8
11161,2,52.74,-4.17,86.09,33.34,25.00,1.270,21.86,27.75,16.29,15.75,5.83,4.75,15.98,16.02,-0.00,8
11180,2,51.45,-17.35,86.10,34.64,25.00,1.270,22.36,28.26,17.69,17.00,5.82,4.75,16.49,17.34,-0.00,8
11202,2,49.89,-36.16,86.12,36.22,25.00,1.270,22.90,28.74,16.47,16.53,5.81,4.74,17.00,16.50,-0.00,10
11219,2,49.38,-31.68,86.14,36.74,25.00,1.270,23.37,29.24,15.92,16.47,5.80,4.73,17.49,16.20,-0.00,10
11242,2,49.79,-19.30,86.16,36.35,25.00,1.270,23.86,29.74,16.51,16.22,5.79,4.71,17.98,16.37,-0.00,10
11260,2,50.32,-6.94,86.17,35.84,25.00,1.270,24.24,30.12,16.10,16.19,5.78,4.70,18.36,16.15,-0.00,10
11282,2,49.68,-8.56,86.18,36.49,25.00,1.270,24.84,30.72,16.35,16.05,5.77,4.70,18.96,16.20,-0.00,10
11300,2,48.57,-17.05,86.19,37.62,25.00,1.270,25.34,31.23,16.74,17.50,5.76,4.69,19.47,17.12,-0.00,10
11322,2,47.59,-27.17,86.21,38.60,25.00,1.270,25.87,31.73,17.14,15.76,5.75,4.68,19.98,16.45,-0.00,10
11340,2,47.10,-26.21,86.23,39.11,25.00,1.270,26.37,32.23,16.48,16.74,5.74,4.67,20.48,16.61,-0.00,10
11362,2,47.17,-18.61,86.25,39.06,25.00,1.270,26.86,32.72,16.28,16.34,5.73,4.66,20.98,16.31,-0.00,10
11380,2,47.08,-13.86,86.26,39.16,25.00,1.270,27.36,33.22,16.43,16.12,5.72,4.65,21.47,16.28,-0.00,10
11402,2,46.83,-12.51,86.27,39.43,25.00,1.270,27.85,33.72,16.28,16.64,5.71,4.65,21.97,16.46,-0.00,10
11420,2,46.58,-12.40,86.29,39.69,25.00,1.270,28.35,34.22,16.44,16.57,5.70,4.64,22.47,16.51,-0.00,10
11442,2,46.03,-16.24,86.30,40.25,25.00,1.270,28.86,34.72,16.68,16.28,5.69,4.63,22.97,16.48,-0.00,10
11460,2,44.96,-25.38,86.31,41.34,25.00,1.270,29.36,35.22,16.95,16.95,5.68,4.62,23.48,16.95,-0.00,10
11482,2,44.01,-31.43,86.33,42.31,25.00,1.270,29.87,35.73,16.43,16.82,5.67,4.61,23.98,16.62,-0.00,10
11500,2,43.67,-28.45,86.35,42.66,25.00,1.270,30.36,36.23,16.13,16.20,5.66,4.60,24.48,16.17,-0.00,10
11522,2,43.78,-18.99,86.37,42.57,25.00,1.270,30.85,36.72,16.34,16.20,5.65,4.59,24.97,16.27,-0.00,10
11540,2,43.66,-14.34,86.38,42.71,25.00,1.270,31.34,37.22,16.29,16.49,5.64,4.58,25.47,16.39,-0.00,10
11562,2,43.15,-15.45,86.40,43.23,25.00,1.270,31.84,37.73,16.36,16.78,5.63,4.57,25.97,16.57,-0.00,10
11580,2,42.33,-22.17,86.41,44.06,25.00,1.270,32.35,38.22,17.02,16.06,5.62,4.56,26.47,16.54,-0.00,10
11602,2,41.64,-25.46,86.43,44.77,25.00,1.270,32.86,38.72,16.66,16.88,5.61,4.55,26.97,16.77,-0.00,10
[Balance] --- End of log ---
