# profile_scope=live
# profile_run_start_uptime_ms=0
# prof_imu_max_us=1164
# prof_ctl_max_us=625
# prof_disp_max_us=8853
# prof_ws_max_us=39
# prof_tel_max_us=318
# prof_crsf_max_us=382
# prof_can_max_us=359
# prof_bal_max_us=126
# prof_adrv_max_us=84
# prof_loopgap_max_us=44962
# prof_ctlgap_max_us=41268
# stall_events=0
# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=7
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=2
# sample_size_bytes=220
# sample_count=1428
# checksum=0x1D0F7192
# checksum_valid=1
# build_date=Sep 14 2026
# build_time=22:11:28
# run_start_uptime_ms=9845
# run_end_uptime_ms=38676
# run_duration_ms=28831
# end_reason=arms disarmed
# test_note=none
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=2.3112
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0x6A821A10
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms
7515,20,5002,4,0,1,0,0,0,78.060,2.116,77.832,2.747,0.9789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,0.001,-0.034,0.018,0.004,35,55,6.540,5.425,6.534,5.428,0.225,0.033,0.117,0.312,0.9635,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.71,5
7535,20,5002,4,0,1,0,0,0,78.110,2.026,79.105,1.770,0.9728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,0.027,0.025,0.019,0.019,15,15,6.540,5.426,6.535,5.429,-0.086,0.067,0.005,0.312,0.9638,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.71,5
7555,20,5002,4,0,1,0,0,0,78.158,1.796,79.938,0.671,0.9783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,0.027,0.025,0.019,0.019,35,35,6.541,5.427,6.536,5.430,0.030,0.063,0.090,0.254,0.9641,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.71,5
7575,20,5002,4,0,1,0,0,0,78.163,1.178,78.640,-0.610,0.9769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,0.027,0.025,0.019,0.019,55,55,6.542,5.428,6.537,5.430,0.010,-0.031,-0.022,0.254,0.9646,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.71,5
7595,20,5003,4,0,1,0,0,0,78.152,0.736,77.750,-0.366,0.9782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,0.027,0.025,0.019,0.019,75,75,6.543,5.428,6.538,5.431,0.096,0.064,0.186,0.395,0.9649,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.55,4
7615,20,5002,4,0,1,0,0,0,78.145,0.557,77.573,0.183,0.9826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,0.027,0.025,0.019,0.019,95,95,6.544,5.429,6.539,5.432,0.032,-0.011,0.151,0.296,0.9652,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.55,5
7635,20,5002,4,0,1,0,0,0,78.150,0.459,78.421,0.183,0.9793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,0.027,-0.047,0.019,0.001,115,15,6.545,5.429,6.540,5.433,0.179,-0.013,0.236,0.360,0.9656,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.55,5
7655,20,5002,4,0,1,0,0,0,78.157,0.303,78.395,0.000,0.9759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,-0.001,-0.047,0.023,0.001,15,35,6.546,5.430,6.541,5.433,0.008,0.005,0.224,0.451,0.9659,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.55,10
7675,20,5000,4,0,1,0,0,0,78.153,0.161,78.194,-0.305,0.9786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,-0.001,-0.047,0.023,0.001,35,55,6.547,5.430,6.542,5.434,-0.044,0.023,0.050,0.423,0.9661,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.55,5
7695,20,5002,4,0,1,0,0,0,78.149,0.025,78.269,-0.427,0.9763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,-0.001,-0.047,0.023,0.001,55,75,6.548,5.431,6.543,5.435,-0.039,-0.030,0.098,0.442,0.9664,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.55,5
7720,25,5002,5,0,1,0,0,0,78.146,-0.072,78.323,-0.488,0.9784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,-0.001,-0.047,0.023,0.001,80,100,6.549,5.431,6.544,5.435,0.053,-0.003,0.218,0.472,0.9667,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.55,5
7740,20,5002,4,0,1,0,0,0,78.137,-0.201,78.187,-0.610,0.9768,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,-0.001,-0.047,0.023,0.001,100,120,6.550,5.432,6.545,5.436,-0.038,0.030,0.119,0.501,0.9670,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.55,5
7760,20,5002,4,0,1,0,0,0,78.126,-0.334,78.241,-0.671,0.9777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,-0.001,-0.047,0.023,0.001,120,140,6.551,5.432,6.546,5.437,0.046,0.034,0.139,0.523,0.9673,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
7780,20,5002,4,0,1,0,0,0,78.114,-0.396,78.083,-0.610,0.9802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,-0.001,-0.047,0.023,0.001,140,160,6.552,5.433,6.547,5.437,0.085,-0.018,0.086,0.511,0.9677,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
7800,20,5002,4,0,1,0,0,0,78.102,-0.468,78.134,-0.732,0.9773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.725,9.687,-0.091,0.054,0.020,0.016,15,15,6.553,5.433,6.548,5.438,0.034,0.029,0.116,0.503,0.9679,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
7825,25,5002,5,0,1,0,0,0,78.085,-0.506,78.091,-0.366,0.9749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,0.033,0.054,0.020,0.016,20,40,6.554,5.434,6.548,5.439,-0.093,0.101,-0.022,0.559,0.9683,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
7845,20,5002,4,0,1,0,0,0,78.080,-0.482,78.550,-0.366,0.9766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,0.033,0.054,0.020,0.016,40,60,6.555,5.434,6.549,5.440,0.088,0.022,0.182,0.562,0.9686,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
7865,20,5000,4,0,1,0,0,0,78.069,-0.520,78.027,-0.671,0.9805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,0.033,0.054,0.020,0.016,60,80,6.556,5.434,6.550,5.440,0.093,0.063,-0.039,0.539,0.9690,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
7885,20,5002,4,0,1,0,0,0,78.054,-0.547,77.804,-0.671,0.9789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,0.033,0.054,0.020,0.016,80,100,6.557,5.435,6.551,5.441,0.039,0.010,-0.066,0.542,0.9693,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
7905,20,5000,4,0,1,0,0,0,78.041,-0.568,78.039,-0.366,0.9814,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,0.033,0.054,0.020,0.016,100,120,6.558,5.436,6.552,5.442,0.148,0.109,0.031,0.557,0.9696,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
7925,20,5002,4,0,1,0,0,0,78.028,-0.578,78.132,-0.549,0.9783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,0.033,0.054,0.020,0.016,120,140,6.559,5.436,6.553,5.442,0.063,-0.017,0.106,0.563,0.9699,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.69,5
7945,20,5002,4,0,1,0,0,0,78.013,-0.614,77.868,-0.732,0.9818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,0.033,0.054,0.020,0.016,140,160,6.560,5.436,6.554,5.443,-0.077,0.024,0.116,0.648,0.9701,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.69,5
7970,25,5002,5,0,1,0,0,0,78.002,-0.571,77.795,-0.488,0.9783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,0.033,-0.036,0.020,0.010,165,20,6.561,5.436,6.554,5.444,0.146,-0.045,0.043,0.559,0.9705,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.69,5
7990,20,5002,4,0,1,0,0,0,77.996,-0.428,78.002,-0.061,0.9773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,-0.095,-0.036,0.035,0.010,15,40,6.562,5.437,6.555,5.444,0.005,0.039,0.204,0.628,0.9707,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.69,4
8015,25,5001,5,0,1,0,0,0,77.996,-0.326,78.037,-0.122,0.9789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,-0.095,-0.036,0.035,0.010,40,65,6.562,5.437,6.556,5.445,0.097,-0.043,0.164,0.611,0.9709,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.69,5
8035,20,5002,4,0,1,0,0,0,77.998,-0.254,78.311,-0.244,0.9774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.687,-0.095,-0.036,0.035,0.010,60,85,6.562,5.438,6.557,5.446,0.097,0.007,0.210,0.618,0.9710,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.69,5
8055,20,5002,4,0,1,0,0,0,77.993,-0.293,78.179,-0.305,0.9762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,-0.040,-0.002,0.037,0.006,15,15,6.563,5.438,6.558,5.447,0.016,0.010,0.216,0.630,0.9713,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.69,5
8075,20,5002,4,0,1,0,0,0,77.989,-0.235,77.937,-0.061,0.9802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,-0.040,-0.002,0.037,0.006,35,35,6.563,5.439,6.558,5.447,0.014,0.052,0.206,0.648,0.9715,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.69,5
8095,20,5002,4,0,1,0,0,0,77.990,-0.203,78.249,-0.122,0.9771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,-0.040,-0.002,0.037,0.006,55,55,6.564,5.439,6.559,5.448,-0.101,0.009,0.292,0.626,0.9716,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
8115,20,5002,4,0,1,0,0,0,77.987,-0.206,78.038,-0.183,0.9766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,-0.040,-0.002,0.037,0.006,75,75,6.564,5.439,6.560,5.449,0.038,0.054,0.395,0.644,0.9718,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
8135,20,5000,4,0,1,0,0,0,77.984,-0.225,78.107,-0.244,0.9786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,-0.040,-0.065,0.037,0.010,95,15,6.565,5.439,6.561,5.449,-0.093,0.045,0.347,0.675,0.9719,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
8155,20,5002,4,0,1,0,0,0,77.979,-0.249,78.135,-0.366,0.9785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.010,-0.065,0.032,0.010,15,35,6.565,5.439,6.562,5.450,0.113,0.080,0.236,0.659,0.9719,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
8175,20,5002,4,0,1,0,0,0,77.980,-0.162,77.919,0.000,0.9788,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.010,-0.065,0.032,0.010,35,55,6.565,5.440,6.562,5.451,0.107,0.054,0.270,0.686,0.9721,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
8195,20,5003,4,0,1,0,0,0,77.981,-0.128,78.100,-0.183,0.9805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.010,-0.065,0.032,0.010,55,75,6.565,5.440,6.563,5.451,0.089,0.028,0.247,0.718,0.9722,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,4
8215,20,5002,4,0,1,0,0,0,77.982,-0.082,77.941,0.061,0.9782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.010,-0.065,0.032,0.010,75,95,6.566,5.440,6.564,5.452,-0.081,-0.068,0.338,0.687,0.9723,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
8235,20,5002,4,0,1,0,0,0,77.980,-0.121,78.179,-0.305,0.9774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.010,-0.065,0.032,0.010,95,115,6.566,5.441,6.565,5.453,-0.009,0.003,0.376,0.703,0.9724,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.70,5
8255,20,5002,4,0,1,0,0,0,77.983,-0.064,77.940,-0.061,0.9805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.010,-0.065,0.032,0.010,115,135,6.566,5.441,6.565,5.454,0.009,0.026,0.316,0.668,0.9725,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.72,5
8275,20,5002,4,0,1,0,0,0,77.985,-0.039,77.967,-0.061,0.9791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.010,-0.065,0.032,0.010,135,155,6.566,5.441,6.566,5.454,-0.024,0.008,0.280,0.687,0.9726,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.72,5
8295,20,5002,4,0,1,0,0,0,77.987,-0.018,78.049,0.061,0.9798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.010,0.014,0.032,0.011,155,15,6.566,5.441,6.567,5.455,0.023,0.001,0.275,0.698,0.9726,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.72,5
8315,20,5002,4,0,1,0,0,0,77.989,-0.020,78.132,0.061,0.9783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.085,0.014,0.038,0.029,15,15,6.567,5.442,6.567,5.456,0.027,0.100,0.446,0.692,0.9728,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.72,4
8335,20,5002,4,0,1,0,0,0,77.994,0.065,77.900,0.366,0.9762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.085,0.014,0.038,0.029,35,35,6.567,5.442,6.568,5.456,-0.124,0.043,0.355,0.689,0.9729,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.72,5
8355,20,5002,4,0,1,0,0,0,77.993,0.004,78.161,-0.183,0.9794,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.085,0.014,0.038,0.029,55,55,6.567,5.443,6.569,5.457,-0.064,-0.014,0.435,0.651,0.9731,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.72,4
8375,20,5002,4,0,1,0,0,0,77.993,-0.032,78.189,-0.122,0.9806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.085,0.014,0.038,0.029,75,75,6.568,5.443,6.569,5.458,-0.004,0.031,0.375,0.678,0.9733,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.72,5
8395,20,5001,4,0,1,0,0,0,77.995,0.004,78.042,0.122,0.9816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.085,0.014,0.038,0.029,95,95,6.568,5.444,6.570,5.458,0.047,0.066,0.445,0.671,0.9734,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.72,5
8415,20,5002,4,0,1,0,0,0,78.003,0.100,78.043,0.427,0.9794,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.085,0.014,0.038,0.029,115,115,6.568,5.444,6.571,5.459,-0.021,0.049,0.398,0.701,0.9735,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.76,5
8435,20,5002,4,0,1,0,0,0,78.010,0.096,78.287,0.000,0.9803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.085,0.014,0.038,0.029,135,135,6.568,5.444,6.572,5.460,0.054,-0.016,0.257,0.728,0.9737,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.76,5
8455,20,5000,4,0,1,0,0,0,78.011,0.067,77.987,-0.061,0.9796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.085,-0.047,0.038,0.004,155,15,6.568,5.444,6.572,5.461,-0.085,0.059,0.529,0.741,0.9736,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.76,5
8475,20,5002,4,0,1,0,0,0,78.012,0.059,78.050,0.122,0.9811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.059,-0.047,0.043,0.004,15,35,6.568,5.445,6.573,5.461,0.035,0.013,0.249,0.735,0.9738,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.76,5
8495,20,5002,4,0,1,0,0,0,78.016,0.049,78.203,-0.061,0.9805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.059,-0.047,0.043,0.004,35,55,6.568,5.445,6.574,5.462,0.108,0.038,0.310,0.743,0.9738,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.76,5
8515,20,5002,4,0,1,0,0,0,78.019,0.074,78.136,0.305,0.9798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.059,-0.047,0.043,0.004,55,75,6.568,5.446,6.574,5.463,-0.002,0.056,0.506,0.741,0.9740,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.76,5
8540,25,5002,5,0,1,0,0,0,78.016,0.062,77.789,0.061,0.9800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.726,9.688,0.059,-0.047,0.043,0.004,80,100,6.568,5.446,6.575,5.463,0.200,0.105,0.488,0.788,0.9742,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.56,0.76,5
