[Balance] --- Log dump (71881 bytes, 795 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,-1.86,-0.06,0.00,0.00,0.00,0.00,-1.62,8.63,0.01,0.02,3.92,3.54,0.00,0.00,0.00,0
39,1,-1.86,-0.04,0.00,0.00,0.00,0.00,-1.62,8.63,0.01,0.02,3.92,3.54,0.00,0.00,0.00,0
59,1,-1.86,0.04,0.00,0.00,0.00,0.00,-1.62,8.63,0.01,0.02,3.92,3.54,0.00,0.00,0.00,0
80,1,-1.85,0.16,0.00,0.00,0.00,0.00,-1.62,8.63,0.01,0.02,3.93,3.55,0.00,0.00,0.00,0
98,1,-1.83,0.32,0.00,0.00,0.00,0.00,-1.62,8.63,0.01,0.02,3.94,3.56,0.00,0.00,0.00,0
120,1,-1.80,0.81,0.00,0.00,0.00,0.00,-1.62,8.63,0.01,0.02,3.96,3.57,0.00,0.00,0.00,0
140,1,-1.73,1.67,0.00,0.00,0.00,0.00,-1.62,8.63,0.01,-0.01,3.97,3.58,0.00,0.00,0.00,0
159,1,-1.63,2.50,0.00,0.00,0.00,0.00,-1.62,8.63,-0.01,-0.01,3.98,3.59,0.00,0.00,0.00,0
180,1,-1.53,3.23,0.00,0.00,0.00,0.00,-1.62,8.63,-0.01,-0.01,4.00,3.60,0.00,0.00,0.00,0
199,1,-1.43,3.77,0.00,0.00,0.00,0.00,-1.62,8.63,-0.01,-0.01,4.01,3.61,0.00,0.00,0.00,0
218,1,-1.32,4.20,0.00,0.00,0.00,0.00,-1.62,8.63,-0.01,-0.01,4.02,3.62,0.00,0.00,0.00,0
240,1,-1.22,4.47,0.00,0.00,0.00,0.00,-1.62,8.63,-0.01,-0.01,4.04,3.63,0.00,0.00,0.00,0
260,1,-1.04,5.88,0.00,0.00,0.00,0.00,-1.62,8.63,-0.01,-0.01,4.05,3.64,0.00,0.00,0.00,0
280,1,-0.68,9.53,0.00,0.00,0.00,0.00,-1.62,8.63,-0.01,-0.01,4.07,3.65,0.00,0.00,0.00,0
299,1,-0.26,12.99,0.00,0.00,0.00,0.00,-1.62,8.63,-0.01,-0.04,4.08,3.66,0.00,0.00,0.00,0
319,1,0.20,16.03,0.00,0.00,0.00,0.00,-1.62,8.63,-0.03,-0.04,4.09,3.67,0.00,0.00,0.00,0
339,1,0.66,18.08,0.00,0.00,0.00,0.00,-1.62,8.63,-0.03,-0.04,4.11,3.68,0.00,0.00,0.00,0
