# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# pos_kp=0.2500
# pos_ki=0.1000
# pos_kd=0.0500
# pos_shift_max=3.00
# pos_deadband=0.15
# pos_gate_err=8.00
# vel_kp=0.8000
# vel_kd=0.1500
# vel_max=5.00
# vel_rate_max=3.00
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_rate_max=10.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_origin_reset=true
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_offset,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,pos_gate,flags
21,1,-0.68,0.01,0.00,0.00,0.00,0.00,-1.10,2.27,-0.02,-0.02,3.93,3.54,0.00,0.00,0.00,0.00,0
41,1,-0.68,0.01,0.00,0.00,0.00,0.00,-1.10,2.27,-0.02,-0.02,3.93,3.53,0.00,0.00,0.00,0.00,0
60,1,-0.68,0.03,0.00,0.00,0.00,0.00,-1.10,2.27,-0.02,-0.02,3.93,3.54,0.00,0.00,0.00,0.00,0
81,1,-0.67,0.12,0.00,0.00,0.00,0.00,-1.10,2.27,-0.02,-0.03,3.94,3.55,0.00,0.00,0.00,0.00,0
100,1,-0.66,0.30,0.00,0.00,0.00,0.00,-1.10,2.27,-0.06,-0.03,3.95,3.56,0.00,0.00,0.00,0.00,0
121,1,-0.63,0.72,0.00,0.00,0.00,0.00,-1.10,2.27,-0.06,-0.03,3.97,3.57,0.00,0.00,0.00,0.00,0
140,1,-0.56,1.63,0.00,0.00,0.00,0.00,-1.10,2.27,-0.06,-0.03,3.98,3.58,0.00,0.00,0.00,0.00,0
161,1,-0.41,3.03,0.00,0.00,0.00,0.00,-1.10,2.27,-0.06,-0.03,3.99,3.59,0.00,0.00,0.00,0.00,0
181,1,-0.32,3.49,0.00,0.00,0.00,0.00,-1.10,2.27,-0.06,-0.03,4.01,3.60,0.00,0.00,0.00,0.00,0
201,1,-0.21,4.22,0.00,0.00,0.00,0.00,-1.10,2.27,-0.06,-0.03,4.02,3.61,0.00,0.00,0.00,0.00,0
219,1,-0.12,4.59,0.00,0.00,0.00,0.00,-1.10,2.27,-0.06,-0.03,4.03,3.62,0.00,0.00,0.00,0.00,0
241,1,0.14,6.76,0.00,0.00,0.00,0.00,-1.10,2.27,-0.06,-0.05,4.05,3.62,0.00,0.00,0.00,0.00,0
260,1,0.38,9.08,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.05,4.06,3.64,0.00,0.00,0.00,0.00,0
281,1,0.86,12.95,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.05,4.07,3.65,0.00,0.00,0.00,0.00,0
300,1,1.18,14.93,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.05,4.09,3.66,0.00,0.00,0.00,0.00,0
321,1,1.72,17.31,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.05,4.10,3.67,0.00,0.00,0.00,0.00,0
339,1,2.04,18.21,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.05,4.11,3.68,0.00,0.00,0.00,0.00,0
361,1,2.57,19.14,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.05,4.13,3.69,0.00,0.00,0.00,0.00,0
381,1,2.98,19.55,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.05,4.14,3.70,0.00,0.00,0.00,0.00,0
401,1,3.40,20.12,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.02,4.16,3.71,0.00,0.00,0.00,0.00,0
420,1,3.74,20.69,0.00,0.00,0.00,0.00,-1.09,2.27,-0.06,-0.02,4.17,3.73,0.00,0.00,0.00,0.00,0
441,1,4.32,21.79,0.00,0.00,0.00,0.00,-1.09,2.27,-0.06,-0.02,4.18,3.74,0.00,0.00,0.00,0.00,0
459,1,4.68,22.24,0.00,0.00,0.00,0.00,-1.09,2.27,-0.06,-0.02,4.20,3.75,0.00,0.00,0.00,0.00,0
481,1,5.27,22.67,0.00,0.00,0.00,0.00,-1.09,2.27,-0.06,-0.02,4.21,3.76,0.00,0.00,0.00,0.00,0
500,1,5.63,22.99,0.00,0.00,0.00,0.00,-1.09,2.27,-0.06,-0.02,4.23,3.78,0.00,0.00,0.00,0.00,0
521,1,6.23,23.46,0.00,0.00,0.00,0.00,-1.09,2.27,-0.06,-0.02,4.24,3.79,0.00,0.00,0.00,0.00,0
540,1,6.60,23.79,0.00,0.00,0.00,0.00,-1.09,2.27,-0.06,-0.02,4.25,3.80,0.00,0.00,0.00,0.00,0
561,1,7.22,24.21,0.00,0.00,0.00,0.00,-1.09,2.27,-0.06,0.00,4.27,3.81,0.00,0.00,0.00,0.00,0
581,1,7.72,24.56,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,4.28,3.83,0.00,0.00,0.00,0.00,0
599,1,8.10,24.79,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,4.30,3.84,0.00,0.00,0.00,0.00,0
621,1,8.76,25.23,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,4.31,3.85,0.00,0.00,0.00,0.00,0
641,1,9.28,25.48,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,4.32,3.87,0.00,0.00,0.00,0.00,0
660,1,9.67,25.69,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,4.34,3.88,0.00,0.00,0.00,0.00,0
681,1,10.33,25.89,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,4.35,3.89,0.00,0.00,0.00,0.00,0
700,1,10.73,26.21,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,4.37,3.91,0.00,0.00,0.00,0.00,0
720,1,11.27,26.39,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.01,4.38,3.92,0.00,0.00,0.00,0.00,0
741,1,11.94,26.54,0.00,0.00,0.00,0.00,-1.09,2.27,0.08,-0.01,4.39,3.93,0.00,0.00,0.00,0.00,0
761,1,12.47,26.65,0.00,0.00,0.00,0.00,-1.09,2.27,0.08,-0.01,4.41,3.95,0.00,0.00,0.00,0.00,0
781,1,13.02,26.94,0.00,0.00,0.00,0.00,-1.09,2.27,0.08,-0.01,4.42,3.96,0.00,0.00,0.00,0.00,0
801,1,13.57,27.11,0.00,0.00,0.00,0.00,-1.09,2.27,0.08,-0.01,4.44,3.97,0.00,0.00,0.00,0.00,0
820,1,13.98,27.20,0.00,0.00,0.00,0.00,-1.09,2.27,0.08,-0.01,4.45,3.99,0.00,0.00,0.00,0.00,0
841,1,14.67,27.35,0.00,0.00,0.00,0.00,-1.09,2.27,0.08,-0.01,4.46,4.00,0.00,0.00,0.00,0.00,0
859,1,15.08,27.51,0.00,0.00,0.00,0.00,-1.09,2.27,0.08,-0.01,4.48,4.01,0.00,0.00,0.00,0.00,0
881,1,15.79,27.82,0.00,0.00,0.00,0.00,-1.09,2.27,0.08,0.01,4.49,4.03,0.00,0.00,0.00,0.00,0
900,1,16.21,27.86,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,0.01,4.51,4.04,0.00,0.00,0.00,0.00,0
921,1,16.91,27.97,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,0.01,4.52,4.06,0.00,0.00,0.00,0.00,0
940,1,17.33,27.96,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,0.01,4.54,4.07,0.00,0.00,0.00,0.00,0
961,1,18.04,28.17,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,0.01,4.55,4.08,0.00,0.00,0.00,0.00,0
980,1,18.46,28.18,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,0.01,4.56,4.10,0.00,0.00,0.00,0.00,0
1001,1,19.16,28.18,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,0.01,4.58,4.11,0.00,0.00,0.00,0.00,0
1020,1,19.59,28.23,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,0.01,4.59,4.13,0.00,0.00,0.00,0.00,0
1041,1,20.31,28.56,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.01,4.61,4.14,0.00,0.00,0.00,0.00,0
1060,1,20.75,28.68,0.00,0.00,0.00,0.00,-1.09,2.27,0.04,-0.01,4.62,4.15,0.00,0.00,0.00,0.00,0
1081,1,21.47,28.81,0.00,0.00,0.00,0.00,-1.09,2.27,0.04,-0.01,4.63,4.17,0.00,0.00,0.00,0.00,0
1099,1,21.90,28.83,0.00,0.00,0.00,0.00,-1.09,2.27,0.04,-0.01,4.65,4.18,0.00,0.00,0.00,0.00,0
1121,1,22.63,28.90,0.00,0.00,0.00,0.00,-1.09,2.27,0.04,-0.01,4.66,4.19,0.00,0.00,0.00,0.00,0
1140,1,23.07,29.01,0.00,0.00,0.00,0.00,-1.09,2.27,0.04,-0.01,4.68,4.21,0.00,0.00,0.00,0.00,0
1161,1,23.80,29.08,0.00,0.00,0.00,0.00,-1.09,2.27,0.04,-0.01,4.69,4.22,0.00,0.00,0.00,0.00,0
1180,1,24.24,29.17,0.00,0.00,0.00,0.00,-1.09,2.27,0.04,-0.01,4.70,4.24,0.00,0.00,0.00,0.00,0
1201,1,24.97,29.26,0.00,0.00,0.00,0.00,-1.09,2.27,0.04,-0.05,4.72,4.25,0.00,0.00,0.00,0.00,0
1220,1,25.42,29.47,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.05,4.73,4.27,0.00,0.00,0.00,0.00,0
1240,1,26.01,29.57,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.05,4.75,4.28,0.00,0.00,0.00,0.00,0
1261,1,26.75,29.63,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.05,4.76,4.29,0.00,0.00,0.00,0.00,0
1281,1,27.35,29.71,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.05,4.78,4.31,0.00,0.00,0.00,0.00,0
1301,1,27.95,29.92,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.05,4.79,4.32,0.00,0.00,0.00,0.00,0
1320,1,28.53,29.77,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.05,4.80,4.34,0.00,0.00,0.00,0.00,0
1341,1,29.11,29.55,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.05,4.82,4.35,0.00,0.00,0.00,0.00,0
1360,1,29.53,29.15,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.03,4.83,4.36,0.00,0.00,0.00,0.00,0
1381,1,30.17,27.64,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.03,4.85,4.37,0.00,0.00,0.00,0.00,0
1401,1,30.64,26.13,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.03,4.86,4.38,0.00,0.00,0.00,0.00,0
1420,1,30.95,24.63,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.03,4.88,4.39,0.00,0.00,0.00,0.00,0
1441,1,31.42,22.39,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.03,4.89,4.40,0.00,0.00,0.00,0.00,0
1460,1,31.71,21.60,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.03,4.90,4.41,0.00,0.00,0.00,0.00,0
1481,1,32.19,20.90,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.03,4.92,4.42,0.00,0.00,0.00,0.00,0
1500,1,32.50,20.87,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.03,4.93,4.43,0.00,0.00,0.00,0.00,0
1521,1,33.01,20.71,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,4.94,4.44,0.00,0.00,0.00,0.00,0
1540,1,33.30,20.43,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.02,4.96,4.45,0.00,0.00,0.00,0.00,0
1561,1,33.79,19.99,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.02,4.97,4.46,0.00,0.00,0.00,0.00,0
1580,1,34.08,19.84,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.02,4.99,4.47,0.00,0.00,0.00,0.00,0
1601,1,34.58,19.99,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.02,5.00,4.48,0.00,0.00,0.00,0.00,0
1619,1,34.89,20.12,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.02,5.02,4.49,0.00,0.00,0.00,0.00,0
1641,1,35.39,19.95,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.02,5.03,4.49,0.00,0.00,0.00,0.00,0
1660,1,35.67,19.66,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.02,5.04,4.50,0.00,0.00,0.00,0.00,0
1681,1,36.13,19.06,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.06,4.51,0.00,0.00,0.00,0.00,0
1701,1,36.50,18.89,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.07,4.52,0.00,0.00,0.00,0.00,0
1720,1,36.88,18.87,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.09,4.53,0.00,0.00,0.00,0.00,0
1740,1,37.16,18.90,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.10,4.54,0.00,0.00,0.00,0.00,0
1760,1,37.53,18.76,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.11,4.55,0.00,0.00,0.00,0.00,0
1781,1,37.99,18.66,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.13,4.55,0.00,0.00,0.00,0.00,0
1801,1,38.36,18.57,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.14,4.56,0.00,0.00,0.00,0.00,0
1820,1,38.63,18.43,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.15,4.57,0.00,0.00,0.00,0.00,0
1841,1,39.08,18.12,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,0.02,5.16,4.58,0.00,0.00,0.00,0.00,0
1860,1,39.35,18.03,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,5.18,4.59,0.00,0.00,0.00,0.00,0
1880,1,39.69,17.76,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,5.19,4.59,0.00,0.00,0.00,0.00,0
1901,1,40.13,17.58,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,5.20,4.60,0.00,0.00,0.00,0.00,0
1921,1,40.47,17.46,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,5.22,4.61,0.00,0.00,0.00,0.00,0
1940,1,40.73,17.36,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,5.23,4.62,0.00,0.00,0.00,0.00,0
1961,1,41.16,17.13,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,5.24,4.62,0.00,0.00,0.00,0.00,0
1980,1,41.41,16.97,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,5.25,4.63,0.00,0.00,0.00,0.00,0
2001,1,41.83,16.87,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,5.26,4.64,0.00,0.00,0.00,0.00,0
2020,1,42.09,16.89,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,5.28,4.65,0.00,0.00,0.00,0.00,0
2041,1,42.52,16.96,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,5.29,4.65,0.00,0.00,0.00,0.00,0
2060,1,42.77,16.89,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,5.30,4.66,0.00,0.00,0.00,0.00,0
2081,1,43.19,16.65,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,5.31,4.67,0.00,0.00,0.00,0.00,0
2101,1,43.51,16.23,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,5.32,4.68,0.00,0.00,0.00,0.00,0
2120,1,43.82,15.84,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,5.33,4.68,0.00,0.00,0.00,0.00,0
2140,1,44.05,15.70,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,5.34,4.69,0.00,0.00,0.00,0.00,0
2161,1,44.44,15.70,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.03,5.36,4.70,0.00,0.00,0.00,0.00,0
2180,1,44.69,15.90,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.03,5.37,4.70,0.00,0.00,0.00,0.00,0
2201,1,45.10,15.99,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.03,5.38,4.71,0.00,0.00,0.00,0.00,0
2220,1,45.34,15.96,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.03,5.39,4.72,0.00,0.00,0.00,0.00,0
2241,1,45.74,15.90,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.03,5.40,4.72,0.00,0.00,0.00,0.00,0
2259,1,45.98,15.79,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.03,5.41,4.73,0.00,0.00,0.00,0.00,0
2281,1,46.37,15.59,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.03,5.42,4.74,0.00,0.00,0.00,0.00,0
2301,1,46.67,15.26,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.03,5.43,4.74,0.00,0.00,0.00,0.00,0
2320,1,46.96,15.04,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.01,5.44,4.75,0.00,0.00,0.00,0.00,0
2341,1,47.26,14.97,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.01,5.45,4.76,0.00,0.00,0.00,0.00,0
2361,1,47.55,14.90,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.01,5.46,4.76,0.00,0.00,0.00,0.00,0
2379,1,47.78,14.83,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.01,5.47,4.77,0.00,0.00,0.00,0.00,0
2401,1,48.14,14.55,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.01,5.48,4.77,0.00,0.00,0.00,0.00,0
2420,1,48.35,14.41,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.01,5.49,4.78,0.00,0.00,0.00,0.00,0
2441,1,48.70,14.28,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.01,5.50,4.79,0.00,0.00,0.00,0.00,0
2460,1,48.91,14.19,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.01,5.51,4.79,0.00,0.00,0.00,0.00,0
2481,1,49.26,13.95,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.01,5.52,4.80,0.00,0.00,0.00,0.00,0
2501,1,49.53,13.79,0.00,0.00,0.00,0.00,-1.09,2.27,0.06,-0.01,5.53,4.80,0.00,0.00,0.00,0.00,0
2519,1,49.73,13.65,0.00,0.00,0.00,0.00,-1.09,2.27,0.06,-0.01,5.54,4.81,0.00,0.00,0.00,0.00,0
2541,1,50.07,13.47,0.00,0.00,0.00,0.00,-1.09,2.27,0.06,-0.01,5.55,4.81,0.00,0.00,0.00,0.00,0
2560,1,50.26,13.34,0.00,0.00,0.00,0.00,-1.09,2.27,0.06,-0.01,5.56,4.82,0.00,0.00,0.00,0.00,0
2581,1,50.59,13.24,0.00,0.00,0.00,0.00,-1.09,2.27,0.06,-0.01,5.57,4.83,0.00,0.00,0.00,0.00,0
2601,1,50.86,13.27,0.00,0.00,0.00,0.00,-1.09,2.27,0.06,-0.01,5.58,4.83,0.00,0.00,0.00,0.00,0
2620,1,51.06,13.32,0.00,0.00,0.00,0.00,-1.09,2.27,0.06,-0.01,5.59,4.84,0.00,0.00,0.00,0.00,0
2640,1,51.33,13.37,0.00,0.00,0.00,0.00,-1.09,2.27,0.06,0.02,5.59,4.84,0.00,0.00,0.00,0.00,0
2661,1,51.68,13.45,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,5.60,4.85,0.00,0.00,0.00,0.00,0
2681,1,51.95,13.39,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,5.61,4.85,0.00,0.00,0.00,0.00,0
2701,1,52.22,13.33,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,5.62,4.86,0.00,0.00,0.00,0.00,0
2720,1,52.48,13.14,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,5.63,4.86,0.00,0.00,0.00,0.00,0
2741,1,52.74,13.01,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,5.64,4.87,0.00,0.00,0.00,0.00,0
2761,1,52.99,12.87,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,5.64,4.87,0.00,0.00,0.00,0.00,0
2779,1,53.18,12.86,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,5.65,4.88,0.00,0.00,0.00,0.00,0
2801,1,53.51,12.88,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.01,5.66,4.88,0.00,0.00,0.00,0.00,0
2820,1,53.70,12.93,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.01,5.67,4.89,0.00,0.00,0.00,0.00,0
2841,1,54.03,12.83,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.01,5.68,4.90,0.00,0.00,0.00,0.00,0
2860,1,54.23,12.75,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.01,5.69,4.90,0.00,0.00,0.00,0.00,0
2881,1,54.54,12.51,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.01,5.69,4.90,0.00,0.00,0.00,0.00,0
2900,1,54.72,12.32,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.01,5.70,4.91,0.00,0.00,0.00,0.00,0
2921,1,55.02,12.10,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.01,5.71,4.91,0.00,0.00,0.00,0.00,0
2940,1,55.20,12.02,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.01,5.72,4.92,0.00,0.00,0.00,0.00,0
2961,1,55.49,11.83,0.00,0.00,0.00,0.00,-1.09,2.27,-0.05,-0.01,5.73,4.92,0.00,0.00,0.00,0.00,0
2980,1,55.67,11.82,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,5.73,4.93,0.00,0.00,0.00,0.00,0
3001,1,55.97,11.73,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,5.74,4.93,0.00,0.00,0.00,0.00,0
3019,1,56.15,11.79,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,5.75,4.94,0.00,0.00,0.00,0.00,0
3041,1,56.44,11.86,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,5.76,4.94,0.00,0.00,0.00,0.00,0
3060,1,56.63,11.90,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,5.76,4.95,0.00,0.00,0.00,0.00,0
3081,1,56.93,11.74,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,5.77,4.95,0.00,0.00,0.00,0.00,0
3101,1,57.16,11.59,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,5.78,4.96,0.00,0.00,0.00,0.00,0
3120,1,57.32,11.45,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.01,5.78,4.96,0.00,0.00,0.00,0.00,0
3140,1,57.54,11.26,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.01,5.79,4.96,0.00,0.00,0.00,0.00,0
3160,1,57.76,11.20,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.01,5.80,4.97,0.00,0.00,0.00,0.00,0
3181,1,58.05,11.31,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.01,5.80,4.97,0.00,0.00,0.00,0.00,0
3201,1,58.28,11.29,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.01,5.81,4.98,0.00,0.00,0.00,0.00,0
3220,1,58.45,11.18,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.01,5.82,4.98,0.00,0.00,0.00,0.00,0
3241,1,58.72,10.92,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.01,5.83,4.99,0.00,0.00,0.00,0.00,0
3260,1,58.88,10.85,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.01,5.83,4.99,0.00,0.00,0.00,0.00,0
3280,1,59.09,10.75,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.03,5.84,4.99,0.00,0.00,0.00,0.00,0
3301,1,59.36,10.68,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.03,5.85,5.00,0.00,0.00,0.00,0.00,0
3321,1,59.57,10.60,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.03,5.85,5.00,0.00,0.00,0.00,0.00,0
3340,1,59.73,10.57,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.03,5.86,5.01,0.00,0.00,0.00,0.00,0
3361,1,59.99,10.50,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.03,5.86,5.01,0.00,0.00,0.00,0.00,0
3380,1,60.15,10.54,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.03,5.87,5.01,0.00,0.00,0.00,0.00,0
3401,1,60.42,10.44,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.03,5.88,5.02,0.00,0.00,0.00,0.00,0
3419,1,60.57,10.37,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.03,5.88,5.02,0.00,0.00,0.00,0.00,0
3440,1,60.78,10.22,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.05,5.89,5.03,0.00,0.00,0.00,0.00,0
3461,1,61.03,9.89,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.05,5.90,5.03,0.00,0.00,0.00,0.00,0
3481,1,61.21,9.51,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.05,5.90,5.03,0.00,0.00,0.00,0.00,0
3500,1,61.33,9.23,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.05,5.91,5.04,0.00,0.00,0.00,0.00,0
3521,1,61.54,8.85,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.05,5.91,5.04,0.00,0.00,0.00,0.00,0
3539,1,61.67,8.84,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.05,5.92,5.04,0.00,0.00,0.00,0.00,0
3561,1,61.89,8.99,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.05,5.92,5.05,0.00,0.00,0.00,0.00,0
3580,1,62.04,9.33,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.05,5.93,5.05,0.00,0.00,0.00,0.00,0
3601,1,62.31,9.87,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.05,5.94,5.05,0.00,0.00,0.00,0.00,0
3621,1,62.54,10.09,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.94,5.06,0.00,0.00,0.00,0.00,0
3640,1,62.75,10.08,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.95,5.06,0.00,0.00,0.00,0.00,0
3660,1,62.89,9.86,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.95,5.06,0.00,0.00,0.00,0.00,0
3681,1,63.13,9.48,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.96,5.07,0.00,0.00,0.00,0.00,0
3700,1,63.26,9.29,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.96,5.07,0.00,0.00,0.00,0.00,0
