# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# pos_kp=0.2500
# pos_ki=0.1000
# pos_kd=0.0500
# pos_shift_max=3.00
# pos_deadband=0.15
# pos_gate_err=8.00
# vel_kp=0.8000
# vel_kd=0.1500
# vel_max=5.00
# vel_rate_max=3.00
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_rate_max=10.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_origin_reset=true
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_offset,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,pos_gate,flags
11141,2,91.87,-18.49,90.93,-0.86,1.76,2.05,-4.57,-1.20,-1.43,-1.36,3.93,3.53,-4.34,-1.39,-1.07,0.89,224
11161,2,91.74,-15.10,90.91,-0.81,1.64,2.11,-4.60,-1.24,-0.67,-0.75,3.93,3.53,-4.37,-0.71,-1.09,0.90,224
11181,2,91.98,-7.64,90.99,-1.07,0.58,2.17,-4.60,-1.24,0.36,0.30,3.93,3.54,-4.37,0.33,-1.01,0.87,224
11201,2,92.20,-2.61,91.03,-1.22,-0.05,2.23,-4.58,-1.22,0.90,0.98,3.93,3.54,-4.35,0.94,-0.97,0.85,224
11220,2,92.31,-0.76,91.04,-1.28,-0.26,2.29,-4.56,-1.19,0.89,0.94,3.93,3.53,-4.33,0.91,-0.96,0.84,224
11241,2,92.08,-3.96,90.98,-1.04,0.53,2.35,-4.53,-1.17,0.51,0.40,3.93,3.54,-4.30,0.46,-1.02,0.87,224
11260,2,91.85,-5.96,90.93,-0.92,0.97,2.41,-4.53,-1.17,-0.09,-0.09,3.93,3.53,-4.30,-0.09,-1.07,0.89,224
11282,2,91.71,-5.88,90.92,-0.78,1.31,2.47,-4.53,-1.17,0.00,0.08,3.93,3.53,-4.30,0.04,-1.08,0.90,224
11300,2,91.78,-2.91,90.93,-0.84,1.09,2.53,-4.52,-1.16,0.28,0.31,3.93,3.54,-4.30,0.29,-1.07,0.89,224
11321,2,91.95,0.58,90.97,-1.02,0.45,2.59,-4.51,-1.15,0.64,0.70,3.93,3.53,-4.28,0.67,-1.03,0.87,240
11339,2,92.01,1.85,90.97,-1.05,0.35,2.65,-4.49,-1.12,0.54,0.53,3.93,3.53,-4.26,0.53,-1.03,0.87,224
11361,2,92.18,3.96,90.99,-1.22,-0.10,2.70,-4.47,-1.11,0.60,0.55,3.93,3.53,-4.24,0.57,-1.01,0.85,224
11380,2,92.13,2.60,90.97,-1.15,0.18,2.75,-4.45,-1.09,0.41,0.31,3.93,3.53,-4.22,0.36,-1.03,0.86,224
11402,2,92.17,2.88,90.96,-1.20,0.12,2.75,-4.44,-1.09,0.08,0.18,3.93,3.53,-4.22,0.13,-1.04,0.85,224
11420,2,92.30,4.30,90.98,-1.31,-0.18,2.69,-4.44,-1.08,0.14,0.26,3.93,3.53,-4.21,0.20,-1.02,0.83,224
11441,2,92.39,4.81,90.99,-1.41,-0.52,2.64,-4.44,-1.07,0.22,0.25,3.93,3.53,-4.20,0.24,-1.01,0.82,224
11460,2,92.46,4.78,90.99,-1.45,-0.63,2.64,-4.43,-1.07,0.09,-0.01,3.93,3.53,-4.20,0.04,-1.01,0.82,224
11480,2,92.49,4.28,90.98,-1.50,-0.71,2.64,-4.43,-1.07,-0.08,-0.08,3.93,3.53,-4.20,-0.08,-1.02,0.81,224
11501,2,92.48,3.29,90.97,-1.50,-0.62,2.67,-4.44,-1.08,-0.28,-0.30,3.93,3.53,-4.21,-0.29,-1.03,0.81,224
11520,2,92.52,3.45,90.96,-1.53,-0.64,2.68,-4.45,-1.09,-0.49,-0.43,3.93,3.53,-4.22,-0.46,-1.04,0.81,224
11541,2,92.68,5.02,90.99,-1.72,-1.17,2.62,-4.46,-1.10,-0.21,-0.30,3.93,3.54,-4.23,-0.25,-1.01,0.78,224
11561,2,92.75,4.81,90.98,-1.77,-1.30,2.59,-4.47,-1.11,-0.31,-0.42,3.93,3.53,-4.24,-0.37,-1.02,0.78,224
11580,2,92.79,4.14,90.97,-1.78,-1.31,2.63,-4.48,-1.13,-0.71,-0.76,3.93,3.53,-4.26,-0.73,-1.03,0.77,224
11601,2,92.80,2.97,90.97,-1.83,-1.26,2.62,-4.51,-1.15,-0.66,-0.56,3.93,3.53,-4.28,-0.61,-1.03,0.77,224
11620,2,92.79,1.83,90.95,-1.81,-1.17,2.65,-4.53,-1.17,-0.85,-0.75,3.93,3.53,-4.30,-0.80,-1.05,0.77,224
11641,2,92.68,-0.87,90.92,-1.73,-0.74,2.71,-4.56,-1.19,-0.86,-0.74,3.93,3.53,-4.32,-0.80,-1.08,0.78,224
11660,2,92.61,-2.50,90.90,-1.71,-0.54,2.76,-4.58,-1.22,-0.86,-1.05,3.93,3.53,-4.35,-0.95,-1.10,0.79,224
11681,2,92.51,-3.94,90.88,-1.61,-0.13,2.79,-4.60,-1.24,-0.75,-0.79,3.93,3.54,-4.38,-0.77,-1.12,0.80,224
11701,2,92.54,-3.28,90.90,-1.66,-0.25,2.73,-4.63,-1.26,-0.44,-0.24,3.93,3.54,-4.40,-0.34,-1.10,0.79,224
11721,2,92.45,-4.01,90.88,-1.55,-0.05,2.77,-4.64,-1.27,-0.25,-0.27,3.93,3.53,-4.40,-0.26,-1.12,0.81,224
11739,2,92.31,-5.32,90.85,-1.43,0.34,2.83,-4.64,-1.28,-0.19,-0.44,3.93,3.53,-4.41,-0.31,-1.15,0.82,224
11761,2,92.16,-5.31,90.82,-1.31,0.63,2.89,-4.65,-1.29,-0.24,-0.37,3.93,3.53,-4.42,-0.30,-1.18,0.84,224
11780,2,92.17,-3.59,90.83,-1.35,0.51,2.84,-4.66,-1.29,-0.02,0.05,3.93,3.53,-4.43,0.02,-1.17,0.83,224
11802,2,92.25,-1.36,90.85,-1.42,0.11,2.79,-4.65,-1.29,0.11,0.22,3.93,3.53,-4.42,0.16,-1.15,0.82,224
11820,2,92.38,0.70,90.87,-1.50,-0.24,2.73,-4.65,-1.28,0.36,0.35,3.93,3.53,-4.42,0.36,-1.13,0.81,224
11841,2,92.35,0.07,90.86,-1.48,-0.23,2.73,-4.63,-1.27,0.44,0.30,3.93,3.53,-4.40,0.37,-1.14,0.82,224
11859,2,92.25,-1.26,90.82,-1.39,0.05,2.79,-4.63,-1.27,0.02,0.01,3.93,3.53,-4.40,0.02,-1.18,0.83,224
11881,2,92.08,-2.79,90.79,-1.26,0.50,2.85,-4.63,-1.27,-0.13,-0.06,3.93,3.53,-4.40,-0.10,-1.21,0.84,224
11901,2,92.02,-2.56,90.77,-1.23,0.59,2.90,-4.63,-1.27,-0.12,-0.17,3.93,3.53,-4.40,-0.15,-1.23,0.85,224
11921,2,92.03,-1.31,90.78,-1.26,0.48,2.87,-4.64,-1.27,0.09,-0.05,3.93,3.53,-4.41,0.02,-1.22,0.84,224
11940,2,92.20,1.45,90.81,-1.38,0.05,2.81,-4.63,-1.27,0.24,0.19,3.93,3.54,-4.40,0.22,-1.19,0.82,224
11961,2,92.23,1.56,90.81,-1.42,-0.16,2.75,-4.62,-1.26,0.33,0.39,3.93,3.54,-4.39,0.36,-1.19,0.82,224
11979,2,92.24,1.13,90.80,-1.42,-0.19,2.77,-4.61,-1.25,0.03,0.16,3.93,3.53,-4.38,0.10,-1.20,0.82,224
12001,2,92.20,0.27,90.79,-1.40,-0.06,2.79,-4.61,-1.25,0.02,0.07,3.93,3.53,-4.38,0.05,-1.21,0.82,224
12020,2,92.14,-0.60,90.77,-1.37,0.09,2.81,-4.61,-1.25,0.04,-0.01,3.93,3.53,-4.38,0.01,-1.23,0.83,224
12041,2,92.08,-1.11,90.76,-1.31,0.28,2.83,-4.61,-1.25,-0.03,-0.01,3.93,3.53,-4.38,-0.02,-1.24,0.84,224
12060,2,92.04,-1.15,90.75,-1.29,0.34,2.84,-4.61,-1.25,0.01,-0.06,3.93,3.53,-4.38,-0.03,-1.25,0.84,224
12081,2,92.04,-0.72,90.74,-1.29,0.32,2.83,-4.61,-1.25,0.04,0.06,3.93,3.53,-4.38,0.05,-1.26,0.84,224
12101,2,92.12,0.70,90.76,-1.37,0.03,2.79,-4.61,-1.25,0.09,0.11,3.93,3.54,-4.38,0.10,-1.24,0.83,224
12120,2,92.18,1.51,90.77,-1.42,-0.17,2.74,-4.60,-1.24,0.32,0.25,3.93,3.54,-4.37,0.28,-1.23,0.82,224
12141,2,92.19,1.03,90.76,-1.42,-0.18,2.75,-4.60,-1.23,0.23,0.12,3.93,3.53,-4.37,0.17,-1.24,0.82,224
12161,2,92.15,0.19,90.74,-1.39,-0.04,2.79,-4.59,-1.23,-0.06,0.02,3.93,3.53,-4.36,-0.02,-1.26,0.83,224
12180,2,92.08,-0.65,90.72,-1.36,0.10,2.81,-4.60,-1.23,-0.05,-0.07,3.93,3.53,-4.37,-0.06,-1.28,0.83,224
12202,2,92.04,-0.95,90.71,-1.32,0.26,2.83,-4.60,-1.23,-0.05,-0.12,3.93,3.53,-4.37,-0.08,-1.29,0.84,224
12220,2,92.03,-0.67,90.71,-1.32,0.24,2.82,-4.60,-1.24,0.00,-0.07,3.93,3.53,-4.37,-0.03,-1.29,0.83,224
12240,2,92.04,-0.27,90.71,-1.33,0.20,2.81,-4.60,-1.24,0.03,0.03,3.93,3.54,-4.37,0.03,-1.29,0.83,224
12261,2,92.08,0.52,90.71,-1.38,0.01,2.78,-4.60,-1.23,0.10,0.11,3.93,3.54,-4.37,0.11,-1.29,0.83,224
12281,2,92.14,1.12,90.72,-1.42,-0.15,2.75,-4.59,-1.23,0.15,0.22,3.93,3.53,-4.36,0.18,-1.28,0.82,224
12301,2,92.14,0.85,90.71,-1.42,-0.16,2.75,-4.59,-1.22,0.11,0.16,3.93,3.53,-4.36,0.14,-1.29,0.82,224
12321,2,92.11,0.22,90.70,-1.40,-0.06,2.78,-4.59,-1.22,0.03,-0.05,3.93,3.53,-4.36,-0.01,-1.30,0.83,224
12340,2,92.04,-0.76,90.68,-1.36,0.10,2.81,-4.59,-1.22,-0.03,-0.05,3.93,3.53,-4.36,-0.04,-1.32,0.83,224
12361,2,91.98,-1.14,90.66,-1.30,0.30,2.83,-4.59,-1.23,-0.06,-0.07,3.93,3.54,-4.36,-0.06,-1.34,0.84,224
12379,2,91.99,-0.62,90.66,-1.32,0.23,2.82,-4.59,-1.23,-0.07,-0.02,3.93,3.53,-4.36,-0.05,-1.34,0.83,224
12402,2,92.04,0.62,90.67,-1.38,0.02,2.78,-4.59,-1.23,0.05,0.06,3.93,3.53,-4.36,0.06,-1.33,0.83,224
12420,2,92.15,2.12,90.69,-1.45,-0.26,2.73,-4.59,-1.23,0.07,0.12,3.93,3.53,-4.36,0.09,-1.31,0.82,224
12441,2,92.19,2.30,90.69,-1.50,-0.45,2.71,-4.58,-1.22,0.22,0.10,3.93,3.54,-4.35,0.16,-1.31,0.81,224
12460,2,92.23,2.44,90.69,-1.53,-0.53,2.72,-4.58,-1.22,-0.02,-0.04,3.93,3.54,-4.35,-0.03,-1.31,0.81,224
12481,2,92.21,1.85,90.68,-1.53,-0.48,2.73,-4.58,-1.22,-0.04,-0.04,3.93,3.54,-4.35,-0.04,-1.32,0.81,224
12500,2,92.17,0.99,90.66,-1.49,-0.33,2.77,-4.59,-1.23,-0.22,-0.27,3.93,3.54,-4.36,-0.24,-1.34,0.81,224
12521,2,92.11,0.34,90.63,-1.46,-0.17,2.81,-4.60,-1.24,-0.35,-0.44,3.93,3.53,-4.37,-0.40,-1.37,0.82,224
12540,2,92.23,2.32,90.66,-1.56,-0.44,2.75,-4.61,-1.25,-0.36,-0.35,3.93,3.53,-4.38,-0.35,-1.34,0.80,224
12561,2,92.39,4.23,90.69,-1.73,-1.05,2.69,-4.62,-1.25,-0.14,-0.03,3.93,3.54,-4.39,-0.09,-1.31,0.78,224
12580,2,92.51,5.05,90.70,-1.79,-1.27,2.64,-4.62,-1.26,-0.13,-0.15,3.93,3.53,-4.39,-0.14,-1.30,0.77,224
12602,2,92.52,4.08,90.69,-1.82,-1.33,2.66,-4.63,-1.26,-0.34,-0.32,3.93,3.54,-4.40,-0.33,-1.31,0.77,224
12619,2,92.44,2.37,90.65,-1.76,-1.04,2.72,-4.64,-1.28,-0.65,-0.67,3.93,3.53,-4.41,-0.66,-1.35,0.78,224
12641,2,92.40,1.29,90.63,-1.74,-0.87,2.78,-4.67,-1.31,-0.84,-0.85,3.93,3.53,-4.44,-0.84,-1.37,0.78,224
12660,2,92.53,3.21,90.65,-1.85,-1.12,2.73,-4.69,-1.33,-0.89,-0.85,3.93,3.54,-4.46,-0.87,-1.35,0.76,224
12681,2,92.68,4.97,90.69,-2.03,-1.72,2.67,-4.71,-1.35,-0.57,-0.58,3.93,3.53,-4.48,-0.58,-1.31,0.75,224
12701,2,92.83,6.04,90.70,-2.15,-2.11,2.61,-4.73,-1.37,-0.52,-0.68,3.93,3.53,-4.50,-0.60,-1.30,0.73,224
12721,2,92.94,6.08,90.71,-2.23,-2.34,2.60,-4.75,-1.39,-0.66,-0.70,3.93,3.54,-4.52,-0.68,-1.29,0.72,224
12740,2,92.95,4.62,90.69,-2.24,-2.28,2.65,-4.78,-1.42,-1.11,-1.10,3.93,3.53,-4.55,-1.10,-1.31,0.72,224
12760,2,92.90,2.85,90.66,-2.23,-2.06,2.71,-4.82,-1.45,-1.46,-1.40,3.93,3.54,-4.59,-1.43,-1.34,0.72,224
12781,2,92.87,1.93,90.64,-2.21,-1.86,2.77,-4.86,-1.50,-1.60,-1.56,3.93,3.53,-4.63,-1.58,-1.36,0.72,224
12802,2,92.90,2.17,90.64,-2.26,-1.92,2.77,-4.91,-1.54,-1.54,-1.59,3.93,3.54,-4.68,-1.57,-1.36,0.72,224
12820,2,93.09,4.44,90.68,-2.40,-2.35,2.71,-4.95,-1.59,-1.37,-1.37,3.93,3.54,-4.72,-1.37,-1.32,0.69,224
12841,2,93.28,6.01,90.71,-2.60,-2.97,2.65,-4.99,-1.62,-1.23,-1.30,3.93,3.54,-4.76,-1.26,-1.29,0.68,224
12860,2,93.44,6.68,90.73,-2.69,-3.25,2.59,-5.02,-1.66,-1.29,-1.29,3.93,3.54,-4.79,-1.29,-1.27,0.66,224
12880,2,93.42,4.48,90.70,-2.72,-3.27,2.65,-5.07,-1.70,-1.59,-1.67,3.93,3.53,-4.84,-1.63,-1.30,0.66,224
12901,2,93.31,1.47,90.66,-2.61,-2.69,2.71,-5.12,-1.75,-1.84,-1.85,3.93,3.54,-4.89,-1.85,-1.34,0.67,224
12920,2,93.18,-0.70,90.61,-2.56,-2.38,2.77,-5.18,-1.82,-2.11,-2.10,3.93,3.54,-4.95,-2.11,-1.39,0.68,224
12941,2,93.12,-1.16,90.59,-2.51,-2.15,2.83,-5.24,-1.88,-1.98,-2.07,3.93,3.54,-5.01,-2.02,-1.41,0.69,224
12962,2,93.18,0.42,90.60,-2.58,-2.38,2.86,-5.30,-1.94,-1.94,-1.95,3.93,3.54,-5.07,-1.94,-1.40,0.68,224
12980,2,93.45,4.63,90.67,-2.79,-3.01,2.80,-5.35,-1.99,-1.69,-1.50,3.93,3.54,-5.13,-1.59,-1.33,0.64,224
13002,2,93.73,7.73,90.72,-3.06,-3.94,2.74,-5.40,-2.04,-1.37,-1.31,3.93,3.54,-5.17,-1.34,-1.28,0.62,224
13019,2,93.87,8.31,90.73,-3.15,-4.22,2.68,-5.44,-2.08,-1.46,-1.42,3.93,3.54,-5.21,-1.44,-1.27,0.61,224
13041,2,93.92,6.13,90.71,-3.19,-4.18,2.64,-5.50,-2.13,-1.98,-2.00,3.93,3.54,-5.27,-1.99,-1.29,0.60,224
13060,2,93.80,2.29,90.66,-3.12,-3.86,2.70,-5.57,-2.20,-2.45,-2.58,3.93,3.53,-5.33,-2.51,-1.34,0.61,224
13081,2,93.64,-1.33,90.60,-2.99,-3.17,2.76,-5.65,-2.28,-2.78,-2.82,3.93,3.54,-5.42,-2.80,-1.40,0.63,224
13101,2,93.49,-3.95,90.56,-2.89,-2.71,2.82,-5.73,-2.37,-2.78,-2.70,3.93,3.54,-5.50,-2.74,-1.44,0.64,224
13121,2,93.40,-5.00,90.53,-2.84,-2.45,2.88,-5.81,-2.45,-2.59,-2.39,3.93,3.54,-5.58,-2.49,-1.47,0.65,224
13139,2,93.38,-4.56,90.53,-2.85,-2.45,2.94,-5.88,-2.52,-2.26,-2.27,3.93,3.54,-5.65,-2.27,-1.47,0.64,224
13161,2,93.40,-3.87,90.54,-2.87,-2.50,3.00,-5.94,-2.58,-1.71,-1.80,3.93,3.54,-5.71,-1.76,-1.46,0.64,224
13180,2,93.35,-4.82,90.51,-2.83,-2.29,3.06,-5.99,-2.63,-1.52,-1.70,3.93,3.54,-5.76,-1.61,-1.49,0.65,224
13202,2,93.13,-7.76,90.44,-2.62,-1.56,3.12,-6.04,-2.68,-1.72,-1.65,3.93,3.54,-5.81,-1.68,-1.56,0.67,224
13220,2,92.81,-11.01,90.36,-2.46,-0.98,3.18,-6.09,-2.73,-1.79,-1.50,3.93,3.54,-5.86,-1.64,-1.64,0.70,224
13241,2,92.48,-13.05,90.28,-2.12,-0.02,3.24,-6.14,-2.77,-1.62,-1.37,3.93,3.54,-5.91,-1.50,-1.72,0.73,224
13259,2,92.34,-12.86,90.25,-2.06,0.15,3.30,-6.18,-2.81,-1.20,-1.19,3.93,3.54,-5.95,-1.20,-1.75,0.74,224
13280,2,92.35,-9.48,90.28,-2.08,-0.05,3.36,-6.21,-2.85,-0.32,-0.56,3.93,3.54,-5.98,-0.44,-1.72,0.74,224
13302,2,92.28,-8.54,90.26,-2.00,0.04,3.42,-6.21,-2.85,0.06,-0.02,3.93,3.54,-5.98,0.02,-1.74,0.75,224
13320,2,92.10,-9.25,90.20,-1.90,0.33,3.48,-6.22,-2.85,-0.15,-0.13,3.93,3.54,-5.99,-0.14,-1.80,0.77,224
13341,2,91.90,-9.77,90.15,-1.70,0.87,3.54,-6.22,-2.86,-0.19,-0.15,3.93,3.54,-5.99,-0.17,-1.85,0.79,224
13361,2,91.71,-9.89,90.11,-1.56,1.21,3.60,-6.23,-2.86,0.03,-0.01,3.93,3.54,-5.99,0.01,-1.89,0.80,224
13380,2,91.63,-8.35,90.10,-1.54,1.23,3.66,-6.22,-2.86,0.24,0.14,3.93,3.53,-5.99,0.19,-1.90,0.81,224
13400,2,91.63,-6.06,90.11,-1.53,1.13,3.71,-6.21,-2.85,0.49,0.46,3.93,3.54,-5.98,0.48,-1.89,0.81,224
13421,2,91.53,-5.33,90.07,-1.42,1.30,3.76,-6.19,-2.83,0.48,0.54,3.93,3.53,-5.96,0.51,-1.93,0.82,224
13440,2,91.57,-2.89,90.10,-1.46,1.15,3.70,-6.17,-2.81,0.64,0.65,3.93,3.53,-5.95,0.65,-1.90,0.81,224
13461,2,91.60,-1.13,90.10,-1.50,0.79,3.66,-6.15,-2.79,0.71,0.84,3.93,3.54,-5.92,0.78,-1.90,0.81,224
13481,2,91.60,-0.40,90.10,-1.50,0.69,3.62,-6.12,-2.76,0.94,0.93,3.93,3.53,-5.90,0.94,-1.90,0.81,224
13500,2,91.61,0.33,90.09,-1.50,0.61,3.64,-6.10,-2.74,0.59,0.59,3.93,3.54,-5.87,0.59,-1.91,0.81,224
13521,2,91.53,-0.56,90.07,-1.44,0.81,3.67,-6.09,-2.72,0.61,0.60,3.93,3.53,-5.85,0.61,-1.93,0.82,224
13540,2,91.47,-0.74,90.04,-1.41,0.92,3.72,-6.07,-2.71,0.31,0.23,3.93,3.53,-5.84,0.27,-1.96,0.82,224
13561,2,91.61,1.86,90.09,-1.57,0.42,3.66,-6.06,-2.70,0.44,0.34,3.93,3.53,-5.83,0.39,-1.91,0.80,224
13580,2,91.78,3.81,90.13,-1.67,0.04,3.60,-6.04,-2.68,0.72,0.75,3.93,3.54,-5.81,0.74,-1.87,0.79,224
13601,2,91.88,4.18,90.13,-1.75,-0.23,3.54,-6.03,-2.66,0.44,0.45,3.93,3.53,-5.80,0.45,-1.87,0.78,224
13621,2,91.91,3.67,90.13,-1.78,-0.31,3.48,-6.02,-2.65,0.30,0.24,3.93,3.53,-5.78,0.27,-1.87,0.78,224
13641,2,91.90,2.61,90.11,-1.77,-0.26,3.50,-6.01,-2.65,0.19,0.01,3.93,3.53,-5.78,0.10,-1.89,0.78,224
13659,2,91.86,1.70,90.10,-1.75,-0.13,3.53,-6.01,-2.65,-0.01,-0.08,3.93,3.53,-5.78,-0.04,-1.90,0.78,224
13681,2,91.80,0.58,90.07,-1.70,0.07,3.56,-6.01,-2.65,-0.18,-0.11,3.93,3.53,-5.78,-0.15,-1.93,0.79,224
13700,2,91.83,0.89,90.08,-1.74,0.01,3.54,-6.02,-2.65,-0.23,-0.08,3.93,3.53,-5.79,-0.16,-1.92,0.78,224
13722,2,91.89,1.68,90.09,-1.82,-0.23,3.49,-6.02,-2.66,-0.02,-0.07,3.93,3.54,-5.79,-0.04,-1.91,0.77,224
13740,2,91.96,2.21,90.10,-1.85,-0.38,3.46,-6.02,-2.66,-0.03,-0.03,3.93,3.54,-5.79,-0.03,-1.90,0.77,224
13761,2,92.01,2.22,90.11,-1.91,-0.53,3.44,-6.02,-2.66,-0.04,-0.03,3.93,3.53,-5.79,-0.03,-1.89,0.76,224
13780,2,91.98,1.38,90.09,-1.87,-0.42,3.47,-6.02,-2.66,-0.16,-0.11,3.93,3.53,-5.79,-0.13,-1.91,0.77,224
13801,2,91.94,0.39,90.07,-1.85,-0.25,3.51,-6.03,-2.67,-0.31,-0.31,3.93,3.54,-5.80,-0.31,-1.93,0.77,224
13821,2,92.01,1.27,90.09,-1.94,-0.48,3.45,-6.04,-2.68,-0.23,-0.10,3.93,3.53,-5.81,-0.17,-1.91,0.76,224
13841,2,92.02,1.01,90.08,-1.93,-0.48,3.45,-6.04,-2.68,-0.17,-0.08,3.93,3.53,-5.81,-0.13,-1.92,0.76,224
13860,2,91.94,-0.32,90.05,-1.88,-0.31,3.51,-6.05,-2.69,-0.32,-0.30,3.93,3.53,-5.82,-0.31,-1.95,0.77,224
13881,2,91.91,-0.54,90.03,-1.86,-0.17,3.54,-6.06,-2.70,-0.46,-0.40,3.93,3.53,-5.83,-0.43,-1.97,0.77,224
13899,2,91.96,0.24,90.05,-1.92,-0.33,3.49,-6.07,-2.71,-0.27,-0.29,3.93,3.53,-5.84,-0.28,-1.95,0.76,224
13922,2,92.04,1.18,90.07,-1.99,-0.58,3.43,-6.08,-2.71,-0.05,-0.08,3.93,3.53,-5.85,-0.06,-1.93,0.75,224
13940,2,92.04,0.78,90.06,-1.97,-0.58,3.45,-6.08,-2.72,-0.09,-0.15,3.93,3.54,-5.85,-0.12,-1.94,0.75,224
13961,2,91.97,-0.54,90.03,-1.91,-0.33,3.49,-6.08,-2.72,-0.17,-0.22,3.93,3.53,-5.85,-0.19,-1.97,0.76,224
13980,2,91.82,-2.34,89.97,-1.83,-0.01,3.55,-6.09,-2.73,-0.47,-0.41,3.93,3.54,-5.86,-0.44,-2.03,0.78,224
14001,2,91.84,-1.19,89.98,-1.87,-0.09,3.57,-6.11,-2.75,-0.51,-0.50,3.93,3.54,-5.88,-0.51,-2.02,0.77,224
14021,2,91.98,0.81,90.03,-2.00,-0.49,3.51,-6.12,-2.76,-0.07,-0.09,3.93,3.53,-5.89,-0.08,-1.97,0.75,224
14040,2,92.04,1.36,90.03,-2.01,-0.61,3.45,-6.12,-2.76,0.01,0.07,3.93,3.54,-5.89,0.04,-1.97,0.75,224
14061,2,92.04,0.88,90.02,-2.01,-0.63,3.45,-6.12,-2.76,-0.09,-0.12,3.93,3.54,-5.89,-0.10,-1.98,0.75,224
14081,2,91.99,-0.15,90.00,-1.97,-0.47,3.49,-6.13,-2.76,-0.22,-0.25,3.93,3.53,-5.90,-0.23,-2.00,0.75,224
14100,2,91.83,-2.20,89.94,-1.87,-0.11,3.55,-6.14,-2.77,-0.41,-0.43,3.93,3.54,-5.91,-0.42,-2.06,0.77,224
14122,2,91.80,-1.74,89.93,-1.86,-0.03,3.61,-6.15,-2.79,-0.59,-0.52,3.93,3.54,-5.92,-0.55,-2.07,0.77,224
14140,2,91.94,0.45,89.99,-1.98,-0.37,3.55,-6.16,-2.80,-0.03,-0.13,3.93,3.54,-5.93,-0.08,-2.01,0.75,224
14160,2,91.97,0.56,89.97,-1.98,-0.47,3.49,-6.16,-2.80,0.01,-0.11,3.93,3.54,-5.93,-0.05,-2.02,0.75,224
14181,2,91.93,-0.36,89.95,-1.95,-0.39,3.52,-6.16,-2.80,-0.16,-0.19,3.93,3.53,-5.94,-0.17,-2.05,0.76,224
14201,2,91.84,-1.58,89.92,-1.88,-0.12,3.58,-6.17,-2.81,-0.29,-0.30,3.93,3.53,-5.94,-0.29,-2.08,0.76,224
14221,2,91.73,-2.55,89.88,-1.81,0.15,3.63,-6.18,-2.82,-0.39,-0.34,3.93,3.54,-5.95,-0.37,-2.12,0.77,224
14241,2,91.72,-1.96,89.88,-1.84,0.11,3.62,-6.19,-2.83,-0.34,-0.31,3.93,3.54,-5.96,-0.32,-2.12,0.77,224
14260,2,91.77,-0.88,89.91,-1.88,-0.06,3.56,-6.20,-2.83,-0.04,0.03,3.93,3.54,-5.97,-0.01,-2.09,0.76,224
14281,2,91.79,-0.49,89.90,-1.89,-0.18,3.55,-6.20,-2.83,0.04,0.03,3.93,3.54,-5.97,0.04,-2.10,0.76,224
14299,2,91.79,-0.63,89.89,-1.89,-0.17,3.56,-6.20,-2.83,0.03,-0.03,3.93,3.54,-5.97,-0.00,-2.11,0.76,224
14322,2,91.74,-1.17,89.87,-1.85,-0.05,3.58,-6.20,-2.83,0.02,-0.04,3.93,3.53,-5.97,-0.01,-2.13,0.77,224
14340,2,91.67,-1.75,89.85,-1.82,0.07,3.61,-6.20,-2.83,-0.04,-0.03,3.93,3.53,-5.97,-0.04,-2.15,0.78,224
14361,2,91.62,-1.90,89.83,-1.77,0.22,3.63,-6.20,-2.83,-0.08,-0.09,3.93,3.53,-5.97,-0.09,-2.17,0.78,224
14380,2,91.59,-1.59,89.82,-1.77,0.23,3.63,-6.20,-2.84,0.00,-0.04,3.93,3.53,-5.97,-0.02,-2.18,0.78,224
14401,2,91.58,-1.07,89.82,-1.76,0.19,3.62,-6.20,-2.84,0.10,0.03,3.93,3.53,-5.97,0.06,-2.18,0.78,224
14420,2,91.60,-0.44,89.81,-1.79,0.08,3.61,-6.20,-2.84,0.00,0.01,3.93,3.53,-5.97,0.01,-2.19,0.78,224
14441,2,91.66,0.58,89.83,-1.84,-0.12,3.57,-6.20,-2.83,0.09,0.05,3.93,3.54,-5.97,0.07,-2.17,0.77,224
14460,2,91.71,1.20,89.84,-1.87,-0.25,3.54,-6.19,-2.83,0.12,0.13,3.93,3.54,-5.96,0.12,-2.16,0.76,224
14481,2,91.72,1.14,89.83,-1.89,-0.32,3.55,-6.19,-2.83,0.09,0.06,3.93,3.54,-5.96,0.07,-2.17,0.76,224
14500,2,91.72,0.88,89.82,-1.89,-0.31,3.55,-6.19,-2.83,0.02,-0.03,3.93,3.54,-5.96,-0.01,-2.18,0.76,224
14523,2,91.70,0.58,89.81,-1.88,-0.25,3.57,-6.19,-2.83,-0.08,-0.07,3.93,3.53,-5.96,-0.07,-2.19,0.77,224
14539,2,91.71,0.72,89.81,-1.90,-0.29,3.57,-6.20,-2.83,-0.23,-0.10,3.93,3.53,-5.97,-0.16,-2.19,0.76,224
