# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=2.2000
# vel_sp_ki=0.3500
# sp_offset_max=8.00
# vel_filter_alpha=0.3500
# stored_trim=-1.0851
# glide_vel_err=0.80
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:89.30
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=89.30
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
20,1,-2.19,-0.01,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,-0.00,-0.02,3.93,3.54,3.94,3.55,0.00,0.00,0
39,1,-2.19,-0.02,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,-0.00,-0.02,3.93,3.54,3.95,3.56,0.00,0.00,0
59,1,-2.19,-0.05,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,-0.00,-0.00,3.93,3.54,3.97,3.58,0.00,0.00,0
78,1,-2.18,0.06,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,0.04,-0.00,3.94,3.55,3.98,3.59,0.00,0.00,0
100,1,-2.17,0.16,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,0.04,-0.00,3.95,3.56,4.00,3.61,0.00,0.00,0
120,1,-2.15,0.40,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,0.04,-0.00,3.97,3.57,4.01,3.62,0.00,0.00,0
139,1,-2.09,1.33,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,0.04,-0.00,3.98,3.58,4.02,3.63,0.00,0.00,0
159,1,-1.98,2.60,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,0.04,-0.00,3.99,3.59,4.04,3.65,0.00,0.00,0
179,1,-1.86,3.44,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,0.04,-0.00,4.01,3.60,4.05,3.66,0.00,0.00,0
199,1,-1.76,3.92,0.00,0.00,0.00,0.0000,0.0000,2.79,4.78,0.04,-0.00,4.02,3.61,4.07,3.68,0.00,0.00,0
218,1,-1.63,4.53,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.04,0.03,4.03,3.62,4.08,3.69,0.00,0.00,0
240,1,-1.44,5.46,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.03,4.05,3.63,4.09,3.70,0.00,0.00,0
260,1,-1.34,5.67,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.03,4.06,3.64,4.11,3.72,0.00,0.00,0
279,1,-1.18,6.17,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.03,4.07,3.65,4.12,3.73,0.00,0.00,0
299,1,-0.94,7.95,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.03,4.09,3.66,4.14,3.75,0.00,0.00,0
320,1,-0.62,10.63,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.03,4.10,3.67,4.15,3.76,0.00,0.00,0
338,1,-0.18,14.24,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.03,4.11,3.68,4.16,3.77,0.00,0.00,0
360,1,0.39,18.64,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.03,4.13,3.69,4.18,3.79,0.00,0.00,0
380,1,0.93,21.50,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.04,4.14,3.71,4.19,3.80,0.00,0.00,0
399,1,1.45,22.71,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.04,4.16,3.72,4.21,3.82,0.00,0.00,0
419,1,1.94,22.92,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.04,4.17,3.73,4.22,3.83,0.00,0.00,0
440,1,2.37,22.50,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.04,4.18,3.74,4.23,3.84,0.00,0.00,0
459,1,2.84,22.83,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.04,4.20,3.75,4.25,3.86,0.00,0.00,0
479,1,3.31,22.87,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.04,4.21,3.77,4.26,3.87,0.00,0.00,0
499,1,3.79,23.34,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.04,4.23,3.78,4.28,3.89,0.00,0.00,0
519,1,4.27,23.64,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.04,4.24,3.79,4.29,3.90,0.00,0.00,0
540,1,4.73,23.62,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.00,0.07,4.26,3.80,4.30,3.91,0.00,0.00,0
559,1,5.22,23.84,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.01,0.07,4.27,3.82,4.32,3.93,0.00,0.00,0
579,1,5.69,23.94,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.01,0.07,4.28,3.83,4.33,3.94,0.00,0.00,0
598,1,6.17,24.02,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.01,0.07,4.30,3.84,4.35,3.96,0.00,0.00,0
620,1,6.66,24.24,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.01,0.07,4.31,3.86,4.36,3.97,0.00,0.00,0
640,1,7.17,24.59,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.01,0.07,4.33,3.87,4.37,3.98,0.00,0.00,0
659,1,7.68,24.91,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.01,0.07,4.34,3.88,4.39,4.00,0.00,0.00,0
679,1,8.19,25.17,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.01,0.07,4.35,3.90,4.40,4.01,0.00,0.00,0
699,1,8.72,25.57,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,0.01,-0.01,4.37,3.91,4.42,4.03,0.00,0.00,0
718,1,9.25,25.92,0.00,0.00,0.00,0.0000,0.0000,2.79,4.79,-0.06,-0.01,4.38,3.92,4.43,4.04,0.00,0.00,0
