[Balance] --- Log dump (85540 bytes, 0 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
19,1,-1.21,-0.11,0.00,0.00,0.00,0.00,-72.60,-68.63,0.02,0.02,3.91,3.55,0.00,0.00,0.00,0
40,1,-1.20,-0.09,0.00,0.00,0.00,0.00,-72.60,-68.63,0.02,0.02,3.91,3.55,0.00,0.00,0.00,0
59,1,-1.20,-0.06,0.00,0.00,0.00,0.00,-72.60,-68.63,0.02,0.02,3.92,3.55,0.00,0.00,0.00,0
80,1,-1.18,0.10,0.00,0.00,0.00,0.00,-72.60,-68.63,0.02,0.02,3.93,3.56,0.00,0.00,0.00,0
99,1,-1.16,0.42,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.01,0.02,3.94,3.57,0.00,0.00,0.00,0
119,1,-1.08,1.42,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.01,0.02,3.95,3.58,0.00,0.00,0.00,0
140,1,-0.94,2.80,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.01,0.02,3.97,3.59,0.00,0.00,0.00,0
160,1,-0.84,3.34,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.01,0.02,3.98,3.60,0.00,0.00,0.00,0
179,1,-0.76,3.79,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.01,0.02,3.99,3.61,0.00,0.00,0.00,0
200,1,-0.61,4.44,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.01,0.02,4.01,3.62,0.00,0.00,0.00,0
219,1,-0.48,5.36,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.01,0.02,4.02,3.63,0.00,0.00,0.00,0
239,1,-0.24,7.38,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.01,-0.01,4.03,3.64,0.00,0.00,0.00,0
260,1,0.20,11.23,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.03,-0.01,4.05,3.65,0.00,0.00,0.00,0
280,1,0.62,14.27,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.03,-0.01,4.06,3.66,0.00,0.00,0.00,0
299,1,0.94,16.07,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.03,-0.01,4.08,3.68,0.00,0.00,0.00,0
320,1,1.49,18.10,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.03,-0.01,4.09,3.69,0.00,0.00,0.00,0
339,1,1.82,18.87,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.03,-0.01,4.10,3.70,0.00,0.00,0.00,0
360,1,2.36,19.70,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.03,-0.01,4.12,3.71,0.00,0.00,0.00,0
378,1,2.69,20.31,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.03,-0.01,4.13,3.72,0.00,0.00,0.00,0
400,1,3.25,21.16,0.00,0.00,0.00,0.00,-72.60,-68.63,-0.03,-0.01,4.15,3.73,0.00,0.00,0.00,0
419,1,3.60,21.61,0.00,0.00,0.00,0.00,-72.60,-68.63,0.03,-0.01,4.16,3.75,0.00,0.00,0.00,0
