[Balance] --- Log dump (242992 bytes, 2511 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,-3.04,-0.14,0.00,0.00,0.00,0.00,-17.10,-11.68,-0.00,-0.06,3.94,3.51,0.00,0.00,0.00,0
40,1,-3.04,-0.13,0.00,0.00,0.00,0.00,-17.10,-11.68,-0.00,0.01,3.94,3.51,0.00,0.00,0.00,0
60,1,-3.04,-0.16,0.00,0.00,0.00,0.00,-17.10,-11.68,0.03,0.01,3.94,3.52,0.00,0.00,0.00,0
81,1,-3.04,-0.16,0.00,0.00,0.00,0.00,-17.10,-11.68,0.03,0.01,3.95,3.53,0.00,0.00,0.00,0
100,1,-3.04,-0.09,0.00,0.00,0.00,0.00,-17.10,-11.68,0.03,0.01,3.96,3.54,0.00,0.00,0.00,0
120,1,-3.03,-0.06,0.00,0.00,0.00,0.00,-17.10,-11.68,0.03,0.01,3.97,3.55,0.00,0.00,0.00,0
140,1,-3.02,-0.05,0.00,0.00,0.00,0.00,-17.10,-11.68,0.03,0.01,3.99,3.56,0.00,0.00,0.00,0
160,1,-2.99,0.37,0.00,0.00,0.00,0.00,-17.10,-11.68,0.03,0.01,4.00,3.57,0.00,0.00,0.00,0
180,1,-2.90,1.63,0.00,0.00,0.00,0.00,-17.10,-11.68,0.03,0.01,4.01,3.58,0.00,0.00,0.00,0
200,1,-2.77,2.84,0.00,0.00,0.00,0.00,-17.10,-11.68,0.03,0.03,4.03,3.59,0.00,0.00,0.00,0
220,1,-2.67,3.42,0.00,0.00,0.00,0.00,-17.10,-11.68,0.06,0.03,4.04,3.60,0.00,0.00,0.00,0
240,1,-2.56,3.93,0.00,0.00,0.00,0.00,-17.10,-11.68,0.06,0.03,4.05,3.61,0.00,0.00,0.00,0
260,1,-2.42,4.74,0.00,0.00,0.00,0.00,-17.10,-11.68,0.06,0.03,4.07,3.62,0.00,0.00,0.00,0
280,1,-2.24,6.00,0.00,0.00,0.00,0.00,-17.10,-11.68,0.06,0.03,4.08,3.63,0.00,0.00,0.00,0
301,1,-1.97,8.45,0.00,0.00,0.00,0.00,-17.10,-11.68,0.06,0.03,4.10,3.64,0.00,0.00,0.00,0
320,1,-1.65,10.91,0.00,0.00,0.00,0.00,-17.10,-11.68,0.06,0.03,4.11,3.65,0.00,0.00,0.00,0
340,1,-1.21,14.14,0.00,0.00,0.00,0.00,-17.10,-11.68,0.06,0.03,4.12,3.66,0.00,0.00,0.00,0
360,1,-0.75,16.64,0.00,0.00,0.00,0.00,-17.10,-11.68,0.06,-0.02,4.14,3.67,0.00,0.00,0.00,0
380,1,-0.29,18.34,0.00,0.00,0.00,0.00,-17.10,-11.68,0.02,-0.02,4.15,3.68,0.00,0.00,0.00,0
401,1,0.13,18.92,0.00,0.00,0.00,0.00,-17.10,-11.68,0.02,-0.02,4.16,3.70,0.00,0.00,0.00,0
420,1,0.53,19.25,0.00,0.00,0.00,0.00,-17.10,-11.68,0.02,-0.02,4.18,3.71,0.00,0.00,0.00,0
440,1,0.95,19.81,0.00,0.00,0.00,0.00,-17.10,-11.68,0.02,-0.02,4.19,3.72,0.00,0.00,0.00,0
460,1,1.39,20.49,0.00,0.00,0.00,0.00,-17.10,-11.68,0.02,-0.02,4.20,3.73,0.00,0.00,0.00,0
480,1,1.85,21.29,0.00,0.00,0.00,0.00,-17.10,-11.68,0.02,-0.02,4.22,3.74,0.00,0.00,0.00,0
501,1,2.33,22.12,0.00,0.00,0.00,0.00,-17.10,-11.68,0.02,-0.02,4.23,3.76,0.00,0.00,0.00,0
520,1,2.81,22.77,0.00,0.00,0.00,0.00,-17.10,-11.68,0.02,0.02,4.25,3.77,0.00,0.00,0.00,0
