[Balance] --- Log dump (52738 bytes, 583 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
21,1,-0.16,-0.07,0.00,0.00,0.00,0.00,60.68,66.64,0.00,0.03,3.94,3.54,0.00,0.00,0.00,0
41,1,-0.15,-0.07,0.00,0.00,0.00,0.00,60.68,66.64,0.00,0.03,3.94,3.54,0.00,0.00,0.00,0
60,1,-0.15,-0.09,0.00,0.00,0.00,0.00,60.68,66.64,0.00,0.03,3.95,3.55,0.00,0.00,0.00,0
81,1,-0.15,-0.03,0.00,0.00,0.00,0.00,60.68,66.64,0.00,0.03,3.95,3.55,0.00,0.00,0.00,0
100,1,-0.14,0.15,0.00,0.00,0.00,0.00,60.68,66.64,0.00,0.03,3.97,3.56,0.00,0.00,0.00,0
121,1,-0.09,0.87,0.00,0.00,0.00,0.00,60.68,66.64,0.00,0.03,3.98,3.57,0.00,0.00,0.00,0
139,1,-0.01,1.89,0.00,0.00,0.00,0.00,60.68,66.64,0.00,0.03,3.99,3.58,0.00,0.00,0.00,0
161,1,0.12,3.00,0.00,0.00,0.00,0.00,60.68,66.64,0.00,-0.03,4.00,3.59,0.00,0.00,0.00,0
180,1,0.21,3.34,0.00,0.00,0.00,0.00,60.68,66.64,-0.00,-0.03,4.02,3.60,0.00,0.00,0.00,0
201,1,0.32,3.90,0.00,0.00,0.00,0.00,60.68,66.64,-0.00,-0.03,4.03,3.61,0.00,0.00,0.00,0
220,1,0.45,4.75,0.00,0.00,0.00,0.00,60.68,66.64,-0.00,-0.03,4.04,3.62,0.00,0.00,0.00,0
241,1,0.64,6.07,0.00,0.00,0.00,0.00,60.68,66.64,-0.00,-0.03,4.06,3.63,0.00,0.00,0.00,0
259,1,0.87,8.06,0.00,0.00,0.00,0.00,60.68,66.64,-0.00,-0.03,4.07,3.64,0.00,0.00,0.00,0
281,1,1.32,11.75,0.00,0.00,0.00,0.00,60.68,66.64,-0.00,-0.03,4.08,3.65,0.00,0.00,0.00,0
301,1,1.76,14.91,0.00,0.00,0.00,0.00,60.68,66.64,-0.00,-0.03,4.10,3.66,0.00,0.00,0.00,0
320,1,2.20,17.16,0.00,0.00,0.00,0.00,60.68,66.64,-0.00,-0.01,4.11,3.68,0.00,0.00,0.00,0
341,1,2.63,18.39,0.00,0.00,0.00,0.00,60.68,66.64,0.01,-0.01,4.13,3.69,0.00,0.00,0.00,0
361,1,3.05,19.00,0.00,0.00,0.00,0.00,60.68,66.64,0.01,-0.01,4.14,3.70,0.00,0.00,0.00,0
380,1,3.45,19.29,0.00,0.00,0.00,0.00,60.68,66.64,0.01,-0.01,4.15,3.71,0.00,0.00,0.00,0
401,1,3.88,19.85,0.00,0.00,0.00,0.00,60.68,66.64,0.01,-0.01,4.17,3.72,0.00,0.00,0.00,0
420,1,4.35,20.88,0.00,0.00,0.00,0.00,60.68,66.64,0.01,-0.01,4.18,3.74,0.00,0.00,0.00,0
441,1,4.82,21.71,0.00,0.00,0.00,0.00,60.68,66.64,0.01,-0.01,4.19,3.75,0.00,0.00,0.00,0
460,1,5.31,22.45,0.00,0.00,0.00,0.00,60.68,66.64,0.01,-0.01,4.21,3.76,0.00,0.00,0.00,0
