# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0500
# arm_bal_ki=0.0250
# arm_bal_kd=0.0150
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.3000
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# vel_trim_gain=0.1000
# vel_trim_max=2.00
# vel_trim_filter=0.0500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=90.80
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
19,1,0.27,-0.09,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,0.01,-0.03,3.91,3.54,3.92,3.56,0.00,0.00,0
39,1,0.27,-0.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,0.01,-0.03,3.91,3.55,3.94,3.57,0.00,0.00,0
59,1,0.27,-0.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,0.01,-0.03,3.92,3.55,3.95,3.59,0.00,0.00,0
79,1,0.28,-0.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,0.01,-0.03,3.92,3.56,3.97,3.60,0.00,0.00,0
100,1,0.30,0.29,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,0.01,0.04,3.94,3.57,3.98,3.61,0.00,0.00,0
118,1,0.35,0.85,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,-0.02,0.04,3.95,3.58,3.99,3.63,0.00,0.00,0
140,1,0.44,1.94,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,-0.02,0.04,3.96,3.59,4.01,3.64,0.00,0.00,0
160,1,0.53,2.77,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,-0.02,0.04,3.98,3.60,4.02,3.66,0.00,0.00,0
179,1,0.62,3.43,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,-0.02,0.04,3.99,3.61,4.04,3.67,0.00,0.00,0
200,1,0.73,3.99,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,-0.02,0.04,4.00,3.62,4.05,3.68,0.00,0.00,0
219,1,0.84,4.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,-0.02,0.04,4.02,3.63,4.06,3.70,0.00,0.00,0
239,1,0.98,5.05,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.17,-0.02,0.04,4.03,3.64,4.08,3.71,0.00,0.00,0
258,1,1.17,6.42,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.16,-0.02,-0.01,4.04,3.65,4.09,3.73,0.00,0.00,0
280,1,1.47,9.09,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.16,-0.02,-0.01,4.06,3.66,4.11,3.74,0.00,0.00,0
300,1,1.89,12.68,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.16,-0.02,-0.01,4.07,3.67,4.12,3.75,0.00,0.00,0
319,1,2.34,15.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.16,-0.02,-0.01,4.09,3.68,4.13,3.77,0.00,0.00,0
339,1,2.80,17.89,0.00,0.00,0.00,0.0000,0.0000,0.0000,-157.89,-151.16,-0.02,-0.01,4.10,3.69,4.15,3.78,0.00,0.00,0
