# prof_imu_max_us=1301
# prof_ctl_max_us=19457282
# prof_disp_max_us=8316
# prof_ws_max_us=30
# prof_tel_max_us=326
# prof_crsf_max_us=19431537
# prof_can_max_us=2846
# prof_bal_max_us=6587688
# prof_adrv_max_us=24657
# prof_loopgap_max_us=19467023
# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=2.2000
# vel_sp_ki=0.3500
# sp_offset_max=8.00
# vel_filter_alpha=0.3500
# stored_trim=2.7702
# glide_vel_err=0.80
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.15:81.60
# sp_curve_2=0.50:82.00
# sp_curve_3=1.00:81.10
# base_sp_fwd=84.00
# base_sp_tip=81.10
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
19,1,-1.97,0.38,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.03,0.04,3.927,3.551,3.941,3.565,0.00,0.00,0
38,1,-1.97,0.39,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.03,0.04,3.927,3.551,3.955,3.579,0.00,0.00,0
60,1,-1.96,0.45,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.05,0.04,3.932,3.556,3.969,3.593,0.00,0.00,0
79,1,-1.95,0.62,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.05,0.04,3.942,3.564,3.983,3.607,0.00,0.00,0
99,1,-1.91,1.06,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.05,0.04,3.954,3.574,3.997,3.621,0.00,0.00,0
119,1,-1.83,2.16,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.05,0.04,3.966,3.585,4.011,3.635,0.00,0.00,0
139,1,-1.72,3.32,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.05,0.04,3.978,3.595,4.025,3.649,0.00,0.00,0
159,1,-1.61,3.94,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.05,0.04,3.992,3.606,4.039,3.663,0.00,0.00,0
179,1,-1.50,4.39,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.05,0.04,4.005,3.616,4.053,3.677,0.00,0.00,0
199,1,-1.39,4.80,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.05,0.01,4.018,3.625,4.067,3.691,0.00,0.00,0
219,1,-1.28,5.14,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.02,0.01,4.032,3.635,4.081,3.705,0.00,0.00,0
239,1,-1.14,5.67,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.02,0.01,4.046,3.645,4.095,3.719,0.00,0.00,0
260,1,-0.95,6.85,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.02,0.01,4.060,3.655,4.109,3.733,0.00,0.00,0
279,1,-0.67,9.30,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.02,0.01,4.073,3.666,4.123,3.747,0.00,0.00,0
299,1,-0.33,12.16,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.02,0.01,4.087,3.676,4.137,3.761,0.00,0.00,0
319,1,0.11,15.24,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.02,0.01,4.101,3.686,4.151,3.775,0.00,0.00,0
339,1,0.57,17.69,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.02,0.01,4.114,3.698,4.165,3.789,0.00,0.00,0
360,1,1.03,19.33,0.00,0.00,0.00,0.0000,0.0000,22.86,30.43,0.02,0.02,4.128,3.710,4.179,3.803,0.00,0.00,0
