# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=8191
# lowering=experimental_ch11_forward_catch_v2 state:4 active_pilot_flag:64 phase_shift:8 phase_mask:15
# lowering_phases=0:idle 1:stopping 2:preparing 3:descending 4:ground_hold 5:retracting 6:reserved 7:complete 8:fault 9:committing 10:catching
# lowering_prepare=travel_rad:1.3 speed_rad_s:0.25 confirm_ms:200
# lowering_launch=rear_accel_rad_s2:4 rear_speed_rad_s:-2 forward_drop_deg:1 forward_rate_dps:2 accel_pause_rate_dps:6 coast_min_arm_rad:1.8 timeout_ms:1800
# lowering_catch=travel_rad:2.4 speed_rad_s:1.5 first_load_nm:0.4 sustained_load_nm:0.2 confirm_ms:80 timeout_ms:2500 yield_rad:0.06 yield_rad_s:0.12 early_catch_drop_deg:0.5 first_load_delay_ms:100 arm_start_rate_dps:-1
# lowering_support=both_arms measured_forward_fall_and_deceleration required tracking_stall_not_required
# lowering_rate=roll_rate_uses_fast_tau_s:0.006 while_pilot_phase_nonzero:1 ordinary_balance_filter_unchanged:1
# lowering_limits=target_lead_rad:0.12 lower_rad_s:0.16 retract_rad_s:0.30 wheel_stop_accel_rad_s2:0.75 owner_timeout_ms:100 motor_feedback_ms:100 rate_filter_tau_s:0.006
# lowering_flat=angle_deg:5 rate_dps:5 wheel_rad_s:0.65 confirm_ms:600
# standing_drive=ch1_ch2_progressive_braking_v5
# standing_drive_limits=velocity_rad_s:20 turn_rad_s:4.5 accel:6 decel:8 turn_accel:18
# standing_drive_brake=fast_decel:20 start_reference_rad_s:4 full_reference_rad_s:8 low_speed_decel:8 arm_brake_limit_fraction:0.0666667 active_flag:32
# standing_drive_acceleration=angle_k:8.8 rate_k:1.5 speed_k:3 speed_error_limit:8 accel_limit:100 handoff_rate:30
# standing_drive_rate_filter=tau_s:0.006 fresh_sample_dt:1 stationary_filter_unchanged:1
# standing_drive_learning=max_abs_velocity_error:1 velocity_p:0
# standing_drive_arms=gain:0.008333333 limit_fraction:0.1 tau_s:0.08 recovery_priority:1
# standing_drive_arm_ordinary=scale:0.3 limit_fraction:0.12
# standing_drive_arm_emergency=headroom_rad_s:3 min_error_deg:2 outward_rate_dps:8 confirm_ms:60 severe_error_deg:8 severe_outward_rate_dps:20 requires_velocity_disturbance:1
# standing_drive_arm_error=measured_minus_projection_onto_zero_to_target_interval
# standing_drive_active_flag=16 includes_pd_handoff:1
# pilot_arm_units=planned_center_fraction_after_recovery_priority_before_output_filter
# standing_drive_gates=deadband:0.06 neutral_calm_ms:400 stop_calm_ms:400 rc_fresh_ms:100
# standing_drive_flags=ready:1 moving_or_braking:2 turning:4 fresh_input:8
# startup_recoil=confirmed_unwind_v1
# startup_recoil_multiplier=2 enter_rad_s=0.35 exit_rad_s=0.15 confirm_ms=60 blend_ms=120
# startup_recoil_active_flag=0x01
# startup_recovery=wheel_velocity_learning_v1
# startup_recovery_speed=1.0
# startup_recovery_force_speed=4.0
# startup_recovery_confirm_ms=60
# startup_recovery_ki=1.0 boost_ms=800 integral_rate_dps=6 limit_deg=6
# startup_recovery_hold=settled_position calm_ms=400
# capture_trim_bounds=absolute
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=4
# sample_size_bytes=240
# sample_count=1984
# checksum=0xC35F297F
# checksum_valid=1
# build_date=Sep 20 2026
# build_time=00:54:46
# run_start_uptime_ms=123616
# run_end_uptime_ms=163376
# run_duration_ms=39760
# end_reason=lower_wrong_direction
# test_note=none
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=2.5193
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0x8B7ADA4A
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms,pilot_forward,pilot_steering,pilot_turn,pilot_flags,pilot_arm
224,20,5001,4,0,1,0,0,0,-5.038,5.927,-4.144,8.606,1.0035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.157,25.342,0.059,0.123,0.020,-0.032,155,15,4.049,3.621,4.098,3.696,0.576,0.471,0.403,1.643,0.0453,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.47,5,0.0000,0.0000,0.0000,0,0.00000
244,20,5001,4,0,1,0,0,0,-4.816,7.141,-3.520,11.230,1.0418,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.159,25.342,0.019,0.123,-0.025,-0.032,15,35,4.062,3.631,4.112,3.710,0.615,0.554,0.204,1.703,0.0503,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.47,5,0.0000,0.0000,0.0000,0,0.00000
264,20,5001,4,0,1,0,0,0,-4.529,9.334,-5.609,15.869,1.0267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.159,25.342,0.019,0.123,-0.025,-0.032,35,55,4.076,3.640,4.126,3.724,0.724,0.484,0.112,1.919,0.0553,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.47,5,0.0000,0.0000,0.0000,0,0.00000
284,20,5002,4,0,1,0,0,0,-4.176,12.116,-6.058,19.958,1.0343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.341,0.080,0.068,-0.033,-0.032,15,15,4.091,3.650,4.140,3.738,0.626,0.530,0.301,1.803,0.0607,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.47,5,0.0000,0.0000,0.0000,0,0.00000
304,20,5002,4,0,1,0,0,0,-3.759,14.880,-4.951,22.217,1.0042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.341,0.080,0.068,-0.033,-0.032,35,35,4.104,3.661,4.154,3.752,0.599,0.573,0.292,1.711,0.0659,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.47,4,0.0000,0.0000,0.0000,0,0.00000
324,20,5000,4,0,1,0,0,0,-3.335,16.947,-4.341,22.156,0.9746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.341,0.080,0.068,-0.033,-0.032,55,55,4.117,3.672,4.168,3.766,0.746,0.625,0.074,1.694,0.0710,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.47,5,0.0000,0.0000,0.0000,0,0.00000
344,20,5001,4,0,1,0,0,0,-2.915,18.396,-4.261,22.095,0.9863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.341,0.080,0.068,-0.033,-0.032,75,75,4.132,3.683,4.182,3.780,0.627,0.478,0.265,1.758,0.0766,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.40,5,0.0000,0.0000,0.0000,0,0.00000
364,20,5001,4,0,1,0,0,0,-2.486,19.213,-1.392,20.996,0.9752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.341,0.080,0.068,-0.033,-0.032,95,95,4.145,3.695,4.196,3.794,0.643,0.577,0.311,1.812,0.0819,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.40,5,0.0000,0.0000,0.0000,0,0.00000
384,20,5001,4,0,1,0,0,0,-2.058,19.665,-1.946,20.691,0.9851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,0.080,0.005,-0.033,-0.010,115,15,4.158,3.706,4.210,3.808,0.688,0.608,0.218,1.655,0.0872,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.40,4,0.0000,0.0000,0.0000,0,0.00000
405,21,5003,4,0,1,0,0,0,-1.649,20.011,-2.488,21.362,1.0069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,0.001,0.005,-0.030,-0.010,16,36,4.173,3.719,4.224,3.822,0.809,0.614,0.104,1.693,0.0930,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.40,5,0.0000,0.0000,0.0000,0,0.00000
425,20,5002,4,0,1,0,0,0,-1.087,21.025,-0.990,23.254,0.9887,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,0.001,0.005,-0.030,-0.010,36,56,4.187,3.730,4.238,3.836,0.608,0.535,0.418,1.813,0.0985,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.40,5,0.0000,0.0000,0.0000,0,0.00000
444,19,5000,4,0,1,0,0,0,-0.613,21.760,-0.344,23.743,0.9749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,0.001,0.005,-0.030,-0.010,55,75,4.201,3.742,4.252,3.850,0.742,0.687,0.160,1.756,0.1040,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.40,5,0.0000,0.0000,0.0000,0,0.00000
464,20,5001,4,0,1,0,0,0,-0.143,22.218,-0.097,23.682,1.0088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,0.001,0.005,-0.030,-0.010,75,95,4.215,3.754,4.266,3.864,0.835,0.610,0.048,1.712,0.1096,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.26,0.40,5,0.0000,0.0000,0.0000,0,0.00000
484,20,5001,4,0,1,0,0,0,0.335,22.827,-0.315,24.170,0.9783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,0.001,0.005,-0.030,-0.010,95,115,4.229,3.767,4.280,3.878,0.664,0.579,0.374,1.755,0.1154,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.23,0.40,5,0.0000,0.0000,0.0000,0,0.00000
505,21,5001,4,0,1,0,0,0,0.816,23.242,0.321,24.597,1.0020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,0.001,0.005,-0.030,-0.010,116,136,4.243,3.779,4.294,3.892,0.697,0.666,0.235,1.788,0.1210,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.23,0.34,5,0.0000,0.0000,0.0000,0,0.00000
525,20,5009,4,0,1,0,0,0,1.302,23.592,1.250,24.902,0.9846,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,0.001,0.005,-0.030,-0.010,136,156,4.258,3.792,4.308,3.906,0.711,0.611,0.055,1.753,0.1268,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.23,0.34,5,0.0000,0.0000,0.0000,0,0.00000
544,19,5001,4,0,1,0,0,0,1.791,23.928,1.062,25.085,0.9877,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,-0.051,0.021,-0.027,-0.020,15,15,4.273,3.805,4.322,3.920,0.755,0.631,0.311,1.756,0.1328,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.23,0.34,5,0.0000,0.0000,0.0000,0,0.00000
564,20,5006,4,0,1,0,0,0,2.274,24.198,1.494,24.658,0.9740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,-0.059,0.021,-0.031,-0.020,15,35,4.286,3.817,4.336,3.934,0.670,0.616,0.334,1.772,0.1382,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.23,0.34,5,0.0000,0.0000,0.0000,0,0.00000
584,20,5001,4,0,1,0,0,0,2.770,24.289,3.812,24.658,0.9915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.161,25.340,-0.059,0.021,-0.031,-0.020,35,55,4.300,3.830,4.350,3.948,0.769,0.670,0.010,1.802,0.1439,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.23,0.34,5,0.0000,0.0000,0.0000,0,0.00000
