[Balance] --- Log dump (76947 bytes, 820 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
21,1,-1.73,0.01,0.00,0.00,0.00,0.00,130.20,135.24,-0.03,-0.01,3.93,3.48,0.00,0.00,0.00,0
40,1,-1.73,0.03,0.00,0.00,0.00,0.00,130.20,135.24,-0.03,-0.01,3.93,3.48,0.00,0.00,0.00,0
61,1,-1.73,0.03,0.00,0.00,0.00,0.00,130.20,135.24,-0.03,-0.01,3.93,3.48,0.00,0.00,0.00,0
81,1,-1.73,0.09,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,-0.02,3.94,3.49,0.00,0.00,0.00,0
100,1,-1.71,0.31,0.00,0.00,0.00,0.00,130.20,135.25,-0.01,-0.02,3.96,3.50,0.00,0.00,0.00,0
121,1,-1.66,1.02,0.00,0.00,0.00,0.00,130.20,135.25,-0.01,-0.02,3.97,3.51,0.00,0.00,0.00,0
141,1,-1.59,1.67,0.00,0.00,0.00,0.00,130.20,135.25,-0.01,-0.02,3.98,3.52,0.00,0.00,0.00,0
160,1,-1.51,2.42,0.00,0.00,0.00,0.00,130.20,135.25,-0.01,-0.02,3.99,3.53,0.00,0.00,0.00,0
181,1,-1.41,3.14,0.00,0.00,0.00,0.00,130.20,135.25,-0.01,-0.02,4.01,3.54,0.00,0.00,0.00,0
201,1,-1.30,3.85,0.00,0.00,0.00,0.00,130.20,135.25,-0.01,-0.02,4.02,3.55,0.00,0.00,0.00,0
220,1,-1.18,4.52,0.00,0.00,0.00,0.00,130.20,135.25,-0.01,-0.02,4.03,3.56,0.00,0.00,0.00,0
241,1,-1.03,5.09,0.00,0.00,0.00,0.00,130.20,135.25,-0.01,-0.06,4.05,3.57,0.00,0.00,0.00,0
260,1,-0.85,6.11,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,-0.06,4.06,3.59,0.00,0.00,0.00,0
281,1,-0.52,9.23,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,-0.06,4.07,3.59,0.00,0.00,0.00,0
299,1,-0.21,11.97,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,-0.06,4.09,3.61,0.00,0.00,0.00,0
321,1,0.28,14.76,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,-0.06,4.10,3.62,0.00,0.00,0.00,0
341,1,0.61,15.34,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,-0.06,4.12,3.63,0.00,0.00,0.00,0
361,1,0.94,15.83,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,-0.06,4.13,3.64,0.00,0.00,0.00,0
380,1,1.31,16.79,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,-0.06,4.14,3.65,0.00,0.00,0.00,0
401,1,1.72,18.04,0.00,0.00,0.00,0.00,130.20,135.25,-0.03,0.01,4.16,3.66,0.00,0.00,0.00,0
419,1,2.03,18.76,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,0.01,4.17,3.68,0.00,0.00,0.00,0
441,1,2.37,17.61,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,0.01,4.18,3.69,0.00,0.00,0.00,0
460,1,2.26,9.80,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,0.01,4.20,3.70,0.00,0.00,0.00,0
481,1,2.20,5.20,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,0.01,4.21,3.71,0.00,0.00,0.00,0
500,1,2.29,6.23,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,0.01,4.23,3.72,0.00,0.00,0.00,0
521,1,2.70,11.17,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,0.01,4.24,3.73,0.00,0.00,0.00,0
540,1,3.31,17.10,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,0.01,4.26,3.75,0.00,0.00,0.00,0
561,1,3.93,21.27,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,-0.01,4.27,3.76,0.00,0.00,0.00,0
580,1,4.48,22.91,0.00,0.00,0.00,0.00,130.21,135.25,0.04,-0.01,4.28,3.77,0.00,0.00,0.00,0
601,1,4.94,22.71,0.00,0.00,0.00,0.00,130.21,135.25,0.04,-0.01,4.30,3.79,0.00,0.00,0.00,0
620,1,5.38,22.30,0.00,0.00,0.00,0.00,130.21,135.25,0.04,-0.01,4.31,3.80,0.00,0.00,0.00,0
641,1,5.83,22.49,0.00,0.00,0.00,0.00,130.21,135.25,0.04,-0.01,4.32,3.81,0.00,0.00,0.00,0
660,1,6.32,23.25,0.00,0.00,0.00,0.00,130.21,135.25,0.04,-0.01,4.34,3.82,0.00,0.00,0.00,0
680,1,6.83,24.18,0.00,0.00,0.00,0.00,130.21,135.25,0.04,-0.01,4.35,3.84,0.00,0.00,0.00,0
701,1,7.37,25.18,0.00,0.00,0.00,0.00,130.21,135.25,0.04,-0.01,4.37,3.85,0.00,0.00,0.00,0
721,1,7.91,25.77,0.00,0.00,0.00,0.00,130.21,135.25,0.04,-0.01,4.38,3.86,0.00,0.00,0.00,0
741,1,8.44,25.93,0.00,0.00,0.00,0.00,130.21,135.25,0.02,-0.01,4.39,3.88,0.00,0.00,0.00,0
760,1,8.97,26.00,0.00,0.00,0.00,0.00,130.21,135.25,0.02,-0.01,4.41,3.89,0.00,0.00,0.00,0
781,1,9.49,26.04,0.00,0.00,0.00,0.00,130.21,135.25,0.02,-0.01,4.42,3.90,0.00,0.00,0.00,0
800,1,10.00,26.07,0.00,0.00,0.00,0.00,130.21,135.25,0.02,-0.01,4.44,3.92,0.00,0.00,0.00,0
821,1,10.53,26.22,0.00,0.00,0.00,0.00,130.21,135.25,0.02,-0.01,4.45,3.93,0.00,0.00,0.00,0
841,1,11.06,26.37,0.00,0.00,0.00,0.00,130.21,135.25,0.02,-0.01,4.47,3.94,0.00,0.00,0.00,0
860,1,11.59,26.52,0.00,0.00,0.00,0.00,130.21,135.25,0.02,-0.01,4.48,3.96,0.00,0.00,0.00,0
881,1,12.13,26.72,0.00,0.00,0.00,0.00,130.21,135.25,0.02,0.02,4.49,3.97,0.00,0.00,0.00,0
900,1,12.67,26.90,0.00,0.00,0.00,0.00,130.21,135.25,-0.03,0.02,4.51,3.98,0.00,0.00,0.00,0
921,1,13.21,27.02,0.00,0.00,0.00,0.00,130.21,135.25,-0.03,0.02,4.52,4.00,0.00,0.00,0.00,0
940,1,13.77,27.16,0.00,0.00,0.00,0.00,130.21,135.25,-0.03,0.02,4.54,4.01,0.00,0.00,0.00,0
961,1,14.33,27.51,0.00,0.00,0.00,0.00,130.21,135.25,-0.03,0.02,4.55,4.02,0.00,0.00,0.00,0
980,1,14.88,27.60,0.00,0.00,0.00,0.00,130.21,135.25,-0.03,0.02,4.56,4.04,0.00,0.00,0.00,0
1001,1,15.45,27.68,0.00,0.00,0.00,0.00,130.21,135.25,-0.03,0.02,4.58,4.05,0.00,0.00,0.00,0
1020,1,16.00,27.72,0.00,0.00,0.00,0.00,130.21,135.25,-0.03,0.02,4.59,4.07,0.00,0.00,0.00,0
1041,1,16.56,27.79,0.00,0.00,0.00,0.00,130.21,135.25,-0.03,0.02,4.61,4.08,0.00,0.00,0.00,0
1059,1,16.98,27.79,0.00,0.00,0.00,0.00,130.21,135.25,0.00,0.02,4.62,4.09,0.00,0.00,0.00,0
1081,1,17.69,28.08,0.00,0.00,0.00,0.00,130.21,135.25,0.00,0.02,4.63,4.11,0.00,0.00,0.00,0
1100,1,18.27,28.49,0.00,0.00,0.00,0.00,130.21,135.25,0.00,0.02,4.65,4.12,0.00,0.00,0.00,0
1121,1,18.87,28.74,0.00,0.00,0.00,0.00,130.21,135.25,0.00,0.02,4.66,4.14,0.00,0.00,0.00,0
1141,1,19.46,29.03,0.00,0.00,0.00,0.00,130.21,135.25,0.00,0.02,4.68,4.15,0.00,0.00,0.00,0
1161,1,20.04,29.00,0.00,0.00,0.00,0.00,130.21,135.25,0.00,0.02,4.69,4.16,0.00,0.00,0.00,0
1179,1,20.47,28.95,0.00,0.00,0.00,0.00,130.21,135.25,0.00,0.02,4.71,4.18,0.00,0.00,0.00,0
1201,1,21.20,29.05,0.00,0.00,0.00,0.00,130.21,135.25,0.00,-0.05,4.72,4.19,0.00,0.00,0.00,0
1220,1,21.79,29.24,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,-0.05,4.73,4.21,0.00,0.00,0.00,0
1241,1,22.38,29.28,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,-0.05,4.75,4.22,0.00,0.00,0.00,0
1260,1,22.98,29.38,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,-0.05,4.76,4.24,0.00,0.00,0.00,0
1281,1,23.61,29.74,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,-0.05,4.78,4.25,0.00,0.00,0.00,0
1300,1,24.24,30.14,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,-0.05,4.79,4.26,0.00,0.00,0.00,0
1320,1,24.86,29.93,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,-0.05,4.80,4.28,0.00,0.00,0.00,0
1341,1,25.45,29.37,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,-0.05,4.82,4.29,0.00,0.00,0.00,0
1360,1,26.02,28.59,0.00,0.00,0.00,0.00,130.21,135.25,-0.04,0.01,4.83,4.30,0.00,0.00,0.00,0
1381,1,26.55,27.16,0.00,0.00,0.00,0.00,130.21,135.25,0.03,0.01,4.85,4.31,0.00,0.00,0.00,0
1401,1,27.03,25.42,0.00,0.00,0.00,0.00,130.21,135.25,0.03,0.01,4.86,4.32,0.00,0.00,0.00,0
1420,1,27.41,22.73,0.00,0.00,0.00,0.00,130.21,135.25,0.03,0.01,4.88,4.33,0.00,0.00,0.00,0
