# prof_imu_max_us=1449
# prof_ctl_max_us=6637374
# prof_disp_max_us=7928
# prof_ws_max_us=32
# prof_tel_max_us=243
# prof_crsf_max_us=6635734
# prof_can_max_us=594
# prof_bal_max_us=5948909
# prof_adrv_max_us=1691
# prof_loopgap_max_us=6638419
# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=2.2000
# vel_sp_ki=0.3500
# sp_offset_max=8.00
# vel_filter_alpha=0.3500
# stored_trim=-3.5982
# glide_vel_err=0.80
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:89.30
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=89.30
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
18,1,-2.99,0.03,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.06,3.919,3.542,3.932,3.556,0.00,0.00,0
39,1,-2.99,0.00,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.06,3.919,3.542,3.946,3.570,0.00,0.00,0
58,1,-2.99,0.01,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.06,3.924,3.548,3.960,3.584,0.00,0.00,0
78,1,-2.98,0.10,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.06,3.933,3.556,3.974,3.598,0.00,0.00,0
99,1,-2.96,0.38,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.09,3.945,3.566,3.988,3.612,0.00,0.00,0
118,1,-2.91,1.04,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.09,3.958,3.577,4.002,3.626,0.00,0.00,0
139,1,-2.81,2.29,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.09,3.970,3.587,4.016,3.640,0.00,0.00,0
158,1,-2.71,3.01,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.09,3.984,3.598,4.030,3.654,0.00,0.00,0
179,1,-2.60,3.57,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.09,3.996,3.607,4.044,3.668,0.00,0.00,0
197,1,-2.50,4.06,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.09,4.011,3.617,4.058,3.682,0.00,0.00,0
219,1,-2.41,4.36,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.09,4.023,3.626,4.072,3.696,0.00,0.00,0
238,1,-2.28,4.87,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,0.09,4.038,3.637,4.086,3.710,0.00,0.00,0
259,1,-2.09,6.26,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,-0.02,-0.00,4.051,3.646,4.100,3.724,0.00,0.00,0
278,1,-1.79,9.04,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.00,4.065,3.657,4.114,3.738,0.00,0.00,0
299,1,-1.35,12.85,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.00,4.078,3.667,4.128,3.752,0.00,0.00,0
317,1,-0.89,16.01,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.00,4.093,3.679,4.142,3.766,0.00,0.00,0
339,1,-0.44,18.21,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.00,4.105,3.690,4.156,3.780,0.00,0.00,0
358,1,0.00,19.39,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.00,4.120,3.702,4.170,3.794,0.00,0.00,0
379,1,0.43,20.02,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.00,4.133,3.714,4.184,3.808,0.00,0.00,0
398,1,0.84,20.28,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.00,4.148,3.726,4.198,3.822,0.00,0.00,0
419,1,1.28,20.85,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.02,4.161,3.737,4.212,3.836,0.00,0.00,0
438,1,1.73,21.34,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.02,4.176,3.750,4.226,3.850,0.00,0.00,0
458,1,2.20,22.08,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.02,4.189,3.762,4.240,3.864,0.00,0.00,0
479,1,2.68,22.82,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.02,4.203,3.775,4.254,3.878,0.00,0.00,0
498,1,3.17,23.35,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.02,4.217,3.788,4.268,3.892,0.00,0.00,0
519,1,3.66,23.83,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.02,4.231,3.800,4.282,3.906,0.00,0.00,0
538,1,4.14,24.01,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.02,4.246,3.813,4.296,3.920,0.00,0.00,0
559,1,4.62,24.05,0.00,0.00,0.00,0.0000,0.0000,-3.44,2.16,0.01,-0.02,4.258,3.825,4.310,3.934,0.00,0.00,0
