[Balance] --- Log dump (94089 bytes, 1012 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
18,1,-1.91,-0.17,0.00,0.00,0.00,0.00,43.13,48.13,-0.03,-0.02,3.93,3.55,0.00,0.00,0.00,0
40,1,-1.91,-0.18,0.00,0.00,0.00,0.00,43.13,48.13,-0.03,-0.02,3.93,3.55,0.00,0.00,0.00,0
59,1,-1.91,-0.15,0.00,0.00,0.00,0.00,43.13,48.13,-0.03,-0.02,3.94,3.55,0.00,0.00,0.00,0
79,1,-1.89,0.05,0.00,0.00,0.00,0.00,43.13,48.13,-0.03,-0.02,3.95,3.56,0.00,0.00,0.00,0
99,1,-1.84,0.76,0.00,0.00,0.00,0.00,43.13,48.13,-0.03,-0.02,3.96,3.57,0.00,0.00,0.00,0
119,1,-1.75,1.88,0.00,0.00,0.00,0.00,43.13,48.13,-0.03,-0.02,3.97,3.58,0.00,0.00,0.00,0
140,1,-1.64,2.77,0.00,0.00,0.00,0.00,43.13,48.13,-0.03,-0.02,3.98,3.59,0.00,0.00,0.00,0
159,1,-1.56,3.37,0.00,0.00,0.00,0.00,43.13,48.13,-0.03,0.02,4.00,3.60,0.00,0.00,0.00,0
179,1,-1.40,4.35,0.00,0.00,0.00,0.00,43.13,48.13,-0.01,0.02,4.01,3.61,0.00,0.00,0.00,0
199,1,-1.28,4.76,0.00,0.00,0.00,0.00,43.13,48.13,-0.01,0.02,4.02,3.62,0.00,0.00,0.00,0
219,1,-1.13,5.49,0.00,0.00,0.00,0.00,43.13,48.13,-0.01,0.02,4.04,3.63,0.00,0.00,0.00,0
240,1,-0.90,7.36,0.00,0.00,0.00,0.00,43.13,48.13,-0.01,0.02,4.05,3.64,0.00,0.00,0.00,0
259,1,-0.56,10.36,0.00,0.00,0.00,0.00,43.13,48.13,-0.01,0.02,4.06,3.65,0.00,0.00,0.00,0
278,1,-0.27,12.46,0.00,0.00,0.00,0.00,43.13,48.13,-0.01,0.02,4.08,3.66,0.00,0.00,0.00,0
300,1,0.29,16.06,0.00,0.00,0.00,0.00,43.13,48.13,-0.01,0.02,4.09,3.67,0.00,0.00,0.00,0
320,1,0.74,18.09,0.00,0.00,0.00,0.00,43.13,48.14,-0.01,-0.01,4.10,3.69,0.00,0.00,0.00,0
340,1,1.16,19.00,0.00,0.00,0.00,0.00,43.13,48.14,-0.05,-0.01,4.12,3.70,0.00,0.00,0.00,0
360,1,1.59,19.53,0.00,0.00,0.00,0.00,43.13,48.14,-0.05,-0.01,4.13,3.71,0.00,0.00,0.00,0
