# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0500
# arm_bal_ki=0.0250
# arm_bal_kd=0.0150
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.3000
# arm_bal_early_frac_rate=0.1500
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# arm_sp_track_rate=0.1500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,arm_sp_frac,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
9300,2,85.89,-1.98,86.43,0.48,1.11,0.0000,0.0000,0.0000,-134.19,-127.06,0.56,0.75,5.33,4.30,4.46,3.56,-0.13,0.66,32
9321,2,85.95,-1.25,86.49,0.48,1.06,0.0000,0.0000,0.0000,-134.16,-127.03,0.85,0.77,5.13,4.10,4.26,3.56,-0.10,0.81,32
9339,2,85.86,-0.56,86.55,0.60,1.27,0.0000,0.0000,0.0000,-134.14,-127.00,0.90,0.96,4.94,3.91,4.06,3.56,-0.08,0.93,32
9362,2,85.89,1.46,86.61,0.66,1.20,0.0000,0.0000,0.0000,-134.11,-126.98,0.82,0.73,4.74,3.74,3.90,3.56,-0.05,0.78,32
9380,2,85.95,2.07,86.67,0.66,1.15,0.0000,0.0000,0.0000,-134.08,-126.96,0.91,0.29,4.55,3.65,3.90,3.56,-0.03,0.60,32
9401,2,86.14,4.14,86.73,0.53,0.73,0.0000,0.0000,0.0000,-134.07,-126.94,0.53,0.85,4.34,3.61,3.90,3.56,-0.01,0.69,32
9420,2,86.19,-0.65,86.79,0.54,1.12,0.0000,0.0000,0.0000,-134.05,-126.91,0.84,1.02,4.15,3.58,3.90,3.56,0.01,0.93,32
9441,2,86.06,-4.84,86.85,0.73,1.85,0.0000,0.0000,0.0000,-134.02,-126.89,0.99,0.59,4.03,3.57,3.90,3.56,0.04,0.79,32
9461,2,85.61,-10.86,86.91,1.24,3.34,0.0000,0.0000,0.0000,-133.99,-126.87,0.95,0.76,3.97,3.57,3.90,3.56,0.06,0.85,32
9480,2,85.11,-16.02,86.97,1.80,4.88,0.0000,0.0000,0.0000,-133.97,-126.84,0.64,0.86,3.94,3.56,3.90,3.56,0.09,0.75,32
9501,2,84.85,-16.21,87.03,2.12,5.54,0.0000,0.0000,0.0000,-133.95,-126.82,0.77,1.16,3.92,3.56,3.90,3.56,0.11,0.97,32
9521,2,84.81,-13.04,87.09,2.22,5.48,0.0000,0.0000,0.0000,-133.91,-126.77,2.02,2.10,3.91,3.56,3.90,3.56,0.16,2.06,32
9540,2,85.02,-7.25,87.15,2.07,4.72,0.0000,0.0000,0.0000,-133.80,-126.69,3.33,2.87,3.91,3.56,3.90,3.56,0.25,3.10,32
9562,2,85.17,-3.92,87.21,1.98,4.27,0.0000,0.0000,0.0000,-133.69,-126.59,3.58,3.41,3.91,3.56,3.90,3.56,0.35,3.50,32
9580,2,85.06,-5.13,87.27,2.15,4.70,0.0000,0.0000,0.0000,-133.61,-126.48,3.42,3.58,3.91,3.56,3.90,3.56,0.45,3.50,32
9600,2,84.76,-8.81,87.33,2.39,5.38,0.0000,0.0000,0.0000,-133.49,-126.38,3.05,3.33,3.90,3.56,3.90,3.56,0.56,3.19,32
9621,2,84.28,-14.09,87.39,3.05,7.22,0.0000,0.0000,0.0000,-133.43,-126.29,2.82,2.67,3.90,3.56,3.90,3.56,0.64,2.74,32
9641,2,83.89,-16.53,87.45,3.50,8.33,0.0000,0.0000,0.0000,-133.34,-126.21,2.98,2.82,3.90,3.56,3.90,3.56,0.72,2.90,32
9661,2,83.79,-14.05,87.51,3.66,8.44,0.0000,0.0000,0.0000,-133.21,-126.11,3.84,3.70,3.90,3.56,3.90,3.56,0.84,3.77,32
9681,2,83.86,-9.82,87.57,3.64,8.07,0.0000,0.0000,0.0000,-133.08,-125.98,4.79,4.58,3.90,3.56,3.90,3.56,0.96,4.68,32
9700,2,84.04,-5.40,87.63,3.53,7.49,0.0000,0.0000,0.0000,-132.96,-125.83,5.30,5.28,3.90,3.56,3.90,3.56,1.10,5.29,32
9720,2,84.11,-3.70,87.69,3.51,7.32,0.0000,0.0000,0.0000,-132.76,-125.66,5.46,5.61,3.90,3.56,3.90,3.56,1.29,5.53,32
9741,2,83.82,-7.68,87.75,3.87,8.35,0.0000,0.0000,0.0000,-132.63,-125.49,5.36,5.39,3.90,3.56,3.90,3.56,1.43,5.37,32
9762,2,83.37,-13.00,87.81,4.38,9.80,0.0000,0.0000,0.0000,-132.47,-125.34,5.02,4.94,3.90,3.56,3.90,3.56,1.59,4.98,32
9780,2,82.86,-17.67,87.87,4.95,11.31,0.0000,0.0000,0.0000,-132.29,-125.20,4.87,4.82,3.90,3.56,3.90,3.56,1.75,4.84,32
9801,2,82.53,-18.34,87.93,5.33,12.13,0.0000,0.0000,0.0000,-132.13,-125.01,5.53,5.41,3.90,3.56,3.90,3.56,1.92,5.47,32
9819,2,82.46,-15.14,87.99,5.45,12.19,0.0000,0.0000,0.0000,-132.00,-124.87,6.25,6.27,3.90,3.56,3.90,3.56,2.06,6.26,32
9841,2,82.50,-11.28,88.05,5.49,11.89,0.0000,0.0000,0.0000,-131.74,-124.66,7.51,7.27,3.90,3.56,3.90,3.56,2.30,7.39,32
9860,2,82.45,-9.78,88.11,5.58,11.97,0.0000,0.0000,0.0000,-131.56,-124.43,7.71,7.73,3.90,3.56,3.90,3.56,2.50,7.72,32
9881,2,82.23,-11.14,88.17,5.88,12.65,0.0000,0.0000,0.0000,-131.27,-124.19,7.96,7.87,3.90,3.56,3.90,3.56,2.77,7.92,32
9900,2,81.80,-15.28,88.23,6.37,13.97,0.0000,0.0000,0.0000,-131.09,-123.95,7.80,7.94,3.90,3.56,3.90,3.56,2.98,7.87,32
9921,2,81.34,-18.79,88.29,6.88,15.27,0.0000,0.0000,0.0000,-130.79,-123.71,8.02,7.78,3.90,3.56,3.90,3.56,3.24,7.90,32
9940,2,80.97,-20.38,88.35,7.32,16.26,0.0000,0.0000,0.0000,-130.61,-123.47,8.26,8.25,3.90,3.56,3.90,3.56,3.46,8.25,32
9962,2,80.69,-20.14,88.41,7.66,16.92,0.0000,0.0000,0.0000,-130.28,-123.21,9.11,8.94,3.90,3.56,3.90,3.56,3.75,9.02,32
9979,2,80.62,-17.05,88.47,7.77,16.97,0.0000,0.0000,0.0000,-130.06,-122.92,9.85,9.69,3.90,3.56,3.90,3.56,4.00,9.77,32
10001,2,80.56,-14.78,88.53,7.91,17.00,0.0000,0.0000,0.0000,-129.67,-122.61,10.74,10.51,3.90,3.56,3.90,3.56,4.35,10.62,32
10020,2,80.38,-14.36,88.59,8.15,17.44,0.0000,0.0000,0.0000,-129.42,-122.30,10.97,11.01,3.90,3.56,3.90,3.56,4.64,10.99,32
10041,2,80.05,-16.27,88.65,8.54,18.39,0.0000,0.0000,0.0000,-129.01,-121.95,10.97,11.18,3.90,3.56,3.90,3.56,5.02,11.08,32
10061,2,79.48,-21.00,88.71,9.17,20.02,0.0000,0.0000,0.0000,-128.75,-121.62,11.14,11.04,3.90,3.56,3.90,3.56,5.31,11.09,32
10081,2,78.90,-24.61,88.77,9.81,21.59,0.0000,0.0000,0.0000,-128.33,-121.28,11.52,11.25,3.90,3.56,3.90,3.56,5.69,11.38,32
10100,2,78.28,-27.73,88.83,10.49,23.19,0.0000,0.0000,0.0000,-128.06,-120.92,12.06,11.98,3.90,3.56,3.90,3.56,6.00,12.02,32
10120,2,77.79,-28.14,88.89,11.04,24.33,0.0000,0.0000,0.0000,-127.59,-120.55,13.29,12.90,3.90,3.56,3.90,3.56,6.43,13.10,40
10141,2,76.90,-33.57,88.95,11.99,25.00,0.0000,0.0000,0.0000,-127.27,-120.14,14.00,14.06,3.90,3.56,3.90,3.56,6.79,14.03,40
10162,2,76.20,-36.64,89.01,12.75,25.00,0.0000,0.0000,0.0000,-126.84,-119.69,14.73,14.99,3.90,3.56,3.90,3.56,7.23,14.86,40
10180,2,75.62,-36.27,89.07,13.39,25.00,0.0000,0.0000,0.0000,-126.24,-119.23,16.35,15.67,3.90,3.56,3.90,3.56,7.76,16.01,40
10201,2,74.89,-38.92,89.13,14.17,25.00,0.0000,0.0000,0.0000,-125.74,-118.63,15.68,16.26,3.90,3.56,3.90,3.56,8.31,15.97,40
10220,2,74.44,-30.24,89.19,14.69,25.00,0.0000,0.0000,0.0000,-125.38,-118.25,15.55,16.31,3.90,3.56,3.90,3.56,8.68,15.93,40
10240,2,76.54,19.09,89.25,12.64,23.76,0.0000,0.0000,0.0000,-124.78,-117.76,17.26,16.61,3.90,3.55,3.90,3.56,9.23,16.94,40
10261,2,82.09,102.24,89.31,7.16,6.13,0.0000,0.0000,0.0000,-124.37,-117.26,17.10,16.21,3.90,3.55,3.90,3.56,9.68,16.66,32
10280,2,87.54,158.63,89.37,1.76,-9.16,0.0000,0.0000,0.0000,-123.89,-116.77,15.29,15.98,3.91,3.56,3.90,3.56,10.16,15.64,32
10301,2,92.08,183.40,89.43,-2.72,-20.10,0.0000,0.0000,0.0000,-123.34,-116.29,12.77,14.85,3.90,3.56,3.90,3.56,10.68,13.81,32
10322,2,93.96,163.05,89.49,-4.53,-22.11,0.0000,0.0000,0.0000,-123.12,-115.96,6.86,6.95,3.90,3.56,3.90,3.56,10.95,6.90,32
10340,2,90.01,63.58,89.55,-0.52,-6.12,0.0000,0.0000,0.0000,-123.11,-115.92,-4.70,-2.70,3.90,3.56,3.90,3.56,10.98,-3.70,32
10361,2,85.34,-11.62,89.61,4.20,9.34,0.0000,0.0000,0.0000,-123.39,-116.15,-11.61,-10.90,3.90,3.56,3.90,3.56,10.73,-11.25,32
10380,2,82.51,-41.38,89.67,7.09,17.50,0.0000,0.0000,0.0000,-123.67,-116.53,-12.29,-12.34,3.91,3.56,3.90,3.56,10.39,-12.31,32
10401,2,81.80,-39.21,89.73,7.87,18.87,0.0000,0.0000,0.0000,-123.95,-116.83,-5.45,-6.75,3.91,3.56,3.90,3.56,10.11,-6.10,32
10420,2,84.48,9.33,89.79,5.25,9.76,0.0000,0.0000,0.0000,-123.93,-116.87,4.14,3.06,3.90,3.56,3.90,3.56,10.09,3.60,32
10441,2,88.71,66.95,89.85,1.08,-3.21,0.0000,0.0000,0.0000,-123.63,-116.64,10.89,10.93,3.90,3.56,3.90,3.56,10.36,10.91,32
10461,2,94.58,130.83,89.91,-4.74,-19.94,0.0000,0.0000,0.0000,-123.36,-116.23,11.45,14.08,3.90,3.56,3.90,3.56,10.70,12.76,32
10481,2,99.21,158.90,89.97,-9.30,-25.00,0.0000,0.0000,0.0000,-123.01,-115.88,5.95,8.82,3.90,3.56,3.90,3.56,11.05,7.39,40
10499,2,100.13,128.02,90.03,-10.11,-25.00,0.0000,0.0000,0.0000,-122.96,-115.78,-0.93,-1.35,3.90,3.56,3.90,3.56,11.12,-1.14,40
10521,2,98.46,68.22,90.09,-8.44,-22.33,0.0000,0.0000,0.0000,-123.23,-115.95,-11.53,-9.28,3.90,3.56,3.90,3.56,10.90,-10.41,32
10540,2,95.46,6.52,90.15,-5.37,-11.27,0.0000,0.0000,0.0000,-123.54,-116.35,-15.25,-15.38,3.90,3.56,3.90,3.56,10.55,-15.31,32
10562,2,92.30,-40.27,90.21,-2.15,-1.07,0.0000,0.0000,0.0000,-124.16,-116.86,-16.36,-16.92,3.90,3.56,3.90,3.56,9.99,-16.64,32
10580,2,90.15,-59.76,90.27,0.06,4.90,0.0000,0.0000,0.0000,-124.51,-117.37,-13.89,-16.37,3.90,3.56,3.90,3.56,9.55,-15.13,32
10601,2,90.03,-44.80,90.33,0.24,4.06,0.0000,0.0000,0.0000,-124.89,-117.76,-6.55,-8.75,3.90,3.56,3.90,3.56,9.17,-7.65,32
10619,2,93.49,17.12,90.39,-2.18,-4.48,0.0000,0.0000,0.0000,-124.97,-117.88,-1.55,-0.87,3.90,3.56,3.90,3.56,9.07,-1.21,32
10641,2,97.53,70.23,90.45,-7.15,-19.91,0.0000,0.0000,0.0000,-124.93,-117.84,2.41,2.72,3.90,3.56,3.90,3.56,9.11,2.57,32
10660,2,100.10,87.71,90.51,-9.65,-25.00,0.0000,0.0000,0.0000,-124.87,-117.74,2.12,2.87,3.90,3.56,3.90,3.56,9.19,2.50,40
10682,2,101.33,80.52,90.57,-10.82,-25.00,0.0000,0.0000,0.0000,-124.94,-117.76,-5.47,-3.75,3.90,3.56,3.90,3.56,9.14,-4.61,40
10700,2,99.81,37.12,90.63,-9.24,-21.45,0.0000,0.0000,0.0000,-125.14,-118.00,-10.88,-10.98,3.90,3.56,3.90,3.56,8.93,-10.93,32
10721,2,97.78,-1.74,90.69,-7.15,-14.16,0.0000,0.0000,0.0000,-125.67,-118.42,-15.99,-15.49,3.90,3.56,3.90,3.56,8.45,-15.74,32
10740,2,95.51,-32.41,90.75,-4.82,-7.05,0.0000,0.0000,0.0000,-126.05,-118.91,-16.98,-16.78,3.90,3.56,3.90,3.56,8.01,-16.88,32
10760,2,94.05,-45.69,90.81,-3.30,-2.94,0.0000,0.0000,0.0000,-126.63,-119.41,-13.28,-15.15,3.90,3.56,3.90,3.56,7.48,-14.22,32
10781,2,95.34,-13.27,90.87,-4.54,-8.01,0.0000,0.0000,0.0000,-126.89,-119.77,-9.77,-9.51,3.90,3.56,3.90,3.56,7.16,-9.64,32
10800,2,97.73,25.78,90.93,-6.86,-15.78,0.0000,0.0000,0.0000,-127.10,-119.98,-5.26,-4.32,3.90,3.56,3.90,3.56,6.95,-4.79,32
10821,2,100.49,57.48,90.99,-9.56,-23.73,0.0000,0.0000,0.0000,-127.23,-120.07,-2.82,-2.85,3.90,3.56,3.90,3.56,6.84,-2.84,32
10841,2,102.02,62.88,91.05,-11.04,-25.00,0.0000,0.0000,0.0000,-127.31,-120.17,-4.51,-4.53,3.90,3.56,3.90,3.56,6.75,-4.52,40
10859,2,101.37,36.57,91.11,-10.57,-24.63,0.0000,0.0000,0.0000,-127.60,-120.40,-10.83,-9.73,3.90,3.56,3.90,3.56,6.49,-10.28,40
10881,2,99.67,2.89,91.17,-8.57,-17.37,0.0000,0.0000,0.0000,-128.02,-120.78,-15.09,-14.47,3.90,3.56,3.90,3.56,6.10,-14.78,32
10900,2,97.74,-24.33,91.23,-6.57,-11.20,0.0000,0.0000,0.0000,-128.38,-121.24,-16.57,-16.43,3.90,3.56,3.90,3.56,5.68,-16.50,32
10921,2,96.79,-29.89,91.29,-5.56,-8.74,0.0000,0.0000,0.0000,-128.88,-121.75,-16.08,-15.88,3.90,3.56,3.90,3.56,5.18,-15.98,32
10940,2,98.10,-2.22,91.35,-6.81,-13.45,0.0000,0.0000,0.0000,-129.31,-122.17,-12.06,-11.94,3.90,3.56,3.90,3.56,4.75,-12.00,32
10961,2,100.51,34.11,91.41,-9.16,-21.06,0.0000,0.0000,0.0000,-129.64,-122.46,-6.78,-7.54,3.90,3.56,3.90,3.56,4.44,-7.16,32
10981,2,103.08,62.11,91.47,-11.68,-25.00,0.0000,0.0000,0.0000,-129.78,-122.65,-5.73,-5.76,3.90,3.56,3.90,3.56,4.28,-5.75,40
11000,2,104.80,70.05,91.53,-13.33,-25.00,0.0000,0.0000,0.0000,-130.05,-122.86,-9.35,-8.14,3.90,3.56,3.90,3.56,4.04,-8.74,40
11021,2,104.95,54.48,91.59,-13.42,-25.00,0.0000,0.0000,0.0000,-130.32,-123.18,-12.81,-12.93,3.90,3.56,3.90,3.56,3.75,-12.87,40
11042,2,104.71,37.55,91.65,-13.13,-25.00,0.0000,0.0000,0.0000,-130.76,-123.63,-15.99,-16.00,3.90,3.56,3.90,3.56,3.30,-15.99,40
11060,2,104.41,24.22,91.71,-12.76,-25.00,0.0000,0.0000,0.0000,-131.38,-124.13,-16.93,-16.71,3.90,3.56,3.90,3.56,2.74,-16.82,40
11082,2,104.33,17.95,91.77,-12.63,-25.00,0.0000,0.0000,0.0000,-131.90,-124.64,-16.77,-16.80,3.90,3.56,3.90,3.56,2.23,-16.78,40
11100,2,104.97,22.69,91.83,-13.20,-25.00,0.0000,0.0000,0.0000,-132.28,-125.14,-16.33,-16.56,3.90,3.56,3.90,3.56,1.79,-16.45,40
11121,2,105.60,20.39,91.89,-13.77,-25.00,0.0000,0.0000,0.0000,-132.88,-125.63,-15.83,-16.00,3.90,3.56,3.90,3.56,1.24,-15.91,40
11140,2,104.70,-8.66,91.95,-12.81,-24.93,-0.0000,0.0000,0.0000,-133.25,-126.11,-16.47,-15.75,3.90,3.56,3.90,3.56,0.00,-16.11,104
11161,2,102.85,-44.15,92.00,-10.90,-18.27,-0.0000,0.0000,0.0000,-133.86,-126.60,-16.31,-16.34,3.90,3.56,3.90,3.56,-0.55,-16.32,96
11181,2,99.57,-86.55,92.00,-7.57,-8.23,-0.0060,0.0000,-0.0009,-134.23,-127.08,-16.08,-16.30,3.90,3.56,3.89,3.57,-0.98,-16.19,96
11201,2,96.30,-113.69,92.00,-4.30,0.49,-0.0120,0.0000,-0.0136,-134.82,-127.59,-15.37,-16.27,3.90,3.56,3.88,3.58,-1.53,-15.82,224
11220,2,94.48,-109.84,92.00,-2.48,3.82,-0.0180,0.0000,-0.0379,-135.15,-128.03,-13.05,-13.01,3.90,3.56,3.87,3.59,-1.92,-13.03,224
11241,2,94.72,-76.39,92.00,-2.72,0.66,-0.0240,0.0000,-0.0649,-135.45,-128.33,-7.15,-6.89,3.90,3.56,3.86,3.60,-2.21,-7.02,224
11259,2,97.21,-22.49,92.00,-4.59,-6.45,-0.0300,0.0000,-0.0797,-135.57,-128.43,-1.18,-0.62,3.89,3.57,3.85,3.61,-2.32,-0.90,224
11281,2,98.78,2.52,92.00,-6.78,-13.77,-0.0240,0.0000,-0.0858,-135.54,-128.41,1.37,1.45,3.88,3.58,3.86,3.60,-2.30,1.41,224
11300,2,98.13,-9.24,92.00,-6.13,-11.52,-0.0273,0.0000,-0.0954,-135.53,-128.39,-0.48,-0.55,3.87,3.59,3.85,3.61,-2.28,-0.51,224
11321,2,96.36,-32.52,92.00,-4.36,-6.11,-0.0333,0.0000,-0.1152,-135.65,-128.47,-5.62,-4.79,3.86,3.60,3.84,3.62,-2.38,-5.20,224
11340,2,93.74,-60.20,92.00,-1.74,1.34,-0.0393,0.0000,-0.1525,-135.81,-128.68,-8.09,-8.16,3.86,3.60,3.83,3.63,-2.57,-8.12,224
11361,2,91.82,-70.44,92.00,0.18,6.00,-0.0453,0.0000,-0.2046,-136.13,-128.94,-8.20,-8.52,3.86,3.60,3.82,3.64,-2.86,-8.36,224
11381,2,92.86,-37.01,92.00,-0.86,1.25,-0.0513,0.0000,-0.2500,-136.28,-129.15,-5.14,-5.12,3.85,3.61,3.81,3.65,-3.04,-5.13,224
11400,2,94.59,-3.19,92.00,-2.59,-4.93,-0.0573,0.0000,-0.2500,-136.33,-129.21,1.19,0.54,3.84,3.62,3.80,3.66,-3.09,0.87,224
11421,2,96.11,17.10,92.00,-4.11,-9.60,-0.0528,0.0000,-0.2500,-136.28,-129.15,2.73,2.83,3.83,3.63,3.81,3.65,-3.03,2.78,224
11441,2,96.45,14.92,92.00,-4.45,-10.10,-0.0575,0.0000,-0.2500,-136.21,-129.08,1.18,1.13,3.82,3.64,3.80,3.66,-2.97,1.16,224
11460,2,94.69,-15.25,92.00,-2.69,-4.17,-0.0635,0.0000,-0.2500,-136.26,-129.11,-3.47,-2.72,3.81,3.65,3.79,3.67,-3.01,-3.10,224
11482,2,92.49,-42.98,92.00,-0.49,2.46,-0.0695,0.0000,-0.2500,-136.42,-129.24,-6.09,-5.71,3.81,3.65,3.78,3.68,-3.15,-5.90,224
11500,2,90.66,-57.85,92.00,1.34,7.31,-0.0755,0.0000,-0.2500,-136.57,-129.43,-6.43,-6.32,3.81,3.65,3.77,3.69,-3.32,-6.37,224
11520,2,90.19,-48.81,92.00,1.81,7.53,-0.0815,0.0000,-0.2500,-136.75,-129.60,-2.78,-4.00,3.80,3.66,3.76,3.70,-3.50,-3.39,224
11541,2,91.54,-15.66,92.00,0.46,2.17,-0.0875,0.0000,-0.2500,-136.76,-129.63,1.03,1.00,3.79,3.67,3.75,3.71,-3.52,1.02,224
11561,2,93.14,11.70,92.00,-1.14,-3.22,-0.0935,0.0000,-0.2500,-136.67,-129.54,4.05,4.00,3.78,3.68,3.74,3.72,-3.43,4.02,224
11581,2,94.36,25.04,92.00,-2.36,-6.72,-0.0875,0.0000,-0.2500,-136.51,-129.41,4.34,4.56,3.77,3.69,3.75,3.71,-3.28,4.45,224
11601,2,94.24,15.63,92.00,-2.24,-5.74,-0.0935,0.0000,-0.2500,-136.42,-129.30,0.74,2.08,3.76,3.70,3.74,3.72,-3.18,1.41,224
11620,2,92.67,-11.92,92.00,-0.67,-0.38,-0.0995,0.0000,-0.2500,-136.44,-129.31,-1.81,-1.82,3.75,3.71,3.73,3.73,-3.20,-1.81,224
11640,2,90.93,-33.62,92.00,1.07,4.83,-0.1055,0.0000,-0.2500,-136.53,-129.40,-3.88,-3.86,3.75,3.71,3.72,3.74,-3.29,-3.87,224
11660,2,89.69,-41.28,92.00,2.31,7.92,-0.1115,0.0000,-0.2500,-136.66,-129.52,-3.86,-3.89,3.74,3.72,3.71,3.75,-3.41,-3.87,224
11682,2,89.65,-29.40,92.00,2.35,7.04,-0.1175,0.0000,-0.2500,-136.73,-129.60,-0.61,-0.83,3.73,3.72,3.69,3.76,-3.49,-0.72,224
11700,2,91.29,2.15,92.00,0.71,1.25,-0.1192,0.0000,-0.2500,-136.69,-129.56,2.76,2.63,3.73,3.73,3.69,3.77,-3.45,2.70,224
11721,2,93.00,25.68,92.00,-1.00,-4.05,-0.1132,0.0000,-0.2500,-136.54,-129.45,4.66,4.72,3.72,3.74,3.70,3.76,-3.31,4.69,224
11740,2,93.61,26.53,92.00,-1.61,-5.34,-0.1072,0.0000,-0.2500,-136.43,-129.30,4.56,4.77,3.71,3.75,3.71,3.75,-3.19,4.67,224
11761,2,93.11,11.76,92.00,-1.11,-3.16,-0.1132,0.0000,-0.2500,-136.34,-129.20,0.20,1.30,3.70,3.76,3.70,3.76,-3.09,0.75,224
11780,2,91.50,-14.74,92.00,0.08,0.86,-0.1192,0.0000,-0.2500,-136.36,-129.22,-2.06,-2.12,3.70,3.76,3.69,3.77,-3.11,-2.09,224
11801,2,90.04,-30.73,92.00,1.96,6.38,-0.1252,0.0000,-0.2500,-136.47,-129.31,-3.19,-3.26,3.70,3.75,3.68,3.78,-3.21,-3.23,224
11820,2,90.09,-21.88,92.00,1.91,5.57,-0.1312,0.0000,-0.2500,-136.54,-129.40,-2.28,-2.42,3.70,3.76,3.67,3.79,-3.29,-2.35,224
11841,2,90.86,-4.98,92.00,1.14,2.67,-0.1252,0.0000,-0.2500,-136.54,-129.42,1.68,0.92,3.70,3.76,3.68,3.78,-3.30,1.30,224
11860,2,92.17,14.87,92.00,-0.17,-1.54,-0.1192,0.0000,-0.2500,-136.48,-129.35,3.38,3.36,3.69,3.77,3.69,3.77,-3.23,3.37,224
11882,2,93.26,25.65,92.00,-1.26,-4.58,-0.1132,0.0000,-0.2500,-136.34,-129.23,3.53,3.85,3.68,3.78,3.70,3.76,-3.11,3.69,224
11899,2,92.64,9.93,92.00,-0.88,-2.92,-0.1072,0.0000,-0.2500,-136.27,-129.14,2.29,2.19,3.68,3.78,3.71,3.75,-3.02,2.24,224
11921,2,91.44,-9.95,92.00,0.56,1.92,-0.1132,0.0000,-0.2500,-136.27,-129.12,-1.50,-0.75,3.68,3.77,3.70,3.76,-3.02,-1.12,224
11940,2,90.18,-24.72,92.00,1.82,5.61,-0.1192,0.0000,-0.2500,-136.31,-129.18,-2.26,-2.19,3.69,3.77,3.69,3.77,-3.07,-2.22,224
11961,2,89.76,-23.40,92.00,2.24,6.35,-0.1252,0.0000,-0.2500,-136.39,-129.24,-1.06,-1.80,3.70,3.76,3.68,3.78,-3.14,-1.43,224
11980,2,90.46,-6.40,92.00,1.75,4.35,-0.1192,0.0000,-0.2500,-136.38,-129.25,0.93,0.91,3.70,3.76,3.69,3.77,-3.14,0.92,224
12001,2,91.65,12.01,92.00,0.35,-0.26,-0.1132,0.0000,-0.2500,-136.29,-129.18,3.46,3.10,3.70,3.76,3.70,3.76,-3.06,3.28,224
12020,2,92.77,24.41,92.00,-0.77,-3.50,-0.1072,0.0000,-0.2500,-136.20,-129.07,3.82,3.87,3.69,3.77,3.71,3.75,-2.96,3.85,224
12040,2,92.90,18.77,92.00,-0.90,-3.30,-0.1012,0.0000,-0.2500,-136.08,-128.96,2.45,3.09,3.69,3.77,3.72,3.74,-2.84,2.77,224
12061,2,91.80,-1.60,92.00,0.20,0.53,-0.1072,0.0000,-0.2500,-136.06,-128.92,-0.12,-0.05,3.69,3.76,3.71,3.75,-2.81,-0.09,240
12081,2,90.59,-18.46,92.00,1.41,4.29,-0.1132,0.0000,-0.2500,-136.09,-128.96,-1.79,-1.97,3.70,3.76,3.70,3.76,-2.85,-1.88,224
12100,2,90.11,-19.38,92.00,1.89,5.32,-0.1192,0.0000,-0.2500,-136.17,-129.02,-1.67,-2.06,3.71,3.75,3.69,3.77,-2.92,-1.87,224
12121,2,90.34,-10.09,92.00,1.66,4.12,-0.1141,0.0000,-0.2500,-136.19,-129.05,0.12,0.13,3.71,3.75,3.70,3.76,-2.94,0.13,224
12140,2,91.25,5.57,92.00,0.75,1.06,-0.1081,0.0000,-0.2500,-136.14,-129.01,2.21,2.18,3.71,3.75,3.71,3.75,-2.90,2.19,224
12160,2,92.13,16.69,92.00,-0.13,-1.60,-0.1021,0.0000,-0.2500,-136.04,-128.92,3.25,3.17,3.70,3.76,3.72,3.74,-2.80,3.21,224
12181,2,92.36,14.91,92.00,-0.36,-1.92,-0.0961,0.0000,-0.2500,-135.96,-128.83,2.98,2.99,3.70,3.76,3.73,3.73,-2.72,2.99,224
12201,2,91.86,3.72,92.00,0.14,-0.01,-0.1021,0.0000,-0.2500,-135.90,-128.77,0.82,0.79,3.70,3.75,3.72,3.74,-2.65,0.80,240
12220,2,90.91,-10.97,92.00,1.09,3.06,-0.1081,0.0000,-0.2500,-135.91,-128.78,-0.99,-0.95,3.71,3.75,3.71,3.75,-2.66,-0.97,224
12241,2,90.20,-17.15,92.00,1.80,4.97,-0.1141,0.0000,-0.2500,-135.94,-128.81,-1.09,-0.96,3.72,3.74,3.70,3.76,-2.70,-1.02,224
12260,2,90.23,-12.09,92.00,1.77,4.51,-0.1081,0.0000,-0.2500,-135.96,-128.82,0.23,0.18,3.72,3.74,3.71,3.75,-2.71,0.20,224
12281,2,90.61,-3.26,92.00,1.39,3.04,-0.1021,0.0000,-0.2500,-135.92,-128.80,1.92,1.63,3.72,3.74,3.72,3.74,-2.68,1.78,224
12300,2,91.39,8.35,92.00,0.61,0.55,-0.0961,0.0000,-0.2500,-135.86,-128.73,2.75,2.67,3.71,3.75,3.73,3.73,-2.62,2.71,224
12321,2,92.00,14.20,92.00,0.00,-1.13,-0.0901,0.0000,-0.2500,-135.77,-128.64,3.11,3.05,3.71,3.75,3.74,3.72,-2.53,3.08,224
