[Balance] --- Log dump (89505 bytes, 960 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,0.01,-0.08,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.01,3.91,3.55,0.00,0.00,0.00,0
39,1,0.01,-0.09,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.01,3.91,3.55,0.00,0.00,0.00,0
59,1,0.01,-0.14,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.01,3.92,3.55,0.00,0.00,0.00,0
79,1,0.01,-0.13,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.01,3.93,3.56,0.00,0.00,0.00,0
99,1,0.05,0.58,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.01,3.94,3.57,0.00,0.00,0.00,0
119,1,0.17,2.16,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.01,3.95,3.58,0.00,0.00,0.00,0
140,1,0.28,3.14,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.01,3.96,3.59,0.00,0.00,0.00,0
159,1,0.37,3.67,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,-0.02,3.98,3.61,0.00,0.00,0.00,0
179,1,0.49,4.31,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.02,3.99,3.62,0.00,0.00,0.00,0
199,1,0.63,4.96,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.02,4.00,3.63,0.00,0.00,0.00,0
219,1,0.78,5.57,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.02,4.02,3.64,0.00,0.00,0.00,0
240,1,0.98,7.03,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.02,4.03,3.65,0.00,0.00,0.00,0
260,1,1.27,9.40,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.02,4.05,3.66,0.00,0.00,0.00,0
279,1,1.71,13.09,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.02,4.06,3.67,0.00,0.00,0.00,0
299,1,2.18,16.28,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.02,4.07,3.68,0.00,0.00,0.00,0
319,1,2.64,18.29,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.01,4.09,3.69,0.00,0.00,0.00,0
340,1,3.08,19.37,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.01,4.10,3.70,0.00,0.00,0.00,0
359,1,3.50,19.74,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.01,4.12,3.72,0.00,0.00,0.00,0
379,1,3.92,20.10,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.01,4.13,3.73,0.00,0.00,0.00,0
399,1,4.38,20.85,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.01,4.14,3.74,0.00,0.00,0.00,0
419,1,4.84,21.59,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.01,4.16,3.75,0.00,0.00,0.00,0
440,1,5.33,22.35,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.01,4.17,3.76,0.00,0.00,0.00,0
460,1,5.83,23.09,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,-0.01,4.19,3.78,0.00,0.00,0.00,0
479,1,6.32,23.53,0.00,0.00,0.00,0.00,138.39,143.58,-0.06,0.03,4.20,3.79,0.00,0.00,0.00,0
499,1,6.81,23.73,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.03,4.21,3.80,0.00,0.00,0.00,0
519,1,7.30,23.96,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.03,4.23,3.82,0.00,0.00,0.00,0
540,1,7.78,24.10,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.03,4.24,3.83,0.00,0.00,0.00,0
558,1,8.28,24.27,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.03,4.26,3.84,0.00,0.00,0.00,0
579,1,8.79,24.66,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.03,4.27,3.85,0.00,0.00,0.00,0
599,1,9.32,25.21,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.03,4.28,3.87,0.00,0.00,0.00,0
619,1,9.84,25.46,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.03,4.30,3.88,0.00,0.00,0.00,0
640,1,10.37,25.79,0.00,0.00,0.00,0.00,138.39,143.58,-0.00,0.01,4.31,3.89,0.00,0.00,0.00,0
660,1,10.90,26.05,0.00,0.00,0.00,0.00,138.39,143.58,-0.01,0.01,4.33,3.91,0.00,0.00,0.00,0
679,1,11.43,26.13,0.00,0.00,0.00,0.00,138.39,143.58,-0.01,0.01,4.34,3.92,0.00,0.00,0.00,0
699,1,11.95,26.07,0.00,0.00,0.00,0.00,138.39,143.58,-0.01,0.01,4.35,3.93,0.00,0.00,0.00,0
719,1,12.49,26.39,0.00,0.00,0.00,0.00,138.39,143.58,-0.01,0.01,4.37,3.95,0.00,0.00,0.00,0
740,1,13.03,26.64,0.00,0.00,0.00,0.00,138.39,143.58,-0.01,0.01,4.38,3.96,0.00,0.00,0.00,0
759,1,13.59,26.84,0.00,0.00,0.00,0.00,138.39,143.58,-0.01,0.01,4.40,3.97,0.00,0.00,0.00,0
779,1,14.13,27.02,0.00,0.00,0.00,0.00,138.39,143.58,-0.01,0.01,4.41,3.99,0.00,0.00,0.00,0
799,1,14.69,27.20,0.00,0.00,0.00,0.00,138.39,143.58,-0.01,-0.01,4.42,4.00,0.00,0.00,0.00,0
819,1,15.23,27.23,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.01,4.44,4.02,0.00,0.00,0.00,0
840,1,15.79,27.48,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.01,4.45,4.03,0.00,0.00,0.00,0
859,1,16.35,27.67,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.01,4.47,4.04,0.00,0.00,0.00,0
879,1,16.91,27.75,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.01,4.48,4.06,0.00,0.00,0.00,0
899,1,17.47,27.90,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.01,4.49,4.07,0.00,0.00,0.00,0
919,1,18.05,28.11,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.01,4.51,4.08,0.00,0.00,0.00,0
939,1,18.61,28.16,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.01,4.52,4.10,0.00,0.00,0.00,0
959,1,19.17,27.95,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.04,4.54,4.11,0.00,0.00,0.00,0
979,1,19.74,27.96,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.04,4.55,4.13,0.00,0.00,0.00,0
999,1,20.31,28.05,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.04,4.56,4.14,0.00,0.00,0.00,0
1019,1,20.88,28.08,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.04,4.58,4.15,0.00,0.00,0.00,0
1039,1,21.45,28.21,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.04,4.59,4.17,0.00,0.00,0.00,0
1059,1,22.02,28.35,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.04,4.61,4.18,0.00,0.00,0.00,0
1079,1,22.60,28.34,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.04,4.62,4.20,0.00,0.00,0.00,0
1099,1,23.18,28.49,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.04,4.63,4.21,0.00,0.00,0.00,0
1119,1,23.76,28.59,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.04,4.65,4.22,0.00,0.00,0.00,0
1139,1,24.34,28.59,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.04,4.66,4.24,0.00,0.00,0.00,0
1160,1,24.91,28.76,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.04,4.68,4.25,0.00,0.00,0.00,0
1180,1,25.50,29.03,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.04,4.69,4.27,0.00,0.00,0.00,0
1199,1,26.10,29.15,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.04,4.70,4.28,0.00,0.00,0.00,0
1219,1,26.70,29.35,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.04,4.72,4.29,0.00,0.00,0.00,0
1239,1,27.31,29.60,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.04,4.73,4.31,0.00,0.00,0.00,0
1260,1,27.90,29.54,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.04,4.75,4.32,0.00,0.00,0.00,0
1279,1,28.47,29.00,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.03,4.76,4.34,0.00,0.00,0.00,0
1299,1,29.00,28.04,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.03,4.77,4.35,0.00,0.00,0.00,0
1319,1,29.47,26.39,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.03,4.79,4.36,0.00,0.00,0.00,0
1339,1,29.90,24.73,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.03,4.80,4.37,0.00,0.00,0.00,0
1360,1,30.30,23.23,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.03,4.82,4.38,0.00,0.00,0.00,0
1380,1,30.68,22.06,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.03,4.83,4.39,0.00,0.00,0.00,0
1399,1,31.08,21.30,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.03,4.85,4.40,0.00,0.00,0.00,0
1419,1,31.48,20.96,0.00,0.00,0.00,0.00,138.39,143.58,0.01,0.03,4.86,4.41,0.00,0.00,0.00,0
1439,1,31.90,20.99,0.00,0.00,0.00,0.00,138.39,143.58,0.01,-0.03,4.87,4.42,0.00,0.00,0.00,0
1459,1,32.33,20.99,0.00,0.00,0.00,0.00,138.39,143.58,0.05,-0.03,4.89,4.43,0.00,0.00,0.00,0
1479,1,32.75,21.15,0.00,0.00,0.00,0.00,138.39,143.58,0.05,-0.03,4.90,4.44,0.00,0.00,0.00,0
1499,1,33.17,21.15,0.00,0.00,0.00,0.00,138.39,143.58,0.05,-0.03,4.92,4.45,0.00,0.00,0.00,0
1519,1,33.58,20.70,0.00,0.00,0.00,0.00,138.39,143.58,0.05,-0.03,4.93,4.45,0.00,0.00,0.00,0
1539,1,33.98,20.24,0.00,0.00,0.00,0.00,138.39,143.58,0.05,-0.03,4.95,4.46,0.00,0.00,0.00,0
1560,1,34.37,19.92,0.00,0.00,0.00,0.00,138.39,143.58,0.05,-0.03,4.96,4.47,0.00,0.00,0.00,0
