[Balance] --- Log dump (140815 bytes, 1499 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
20,1,0.27,0.01,0.00,0.00,0.00,0.00,130.57,135.80,0.04,0.04,3.91,3.55,0.00,0.00,0.00,0
38,1,0.27,-0.00,0.00,0.00,0.00,0.00,130.57,135.80,0.04,0.04,3.91,3.55,0.00,0.00,0.00,0
60,1,0.26,-0.05,0.00,0.00,0.00,0.00,130.57,135.80,0.04,0.04,3.92,3.55,0.00,0.00,0.00,0
79,1,0.26,-0.06,0.00,0.00,0.00,0.00,130.57,135.80,0.04,0.04,3.93,3.56,0.00,0.00,0.00,0
100,1,0.27,0.14,0.00,0.00,0.00,0.00,130.57,135.80,0.04,0.04,3.94,3.57,0.00,0.00,0.00,0
120,1,0.36,1.48,0.00,0.00,0.00,0.00,130.57,135.80,0.04,0.00,3.95,3.58,0.00,0.00,0.00,0
139,1,0.48,2.92,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,0.00,3.97,3.59,0.00,0.00,0.00,0
159,1,0.59,3.54,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,0.00,3.98,3.60,0.00,0.00,0.00,0
180,1,0.70,4.17,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,0.00,3.99,3.61,0.00,0.00,0.00,0
199,1,0.85,5.10,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,0.00,4.01,3.63,0.00,0.00,0.00,0
220,1,1.05,6.23,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,0.00,4.02,3.64,0.00,0.00,0.00,0
239,1,1.21,7.29,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,0.00,4.04,3.65,0.00,0.00,0.00,0
260,1,1.50,9.77,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,0.00,4.05,3.66,0.00,0.00,0.00,0
278,1,1.92,13.14,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.03,4.06,3.67,0.00,0.00,0.00,0
300,1,2.38,16.17,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.03,4.07,3.68,0.00,0.00,0.00,0
320,1,2.86,18.42,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.03,4.09,3.69,0.00,0.00,0.00,0
339,1,3.32,19.67,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.03,4.10,3.70,0.00,0.00,0.00,0
360,1,3.75,20.06,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.03,4.12,3.71,0.00,0.00,0.00,0
380,1,4.18,20.39,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.03,4.13,3.73,0.00,0.00,0.00,0
399,1,4.61,20.85,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.03,4.14,3.74,0.00,0.00,0.00,0
420,1,5.06,21.43,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.03,4.16,3.75,0.00,0.00,0.00,0
439,1,5.54,22.09,0.00,0.00,0.00,0.00,130.57,135.80,-0.01,-0.00,4.17,3.76,0.00,0.00,0.00,0
460,1,6.03,22.95,0.00,0.00,0.00,0.00,130.57,135.80,0.00,-0.00,4.19,3.78,0.00,0.00,0.00,0
479,1,6.53,23.56,0.00,0.00,0.00,0.00,130.57,135.80,0.00,-0.00,4.20,3.79,0.00,0.00,0.00,0
500,1,7.03,23.89,0.00,0.00,0.00,0.00,130.57,135.80,0.00,-0.00,4.21,3.80,0.00,0.00,0.00,0
520,1,7.53,24.25,0.00,0.00,0.00,0.00,130.57,135.80,0.00,-0.00,4.23,3.81,0.00,0.00,0.00,0
538,1,8.03,24.43,0.00,0.00,0.00,0.00,130.57,135.80,0.00,-0.00,4.24,3.83,0.00,0.00,0.00,0
560,1,8.53,24.49,0.00,0.00,0.00,0.00,130.57,135.80,0.00,-0.00,4.26,3.84,0.00,0.00,0.00,0
580,1,9.03,24.76,0.00,0.00,0.00,0.00,130.57,135.80,0.00,-0.00,4.27,3.85,0.00,0.00,0.00,0
599,1,9.55,25.26,0.00,0.00,0.00,0.00,130.57,135.80,0.00,-0.01,4.28,3.87,0.00,0.00,0.00,0
620,1,10.22,25.74,0.00,0.00,0.00,0.00,130.57,135.80,-0.04,-0.01,4.30,3.88,0.00,0.00,0.00,0
639,1,10.62,26.01,0.00,0.00,0.00,0.00,130.57,135.80,-0.04,-0.01,4.31,3.89,0.00,0.00,0.00,0
660,1,11.31,26.47,0.00,0.00,0.00,0.00,130.57,135.80,-0.04,-0.01,4.33,3.91,0.00,0.00,0.00,0
678,1,11.71,26.60,0.00,0.00,0.00,0.00,130.57,135.80,-0.04,-0.01,4.34,3.92,0.00,0.00,0.00,0
700,1,12.25,26.55,0.00,0.00,0.00,0.00,130.57,135.80,-0.04,-0.01,4.35,3.93,0.00,0.00,0.00,0
720,1,12.78,26.64,0.00,0.00,0.00,0.00,130.57,135.80,-0.04,-0.01,4.37,3.95,0.00,0.00,0.00,0
739,1,13.31,26.62,0.00,0.00,0.00,0.00,130.57,135.80,-0.04,-0.01,4.38,3.96,0.00,0.00,0.00,0
760,1,13.85,26.67,0.00,0.00,0.00,0.00,130.57,135.80,-0.04,-0.03,4.40,3.97,0.00,0.00,0.00,0
780,1,14.39,26.79,0.00,0.00,0.00,0.00,130.57,135.80,0.02,-0.03,4.41,3.99,0.00,0.00,0.00,0
