[Balance] --- Log dump (270920 bytes, 2873 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
21,1,2.04,-0.09,0.00,0.00,0.00,0.00,101.87,107.07,0.03,0.03,3.94,3.56,0.00,0.00,0.00,0
40,1,2.04,-0.08,0.00,0.00,0.00,0.00,101.87,107.07,0.03,0.03,3.94,3.56,0.00,0.00,0.00,0
61,1,2.05,-0.00,0.00,0.00,0.00,0.00,101.87,107.07,0.03,-0.00,3.94,3.56,0.00,0.00,0.00,0
80,1,2.07,0.15,0.00,0.00,0.00,0.00,101.87,107.07,0.01,-0.00,3.95,3.57,0.00,0.00,0.00,0
101,1,2.12,1.13,0.00,0.00,0.00,0.00,101.87,107.07,0.01,-0.00,3.96,3.58,0.00,0.00,0.00,0
120,1,2.24,2.56,0.00,0.00,0.00,0.00,101.87,107.07,0.01,-0.00,3.98,3.59,0.00,0.00,0.00,0
141,1,2.35,3.36,0.00,0.00,0.00,0.00,101.87,107.07,0.01,-0.00,3.99,3.60,0.00,0.00,0.00,0
160,1,2.46,3.91,0.00,0.00,0.00,0.00,101.87,107.07,0.01,-0.00,4.00,3.61,0.00,0.00,0.00,0
180,1,2.58,4.50,0.00,0.00,0.00,0.00,101.87,107.07,0.01,-0.00,4.01,3.62,0.00,0.00,0.00,0
201,1,2.70,5.03,0.00,0.00,0.00,0.00,101.87,107.07,0.01,-0.00,4.03,3.63,0.00,0.00,0.00,0
221,1,2.85,5.62,0.00,0.00,0.00,0.00,101.87,107.08,0.01,-0.04,4.04,3.64,0.00,0.00,0.00,0
241,1,3.09,7.60,0.00,0.00,0.00,0.00,101.87,107.08,0.02,-0.04,4.06,3.65,0.00,0.00,0.00,0
259,1,3.34,9.67,0.00,0.00,0.00,0.00,101.87,107.08,0.02,-0.04,4.07,3.66,0.00,0.00,0.00,0
281,1,3.87,13.72,0.00,0.00,0.00,0.00,101.87,107.08,0.02,-0.04,4.08,3.67,0.00,0.00,0.00,0
300,1,4.21,15.83,0.00,0.00,0.00,0.00,101.87,107.08,0.02,-0.04,4.10,3.69,0.00,0.00,0.00,0
321,1,4.77,18.18,0.00,0.00,0.00,0.00,101.87,107.08,0.02,-0.04,4.11,3.70,0.00,0.00,0.00,0
341,1,5.19,19.06,0.00,0.00,0.00,0.00,101.87,107.08,0.02,-0.04,4.13,3.71,0.00,0.00,0.00,0
360,1,5.60,19.57,0.00,0.00,0.00,0.00,101.87,107.08,0.02,-0.04,4.14,3.72,0.00,0.00,0.00,0
381,1,6.04,20.23,0.00,0.00,0.00,0.00,101.87,107.08,0.02,0.00,4.15,3.73,0.00,0.00,0.00,0
400,1,6.49,20.85,0.00,0.00,0.00,0.00,101.87,107.08,-0.04,0.00,4.17,3.75,0.00,0.00,0.00,0
