# profile_scope=live
# profile_run_start_uptime_ms=0
# prof_imu_max_us=1127
# prof_ctl_max_us=749
# prof_disp_max_us=50598
# prof_ws_max_us=22
# prof_tel_max_us=317
# prof_crsf_max_us=503
# prof_can_max_us=361
# prof_bal_max_us=118
# prof_adrv_max_us=22
# prof_loopgap_max_us=53136
# prof_ctlgap_max_us=44494
# stall_events=0
# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=127
# standing_drive=ch1_ch2_velocity_feedforward_v1
# standing_drive_limits=velocity_rad_s:1 turn_rad_s:0.5 accel:0.5 decel:0.75 turn_accel:0.75
# standing_drive_gates=deadband:0.06 neutral_calm_ms:400 stop_calm_ms:400 rc_fresh_ms:100
# standing_drive_flags=ready:1 moving_or_braking:2 turning:4 fresh_input:8
# startup_recoil=confirmed_unwind_v1
# startup_recoil_multiplier=2 enter_rad_s=0.35 exit_rad_s=0.15 confirm_ms=60 blend_ms=120
# startup_recoil_active_flag=0x01
# startup_recovery=wheel_velocity_learning_v1
# startup_recovery_speed=1.0
# startup_recovery_force_speed=4.0
# startup_recovery_confirm_ms=60
# startup_recovery_ki=1.0 boost_ms=800 integral_rate_dps=6 limit_deg=6
# startup_recovery_hold=settled_position calm_ms=400
# capture_trim_bounds=absolute
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=3
# sample_size_bytes=236
# sample_count=2881
# checksum=0x90FA4B79
# checksum_valid=1
# build_date=Sep 19 2026
# build_time=15:41:55
# run_start_uptime_ms=61344
# run_end_uptime_ms=118949
# run_duration_ms=57605
# end_reason=arms disarmed
# test_note=standing-drive-v1
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=3.5725
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0xED14696F
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms,pilot_forward,pilot_steering,pilot_turn,pilot_flags
3164,20,5004,4,0,1,0,0,0,59.050,11.665,57.906,11.658,0.9824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.216,-0.024,0.050,0.002,-0.074,36,16,5.857,5.023,5.881,5.037,0.435,0.177,0.146,1.128,0.7310,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.23,5,0.0000,0.0000,0.0000,0
3184,20,5004,4,0,1,0,0,0,59.268,11.711,57.821,12.024,0.9755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.216,-0.036,0.050,0.010,-0.074,16,36,5.864,5.028,5.888,5.042,0.445,0.181,0.274,1.084,0.7334,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.23,5,0.0000,0.0000,0.0000,0
3204,20,5004,4,0,1,0,0,0,59.557,12.096,61.272,12.390,0.9782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.216,-0.036,0.050,0.010,-0.074,36,56,5.871,5.032,5.895,5.046,0.395,0.195,-0.003,1.112,0.7358,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.23,5,0.0000,0.0000,0.0000,0
3224,20,5004,4,0,1,0,0,0,59.794,12.032,60.415,11.169,0.9677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.216,-0.036,0.050,0.010,-0.074,56,76,5.880,5.036,5.902,5.050,0.312,0.125,-0.143,1.161,0.7386,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.23,5,0.0000,0.0000,0.0000,0
3244,20,5004,4,0,1,0,0,0,60.037,12.066,60.127,12.573,0.9764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.216,-0.036,0.050,0.010,-0.074,76,96,5.887,5.041,5.909,5.054,0.326,0.181,-0.008,1.077,0.7411,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.23,5,0.0000,0.0000,0.0000,0
3264,20,5004,4,0,1,0,0,0,60.283,12.053,61.085,11.963,0.9721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.216,-0.036,0.050,0.010,-0.074,96,116,5.894,5.045,5.915,5.058,0.206,0.131,0.057,0.978,0.7435,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.23,5,0.0000,0.0000,0.0000,0
3284,20,5004,4,0,1,0,0,0,60.526,11.798,61.682,10.986,0.9635,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.216,-0.036,0.050,0.010,-0.074,116,136,5.901,5.049,5.922,5.063,0.241,0.170,0.104,0.988,0.7459,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.22,5,0.0000,0.0000,0.0000,0
3304,20,5004,4,0,1,0,0,0,60.735,11.420,60.714,10.437,0.9822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.216,-0.036,0.050,0.010,-0.074,136,156,5.907,5.053,5.929,5.067,0.291,0.073,0.141,0.941,0.7481,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.22,5,0.0000,0.0000,0.0000,0
3324,20,5004,4,0,1,0,0,0,60.952,11.193,61.401,10.254,0.9723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,-0.036,-0.100,0.010,-0.067,156,16,5.913,5.058,5.935,5.071,0.268,0.234,0.031,0.915,0.7504,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.22,5,0.0000,0.0000,0.0000,0
3344,20,5004,4,0,1,0,0,0,61.172,10.952,62.847,9.644,0.9689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,0.060,-0.100,-0.003,-0.067,16,36,5.920,5.062,5.942,5.075,0.199,0.189,-0.137,0.926,0.7528,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.22,5,0.0000,0.0000,0.0000,0
3364,20,5004,4,0,1,0,0,0,61.375,10.736,61.759,10.498,0.9741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,0.060,-0.100,-0.003,-0.067,36,56,5.928,5.066,5.949,5.079,0.396,0.191,-0.196,0.986,0.7552,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.22,5,0.0000,0.0000,0.0000,0
3384,20,5004,4,0,1,0,0,0,61.521,10.610,61.123,10.681,0.9717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,0.060,-0.100,-0.003,-0.067,56,76,5.935,5.070,5.955,5.082,0.267,0.195,0.056,1.032,0.7576,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.22,5,0.0000,0.0000,0.0000,0
3404,20,5004,4,0,1,0,0,0,61.743,10.637,63.319,10.193,0.9733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,-0.021,0.106,-0.001,-0.077,16,16,5.941,5.074,5.961,5.086,0.299,0.105,0.124,1.067,0.7598,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.22,5,0.0000,0.0000,0.0000,0
3424,20,5004,4,0,1,0,0,0,61.956,10.680,61.557,10.986,0.9760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,-0.021,0.106,-0.001,-0.077,36,36,5.946,5.078,5.968,5.090,0.369,0.162,0.236,0.987,0.7617,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.22,4,0.0000,0.0000,0.0000,0
3444,20,5004,4,0,1,0,0,0,62.164,10.794,61.177,11.597,0.9728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,-0.021,0.106,-0.001,-0.077,56,56,5.953,5.081,5.974,5.094,0.370,0.131,0.058,1.077,0.7639,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3464,20,5004,4,0,1,0,0,0,62.407,10.938,62.577,10.986,0.9846,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,-0.021,0.106,-0.001,-0.077,76,76,5.959,5.085,5.980,5.098,0.351,0.178,0.148,1.014,0.7660,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3484,20,5004,4,0,1,0,0,0,62.634,11.081,62.961,11.780,0.9646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,-0.021,-0.022,-0.001,-0.050,96,16,5.965,5.089,5.986,5.101,0.265,0.215,-0.004,0.952,0.7682,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3504,20,5003,4,0,1,0,0,0,62.865,10.811,63.177,9.644,0.9709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.028,-0.022,0.004,-0.050,16,36,5.972,5.093,5.992,5.105,0.449,0.124,-0.198,0.936,0.7704,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3524,20,5004,4,0,1,0,0,0,63.068,10.388,64.509,8.606,0.9723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.028,-0.022,0.004,-0.050,36,56,5.979,5.097,5.999,5.109,0.477,0.189,-0.023,0.939,0.7727,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3544,20,5004,4,0,1,0,0,0,63.248,9.822,63.628,7.935,0.9713,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.028,-0.022,0.004,-0.050,56,76,5.984,5.101,6.005,5.112,0.286,0.140,0.151,0.951,0.7748,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3564,20,5004,4,0,1,0,0,0,63.405,9.365,63.192,8.240,0.9765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.028,-0.022,0.004,-0.050,76,96,5.990,5.104,6.010,5.116,0.186,0.088,0.273,0.913,0.7768,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3584,20,5004,4,0,1,0,0,0,63.563,9.343,61.123,9.399,0.9878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.028,-0.022,0.004,-0.050,96,116,5.996,5.108,6.016,5.120,0.250,0.193,0.176,0.971,0.7789,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,4,0.0000,0.0000,0.0000,0
3604,20,5004,4,0,1,0,0,0,63.783,9.995,62.867,11.230,0.9916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.028,-0.022,0.004,-0.050,116,136,6.002,5.112,6.022,5.123,0.169,0.251,0.060,0.943,0.7810,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3624,20,5004,4,0,1,0,0,0,64.042,10.601,65.585,11.047,0.9634,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.028,-0.022,0.004,-0.050,136,156,6.008,5.115,6.028,5.127,0.374,0.141,-0.059,0.941,0.7831,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3644,20,5004,4,0,1,0,0,0,64.272,10.629,65.742,10.071,0.9764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.028,0.068,0.004,-0.072,156,16,6.015,5.119,6.034,5.130,0.180,0.176,-0.027,0.953,0.7851,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3664,20,5004,4,0,1,0,0,0,64.481,10.475,64.486,10.315,0.9698,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.018,-0.033,0.002,-0.061,16,16,6.021,5.122,6.039,5.133,0.403,0.197,-0.004,0.934,0.7874,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3684,20,5004,4,0,1,0,0,0,64.684,10.081,66.093,8.362,0.9701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.018,-0.033,0.002,-0.061,36,36,6.027,5.126,6.045,5.137,0.353,0.098,-0.034,0.957,0.7893,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,4,0.0000,0.0000,0.0000,0
3704,20,5003,4,0,1,0,0,0,64.857,9.530,65.268,7.812,0.9798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.018,-0.033,0.002,-0.061,56,56,6.033,5.129,6.050,5.140,0.296,0.071,0.119,0.941,0.7911,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3724,20,5004,4,0,1,0,0,0,64.999,9.091,63.179,8.240,0.9778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.018,-0.033,0.002,-0.061,76,76,6.038,5.132,6.056,5.144,0.117,0.173,0.135,0.900,0.7930,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,5,0.0000,0.0000,0.0000,0
3744,20,5004,4,0,1,0,0,0,65.238,9.439,64.293,10.986,0.9766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.018,-0.033,0.002,-0.061,96,96,6.043,5.136,6.061,5.147,0.207,0.183,0.012,0.908,0.7949,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.20,4,0.0000,0.0000,0.0000,0
3764,20,5004,4,0,1,0,0,0,65.458,9.574,66.420,9.521,0.9771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.018,-0.033,0.002,-0.061,116,116,6.048,5.139,6.067,5.150,0.195,0.135,0.202,0.926,0.7967,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.17,5,0.0000,0.0000,0.0000,0
3784,20,5004,4,0,1,0,0,0,65.638,9.342,65.809,8.789,0.9777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.018,-0.033,0.002,-0.061,136,136,6.053,5.143,6.072,5.153,0.348,0.118,0.024,0.965,0.7985,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.17,5,0.0000,0.0000,0.0000,0
3804,20,5001,4,0,1,0,0,0,65.822,9.425,65.025,9.888,0.9761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.215,-0.018,0.001,0.002,-0.062,156,16,6.060,5.146,6.077,5.157,0.215,0.144,-0.028,0.809,0.8007,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.17,5,0.0000,0.0000,0.0000,0
3824,20,5004,4,0,1,0,0,0,66.017,9.470,66.014,9.949,0.9778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,0.008,0.001,0.003,-0.062,16,36,6.066,5.150,6.083,5.160,0.169,0.113,-0.070,0.792,0.8027,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.17,5,0.0000,0.0000,0.0000,0
3844,20,5004,4,0,1,0,0,0,66.227,9.674,67.572,10.132,0.9791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,0.008,0.001,0.003,-0.062,36,56,6.071,5.153,6.088,5.163,0.053,0.179,0.195,0.826,0.8046,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.17,5,0.0000,0.0000,0.0000,0
3864,20,5004,4,0,1,0,0,0,66.411,9.565,66.519,9.460,0.9700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,0.008,0.001,0.003,-0.062,56,76,6.076,5.156,6.093,5.166,0.288,0.055,0.172,0.822,0.8062,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.17,5,0.0000,0.0000,0.0000,0
3884,20,5004,4,0,1,0,0,0,66.597,9.464,66.350,9.460,0.9769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,0.008,0.001,0.003,-0.062,76,96,6.081,5.160,6.098,5.169,0.247,0.131,0.023,0.891,0.8080,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.17,5,0.0000,0.0000,0.0000,0
3904,20,5004,4,0,1,0,0,0,66.796,9.578,67.967,10.315,0.9742,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.215,0.008,0.001,0.003,-0.062,96,116,6.086,5.162,6.103,5.172,0.239,0.138,0.014,0.881,0.8096,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.17,5,0.0000,0.0000,0.0000,0
3924,20,5004,4,0,1,0,0,0,66.998,9.419,67.967,8.850,0.9633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.214,-0.036,-0.036,-0.004,-0.064,16,16,6.090,5.165,6.108,5.175,0.112,0.155,0.113,0.851,0.8112,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.21,5,0.0000,0.0000,0.0000,0
3944,20,5004,4,0,1,0,0,0,67.151,8.805,67.012,7.141,0.9765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.214,-0.036,-0.036,-0.004,-0.064,36,36,6.095,5.168,6.113,5.178,0.267,0.183,0.033,0.827,0.8130,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.21,5,0.0000,0.0000,0.0000,0
3964,20,5004,4,0,1,0,0,0,67.310,8.382,68.078,7.202,0.9725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.624,4.214,-0.036,-0.033,-0.004,-0.076,56,16,6.100,5.171,6.118,5.181,0.365,0.065,-0.067,0.888,0.8147,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.21,5,0.0000,0.0000,0.0000,0
3984,20,5004,4,0,1,0,0,0,67.459,7.954,68.046,6.592,0.9711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.214,-0.030,-0.033,-0.003,-0.076,16,36,6.106,5.174,6.123,5.184,0.331,0.120,-0.148,0.850,0.8166,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.21,5,0.0000,0.0000,0.0000,0
4004,20,5004,4,0,1,0,0,0,67.584,7.556,66.764,6.775,0.9815,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.214,-0.030,-0.033,-0.003,-0.076,36,56,6.112,5.177,6.128,5.187,0.144,0.143,-0.025,0.874,0.8185,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.21,5,0.0000,0.0000,0.0000,0
4024,20,5004,4,0,1,0,0,0,67.725,7.743,67.058,8.972,0.9796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.214,-0.030,-0.033,-0.003,-0.076,56,76,6.117,5.180,6.133,5.190,0.271,0.111,0.028,0.874,0.8203,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.21,5,0.0000,0.0000,0.0000,0
4044,20,5004,4,0,1,0,0,0,67.909,8.287,67.791,9.888,0.9760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.214,-0.030,-0.033,-0.003,-0.076,76,96,6.122,5.183,6.137,5.193,0.300,0.169,0.018,0.856,0.8220,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.21,5,0.0000,0.0000,0.0000,0
4064,20,5004,4,0,1,0,0,0,68.102,8.715,68.390,9.766,0.9772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.623,4.214,-0.030,-0.033,-0.003,-0.076,96,116,6.126,5.186,6.142,5.196,0.200,0.046,0.207,0.873,0.8234,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,24.21,1.21,5,0.0000,0.0000,0.0000,0
