# profile_scope=live
# profile_run_start_uptime_ms=0
# prof_imu_max_us=1127
# prof_ctl_max_us=749
# prof_disp_max_us=50598
# prof_ws_max_us=22
# prof_tel_max_us=317
# prof_crsf_max_us=503
# prof_can_max_us=361
# prof_bal_max_us=118
# prof_adrv_max_us=22
# prof_loopgap_max_us=53136
# prof_ctlgap_max_us=44494
# stall_events=0
# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=127
# standing_drive=ch1_ch2_velocity_feedforward_v1
# standing_drive_limits=velocity_rad_s:1 turn_rad_s:0.5 accel:0.5 decel:0.75 turn_accel:0.75
# standing_drive_gates=deadband:0.06 neutral_calm_ms:400 stop_calm_ms:400 rc_fresh_ms:100
# standing_drive_flags=ready:1 moving_or_braking:2 turning:4 fresh_input:8
# startup_recoil=confirmed_unwind_v1
# startup_recoil_multiplier=2 enter_rad_s=0.35 exit_rad_s=0.15 confirm_ms=60 blend_ms=120
# startup_recoil_active_flag=0x01
# startup_recovery=wheel_velocity_learning_v1
# startup_recovery_speed=1.0
# startup_recovery_force_speed=4.0
# startup_recovery_confirm_ms=60
# startup_recovery_ki=1.0 boost_ms=800 integral_rate_dps=6 limit_deg=6
# startup_recovery_hold=settled_position calm_ms=400
# capture_trim_bounds=absolute
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=3
# sample_size_bytes=236
# sample_count=2881
# checksum=0x90FA4B79
# checksum_valid=1
# build_date=Sep 19 2026
# build_time=15:41:55
# run_start_uptime_ms=61344
# run_end_uptime_ms=118949
# run_duration_ms=57605
# end_reason=arms disarmed
# test_note=standing-drive-v1
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=3.5725
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0xED14696F
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms,pilot_forward,pilot_steering,pilot_turn,pilot_flags
34904,20,5010,4,0,2,240,0,0,87.096,-0.028,87.028,0.061,0.9795,86.604,-0.484,86.122,86.122,0.000,-1.450,0.035,0.035,0.039,0.031,0.4827,0.4827,1.0000,0.0550,-0.9450,0.8929,-0.4366,0.9396,1.0000,4.476,8.589,0.072,0.004,0.052,0.026,1,1,3.930,3.537,3.930,3.537,0.102,-0.081,-0.014,-0.064,0.0001,0.0000,-0.9450,0.0000,23920.0,0,3.615,0.038,-0.003,-0.003,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
34924,20,5009,4,0,2,240,0,0,87.091,-0.091,87.010,-0.427,0.9783,86.598,-0.486,86.122,86.122,0.000,-1.450,0.035,0.035,0.037,0.032,0.4765,0.4765,1.0000,0.0499,-0.9501,0.8888,-0.4389,0.9392,1.0000,4.477,8.590,0.053,0.028,0.060,0.024,1,1,3.930,3.537,3.930,3.537,-0.052,0.013,-0.113,0.004,0.0001,0.0000,-0.9501,0.0000,23940.0,0,3.615,0.040,-0.002,-0.002,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
34944,20,5009,4,0,2,240,0,0,87.079,-0.228,87.233,-0.488,0.9813,86.597,-0.481,86.122,86.122,0.000,-1.450,0.056,0.056,0.059,0.054,0.4742,0.4742,1.0000,0.0546,-0.9454,0.8847,-0.4368,0.9399,1.0000,4.477,8.590,0.082,0.045,0.077,0.041,1,1,3.930,3.537,3.930,3.537,-0.123,-0.011,-0.048,-0.135,0.0000,0.0000,-0.9454,0.0000,23960.0,0,3.616,0.063,-0.002,-0.002,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
34964,20,5004,4,0,2,240,0,0,87.071,-0.279,87.055,-0.183,0.9790,86.596,-0.474,86.122,86.122,0.000,-1.450,0.074,0.074,0.076,0.072,0.4741,0.4741,1.0000,0.0646,-0.9354,0.8806,-0.4322,0.9407,1.0000,4.479,8.591,0.140,0.027,0.060,0.047,1,1,3.930,3.537,3.930,3.537,0.001,-0.007,0.013,-0.078,0.0001,0.0000,-0.9354,0.0000,23980.0,0,3.617,0.083,-0.001,-0.001,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
34984,20,5004,4,0,2,240,0,0,87.072,-0.190,87.204,0.122,0.9811,86.592,-0.476,86.122,86.122,0.000,-1.450,0.063,0.063,0.064,0.061,0.4702,0.4702,1.0000,0.0647,-0.9353,0.8766,-0.4321,0.9405,1.0000,4.481,8.591,0.080,0.050,0.077,0.053,1,1,3.930,3.537,3.930,3.537,0.047,-0.010,0.022,-0.051,0.0001,0.0000,-0.9353,0.0000,24000.0,0,3.618,0.065,-0.000,-0.000,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35004,20,5010,4,0,2,240,0,0,87.071,-0.128,87.012,0.000,0.9791,86.591,-0.479,86.122,86.122,0.000,-1.450,0.052,0.052,0.052,0.051,0.4688,0.4688,1.0000,0.0704,-0.9296,0.8725,-0.4295,0.9401,1.0000,4.482,8.592,0.120,0.042,0.068,0.074,1,1,3.930,3.537,3.930,3.537,0.165,0.009,0.063,-0.118,0.0002,0.0000,-0.9296,0.0000,24020.0,0,3.619,0.081,0.001,0.001,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35024,20,5010,4,0,2,240,0,0,87.064,-0.204,87.073,-0.366,0.9805,86.585,-0.473,86.122,86.122,0.000,-1.450,0.071,0.071,0.070,0.072,0.4636,0.4636,1.0000,0.0687,-0.9313,0.8685,-0.4303,0.9409,1.0000,4.484,8.593,0.045,0.086,0.064,0.073,1,1,3.930,3.537,3.930,3.537,0.074,0.004,-0.076,-0.027,0.0001,0.0000,-0.9313,0.0000,24040.0,0,3.620,0.066,0.002,0.002,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35044,20,5010,4,0,2,240,0,0,87.062,-0.146,86.961,0.000,0.9811,86.580,-0.477,86.122,86.122,0.000,-1.450,0.058,0.058,0.056,0.059,0.4572,0.4572,1.0000,0.0628,-0.9372,0.8644,-0.4330,0.9404,1.0000,4.485,8.593,0.004,0.100,0.058,0.093,1,1,3.930,3.537,3.930,3.537,-0.091,0.022,-0.178,-0.009,0.0000,0.0000,-0.9372,0.0000,24060.0,0,3.621,0.052,0.002,0.002,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35064,20,5009,4,0,2,240,0,0,87.058,-0.179,87.143,-0.122,0.9799,86.566,-0.478,86.122,86.122,0.000,-1.450,0.058,0.058,0.056,0.060,0.4446,0.4446,1.0000,0.0432,-0.9568,0.8602,-0.4420,0.9402,1.0000,4.486,8.594,0.019,-0.005,0.057,0.086,1,1,3.930,3.537,3.930,3.537,0.070,-0.022,-0.154,-0.081,0.0001,0.0000,-0.9568,0.0000,24080.0,0,3.622,0.007,0.003,0.003,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35084,20,5008,4,0,2,240,0,0,87.048,-0.234,86.887,-0.427,0.9804,86.559,-0.481,86.122,86.122,0.000,-1.450,0.056,0.056,0.053,0.059,0.4365,0.4365,1.0000,0.0337,-0.9663,0.8560,-0.4464,0.9398,1.0000,4.487,8.594,0.030,0.002,0.036,0.103,1,1,3.930,3.537,3.930,3.537,-0.029,0.016,-0.091,-0.079,0.0000,0.0000,-0.9663,0.0000,24100.0,0,3.622,0.016,0.004,0.004,18,24.21,0.43,4,1.0000,0.0000,0.0000,11
35104,20,5004,4,0,2,240,0,0,87.042,-0.257,87.148,-0.061,0.9813,86.554,-0.483,86.122,86.122,0.000,-1.450,0.054,0.054,0.050,0.058,0.4316,0.4316,1.0000,0.0318,-0.9682,0.8518,-0.4473,0.9396,1.0000,4.488,8.595,0.011,0.045,0.045,0.105,1,1,3.930,3.537,3.930,3.537,-0.023,-0.004,-0.059,-0.118,0.0000,0.0000,-0.9682,0.0000,24120.0,0,3.623,0.028,0.004,0.004,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35124,20,5004,4,0,2,240,0,0,87.033,-0.281,86.934,-0.427,0.9815,86.551,-0.479,86.122,86.122,0.000,-1.450,0.064,0.064,0.060,0.068,0.4289,0.4289,1.0000,0.0359,-0.9641,0.8477,-0.4454,0.9401,1.0000,4.489,8.595,0.021,0.066,0.034,0.118,1,1,3.930,3.537,3.930,3.537,-0.033,0.099,0.018,-0.031,0.0002,0.0000,-0.9641,0.0000,24140.0,0,3.624,0.043,0.005,0.005,18,24.21,0.57,4,1.0000,0.0000,0.0000,11
35144,20,5007,4,0,2,240,0,0,87.025,-0.324,86.956,-0.488,0.9794,86.559,-0.474,86.122,86.122,0.000,-1.450,0.078,0.078,0.073,0.083,0.4366,0.4366,1.0000,0.0636,-0.9364,0.8436,-0.4326,0.9408,1.0000,4.491,8.596,0.140,0.091,0.017,0.139,1,1,3.930,3.537,3.930,3.537,-0.112,-0.020,-0.026,-0.078,0.0000,0.0000,-0.9364,0.0000,24160.0,0,3.626,0.115,0.006,0.006,18,24.21,0.57,5,1.0000,0.0000,0.0000,11
35164,20,5009,4,0,2,240,0,0,87.030,-0.168,87.096,0.366,0.9784,86.554,-0.471,86.122,86.122,0.000,-1.450,0.072,0.072,0.066,0.078,0.4319,0.4319,1.0000,0.0625,-0.9375,0.8395,-0.4331,0.9412,1.0000,4.494,8.597,0.109,0.011,0.007,0.136,1,1,3.930,3.537,3.930,3.537,-0.117,0.003,-0.099,-0.090,0.0000,0.0000,-0.9375,0.0000,24180.0,0,3.627,0.060,0.007,0.007,18,24.21,0.57,5,1.0000,0.0000,0.0000,11
35184,20,5004,4,0,2,240,0,0,87.029,-0.114,87.027,-0.061,0.9793,86.543,-0.475,86.122,86.122,0.000,-1.450,0.059,0.059,0.052,0.066,0.4212,0.4212,1.0000,0.0470,-0.9530,0.8354,-0.4403,0.9406,1.0000,4.495,8.598,0.005,0.031,-0.002,0.151,1,1,3.930,3.537,3.930,3.537,0.208,-0.081,-0.028,-0.042,0.0001,0.0000,-0.9530,0.0000,24200.0,0,3.628,0.018,0.008,0.008,18,24.21,0.57,5,1.0000,0.0000,0.0000,11
35204,20,5008,4,0,2,240,0,0,87.023,-0.166,87.145,-0.183,0.9807,86.540,-0.480,86.122,86.122,0.000,-1.450,0.053,0.053,0.044,0.061,0.4181,0.4181,1.0000,0.0487,-0.9513,0.8312,-0.4395,0.9400,1.0000,4.497,8.598,0.080,0.024,0.017,0.157,1,1,3.930,3.537,3.930,3.537,0.021,-0.071,-0.179,-0.034,0.0001,0.0000,-0.9513,0.0000,24220.0,0,3.629,0.052,0.009,0.009,18,24.21,0.57,5,1.0000,0.0000,0.0000,11
35224,20,5007,4,0,2,240,0,0,87.008,-0.326,86.871,-0.671,0.9797,86.543,-0.468,86.122,86.122,0.000,-1.450,0.090,0.090,0.082,0.099,0.4208,0.4208,1.0000,0.0658,-0.9342,0.8272,-0.4316,0.9415,1.0000,4.497,8.599,0.112,0.083,0.019,0.166,1,1,3.930,3.537,3.930,3.537,-0.060,-0.007,-0.096,-0.065,0.0002,0.0000,-0.9342,0.0000,24240.0,0,3.630,0.098,0.009,0.009,18,24.21,0.57,4,1.0000,0.0000,0.0000,11
35244,20,5008,4,0,2,240,0,0,87.000,-0.360,87.051,-0.305,0.9825,86.529,-0.456,86.122,86.122,0.000,-1.450,0.116,0.116,0.107,0.125,0.4077,0.4077,1.0000,0.0465,-0.9535,0.8230,-0.4405,0.9429,1.0000,4.499,8.600,0.025,-0.004,0.034,0.172,1,1,3.930,3.537,3.930,3.537,-0.112,-0.056,-0.087,-0.025,0.0001,0.0000,-0.9535,0.0000,24260.0,0,3.631,0.011,0.009,0.009,18,24.21,0.57,4,1.0000,0.0000,0.0000,11
35264,20,5004,4,0,2,240,0,0,86.999,-0.261,87.125,-0.305,0.9787,86.527,-0.470,86.122,86.122,0.000,-1.450,0.081,0.081,0.072,0.090,0.4050,0.4050,1.0000,0.0481,-0.9519,0.8189,-0.4398,0.9412,1.0000,4.500,8.602,0.034,0.068,0.048,0.146,1,1,3.930,3.537,3.930,3.537,-0.022,0.021,0.024,-0.016,0.0001,0.0000,-0.9519,0.0000,24280.0,0,3.633,0.051,0.008,0.008,18,24.21,0.57,4,1.0000,0.0000,0.0000,11
35284,20,5009,4,0,2,240,0,0,86.987,-0.336,87.036,-0.610,0.9821,86.516,-0.461,86.122,86.122,0.000,-1.450,0.106,0.106,0.098,0.113,0.3942,0.3942,1.0000,0.0342,-0.9658,0.8147,-0.4462,0.9424,1.0000,4.500,8.604,-0.034,0.051,0.063,0.145,1,1,3.930,3.537,3.930,3.537,-0.025,0.063,0.081,-0.129,0.0001,0.0000,-0.9658,0.0000,24300.0,0,3.634,0.008,0.007,0.007,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35304,20,5010,4,0,2,240,0,0,86.983,-0.309,86.956,-0.183,0.9794,86.522,-0.467,86.122,86.122,0.000,-1.450,0.091,0.091,0.084,0.098,0.4000,0.4000,1.0000,0.0562,-0.9438,0.8106,-0.4361,0.9417,1.0000,4.502,8.606,0.062,0.132,0.055,0.168,1,1,3.930,3.537,3.930,3.537,0.162,-0.004,-0.022,-0.161,0.0002,0.0000,-0.9438,0.0000,24320.0,0,3.636,0.097,0.006,0.006,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35324,20,5010,4,0,2,240,0,0,86.977,-0.281,87.012,-0.183,0.9790,86.523,-0.455,86.122,86.122,0.000,-1.450,0.113,0.113,0.107,0.119,0.4015,0.4015,1.0000,0.0704,-0.9296,0.8065,-0.4295,0.9431,1.0000,4.503,8.608,0.100,0.094,0.074,0.174,1,1,3.930,3.537,3.930,3.537,0.108,0.060,-0.103,-0.109,0.0001,0.0000,-0.9296,0.0000,24340.0,0,3.637,0.097,0.005,0.005,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35344,20,5001,4,0,2,240,0,0,86.977,-0.225,86.963,0.000,0.9771,86.528,-0.453,86.122,86.122,0.000,-1.450,0.111,0.111,0.106,0.117,0.4061,0.4061,1.0000,0.0904,-0.9096,0.8026,-0.4203,0.9433,1.0000,4.505,8.610,0.109,0.146,0.091,0.172,1,1,3.930,3.537,3.930,3.537,0.064,-0.066,-0.098,-0.005,0.0001,0.0000,-0.9096,0.0000,24360.0,0,3.639,0.127,0.005,0.005,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35364,20,5004,4,0,2,240,0,0,86.976,-0.160,87.017,0.061,0.9807,86.531,-0.449,86.122,86.122,0.000,-1.450,0.116,0.116,0.111,0.121,0.4089,0.4089,1.0000,0.1063,-0.8937,0.7987,-0.4129,0.9439,1.0000,4.507,8.612,0.130,0.141,0.088,0.169,1,1,3.930,3.537,3.930,3.537,-0.001,-0.081,0.135,-0.100,0.0001,0.0000,-0.8937,0.0000,24380.0,0,3.641,0.136,0.005,0.005,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35384,20,5004,4,0,2,240,0,0,86.988,0.049,86.933,0.854,0.9813,86.534,-0.457,86.122,86.122,0.000,-1.450,0.082,0.082,0.077,0.087,0.4121,0.4121,1.0000,0.1214,-0.8786,0.7948,-0.4059,0.9429,1.0000,4.509,8.615,0.135,0.164,0.057,0.138,1,1,3.930,3.537,3.930,3.537,-0.102,0.019,-0.043,-0.101,0.0001,0.0000,-0.8786,0.0000,24400.0,0,3.644,0.150,0.005,0.005,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35404,20,5005,4,0,2,240,0,0,87.003,0.269,87.046,0.854,0.9810,86.546,-0.469,86.122,86.122,0.000,-1.450,0.041,0.041,0.037,0.046,0.4245,0.4245,1.0000,0.1569,-0.8431,0.7912,-0.3895,0.9414,1.0000,4.512,8.619,0.182,0.263,0.058,0.115,1,1,3.930,3.537,3.930,3.537,0.064,0.024,-0.206,-0.127,0.0001,0.0000,-0.8431,0.0000,24420.0,0,3.647,0.223,0.004,0.004,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35424,20,5004,4,0,2,240,0,0,87.010,0.324,86.857,0.488,0.9797,86.546,-0.464,86.122,86.122,0.000,-1.450,0.047,0.047,0.043,0.051,0.4239,0.4239,1.0000,0.1645,-0.8355,0.7875,-0.3860,0.9421,1.0000,4.514,8.623,0.132,0.225,0.044,0.055,1,1,3.930,3.537,3.930,3.537,0.029,-0.036,0.007,-0.027,0.0000,0.0000,-0.8355,0.0000,24440.0,0,3.650,0.179,0.002,0.002,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35444,20,5001,4,0,2,240,0,0,87.016,0.357,86.867,0.244,0.9784,86.538,-0.470,86.122,86.122,0.000,-1.450,0.032,0.032,0.030,0.034,0.4165,0.4165,1.0000,0.1552,-0.8448,0.7839,-0.3903,0.9413,1.0000,4.515,8.626,0.152,0.124,0.034,0.009,1,1,3.930,3.537,3.930,3.537,-0.028,-0.019,-0.230,-0.075,0.0001,0.0000,-0.8448,0.0000,24460.0,0,3.653,0.138,0.000,0.000,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35464,20,5004,4,0,2,240,0,0,87.000,0.045,86.928,-0.854,0.9796,86.515,-0.462,86.122,86.122,0.000,-1.450,0.072,0.072,0.072,0.072,0.3937,0.3937,1.0000,0.1127,-0.8873,0.7800,-0.4100,0.9422,1.0000,4.516,8.627,-0.018,0.085,0.042,0.022,1,1,3.930,3.537,3.930,3.537,0.126,-0.013,-0.040,-0.124,0.0001,0.0000,-0.8873,0.0000,24480.0,0,3.654,0.034,-0.001,-0.001,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35484,20,5004,4,0,2,240,0,0,86.991,-0.107,87.202,-0.183,0.9806,86.506,-0.476,86.122,86.122,0.000,-1.450,0.057,0.057,0.058,0.056,0.3844,0.3844,1.0000,0.0986,-0.9014,0.7761,-0.4165,0.9405,1.0000,4.517,8.629,0.088,0.057,0.032,0.007,1,1,3.930,3.537,3.930,3.537,0.183,0.016,0.088,-0.055,0.0001,0.0000,-0.9014,0.0000,24500.0,0,3.655,0.072,-0.001,-0.001,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35504,20,5004,4,0,2,240,0,0,86.981,-0.214,86.871,-0.427,0.9796,86.499,-0.475,86.122,86.122,0.000,-1.450,0.068,0.068,0.069,0.067,0.3777,0.3777,1.0000,0.0924,-0.9076,0.7721,-0.4193,0.9407,1.0000,4.519,8.630,0.080,0.082,0.047,0.012,1,1,3.930,3.537,3.930,3.537,0.026,0.071,0.006,-0.120,0.0001,0.0000,-0.9076,0.0000,24520.0,0,3.657,0.081,-0.001,-0.001,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35525,21,5004,4,0,2,240,0,0,86.973,-0.285,87.187,-0.549,0.9801,86.490,-0.474,86.122,86.122,0.000,-1.450,0.075,0.075,0.076,0.074,0.3677,0.3677,1.0000,0.0787,-0.9213,0.7681,-0.4256,0.9407,1.0000,4.520,8.632,0.062,0.045,0.035,0.033,2,2,3.930,3.537,3.930,3.537,-0.064,0.006,-0.134,-0.069,0.0000,0.0000,-0.9213,0.0000,24540.0,0,3.658,0.053,-0.001,-0.001,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35544,19,5004,4,0,2,240,0,0,86.961,-0.366,86.911,-0.488,0.9789,86.486,-0.471,86.122,86.122,0.000,-1.450,0.087,0.087,0.088,0.087,0.3640,0.3640,1.0000,0.0798,-0.9202,0.7641,-0.4252,0.9411,1.0000,4.522,8.633,0.089,0.074,0.011,0.021,1,1,3.930,3.537,3.930,3.537,-0.004,-0.021,0.079,-0.023,0.0001,0.0000,-0.9202,0.0000,24560.0,0,3.660,0.082,-0.000,-0.000,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35564,20,5006,4,0,2,240,0,0,86.957,-0.332,86.911,-0.244,0.9786,86.480,-0.471,86.122,86.122,0.000,-1.450,0.085,0.085,0.085,0.084,0.3581,0.3581,1.0000,0.0753,-0.9247,0.7601,-0.4272,0.9411,1.0000,4.525,8.635,0.074,0.060,0.017,0.017,1,1,3.930,3.537,3.930,3.537,-0.032,0.020,-0.067,-0.028,0.0001,0.0000,-0.9247,0.0000,24580.0,0,3.662,0.067,0.000,0.000,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35584,20,5004,4,0,2,240,0,0,86.951,-0.340,87.167,-0.305,0.9833,86.479,-0.471,86.122,86.122,0.000,-1.450,0.085,0.085,0.085,0.086,0.3571,0.3571,1.0000,0.0824,-0.9176,0.7561,-0.4240,0.9411,1.0000,4.528,8.636,0.170,0.021,-0.010,0.023,1,1,3.930,3.537,3.930,3.537,0.101,-0.028,0.317,0.034,0.0001,0.0000,-0.9176,0.0000,24600.0,0,3.664,0.095,0.002,0.002,18,24.21,0.49,5,1.0000,0.0000,0.0000,11
35604,20,5004,4,0,2,240,0,0,86.948,-0.242,86.990,0.061,0.9813,86.484,-0.470,86.122,86.122,0.000,-1.450,0.080,0.080,0.078,0.082,0.3620,0.3620,1.0000,0.1027,-0.8973,0.7522,-0.4146,0.9413,1.0000,4.530,8.638,0.179,0.101,-0.020,0.013,1,1,3.930,3.537,3.930,3.537,-0.035,0.005,-0.031,-0.044,0.0001,0.0000,-0.8973,0.0000,24620.0,0,3.666,0.140,0.003,0.003,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35624,20,5004,4,0,2,240,0,0,86.944,-0.244,86.802,-0.366,0.9804,86.488,-0.460,86.122,86.122,0.000,-1.450,0.099,0.099,0.097,0.102,0.3666,0.3666,1.0000,0.1231,-0.8769,0.7484,-0.4051,0.9425,1.0000,4.533,8.640,0.163,0.159,-0.019,0.007,1,1,3.930,3.537,3.930,3.537,-0.114,-0.049,-0.025,-0.060,0.0001,0.0000,-0.8769,0.0000,24640.0,0,3.668,0.161,0.003,0.003,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35644,20,5004,4,0,2,240,0,0,86.944,-0.164,86.953,0.122,0.9786,86.483,-0.456,86.122,86.122,0.000,-1.450,0.102,0.102,0.099,0.104,0.3615,0.3615,1.0000,0.1209,-0.8791,0.7446,-0.4062,0.9430,1.0000,4.535,8.644,0.089,0.144,-0.030,-0.018,1,1,3.930,3.537,3.930,3.537,0.145,-0.055,0.044,-0.128,0.0001,0.0000,-0.8791,0.0000,24660.0,0,3.671,0.117,0.001,0.001,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35664,20,5004,4,0,2,240,0,0,86.951,-0.026,86.842,0.183,0.9797,86.472,-0.467,86.122,86.122,0.000,-1.450,0.067,0.067,0.066,0.068,0.3505,0.3505,1.0000,0.1031,-0.8969,0.7407,-0.4144,0.9416,1.0000,4.536,8.647,0.034,0.106,-0.011,-0.016,1,1,3.930,3.537,3.930,3.537,0.033,0.004,-0.012,-0.115,0.0001,0.0000,-0.8969,0.0000,24680.0,0,3.673,0.070,-0.000,-0.000,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35684,20,5004,4,0,2,240,0,0,86.936,-0.219,86.965,-0.793,0.9823,86.460,-0.464,86.122,86.122,0.000,-1.450,0.090,0.090,0.091,0.090,0.3385,0.3385,1.0000,0.0852,-0.9148,0.7367,-0.4226,0.9420,1.0000,4.537,8.649,0.004,0.100,-0.001,-0.055,1,1,3.930,3.537,3.930,3.537,0.052,0.022,0.051,-0.127,0.0001,0.0000,-0.9148,0.0000,24700.0,0,3.675,0.052,-0.002,-0.002,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35704,20,5004,4,0,2,240,0,0,86.926,-0.307,86.858,-0.244,0.9801,86.457,-0.466,86.122,86.122,0.000,-1.450,0.092,0.092,0.094,0.091,0.3354,0.3354,1.0000,0.0869,-0.9131,0.7327,-0.4219,0.9417,1.0000,4.538,8.652,0.124,0.056,0.002,-0.060,1,1,3.930,3.537,3.930,3.537,-0.016,-0.082,-0.087,-0.033,0.0001,0.0000,-0.9131,0.0000,24720.0,0,3.677,0.090,-0.003,-0.003,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35724,20,5004,4,0,2,240,0,0,86.919,-0.349,86.985,-0.427,0.9795,86.454,-0.461,86.122,86.122,0.000,-1.450,0.105,0.105,0.108,0.102,0.3325,0.3325,1.0000,0.0899,-0.9101,0.7287,-0.4205,0.9423,1.0000,4.539,8.654,0.089,0.101,0.015,-0.058,1,1,3.930,3.537,3.930,3.537,0.023,-0.090,-0.066,-0.054,0.0001,0.0000,-0.9101,0.0000,24740.0,0,3.679,0.095,-0.005,-0.005,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35744,20,5004,4,0,2,240,0,0,86.903,-0.458,87.073,-0.732,0.9802,86.454,-0.449,86.122,86.122,0.000,-1.450,0.139,0.139,0.144,0.135,0.3311,0.3311,1.0000,0.0971,-0.9029,0.7248,-0.4171,0.9439,1.0000,4.540,8.657,0.077,0.144,0.038,-0.040,1,1,3.930,3.537,3.930,3.537,-0.044,0.058,-0.015,-0.065,0.0000,0.0000,-0.9029,0.0000,24760.0,0,3.681,0.111,-0.006,-0.006,18,24.21,0.43,5,1.0000,0.0000,0.0000,11
35764,20,5004,4,0,2,240,0,0,86.899,-0.404,87.013,-0.183,0.9795,86.462,-0.445,86.122,86.122,0.000,-1.450,0.142,0.142,0.148,0.135,0.3393,0.3393,1.0000,0.1251,-0.8749,0.7210,-0.4042,0.9443,1.0000,4.543,8.660,0.112,0.242,0.049,-0.045,1,1,3.930,3.537,3.930,3.537,-0.023,0.050,-0.012,-0.129,0.0002,0.0000,-0.8749,0.0000,24780.0,0,3.683,0.177,-0.007,-0.007,18,24.21,0.44,5,1.0000,0.0000,0.0000,11
