# prof_imu_max_us=1888
# prof_ctl_max_us=5487915
# prof_disp_max_us=15900
# prof_ws_max_us=24
# prof_tel_max_us=313
# prof_crsf_max_us=1013116
# prof_can_max_us=573
# prof_bal_max_us=5478578
# prof_adrv_max_us=1918
# prof_loopgap_max_us=321213150
# prof_ctlgap_max_us=5488843
# stall_events=33
# stall_0=t:280005,gap_us:225835,sentinel_us:10001,sec:none,state:0
# stall_1=t:273759,gap_us:1008961,sentinel_us:10001,sec:none,state:0
# stall_2=t:274770,gap_us:1011023,sentinel_us:10001,sec:none,state:0
# stall_3=t:275781,gap_us:1010951,sentinel_us:10003,sec:none,state:0
# stall_4=t:276755,gap_us:974042,sentinel_us:10001,sec:none,state:0
# stall_5=t:277756,gap_us:1000961,sentinel_us:10495,sec:none,state:0
# stall_6=t:278772,gap_us:1016012,sentinel_us:10210,sec:none,state:0
# stall_7=t:279779,gap_us:1007009,sentinel_us:10001,sec:none,state:0
# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# ramp_drift_kp=0.0300
# ramp_drift_max_vel=0.60
# vel_sp_kp=2.2000
# vel_sp_ki=0.3500
# sp_offset_max=8.00
# vel_filter_alpha=0.3500
# stored_trim=0.6247
# glide_vel_err=0.80
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_rate_max=4.00
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
232,1,-5.65,-0.06,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,-0.05,3.937,3.528,3.951,3.543,0.00,0.00,0
234,1,-5.65,-0.06,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,-0.05,3.937,3.529,3.965,3.557,0.00,0.00,0
260,1,-5.65,-0.08,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,-0.05,3.937,3.529,3.979,3.571,0.00,0.00,0
278,1,-5.65,-0.15,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.02,0.02,3.951,3.542,3.993,3.585,0.00,0.00,0
299,1,-5.65,-0.08,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,0.02,3.962,3.552,4.007,3.599,0.00,0.00,0
318,1,-5.63,0.18,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,0.02,3.974,3.563,4.021,3.613,0.00,0.00,0
339,1,-5.58,0.80,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,0.02,3.986,3.572,4.035,3.627,0.00,0.00,0
358,1,-5.51,1.89,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,0.02,3.999,3.583,4.049,3.641,0.00,0.00,0
379,1,-5.41,2.78,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,0.02,4.013,3.593,4.063,3.655,0.00,0.00,0
399,1,-5.30,3.45,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,0.02,4.026,3.604,4.077,3.669,0.00,0.00,0
418,1,-5.19,3.98,0.00,0.00,0.00,0.0000,0.0000,52.56,54.15,0.03,0.02,4.041,3.615,4.091,3.683,0.00,0.00,0
439,1,-5.07,4.40,0.00,0.00,0.00,0.0000,0.0000,52.56,54.16,0.03,0.05,4.053,3.624,4.105,3.697,0.00,0.00,0
459,1,-4.95,4.86,0.00,0.00,0.00,0.0000,0.0000,52.56,54.16,0.01,0.05,4.067,3.634,4.119,3.711,0.00,0.00,0
