# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0250
# arm_bal_ki=0.0400
# arm_bal_kd=0.0000
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.5000
# arm_bal_motor_speed=2.00
# arm_bal_vel_deadband=0.10
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# vel_trim_gain=0.4000
# vel_trim_max=2.00
# vel_trim_filter=0.0500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=91.50
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
638,1,9.00,25.07,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.05,4.30,3.87,4.35,3.99,0.00,0.00,0
658,1,9.48,25.24,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,-0.05,4.31,3.88,4.36,4.00,0.00,0.00,0
678,1,9.97,25.49,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,-0.05,4.32,3.90,4.38,4.01,0.00,0.00,0
698,1,10.46,25.89,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,-0.05,4.34,3.91,4.39,4.03,0.00,0.00,0
719,1,10.97,26.16,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,-0.05,4.35,3.92,4.41,4.04,0.00,0.00,0
738,1,11.47,26.31,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,-0.05,4.37,3.94,4.42,4.05,0.00,0.00,0
758,1,11.97,26.40,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,-0.05,4.38,3.95,4.43,4.06,0.00,0.00,0
778,1,12.46,26.42,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,-0.05,4.39,3.96,4.45,4.08,0.00,0.00,0
798,1,12.97,26.64,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.04,4.41,3.98,4.46,4.09,0.00,0.00,0
818,1,13.50,26.98,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.04,4.42,3.99,4.48,4.10,0.00,0.00,0
838,1,14.02,27.18,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.04,4.44,4.01,4.49,4.12,0.00,0.00,0
858,1,14.54,27.39,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.04,4.45,4.02,4.50,4.13,0.00,0.00,0
878,1,15.07,27.58,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.04,4.46,4.03,4.52,4.14,0.00,0.00,0
898,1,15.60,27.68,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.04,4.48,4.05,4.53,4.15,0.00,0.00,0
919,1,16.12,27.64,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.04,4.49,4.06,4.55,4.16,0.00,0.00,0
938,1,16.65,27.67,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.04,4.51,4.07,4.56,4.18,0.00,0.00,0
958,1,17.19,27.73,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.03,4.52,4.09,4.57,4.19,0.00,0.00,0
978,1,17.72,27.73,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.03,4.53,4.10,4.59,4.20,0.00,0.00,0
998,1,18.25,27.83,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.03,4.55,4.12,4.60,4.21,0.00,0.00,0
1019,1,18.79,28.00,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.03,4.56,4.13,4.62,4.22,0.00,0.00,0
1038,1,19.33,28.14,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.03,4.58,4.14,4.63,4.23,0.00,0.00,0
1058,1,19.88,28.30,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.03,4.59,4.16,4.64,4.24,0.00,0.00,0
1078,1,20.43,28.41,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.03,4.60,4.17,4.66,4.26,0.00,0.00,0
1098,1,20.97,28.32,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.03,4.62,4.19,4.67,4.27,0.00,0.00,0
1119,1,21.52,28.43,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.05,4.63,4.20,4.69,4.28,0.00,0.00,0
1138,1,22.07,28.57,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.02,-0.05,4.65,4.21,4.70,4.29,0.00,0.00,0
1158,1,22.63,28.60,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.02,-0.05,4.66,4.23,4.71,4.30,0.00,0.00,0
1178,1,23.18,28.60,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.02,-0.05,4.68,4.24,4.73,4.31,0.00,0.00,0
1198,1,23.74,28.78,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.02,-0.05,4.69,4.26,4.74,4.32,0.00,0.00,0
1219,1,24.31,29.03,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.02,-0.05,4.70,4.27,4.76,4.33,0.00,0.00,0
1238,1,24.88,29.09,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.02,-0.05,4.72,4.28,4.77,4.34,0.00,0.00,0
1258,1,25.45,29.23,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.02,-0.05,4.73,4.30,4.78,4.35,0.00,0.00,0
1278,1,26.02,29.32,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.02,-0.01,4.74,4.31,4.80,4.36,0.00,0.00,0
1298,1,26.59,29.38,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,4.76,4.33,4.81,4.37,0.00,0.00,0
1319,1,27.17,29.41,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,4.77,4.34,4.83,4.38,0.00,0.00,0
1338,1,27.73,29.34,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,4.79,4.35,4.84,4.39,0.00,0.00,0
1358,1,28.27,28.86,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,4.80,4.36,4.85,4.40,0.00,0.00,0
1378,1,28.78,28.05,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,4.81,4.38,4.87,4.41,0.00,0.00,0
1398,1,29.25,26.74,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,4.83,4.39,4.88,4.42,0.00,0.00,0
1418,1,29.67,25.10,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,4.84,4.40,4.90,4.43,0.00,0.00,0
1439,1,30.05,23.35,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.00,4.86,4.41,4.91,4.44,0.00,0.00,0
1458,1,30.41,21.98,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.00,4.87,4.42,4.92,4.45,0.00,0.00,0
1478,1,30.77,21.05,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.00,4.88,4.43,4.94,4.46,0.00,0.00,0
1498,1,31.15,20.75,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.00,4.90,4.44,4.95,4.46,0.00,0.00,0
1518,1,31.54,20.60,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.00,4.91,4.44,4.97,4.47,0.00,0.00,0
1539,1,31.92,20.35,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.00,4.93,4.45,4.98,4.48,0.00,0.00,0
1559,1,32.28,20.05,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.00,4.94,4.46,4.99,4.49,0.00,0.00,0
1578,1,32.66,20.01,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.00,4.96,4.47,5.01,4.50,0.00,0.00,0
1598,1,33.05,20.12,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,0.01,4.97,4.48,5.02,4.51,0.00,0.00,0
1618,1,33.45,20.22,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.01,4.98,4.49,5.04,4.52,0.00,0.00,0
1639,1,33.83,20.13,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.01,5.00,4.50,5.05,4.53,0.00,0.00,0
1658,1,34.21,19.68,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.01,5.01,4.51,5.06,4.53,0.00,0.00,0
1678,1,34.56,19.08,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.01,5.03,4.52,5.08,4.54,0.00,0.00,0
1698,1,34.91,18.74,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.01,5.04,4.52,5.09,4.55,0.00,0.00,0
1718,1,35.26,18.55,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.01,5.05,4.53,5.10,4.56,0.00,0.00,0
1739,1,35.62,18.39,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.01,5.07,4.54,5.12,4.57,0.00,0.00,0
1759,1,35.97,18.31,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.02,0.02,5.08,4.55,5.13,4.58,0.00,0.00,0
1778,1,36.32,18.33,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.02,5.09,4.56,5.14,4.58,0.00,0.00,0
1798,1,36.68,18.29,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.02,5.11,4.57,5.16,4.59,0.00,0.00,0
1818,1,37.04,18.24,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.02,5.12,4.57,5.17,4.60,0.00,0.00,0
1838,1,37.38,18.12,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.02,5.13,4.58,5.18,4.61,0.00,0.00,0
1858,1,37.73,17.86,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.02,5.15,4.59,5.19,4.61,0.00,0.00,0
1878,1,38.06,17.57,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.02,5.16,4.60,5.21,4.62,0.00,0.00,0
1898,1,38.40,17.47,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.02,5.17,4.61,5.22,4.63,0.00,0.00,0
1918,1,38.74,17.41,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,-0.01,5.18,4.61,5.23,4.64,0.00,0.00,0
1939,1,39.07,17.30,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,5.19,4.62,5.24,4.64,0.00,0.00,0
1959,1,39.39,17.01,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,5.21,4.63,5.25,4.65,0.00,0.00,0
1978,1,39.71,16.69,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,5.22,4.64,5.27,4.66,0.00,0.00,0
1998,1,40.02,16.55,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,5.23,4.64,5.28,4.67,0.00,0.00,0
2018,1,40.35,16.61,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,5.24,4.65,5.29,4.67,0.00,0.00,0
2039,1,40.67,16.69,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,5.26,4.66,5.30,4.68,0.00,0.00,0
2058,1,41.00,16.83,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.01,5.27,4.67,5.31,4.69,0.00,0.00,0
2078,1,41.33,16.74,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.04,-0.04,5.28,4.67,5.32,4.69,0.00,0.00,0
2098,1,41.65,16.55,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.06,-0.04,5.29,4.68,5.33,4.70,0.00,0.00,0
2118,1,41.96,16.17,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.06,-0.04,5.30,4.69,5.34,4.71,0.00,0.00,0
2139,1,42.26,15.88,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.06,-0.04,5.31,4.69,5.36,4.71,0.00,0.00,0
2159,1,42.56,15.77,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.06,-0.04,5.32,4.70,5.37,4.72,0.00,0.00,0
2178,1,42.87,15.77,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.06,-0.04,5.33,4.71,5.38,4.73,0.00,0.00,0
2198,1,43.17,15.74,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.06,-0.04,5.35,4.71,5.39,4.73,0.00,0.00,0
2218,1,43.48,15.65,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.06,-0.04,5.36,4.72,5.40,4.74,0.00,0.00,0
2239,1,43.78,15.49,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.06,-0.02,5.37,4.73,5.41,4.75,0.00,0.00,0
2258,1,44.08,15.32,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.02,5.38,4.73,5.42,4.75,0.00,0.00,0
2278,1,44.37,15.14,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.02,5.39,4.74,5.43,4.76,0.00,0.00,0
2298,1,44.66,15.06,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.02,5.40,4.75,5.44,4.77,0.00,0.00,0
2318,1,44.95,14.94,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.02,5.41,4.75,5.45,4.77,0.00,0.00,0
2339,1,45.24,14.80,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.02,5.42,4.76,5.46,4.78,0.00,0.00,0
2357,1,45.52,14.50,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.02,5.43,4.76,5.47,4.78,0.00,0.00,0
2379,1,45.80,14.42,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.02,5.44,4.77,5.48,4.79,0.00,0.00,0
2399,1,46.08,14.42,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,0.01,5.45,4.78,5.49,4.80,0.00,0.00,0
2418,1,46.39,14.79,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.01,5.46,4.78,5.50,4.80,0.00,0.00,0
2439,1,46.72,15.12,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.01,5.47,4.79,5.51,4.81,0.00,0.00,0
2458,1,47.01,14.90,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.01,5.48,4.80,5.52,4.81,0.00,0.00,0
2478,1,47.29,14.52,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.01,5.49,4.80,5.53,4.82,0.00,0.00,0
2498,1,47.55,14.00,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.01,5.50,4.81,5.53,4.83,0.00,0.00,0
2518,1,47.80,13.57,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.01,5.50,4.81,5.54,4.83,0.00,0.00,0
2539,1,48.05,13.30,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.01,5.51,4.82,5.55,4.84,0.00,0.00,0
2559,1,48.30,13.19,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.01,0.06,5.52,4.82,5.56,4.84,0.00,0.00,0
2578,1,48.56,13.30,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.04,0.06,5.53,4.83,5.57,4.85,0.00,0.00,0
2598,1,48.83,13.47,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.04,0.06,5.54,4.84,5.58,4.85,0.00,0.00,0
2618,1,49.12,13.66,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.04,0.06,5.55,4.84,5.59,4.86,0.00,0.00,0
2639,1,49.39,13.59,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.04,0.06,5.56,4.85,5.60,4.86,0.00,0.00,0
2658,1,49.66,13.40,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.04,0.06,5.57,4.85,5.61,4.87,0.00,0.00,0
2678,1,49.91,13.06,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.04,0.06,5.58,4.86,5.61,4.87,0.00,0.00,0
2698,1,50.16,12.81,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.04,0.06,5.59,4.86,5.62,4.88,0.00,0.00,0
2718,1,50.39,12.60,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,0.04,-0.04,5.59,4.87,5.63,4.88,0.00,0.00,0
2738,1,50.64,12.49,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.04,5.60,4.87,5.64,4.89,0.00,0.00,0
2758,1,50.88,12.53,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.04,5.61,4.88,5.65,4.89,0.00,0.00,0
2778,1,51.14,12.84,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.04,5.62,4.88,5.66,4.90,0.00,0.00,0
2798,1,51.42,13.14,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.04,5.63,4.89,5.66,4.90,0.00,0.00,0
2818,1,51.69,13.19,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.04,5.64,4.89,5.67,4.91,0.00,0.00,0
2839,1,51.95,12.95,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.04,5.64,4.90,5.68,4.91,0.00,0.00,0
2858,1,52.19,12.49,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.04,5.65,4.90,5.69,4.92,0.00,0.00,0
2878,1,52.41,12.04,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.03,-0.01,5.66,4.91,5.69,4.92,0.00,0.00,0
2898,1,52.63,11.82,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.01,5.67,4.91,5.70,4.93,0.00,0.00,0
2918,1,52.86,11.80,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.01,5.68,4.92,5.71,4.93,0.00,0.00,0
2939,1,53.10,11.94,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.01,5.68,4.92,5.72,4.94,0.00,0.00,0
2959,1,53.35,12.14,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.01,5.69,4.93,5.72,4.94,0.00,0.00,0
2978,1,53.60,12.29,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.01,5.70,4.93,5.73,4.95,0.00,0.00,0
2998,1,53.85,12.34,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.01,5.71,4.94,5.74,4.95,0.00,0.00,0
3018,1,54.08,12.18,0.00,0.00,0.00,0.0065,0.0180,0.1640,-214.45,-207.91,-0.01,-0.01,5.71,4.94,5.75,4.96,0.00,0.00,0
