# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0250
# arm_bal_ki=0.0200
# arm_bal_kd=0.0000
# arm_bal_max_frac=0.2500
# arm_bal_frac_rate=0.5000
# arm_bal_motor_speed=2.00
# arm_bal_vel_deadband=0.10
# arm_bal_integral_max=0.25
# arm_bal_decay=0.9950
# vel_trim_gain=0.2500
# vel_trim_max=2.00
# vel_trim_filter=0.0500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=91.50
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,vel_trim,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
19,1,-0.76,-0.03,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,-0.01,0.01,3.90,3.56,3.92,3.57,0.00,0.00,0
38,1,-0.76,-0.01,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,-0.01,-0.01,3.90,3.56,3.93,3.58,0.00,0.00,0
57,1,-0.76,-0.04,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,0.03,-0.01,3.91,3.56,3.95,3.60,0.00,0.00,0
79,1,-0.76,0.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,0.03,-0.01,3.92,3.57,3.96,3.61,0.00,0.00,0
98,1,-0.72,0.51,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,0.03,-0.01,3.93,3.58,3.97,3.63,0.00,0.00,0
119,1,-0.63,1.63,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,0.03,-0.01,3.94,3.59,3.99,3.64,0.00,0.00,0
138,1,-0.53,2.61,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,0.03,-0.01,3.96,3.60,4.00,3.65,0.00,0.00,0
159,1,-0.44,3.27,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,0.03,-0.01,3.97,3.61,4.02,3.67,0.00,0.00,0
178,1,-0.32,3.79,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.82,0.03,-0.01,3.98,3.62,4.03,3.68,0.00,0.00,0
197,1,-0.23,4.25,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.03,0.02,4.00,3.63,4.04,3.70,0.00,0.00,0
219,1,-0.05,5.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.00,0.02,4.01,3.64,4.06,3.71,0.00,0.00,0
239,1,0.17,7.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.00,0.02,4.02,3.65,4.07,3.72,0.00,0.00,0
258,1,0.52,10.29,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.00,0.02,4.04,3.66,4.09,3.74,0.00,0.00,0
279,1,0.95,13.77,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.00,0.02,4.05,3.67,4.10,3.75,0.00,0.00,0
298,1,1.39,16.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.00,0.02,4.06,3.68,4.11,3.77,0.00,0.00,0
319,1,1.83,18.11,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.00,0.02,4.08,3.69,4.13,3.78,0.00,0.00,0
338,1,2.25,18.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.00,0.02,4.09,3.70,4.14,3.79,0.00,0.00,0
359,1,2.67,19.46,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.00,-0.01,4.11,3.71,4.16,3.81,0.00,0.00,0
378,1,3.11,20.07,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.01,-0.01,4.12,3.73,4.17,3.82,0.00,0.00,0
399,1,3.57,20.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.01,-0.01,4.13,3.74,4.18,3.84,0.00,0.00,0
419,1,4.02,21.45,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.01,-0.01,4.15,3.75,4.20,3.85,0.00,0.00,0
438,1,4.49,21.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.01,-0.01,4.16,3.76,4.21,3.86,0.00,0.00,0
458,1,4.96,22.45,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.01,-0.01,4.18,3.77,4.23,3.88,0.00,0.00,0
479,1,5.44,22.96,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.01,-0.01,4.19,3.79,4.24,3.89,0.00,0.00,0
498,1,5.93,23.42,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.01,-0.01,4.20,3.80,4.25,3.91,0.00,0.00,0
519,1,6.42,23.59,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.01,0.03,4.22,3.81,4.27,3.92,0.00,0.00,0
538,1,6.92,24.03,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,-0.01,0.03,4.23,3.83,4.28,3.93,0.00,0.00,0
559,1,7.42,24.42,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,-0.01,0.03,4.24,3.84,4.30,3.95,0.00,0.00,0
577,1,7.81,24.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,-0.01,0.03,4.26,3.85,4.31,3.96,0.00,0.00,0
599,1,8.45,25.12,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,-0.01,0.03,4.27,3.86,4.32,3.97,0.00,0.00,0
619,1,8.97,25.33,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,-0.01,0.03,4.29,3.88,4.34,3.99,0.00,0.00,0
639,1,9.48,25.43,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,-0.01,0.03,4.30,3.89,4.35,4.00,0.00,0.00,0
658,1,10.01,25.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,-0.01,0.03,4.31,3.90,4.37,4.02,0.00,0.00,0
679,1,10.54,25.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,-0.01,0.02,4.33,3.92,4.38,4.03,0.00,0.00,0
697,1,10.94,26.07,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.06,0.02,4.34,3.93,4.39,4.04,0.00,0.00,0
719,1,11.60,26.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.06,0.02,4.35,3.94,4.41,4.06,0.00,0.00,0
738,1,12.14,26.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.06,0.02,4.37,3.96,4.42,4.07,0.00,0.00,0
759,1,12.68,26.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.06,0.02,4.38,3.97,4.44,4.08,0.00,0.00,0
779,1,13.22,26.82,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.06,0.02,4.40,3.98,4.45,4.09,0.00,0.00,0
799,1,13.76,26.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.06,0.02,4.41,4.00,4.46,4.11,0.00,0.00,0
819,1,14.30,26.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.06,0.02,4.43,4.01,4.48,4.12,0.00,0.00,0
838,1,14.71,27.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,-259.13,-252.81,0.06,-0.02,4.44,4.03,4.49,4.13,0.00,0.00,0
