[Balance] --- Log dump (52434 bytes, 574 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,integral,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
4058,1,66.11,6.81,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.02,6.05,5.13,0.00,0.00,0.00,0
4079,1,66.26,7.02,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.02,6.05,5.13,0.00,0.00,0.00,0
4098,1,66.42,7.33,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.02,6.06,5.13,0.00,0.00,0.00,0
4118,1,66.59,7.61,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.02,6.06,5.14,0.00,0.00,0.00,0
4139,1,66.77,7.86,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.02,6.07,5.14,0.00,0.00,0.00,0
4159,1,66.94,8.02,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.02,6.07,5.14,0.00,0.00,0.00,0
4178,1,67.12,8.05,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.02,6.07,5.14,0.00,0.00,0.00,0
4199,1,67.30,8.04,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.04,6.08,5.15,0.00,0.00,0.00,0
4218,1,67.46,7.79,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.08,5.15,0.00,0.00,0.00,0
4238,1,67.61,7.52,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.09,5.15,0.00,0.00,0.00,0
4259,1,67.75,7.17,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.09,5.15,0.00,0.00,0.00,0
4279,1,67.88,6.79,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.09,5.16,0.00,0.00,0.00,0
4298,1,68.00,6.46,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.10,5.16,0.00,0.00,0.00,0
4319,1,68.12,6.14,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.10,5.16,0.00,0.00,0.00,0
4338,1,68.23,6.01,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.11,5.16,0.00,0.00,0.00,0
4359,1,68.35,5.99,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.05,6.11,5.17,0.00,0.00,0.00,0
4378,1,68.48,6.19,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.05,6.12,5.17,0.00,0.00,0.00,0
4399,1,68.63,6.46,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.05,6.12,5.17,0.00,0.00,0.00,0
4418,1,68.78,6.77,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.05,6.12,5.17,0.00,0.00,0.00,0
4439,1,68.94,6.97,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.05,6.13,5.18,0.00,0.00,0.00,0
4458,1,69.10,7.19,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.05,6.13,5.18,0.00,0.00,0.00,0
4479,1,69.26,7.23,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.05,6.13,5.18,0.00,0.00,0.00,0
4497,1,69.41,7.15,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.05,6.14,5.18,0.00,0.00,0.00,0
4519,1,69.55,6.89,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.04,6.14,5.19,0.00,0.00,0.00,0
4538,1,69.69,6.70,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.14,5.19,0.00,0.00,0.00,0
4559,1,69.82,6.52,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.15,5.19,0.00,0.00,0.00,0
4578,1,69.94,6.40,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.15,5.19,0.00,0.00,0.00,0
4599,1,70.07,6.27,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.16,5.19,0.00,0.00,0.00,0
4617,1,70.20,6.27,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.16,5.20,0.00,0.00,0.00,0
4639,1,70.32,6.21,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.16,5.20,0.00,0.00,0.00,0
4658,1,70.45,6.14,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.04,6.17,5.20,0.00,0.00,0.00,0
4679,1,70.57,6.06,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.02,6.17,5.20,0.00,0.00,0.00,0
4698,1,70.69,5.84,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,6.17,5.21,0.00,0.00,0.00,0
4719,1,70.81,5.68,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,6.17,5.21,0.00,0.00,0.00,0
4738,1,70.91,5.47,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,6.18,5.21,0.00,0.00,0.00,0
4758,1,71.02,5.31,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,6.18,5.21,0.00,0.00,0.00,0
4779,1,71.12,5.16,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,6.18,5.21,0.00,0.00,0.00,0
4798,1,71.22,5.08,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,6.18,5.21,0.00,0.00,0.00,0
4819,1,71.32,5.10,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,6.19,5.22,0.00,0.00,0.00,0
4838,1,71.44,5.25,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.01,6.19,5.22,0.00,0.00,0.00,0
4859,1,71.56,5.55,88.50,0.00,0.00,0.000,34.98,40.94,0.05,0.01,6.20,5.22,0.00,0.00,0.00,0
4878,1,71.69,5.80,88.50,0.00,0.00,0.000,34.98,40.94,0.05,0.01,6.20,5.22,0.00,0.00,0.00,0
4899,1,71.83,6.01,88.50,0.00,0.00,0.000,34.98,40.94,0.05,0.01,6.20,5.22,0.00,0.00,0.00,0
4918,1,71.97,6.17,88.50,0.00,0.00,0.000,34.98,40.94,0.05,0.01,6.21,5.23,0.00,0.00,0.00,0
4939,1,72.11,6.29,88.50,0.00,0.00,0.000,34.98,40.94,0.05,0.01,6.21,5.23,0.00,0.00,0.00,0
4959,1,72.25,6.33,88.50,0.00,0.00,0.000,34.98,40.94,0.05,0.01,6.21,5.23,0.00,0.00,0.00,0
4978,1,72.39,6.36,88.50,0.00,0.00,0.000,34.98,40.94,0.05,0.01,6.21,5.23,0.00,0.00,0.00,0
4998,1,72.52,6.26,88.50,0.00,0.00,0.000,34.98,40.94,0.05,0.02,6.22,5.23,0.00,0.00,0.00,0
5018,1,72.64,5.99,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.22,5.24,0.00,0.00,0.00,0
5039,1,72.76,5.69,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.22,5.24,0.00,0.00,0.00,0
5058,1,72.86,5.27,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.22,5.24,0.00,0.00,0.00,0
5079,1,72.95,4.88,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.23,5.24,0.00,0.00,0.00,0
5098,1,73.04,4.73,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.23,5.24,0.00,0.00,0.00,0
5119,1,73.13,4.63,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.23,5.24,0.00,0.00,0.00,0
5137,1,73.22,4.55,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.24,5.25,0.00,0.00,0.00,0
5159,1,73.31,4.47,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.02,6.24,5.25,0.00,0.00,0.00,0
5178,1,73.41,4.52,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.02,6.24,5.25,0.00,0.00,0.00,0
5199,1,73.51,4.57,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.02,6.25,5.25,0.00,0.00,0.00,0
5218,1,73.61,4.63,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.02,6.25,5.25,0.00,0.00,0.00,0
5239,1,73.71,4.68,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.02,6.25,5.25,0.00,0.00,0.00,0
5257,1,73.81,4.64,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.02,6.25,5.26,0.00,0.00,0.00,0
5279,1,73.91,4.61,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.02,6.26,5.26,0.00,0.00,0.00,0
5298,1,74.00,4.63,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.02,6.26,5.26,0.00,0.00,0.00,0
5319,1,74.10,4.63,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.01,6.26,5.26,0.00,0.00,0.00,0
5338,1,74.20,4.63,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.01,6.26,5.26,0.00,0.00,0.00,0
5359,1,74.30,4.59,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.01,6.26,5.26,0.00,0.00,0.00,0
5378,1,74.39,4.44,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.01,6.27,5.26,0.00,0.00,0.00,0
5398,1,74.48,4.34,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.01,6.27,5.27,0.00,0.00,0.00,0
5419,1,74.57,4.35,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.01,6.27,5.27,0.00,0.00,0.00,0
5438,1,74.66,4.36,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.01,6.27,5.27,0.00,0.00,0.00,0
5459,1,74.76,4.60,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.01,6.28,5.27,0.00,0.00,0.00,0
5479,1,74.86,4.74,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.05,6.28,5.27,0.00,0.00,0.00,0
5498,1,74.98,4.99,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.05,6.28,5.27,0.00,0.00,0.00,0
5518,1,75.09,5.16,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.05,6.28,5.28,0.00,0.00,0.00,0
5539,1,75.21,5.32,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.05,6.29,5.28,0.00,0.00,0.00,0
5559,1,75.33,5.35,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.05,6.29,5.28,0.00,0.00,0.00,0
5578,1,75.44,5.19,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.05,6.29,5.28,0.00,0.00,0.00,0
5599,1,75.54,4.97,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.05,6.30,5.28,0.00,0.00,0.00,0
5618,1,75.63,4.57,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.05,6.30,5.28,0.00,0.00,0.00,0
5638,1,75.71,4.24,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.03,6.30,5.28,0.00,0.00,0.00,0
5658,1,75.77,3.86,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.30,5.29,0.00,0.00,0.00,0
5679,1,75.83,3.58,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.30,5.29,0.00,0.00,0.00,0
5698,1,75.90,3.43,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.30,5.29,0.00,0.00,0.00,0
5719,1,75.96,3.36,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.31,5.29,0.00,0.00,0.00,0
5738,1,76.04,3.36,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.31,5.29,0.00,0.00,0.00,0
5759,1,76.11,3.38,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.31,5.29,0.00,0.00,0.00,0
5777,1,76.18,3.45,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.31,5.29,0.00,0.00,0.00,0
5799,1,76.26,3.53,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,6.31,5.29,0.00,0.00,0.00,0
5818,1,76.34,3.60,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.00,6.31,5.30,0.00,0.00,0.00,0
5839,1,76.42,3.66,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.00,6.32,5.30,0.00,0.00,0.00,0
5858,1,76.50,3.74,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.00,6.32,5.30,0.00,0.00,0.00,0
5879,1,76.58,3.73,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.00,6.32,5.30,0.00,0.00,0.00,0
5897,1,76.67,3.72,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.00,6.32,5.30,0.00,0.00,0.00,0
5919,1,76.74,3.66,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.00,6.33,5.30,0.00,0.00,0.00,0
5938,1,76.81,3.60,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,-0.00,6.33,5.30,0.00,0.00,0.00,0
5959,1,76.88,3.54,88.50,0.00,0.00,0.000,34.98,40.94,-0.05,0.01,6.33,5.30,0.00,0.00,0.00,0
5978,1,76.96,3.51,88.50,0.00,0.00,0.000,34.98,40.94,-0.03,0.01,6.34,5.30,0.00,0.00,0.00,0
5999,1,77.03,3.50,88.50,0.00,0.00,0.000,34.98,40.94,-0.03,0.01,6.34,5.31,0.00,0.00,0.00,0
6018,1,77.11,3.56,88.50,0.00,0.00,0.000,34.98,40.94,-0.03,0.01,6.34,5.31,0.00,0.00,0.00,0
6038,1,77.19,3.59,88.50,0.00,0.00,0.000,34.98,40.94,-0.03,0.01,6.34,5.31,0.00,0.00,0.00,0
6059,1,77.27,3.66,88.50,0.00,0.00,0.000,34.98,40.94,-0.03,0.01,6.34,5.31,0.00,0.00,0.00,0
6079,1,77.35,3.62,88.50,0.00,0.00,0.000,34.98,40.94,-0.03,0.01,6.34,5.31,0.00,0.00,0.00,0
6098,1,77.42,3.56,88.50,0.00,0.00,0.000,34.98,40.94,-0.03,0.01,6.35,5.31,0.00,0.00,0.00,0
6119,1,77.49,3.49,88.50,0.00,0.00,0.000,34.98,40.94,-0.03,-0.03,6.35,5.31,0.00,0.00,0.00,0
6138,1,77.56,3.42,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.03,6.35,5.31,0.00,0.00,0.00,0
6158,1,77.64,3.42,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.03,6.35,5.32,0.00,0.00,0.00,0
6179,1,77.71,3.32,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.03,6.35,5.32,0.00,0.00,0.00,0
6198,1,77.77,3.22,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.03,6.35,5.32,0.00,0.00,0.00,0
6219,1,77.85,3.28,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.03,6.35,5.32,0.00,0.00,0.00,0
6238,1,77.92,3.34,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.03,6.35,5.32,0.00,0.00,0.00,0
6259,1,77.99,3.34,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.03,6.35,5.32,0.00,0.00,0.00,0
6278,1,78.06,3.35,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.36,5.32,0.00,0.00,0.00,0
6298,1,78.14,3.39,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.36,5.32,0.00,0.00,0.00,0
6319,1,78.21,3.42,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.36,5.32,0.00,0.00,0.00,0
6338,1,78.28,3.33,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.36,5.32,0.00,0.00,0.00,0
6358,1,78.35,3.31,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.36,5.33,0.00,0.00,0.00,0
6379,1,78.41,3.17,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.36,5.33,0.00,0.00,0.00,0
6399,1,78.47,3.04,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.37,5.33,0.00,0.00,0.00,0
6417,1,78.53,2.91,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.37,5.33,0.00,0.00,0.00,0
6439,1,78.59,2.74,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.03,6.37,5.33,0.00,0.00,0.00,0
6458,1,78.64,2.65,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,0.03,6.37,5.33,0.00,0.00,0.00,0
6479,1,78.69,2.54,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,0.03,6.37,5.33,0.00,0.00,0.00,0
6498,1,78.74,2.54,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,0.03,6.38,5.33,0.00,0.00,0.00,0
6519,1,78.79,2.57,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,0.03,6.38,5.33,0.00,0.00,0.00,0
6537,1,78.85,2.67,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,0.03,6.38,5.33,0.00,0.00,0.00,0
6559,1,78.91,2.70,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,0.03,6.38,5.33,0.00,0.00,0.00,0
6578,1,78.97,2.73,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,0.03,6.38,5.34,0.00,0.00,0.00,0
6599,1,79.02,2.68,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.04,6.39,5.34,0.00,0.00,0.00,0
6618,1,79.08,2.66,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.04,6.39,5.34,0.00,0.00,0.00,0
6639,1,79.14,2.58,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.04,6.39,5.34,0.00,0.00,0.00,0
6658,1,79.19,2.50,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.04,6.39,5.34,0.00,0.00,0.00,0
6678,1,79.23,2.42,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.04,6.39,5.34,0.00,0.00,0.00,0
6699,1,79.29,2.41,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.04,6.39,5.34,0.00,0.00,0.00,0
6719,1,79.34,2.39,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.04,6.39,5.34,0.00,0.00,0.00,0
6738,1,79.39,2.38,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.04,6.39,5.34,0.00,0.00,0.00,0
6759,1,79.44,2.36,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.01,6.39,5.34,0.00,0.00,0.00,0
6778,1,79.49,2.30,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,6.39,5.34,0.00,0.00,0.00,0
6798,1,79.53,2.26,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,6.39,5.34,0.00,0.00,0.00,0
6819,1,79.58,2.14,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,6.39,5.34,0.00,0.00,0.00,0
6838,1,79.62,2.02,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,6.39,5.34,0.00,0.00,0.00,0
6859,1,79.66,2.07,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,6.40,5.35,0.00,0.00,0.00,0
6879,1,79.71,2.18,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,6.40,5.35,0.00,0.00,0.00,0
6898,1,79.75,2.25,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,6.40,5.35,0.00,0.00,0.00,0
6918,1,79.81,2.34,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.04,6.40,5.35,0.00,0.00,0.00,0
6938,1,79.87,2.56,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.04,6.40,5.35,0.00,0.00,0.00,0
6959,1,79.93,2.64,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.04,6.40,5.35,0.00,0.00,0.00,0
6978,1,79.99,2.65,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.04,6.40,5.35,0.00,0.00,0.00,0
6999,1,80.05,2.62,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.04,6.40,5.35,0.00,0.00,0.00,0
7018,1,80.10,2.46,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.04,6.40,5.35,0.00,0.00,0.00,0
7039,1,80.14,2.32,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.04,6.41,5.35,0.00,0.00,0.00,0
7057,1,80.19,2.25,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.04,6.41,5.35,0.00,0.00,0.00,0
7079,1,80.23,2.14,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.00,6.41,5.35,0.00,0.00,0.00,0
7098,1,80.28,2.18,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,6.41,5.35,0.00,0.00,0.00,0
7119,1,80.33,2.17,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,6.41,5.36,0.00,0.00,0.00,0
7138,1,80.38,2.25,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,6.41,5.36,0.00,0.00,0.00,0
7159,1,80.43,2.34,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,6.41,5.36,0.00,0.00,0.00,0
7177,1,80.48,2.43,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,6.42,5.36,0.00,0.00,0.00,0
7199,1,80.54,2.49,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,6.42,5.36,0.00,0.00,0.00,0
7218,1,80.60,2.52,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,6.42,5.36,0.00,0.00,0.00,0
7239,1,80.65,2.54,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.01,6.42,5.36,0.00,0.00,0.00,0
7258,1,80.71,2.51,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.01,6.42,5.36,0.00,0.00,0.00,0
7279,1,80.76,2.44,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.01,6.42,5.36,0.00,0.00,0.00,0
7298,1,80.81,2.35,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.01,6.43,5.36,0.00,0.00,0.00,0
7318,1,80.86,2.24,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.01,6.43,5.36,0.00,0.00,0.00,0
7339,1,80.90,2.23,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.01,6.43,5.36,0.00,0.00,0.00,0
7358,1,80.94,2.17,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.01,6.43,5.36,0.00,0.00,0.00,0
7379,1,80.99,2.17,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.01,6.43,5.36,0.00,0.00,0.00,0
7399,1,81.04,2.20,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.43,5.37,0.00,0.00,0.00,0
7418,1,81.08,2.21,88.50,0.00,0.00,0.000,34.99,40.94,-0.01,0.02,6.43,5.37,0.00,0.00,0.00,0
7438,1,81.13,2.23,88.50,0.00,0.00,0.000,34.99,40.94,-0.01,0.02,6.43,5.37,0.00,0.00,0.00,0
7459,1,81.18,2.20,88.50,0.00,0.00,0.000,34.99,40.94,-0.01,0.02,6.43,5.37,0.00,0.00,0.00,0
7479,1,81.22,2.12,88.50,0.00,0.00,0.000,34.99,40.94,-0.01,0.02,6.44,5.37,0.00,0.00,0.00,0
7498,1,81.27,2.14,88.50,0.00,0.00,0.000,34.99,40.94,-0.01,0.02,6.44,5.37,0.00,0.00,0.00,0
7519,1,81.31,2.09,88.50,0.00,0.00,0.000,34.99,40.94,-0.01,0.02,6.44,5.37,0.00,0.00,0.00,0
7538,1,81.35,1.99,88.50,0.00,0.00,0.000,34.99,40.94,-0.01,0.02,6.44,5.37,0.00,0.00,0.00,0
7558,1,81.38,1.87,88.50,0.00,0.00,0.000,34.99,40.94,-0.01,0.02,6.44,5.37,0.00,0.00,0.00,0
7578,1,81.42,1.90,88.50,0.00,0.00,0.000,34.99,40.94,0.00,0.02,6.44,5.37,0.00,0.00,0.00,0
7599,1,81.46,1.98,88.50,0.00,0.00,0.000,34.99,40.94,0.00,0.02,6.44,5.37,0.00,0.00,0.00,0
7618,1,81.51,2.11,88.50,0.00,0.00,0.000,34.99,40.94,0.00,0.02,6.44,5.37,0.00,0.00,0.00,0
7639,1,81.56,2.20,88.50,0.00,0.00,0.000,34.99,40.94,0.00,0.02,6.44,5.37,0.00,0.00,0.00,0
7658,1,81.62,2.35,88.50,0.00,0.00,0.000,34.99,40.94,0.00,0.02,6.44,5.37,0.00,0.00,0.00,0
7679,1,81.68,2.41,88.50,0.00,0.00,0.000,34.99,40.94,0.00,0.02,6.44,5.37,0.00,0.00,0.00,0
7697,1,81.73,2.44,88.50,0.00,0.00,0.000,34.99,40.94,0.00,0.02,6.44,5.38,0.00,0.00,0.00,0
7719,1,81.79,2.50,88.50,0.00,0.00,0.000,34.99,40.94,0.00,0.02,6.44,5.38,0.00,0.00,0.00,0
7738,1,81.84,2.33,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,6.44,5.38,0.00,0.00,0.00,0
7759,1,81.88,2.24,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,6.44,5.38,0.00,0.00,0.00,0
7778,1,81.92,2.07,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,6.44,5.38,0.00,0.00,0.00,0
7799,1,81.97,1.98,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,6.44,5.38,0.00,0.00,0.00,0
7817,1,82.01,1.96,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,6.44,5.38,0.00,0.00,0.00,0
7839,1,82.05,1.94,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,6.44,5.38,0.00,0.00,0.00,0
7858,1,82.09,1.91,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,6.44,5.38,0.00,0.00,0.00,0
7879,1,82.13,1.94,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,6.44,5.38,0.00,0.00,0.00,0
7898,1,82.18,1.96,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.02,6.44,5.38,0.00,0.00,0.00,0
7919,1,82.22,2.00,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.02,6.45,5.38,0.00,0.00,0.00,0
7938,1,82.26,2.03,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.02,6.45,5.38,0.00,0.00,0.00,0
7958,1,82.31,2.05,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.02,6.45,5.38,0.00,0.00,0.00,0
7979,1,82.35,2.01,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.02,6.45,5.38,0.00,0.00,0.00,0
7999,1,82.39,1.98,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.02,6.45,5.39,0.00,0.00,0.00,0
8018,1,82.44,2.05,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.02,6.45,5.39,0.00,0.00,0.00,0
8039,1,82.49,2.08,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.03,6.45,5.39,0.00,0.00,0.00,0
8058,1,82.54,2.01,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.45,5.39,0.00,0.00,0.00,0
8078,1,82.57,1.93,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.45,5.39,0.00,0.00,0.00,0
8099,1,82.61,1.80,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.45,5.39,0.00,0.00,0.00,0
8119,1,82.64,1.71,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.45,5.39,0.00,0.00,0.00,0
