# profile_scope=live
# profile_run_start_uptime_ms=0
# prof_imu_max_us=1165
# prof_ctl_max_us=3085
# prof_disp_max_us=8395
# prof_ws_max_us=26
# prof_tel_max_us=360
# prof_crsf_max_us=113
# prof_can_max_us=2878
# prof_bal_max_us=53
# prof_adrv_max_us=0
# prof_loopgap_max_us=23167
# prof_ctlgap_max_us=10465
# stall_events=0
# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=255
# standing_drive=ch1_ch2_velocity_response_v2
# standing_drive_limits=velocity_rad_s:2 turn_rad_s:1.5 accel:1.5 decel:2 turn_accel:3
# standing_drive_velocity_kp_low=1.0
# standing_drive_gates=deadband:0.06 neutral_calm_ms:400 stop_calm_ms:400 rc_fresh_ms:100
# standing_drive_flags=ready:1 moving_or_braking:2 turning:4 fresh_input:8
# startup_recoil=confirmed_unwind_v1
# startup_recoil_multiplier=2 enter_rad_s=0.35 exit_rad_s=0.15 confirm_ms=60 blend_ms=120
# startup_recoil_active_flag=0x01
# startup_recovery=wheel_velocity_learning_v1
# startup_recovery_speed=1.0
# startup_recovery_force_speed=4.0
# startup_recovery_confirm_ms=60
# startup_recovery_ki=1.0 boost_ms=800 integral_rate_dps=6 limit_deg=6
# startup_recovery_hold=settled_position calm_ms=400
# capture_trim_bounds=absolute
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=3
# sample_size_bytes=236
# sample_count=1666
# checksum=0x298924B0
# checksum_valid=1
# build_date=Sep 19 2026
# build_time=15:58:43
# run_start_uptime_ms=349973
# run_end_uptime_ms=383279
# run_duration_ms=33306
# end_reason=drive disarmed
# test_note=standing-drive-response-v2
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=3.8923
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0x72A5CE52
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms,pilot_forward,pilot_steering,pilot_turn,pilot_flags
2504,19,5002,4,0,1,0,0,0,49.778,15.572,50.152,14.709,0.9670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.033,0.047,-0.002,-0.118,135,155,5.574,4.854,5.605,4.873,0.528,0.173,0.016,1.362,0.6335,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.77,5,0.0000,0.0000,0.0000,0
2524,20,5003,4,0,1,0,0,0,50.063,15.123,50.485,14.160,0.9735,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.033,-0.024,-0.002,-0.098,155,15,5.583,4.860,5.615,4.879,0.496,0.264,0.193,1.237,0.6369,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.77,5,0.0000,0.0000,0.0000,0
2544,20,5003,4,0,1,0,0,0,50.349,14.672,50.580,13.306,0.9749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.059,-0.024,0.007,-0.098,15,35,5.593,4.866,5.624,4.885,0.338,0.302,-0.068,1.205,0.6402,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.77,5,0.0000,0.0000,0.0000,0
2565,21,5003,4,0,1,0,0,0,50.706,14.535,50.839,14.771,0.9809,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.059,-0.024,0.007,-0.098,36,56,5.602,4.872,5.634,4.891,0.631,0.267,0.001,1.246,0.6436,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.77,9,0.0000,0.0000,0.0000,0
2585,20,5010,4,0,1,0,0,0,51.018,14.543,51.889,14.221,0.9722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.059,-0.024,0.007,-0.098,56,76,5.613,4.878,5.643,4.896,0.488,0.188,-0.092,1.121,0.6471,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.77,5,0.0000,0.0000,0.0000,0
2604,19,5004,4,0,1,0,0,0,51.282,14.350,50.011,13.611,0.9784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.059,-0.024,0.007,-0.098,75,95,5.622,4.884,5.652,4.902,0.570,0.275,0.059,1.219,0.6504,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.77,5,0.0000,0.0000,0.0000,0
2624,20,5004,4,0,1,0,0,0,51.576,14.334,52.904,14.404,0.9905,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.086,-0.066,0.009,-0.109,15,15,5.632,4.890,5.662,4.908,0.431,0.228,0.284,1.189,0.6537,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.77,5,0.0000,0.0000,0.0000,0
2644,20,5004,4,0,1,0,0,0,51.869,14.462,53.512,15.320,0.9460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.086,-0.066,0.009,-0.109,35,35,5.641,4.895,5.671,4.913,0.442,0.186,0.014,1.254,0.6567,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
2664,20,5004,4,0,1,0,0,0,52.159,14.241,53.173,14.160,0.9788,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.086,-0.066,0.009,-0.109,55,55,5.650,4.901,5.680,4.919,0.560,0.241,0.008,1.259,0.6598,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
2685,21,5004,4,0,1,0,0,0,52.446,14.168,54.044,13.733,0.9609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.086,-0.002,0.009,-0.128,76,16,5.660,4.906,5.689,4.924,0.469,0.299,0.080,1.264,0.6631,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
2704,19,5002,4,0,1,0,0,0,52.705,13.853,51.585,13.306,0.9891,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,-0.011,-0.002,0.016,-0.128,15,35,5.669,4.912,5.698,4.929,0.455,0.353,0.225,1.203,0.6663,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
2724,20,5004,4,0,1,0,0,0,52.970,14.025,53.308,15.442,0.9750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,-0.011,-0.002,0.016,-0.128,35,55,5.677,4.918,5.706,4.935,0.395,0.244,0.233,1.160,0.6694,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
2744,20,5004,4,0,1,0,0,0,53.295,14.375,54.139,15.259,0.9711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,-0.011,-0.002,0.016,-0.128,55,75,5.686,4.923,5.715,4.940,0.468,0.198,-0.042,1.109,0.6725,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
2764,20,5004,4,0,1,0,0,0,53.573,14.369,52.367,14.465,0.9828,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,-0.011,-0.002,0.016,-0.128,75,95,5.695,4.929,5.724,4.945,0.522,0.240,-0.068,1.152,0.6755,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
2785,21,5006,4,0,1,0,0,0,53.873,14.332,54.423,14.465,0.9829,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,-0.011,-0.002,0.016,-0.128,96,116,5.705,4.934,5.732,4.950,0.439,0.197,-0.016,1.188,0.6787,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
2805,20,5004,4,0,1,0,0,0,54.162,14.258,55.413,14.099,0.9561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,-0.011,-0.002,0.016,-0.128,116,136,5.713,4.939,5.741,4.956,0.422,0.213,-0.035,1.153,0.6817,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.49,5,0.0000,0.0000,0.0000,0
2824,19,5002,4,0,1,0,0,0,54.429,13.883,53.779,13.184,0.9785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,-0.011,-0.002,0.016,-0.128,135,155,5.721,4.945,5.749,4.961,0.372,0.188,0.124,1.180,0.6845,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.49,5,0.0000,0.0000,0.0000,0
2845,21,5016,4,0,1,0,0,0,54.688,13.343,55.008,11.475,0.9775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,-0.011,0.031,0.016,-0.103,156,16,5.730,4.949,5.757,4.966,0.504,0.221,0.059,1.191,0.6873,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.49,5,0.0000,0.0000,0.0000,0
2864,19,5003,4,0,1,0,0,0,54.930,12.783,55.617,10.803,0.9745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.094,0.031,-0.003,-0.103,15,35,5.739,4.954,5.766,4.971,0.516,0.185,0.050,1.226,0.6903,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.49,5,0.0000,0.0000,0.0000,0
2885,21,5004,4,0,1,0,0,0,55.145,12.436,53.710,11.536,0.9850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.014,0.037,-0.004,-0.107,16,16,5.748,4.960,5.774,4.976,0.481,0.215,-0.170,1.169,0.6934,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.49,5,0.0000,0.0000,0.0000,0
2904,19,5002,4,0,1,0,0,0,55.406,12.739,55.882,13.733,0.9786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.014,0.037,-0.004,-0.107,35,35,5.756,4.965,5.782,4.980,0.420,0.247,0.103,1.075,0.6963,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.49,5,0.0000,0.0000,0.0000,0
2925,21,5004,4,0,1,0,0,0,55.609,12.807,56.141,12.756,0.9658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.014,0.037,-0.004,-0.107,56,56,5.764,4.970,5.790,4.985,0.328,0.203,0.263,1.141,0.6989,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.49,4,0.0000,0.0000,0.0000,0
2944,19,5001,4,0,1,0,0,0,55.863,13.022,55.258,13.428,0.9810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.014,0.037,-0.004,-0.107,75,75,5.772,4.975,5.798,4.990,0.380,0.255,0.135,1.088,0.7018,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.49,4,0.0000,0.0000,0.0000,0
2964,20,5003,4,0,1,0,0,0,56.166,13.369,58.828,14.221,0.9682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.014,0.037,-0.004,-0.107,95,95,5.779,4.980,5.806,4.995,0.292,0.228,-0.079,1.085,0.7044,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.47,5,0.0000,0.0000,0.0000,0
2984,20,5006,4,0,1,0,0,0,56.443,13.197,57.564,11.963,0.9468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.014,0.037,-0.004,-0.107,115,115,5.787,4.985,5.813,5.000,0.451,0.232,-0.065,1.145,0.7072,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.47,5,0.0000,0.0000,0.0000,0
3004,20,5003,4,0,1,0,0,0,56.670,12.501,56.695,10.315,0.9880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.948,6.127,0.014,0.004,-0.004,-0.107,135,15,5.796,4.989,5.821,5.004,0.387,0.225,-0.007,1.114,0.7101,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.47,5,0.0000,0.0000,0.0000,0
3024,20,5003,4,0,1,0,0,0,56.865,12.089,55.142,11.047,0.9803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.127,0.053,0.004,0.005,-0.107,15,35,5.804,4.994,5.829,5.009,0.384,0.233,0.014,1.098,0.7127,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.47,5,0.0000,0.0000,0.0000,0
3044,20,5003,4,0,1,0,0,0,57.149,12.420,59.090,13.306,0.9803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.127,0.053,0.004,0.005,-0.107,35,55,5.811,4.999,5.836,5.013,0.250,0.154,0.201,1.084,0.7153,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.47,4,0.0000,0.0000,0.0000,0
3064,20,5003,4,0,1,0,0,0,57.405,12.430,57.999,11.780,0.9601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.127,0.053,0.004,0.005,-0.107,55,75,5.818,5.003,5.844,5.018,0.279,0.215,0.227,1.077,0.7176,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.47,5,0.0000,0.0000,0.0000,0
3085,21,5003,4,0,1,0,0,0,57.645,12.219,59.012,11.597,0.9711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.127,0.053,0.004,0.005,-0.107,76,96,5.826,5.008,5.851,5.022,0.208,0.192,-0.006,1.046,0.7204,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.47,5,0.0000,0.0000,0.0000,0
3104,19,5002,4,0,1,0,0,0,57.868,12.039,57.021,11.841,0.9767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.127,0.053,0.004,0.005,-0.107,95,115,5.834,5.013,5.859,5.027,0.404,0.235,-0.043,1.012,0.7233,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.47,5,0.0000,0.0000,0.0000,0
3124,20,5003,4,0,1,0,0,0,58.120,12.206,58.892,12.573,0.9786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.127,0.053,0.004,0.005,-0.107,115,135,5.842,5.018,5.866,5.031,0.407,0.114,0.091,1.000,0.7259,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
3145,21,5003,4,0,1,0,0,0,58.362,12.357,57.342,12.878,0.9733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.091,0.025,0.014,-0.103,16,16,5.849,5.022,5.873,5.036,0.299,0.140,0.141,1.061,0.7286,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
3164,19,5001,4,0,1,0,0,0,58.643,12.609,61.345,13.306,0.9668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.091,-0.068,0.014,-0.073,35,15,5.856,5.026,5.880,5.040,0.231,0.255,0.136,1.056,0.7309,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
3184,20,5003,4,0,1,0,0,0,58.895,12.253,59.623,10.498,0.9576,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.007,-0.068,0.021,-0.073,15,35,5.863,5.030,5.887,5.044,0.297,0.120,0.249,1.132,0.7332,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
3204,20,5003,4,0,1,0,0,0,59.105,11.712,59.215,10.315,0.9807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.007,-0.068,0.021,-0.073,35,55,5.870,5.035,5.894,5.049,0.351,0.210,0.023,1.088,0.7356,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
3224,20,5003,4,0,1,0,0,0,59.315,11.411,58.933,11.108,0.9781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.007,-0.068,0.021,-0.073,55,75,5.878,5.039,5.901,5.053,0.395,0.203,-0.123,1.092,0.7382,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
3245,21,5003,4,0,1,0,0,0,59.543,11.293,59.425,10.681,0.9695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.007,-0.068,0.021,-0.073,76,96,5.886,5.043,5.908,5.057,0.215,0.169,-0.099,1.022,0.7408,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,5,0.0000,0.0000,0.0000,0
3264,19,5001,4,0,1,0,0,0,59.810,10.964,60.100,10.132,0.9762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.007,-0.068,0.021,-0.073,95,115,5.893,5.048,5.915,5.061,0.402,0.152,0.118,1.003,0.7433,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.48,9,0.0000,0.0000,0.0000,0
3285,21,5004,4,0,1,0,0,0,60.002,10.593,59.364,9.827,0.9798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.007,-0.068,0.021,-0.073,116,136,5.900,5.052,5.922,5.065,0.451,0.173,0.065,1.021,0.7456,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.46,5,0.0000,0.0000,0.0000,0
3304,19,5002,4,0,1,0,0,0,60.189,10.630,58.363,11.536,0.9867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.007,-0.068,0.021,-0.073,135,155,5.906,5.056,5.929,5.069,0.331,0.116,0.189,1.012,0.7478,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.46,5,0.0000,0.0000,0.0000,0
3324,20,5004,4,0,1,0,0,0,60.458,11.365,61.714,13.306,0.9781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.007,0.014,0.021,-0.079,155,15,5.913,5.060,5.935,5.073,0.328,0.222,-0.034,0.968,0.7502,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.46,5,0.0000,0.0000,0.0000,0
3345,21,5004,4,0,1,0,0,0,60.702,11.519,60.546,11.963,0.9726,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.014,0.014,0.019,-0.079,16,36,5.920,5.064,5.942,5.077,0.359,0.151,-0.049,0.976,0.7526,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.46,5,0.0000,0.0000,0.0000,0
3364,19,5004,4,0,1,0,0,0,60.944,11.681,62.080,12.146,0.9745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.014,0.014,0.019,-0.079,35,55,5.928,5.069,5.948,5.081,0.312,0.234,-0.222,0.942,0.7552,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.46,5,0.0000,0.0000,0.0000,0
3385,21,5004,4,0,1,0,0,0,61.194,11.712,61.729,11.963,0.9726,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.014,0.014,0.019,-0.079,56,76,5.935,5.072,5.955,5.085,0.274,0.089,-0.017,0.979,0.7575,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.46,5,0.0000,0.0000,0.0000,0
3404,19,5004,4,0,1,0,0,0,61.428,11.511,62.693,11.169,0.9691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.949,6.126,0.013,-0.039,0.019,-0.103,15,15,5.942,5.077,5.961,5.089,0.432,0.178,0.046,0.964,0.7599,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.86,1.46,5,0.0000,0.0000,0.0000,0
