t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,integral,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r
8198,1,84.95,2.78,87.00,0.00,0.00,0.000,25.94,40.09,0.03,-0.01,6.48,5.40
8218,1,85.03,2.93,87.00,0.00,0.00,0.000,25.94,40.09,0.03,-0.01,6.48,5.40
8239,1,85.09,2.96,87.00,0.00,0.00,0.000,25.94,40.09,0.03,-0.01,6.48,5.40
8258,1,85.16,2.93,87.00,0.00,0.00,0.000,25.94,40.09,0.03,-0.05,6.48,5.40
8278,1,85.22,2.89,87.00,0.00,0.00,0.000,25.94,40.09,0.06,-0.05,6.48,5.40
8298,1,85.27,2.94,87.00,0.00,0.00,0.000,25.94,40.09,0.06,-0.05,6.48,5.41
8318,1,85.34,3.05,87.00,0.00,0.00,0.000,25.94,40.09,0.06,-0.05,6.49,5.41
8339,1,85.41,3.27,87.00,0.00,0.00,0.000,25.94,40.09,0.06,-0.05,6.49,5.41
8359,1,85.50,3.51,87.00,0.00,0.00,0.000,25.94,40.09,0.06,-0.05,6.49,5.41
8378,1,85.58,3.64,87.00,0.00,0.00,0.000,25.94,40.09,0.06,-0.05,6.49,5.41
8398,1,85.66,3.67,87.00,0.00,0.00,0.000,25.94,40.09,0.06,-0.05,6.49,5.41
8418,1,85.74,3.52,87.00,0.00,0.00,0.000,25.94,40.09,0.06,-0.02,6.49,5.41
8439,1,85.80,3.30,87.00,0.00,0.00,0.000,25.94,40.09,-0.03,-0.02,6.49,5.41
8458,1,85.84,2.79,87.00,0.00,0.00,0.000,25.94,40.09,-0.03,-0.02,6.49,5.41
8478,1,85.88,2.36,87.00,0.00,0.00,0.000,25.94,40.09,-0.03,-0.02,6.49,5.41
8498,1,85.91,2.05,87.00,0.00,0.00,0.000,25.94,40.09,-0.03,-0.02,6.49,5.41
8518,1,85.93,1.90,87.00,0.00,0.00,0.000,25.94,40.09,-0.03,-0.02,6.49,5.41
8538,1,85.97,1.87,87.00,0.00,0.00,0.000,25.94,40.09,-0.03,-0.02,6.49,5.42
8558,1,86.01,1.85,87.00,0.00,0.00,0.000,25.94,40.09,-0.03,-0.02,6.49,5.42
8578,1,86.05,1.86,87.00,0.00,0.00,0.000,25.94,40.09,-0.03,-0.01,6.49,5.42
8598,1,86.09,1.94,87.00,0.00,0.00,0.000,25.94,40.09,-0.02,-0.01,6.49,5.42
8618,1,86.14,2.22,87.00,0.00,0.00,0.000,25.94,40.09,-0.02,-0.01,6.49,5.42
8639,1,86.20,2.46,87.00,0.00,0.00,0.000,25.94,40.09,-0.02,-0.01,6.49,5.42
8657,1,86.27,2.64,87.00,0.00,0.00,0.000,25.94,40.09,-0.02,-0.01,6.50,5.42
8680,1,86.33,2.69,87.00,0.00,0.00,0.000,25.94,40.09,-0.02,-0.01,6.50,5.42
8698,2,86.39,2.54,86.39,0.00,0.00,0.000,25.94,40.09,-0.02,-0.01,6.50,5.42
8719,2,86.43,2.28,87.00,-0.04,-0.31,0.011,25.94,40.09,-0.03,0.01,6.50,5.42
8739,2,86.46,2.15,87.00,0.54,0.35,0.022,25.94,40.09,0.02,-0.02,6.50,5.42
8758,2,86.50,2.15,87.00,0.50,0.17,0.032,25.94,40.09,-0.05,-0.06,6.50,5.42
8778,2,86.58,2.57,87.00,0.43,0.07,0.041,25.94,40.09,0.02,0.02,6.50,5.42
8799,2,86.65,2.85,87.00,0.35,-0.02,0.048,25.94,40.09,0.11,0.08,6.50,5.42
8819,2,86.73,2.97,87.00,0.28,-0.09,0.053,25.94,40.09,0.06,0.03,6.50,5.42
8840,2,86.79,2.82,87.00,0.22,-0.12,0.057,25.95,40.09,0.04,0.07,6.50,5.42
8858,2,86.81,2.30,87.00,0.19,-0.07,0.061,25.95,40.09,-0.01,0.02,6.50,5.42
8879,2,86.84,1.86,87.00,0.17,-0.04,0.064,25.95,40.09,0.04,-0.05,6.50,5.42
8898,2,86.84,1.36,87.00,0.16,0.01,0.067,25.95,40.09,0.00,0.03,6.50,5.42
8918,2,86.85,0.94,87.00,0.16,0.04,0.070,25.95,40.09,-0.05,-0.04,6.50,5.42
8939,2,86.86,0.73,87.00,0.15,0.05,0.073,25.95,40.09,-0.03,-0.05,6.50,5.42
8958,2,86.86,0.56,87.00,0.14,0.06,0.076,25.94,40.09,0.01,0.02,6.50,5.42
8979,2,86.87,0.45,87.00,0.13,0.07,0.079,25.94,40.09,-0.05,-0.01,6.50,5.42
8999,2,86.88,0.41,87.00,0.13,0.06,0.081,25.94,40.09,0.03,0.02,6.50,5.42
9019,2,86.88,0.30,87.00,0.12,0.07,0.084,25.95,40.09,-0.00,0.03,6.51,5.42
9039,2,86.89,0.36,87.00,0.11,0.05,0.086,25.95,40.09,0.02,0.02,6.51,5.42
9059,2,86.92,0.58,87.00,0.09,-0.00,0.087,25.95,40.09,0.07,0.02,6.51,5.42
9079,2,86.94,0.67,87.00,0.07,-0.03,0.089,25.95,40.09,0.07,0.01,6.51,5.42
9099,2,86.95,0.67,87.00,0.05,-0.03,0.090,25.95,40.10,0.04,-0.01,6.51,5.42
9119,2,86.96,0.58,87.00,0.04,-0.03,0.090,25.95,40.10,0.01,0.03,6.51,5.42
9140,2,86.97,0.43,87.00,0.04,-0.02,0.091,25.95,40.10,-0.01,-0.00,6.51,5.42
9158,2,86.97,0.27,87.00,0.04,0.00,0.092,25.95,40.10,0.01,0.01,6.51,5.42
9178,2,86.98,0.39,87.00,0.02,-0.03,0.092,25.95,40.10,-0.06,-0.01,6.51,5.42
9199,2,87.00,0.46,87.00,0.01,-0.05,0.092,25.95,40.10,0.02,0.01,6.51,5.42
9219,2,87.01,0.48,87.00,-0.00,-0.06,0.092,25.95,40.10,-0.04,-0.04,6.51,5.42
9240,2,87.01,0.43,87.00,-0.01,-0.06,0.092,25.95,40.10,0.02,-0.06,6.52,5.42
9258,2,87.02,0.35,87.00,-0.01,-0.05,0.091,25.95,40.10,0.02,0.02,6.52,5.42
9279,2,87.03,0.30,87.00,-0.02,-0.05,0.091,25.95,40.09,-0.03,-0.07,6.52,5.42
9298,2,87.03,0.28,87.00,-0.03,-0.05,0.090,25.95,40.09,-0.05,-0.00,6.52,5.42
9319,2,87.04,0.19,87.00,-0.03,-0.04,0.089,25.95,40.09,-0.00,-0.05,6.52,5.42
9340,2,87.05,0.24,87.00,-0.04,-0.06,0.089,25.94,40.09,-0.08,-0.04,6.52,5.42
9358,2,87.04,0.09,87.00,-0.04,-0.04,0.088,25.94,40.09,-0.09,-0.00,6.52,5.42
9379,2,87.04,0.04,87.00,-0.04,-0.03,0.087,25.94,40.09,-0.08,0.02,6.52,5.42
9399,2,87.04,-0.02,87.00,-0.04,-0.02,0.086,25.94,40.09,-0.03,-0.06,6.52,5.42
9418,2,87.05,0.02,87.00,-0.04,-0.03,0.085,25.94,40.09,-0.07,-0.02,6.52,5.42
9439,2,87.05,0.10,87.00,-0.05,-0.05,0.084,25.94,40.09,-0.07,-0.07,6.52,5.42
9458,2,87.06,0.08,87.00,-0.05,-0.05,0.083,25.94,40.09,-0.04,-0.05,6.52,5.42
9479,2,87.06,0.08,87.00,-0.06,-0.05,0.082,25.94,40.09,-0.03,-0.08,6.52,5.42
9499,2,87.07,0.16,87.00,-0.07,-0.07,0.080,25.94,40.09,-0.03,-0.05,6.52,5.42
9519,2,87.08,0.15,87.00,-0.07,-0.07,0.079,25.94,40.08,0.02,-0.06,6.52,5.42
9539,2,87.06,-0.11,87.00,-0.06,-0.02,0.077,25.94,40.08,-0.05,-0.04,6.52,5.42
9558,2,87.06,-0.18,87.00,-0.05,-0.01,0.076,25.93,40.08,-0.06,-0.06,6.52,5.42
9579,2,87.07,-0.04,87.00,-0.06,-0.04,0.075,25.93,40.08,0.01,-0.08,6.52,5.42
9599,2,87.08,0.11,87.00,-0.07,-0.07,0.073,25.93,40.08,0.03,-0.05,6.52,5.42
9619,2,87.08,0.06,87.00,-0.08,-0.06,0.072,25.93,40.08,0.03,-0.05,6.52,5.42
9640,2,87.08,0.05,87.00,-0.08,-0.06,0.070,25.93,40.08,-0.02,-0.01,6.52,5.42
9658,2,87.09,0.04,87.00,-0.08,-0.06,0.068,25.93,40.08,-0.04,-0.02,6.52,5.42
9678,2,87.09,0.08,87.00,-0.09,-0.07,0.066,25.93,40.08,-0.09,-0.05,6.52,5.42
9699,2,87.09,0.10,87.00,-0.09,-0.07,0.065,25.93,40.07,-0.01,-0.06,6.52,5.42
9719,2,87.10,0.14,87.00,-0.10,-0.08,0.063,25.93,40.07,-0.06,-0.04,6.52,5.43
9739,2,87.09,-0.14,87.00,-0.09,-0.03,0.061,25.92,40.07,-0.04,-0.01,6.52,5.43
9760,2,87.09,-0.27,87.00,-0.08,-0.02,0.059,25.92,40.07,-0.04,-0.05,6.51,5.42
9778,2,87.08,-0.35,87.00,-0.08,-0.01,0.057,25.92,40.07,-0.01,0.06,6.51,5.41
9799,2,87.07,-0.59,87.00,-0.07,0.03,0.056,25.92,40.07,-0.04,0.03,6.50,5.41
9818,2,87.05,-0.88,87.00,-0.05,0.08,0.055,25.92,40.07,-0.02,-0.02,6.49,5.40
9839,2,87.02,-1.17,87.00,-0.02,0.13,0.054,25.92,40.07,0.09,-0.06,6.48,5.39
9858,2,86.99,-1.45,87.00,0.02,0.19,0.055,25.92,40.07,-0.00,-0.01,6.47,5.38
9879,2,86.95,-1.66,87.00,0.05,0.24,0.056,25.92,40.07,0.05,0.02,6.46,5.37
9899,2,86.93,-1.56,87.00,0.07,0.23,0.057,25.92,40.07,0.08,0.05,6.45,5.36
9919,2,86.92,-1.27,87.00,0.08,0.20,0.059,25.92,40.07,0.12,0.09,6.44,5.35
9938,2,86.92,-1.04,87.00,0.08,0.17,0.060,25.93,40.08,0.17,0.25,6.43,5.34
9959,2,86.90,-1.05,87.00,0.10,0.19,0.062,25.93,40.08,0.16,0.19,6.42,5.33
9978,2,86.86,-1.32,87.00,0.14,0.26,0.065,25.94,40.08,0.12,0.11,6.41,5.32
9999,2,86.83,-1.39,87.00,0.17,0.29,0.068,25.94,40.09,0.10,0.05,6.40,5.31
10019,2,86.80,-1.38,87.00,0.20,0.30,0.072,25.94,40.09,0.18,0.09,6.39,5.30
10039,2,86.80,-1.01,87.00,0.20,0.25,0.076,25.95,40.09,0.11,0.14,6.38,5.29
10058,2,86.86,0.13,87.00,0.15,0.05,0.079,25.95,40.10,0.22,0.17,6.37,5.28
10079,2,86.90,0.70,87.00,0.10,-0.03,0.081,25.96,40.10,0.36,0.29,6.36,5.27
10099,2,86.87,0.23,87.00,0.13,0.08,0.084,25.97,40.11,0.14,0.20,6.35,5.26
10119,2,86.84,-0.20,87.00,0.16,0.15,0.087,25.97,40.11,0.02,0.04,6.34,5.25
10139,2,86.86,0.28,87.00,0.14,0.05,0.090,25.97,40.11,0.03,0.06,6.33,5.24
10160,2,86.90,0.87,87.00,0.10,-0.05,0.092,25.97,40.12,0.06,0.13,6.32,5.23
10178,2,86.93,1.17,87.00,0.07,-0.10,0.093,25.97,40.12,0.12,0.11,6.31,5.22
10198,2,86.95,1.12,87.00,0.06,-0.09,0.094,25.98,40.12,-0.03,0.03,6.30,5.21
10219,2,86.96,1.00,87.00,0.05,-0.09,0.095,25.98,40.12,0.01,-0.01,6.29,5.20
10239,2,86.98,1.10,87.00,0.02,-0.12,0.095,25.97,40.12,0.03,-0.07,6.28,5.19
10259,2,87.01,1.21,87.00,-0.00,-0.16,0.095,25.97,40.12,-0.03,-0.10,6.27,5.18
10280,2,87.03,1.15,87.00,-0.03,-0.16,0.094,25.97,40.12,-0.04,-0.10,6.26,5.18
10298,2,87.06,1.22,87.00,-0.06,-0.19,0.093,25.97,40.11,-0.11,-0.12,6.25,5.16
10318,2,87.10,1.38,87.00,-0.09,-0.24,0.091,25.97,40.11,-0.09,-0.12,6.24,5.15
10339,2,87.12,1.14,87.00,-0.11,-0.22,0.089,25.96,40.11,-0.08,-0.06,6.23,5.15
10360,2,87.12,0.71,87.00,-0.12,-0.17,0.086,25.96,40.11,-0.13,-0.13,6.22,5.14
10378,2,87.12,0.35,87.00,-0.11,-0.12,0.084,25.95,40.10,-0.23,-0.18,6.21,5.13
10399,2,87.15,0.61,87.00,-0.14,-0.19,0.081,25.95,40.09,-0.08,-0.12,6.20,5.11
10419,2,87.18,0.78,87.00,-0.17,-0.24,0.078,25.95,40.09,-0.07,-0.04,6.19,5.11
10439,2,87.19,0.50,87.00,-0.18,-0.19,0.074,25.95,40.09,-0.13,-0.03,6.18,5.10
10458,2,87.17,-0.04,87.00,-0.17,-0.11,0.070,25.94,40.09,-0.10,-0.07,6.17,5.09
10479,2,87.13,-0.90,87.00,-0.12,0.03,0.068,25.94,40.09,-0.16,-0.08,6.16,5.07
10499,2,87.07,-1.52,87.00,-0.07,0.13,0.067,25.93,40.08,-0.16,-0.14,6.15,5.07
10519,2,87.03,-1.81,87.00,-0.03,0.19,0.066,25.93,40.08,-0.09,-0.06,6.14,5.05
10539,2,87.00,-1.86,87.00,0.01,0.20,0.066,25.93,40.08,-0.02,-0.05,6.13,5.05
10560,2,86.97,-1.76,87.00,0.03,0.21,0.066,25.93,40.08,0.03,0.01,6.12,5.04
10577,2,86.98,-1.25,87.00,0.03,0.15,0.067,25.93,40.08,0.16,0.11,6.11,5.03
10600,2,86.97,-1.09,87.00,0.04,0.13,0.068,25.94,40.08,0.16,0.08,6.10,5.02
10618,2,86.94,-1.27,87.00,0.07,0.19,0.069,25.94,40.09,0.12,0.05,6.09,5.01
10639,2,86.90,-1.44,87.00,0.10,0.23,0.071,25.94,40.09,0.10,0.01,6.08,5.00
10659,2,86.89,-1.27,87.00,0.11,0.21,0.073,25.94,40.09,0.03,0.06,6.07,4.99
10680,2,86.88,-0.98,87.00,0.12,0.18,0.075,25.95,40.09,0.07,0.08,6.06,4.98
10697,2,86.90,-0.51,87.00,0.11,0.13,0.077,25.95,40.10,0.17,0.14,6.05,4.97
10720,2,86.94,0.25,87.00,0.07,-0.02,0.079,25.96,40.10,0.17,0.14,6.04,4.96
10738,2,86.93,0.12,87.00,0.07,0.03,0.080,25.96,40.11,0.17,0.18,6.03,4.95
10758,2,86.90,-0.33,87.00,0.10,0.12,0.082,25.96,40.11,0.06,0.06,6.02,4.94
10779,2,86.89,-0.34,87.00,0.12,0.12,0.084,25.96,40.11,0.01,0.04,6.01,4.93
10799,2,86.89,-0.18,87.00,0.12,0.09,0.086,25.96,40.11,-0.02,0.10,6.00,4.92
10819,2,86.92,0.31,87.00,0.09,-0.00,0.088,25.97,40.11,0.01,0.10,5.99,4.91
10838,2,86.95,0.82,87.00,0.05,-0.09,0.089,25.97,40.12,0.07,0.13,5.98,4.90
10858,2,86.98,0.94,87.00,0.03,-0.11,0.089,25.97,40.12,0.04,0.14,5.97,4.89
10879,2,86.99,0.82,87.00,0.02,-0.09,0.090,25.97,40.12,0.01,-0.01,5.96,4.88
10899,2,86.98,0.48,87.00,0.02,-0.04,0.090,25.97,40.12,-0.03,-0.00,5.95,4.87
10919,2,86.97,0.16,87.00,0.03,0.00,0.091,25.97,40.12,-0.09,-0.08,5.94,4.86
10939,2,86.97,0.14,87.00,0.03,-0.01,0.091,25.97,40.12,-0.02,-0.11,5.93,4.85
10958,2,87.00,0.48,87.00,0.00,-0.08,0.091,25.97,40.11,0.01,0.00,5.92,4.84
10979,2,87.03,0.83,87.00,-0.03,-0.14,0.091,25.97,40.11,-0.02,-0.01,5.91,4.83
11000,2,87.05,0.91,87.00,-0.05,-0.16,0.090,25.97,40.11,-0.02,-0.06,5.90,4.82
11018,2,87.06,0.64,87.00,-0.05,-0.12,0.088,25.96,40.11,-0.05,-0.07,5.89,4.81
11039,2,87.06,0.42,87.00,-0.05,-0.10,0.087,25.96,40.11,-0.05,-0.07,5.88,4.80
11059,2,87.06,0.20,87.00,-0.05,-0.07,0.086,25.96,40.11,-0.06,-0.07,5.87,4.79
11078,2,87.05,-0.02,87.00,-0.05,-0.04,0.085,25.96,40.10,-0.13,-0.04,5.86,4.78
11098,2,87.06,0.08,87.00,-0.06,-0.07,0.084,25.95,40.10,-0.11,-0.06,5.85,4.77
11119,2,87.07,0.12,87.00,-0.07,-0.08,0.082,25.95,40.10,-0.05,-0.04,5.84,4.76
11139,2,87.09,0.33,87.00,-0.08,-0.12,0.081,25.95,40.10,-0.04,-0.03,5.83,4.75
11160,2,87.10,0.41,87.00,-0.10,-0.14,0.079,25.95,40.10,-0.06,-0.04,5.82,4.74
11178,2,87.11,0.24,87.00,-0.10,-0.11,0.076,25.95,40.10,-0.04,-0.04,5.81,4.73
11199,2,87.10,0.06,87.00,-0.10,-0.09,0.074,25.95,40.09,-0.06,-0.06,5.80,4.72
11218,2,87.09,-0.20,87.00,-0.09,-0.05,0.073,25.95,40.09,-0.03,-0.07,5.79,4.71
11239,2,87.08,-0.38,87.00,-0.08,-0.02,0.071,25.94,40.09,-0.06,0.03,5.78,4.70
11259,2,87.07,-0.45,87.00,-0.07,-0.01,0.070,25.94,40.09,-0.05,-0.04,5.77,4.69
11280,2,87.05,-0.64,87.00,-0.05,0.03,0.068,25.94,40.09,-0.05,-0.02,5.76,4.68
11298,2,87.05,-0.63,87.00,-0.04,0.03,0.068,25.94,40.09,-0.05,0.02,5.75,4.67
11319,2,87.03,-0.75,87.00,-0.03,0.06,0.067,25.94,40.09,0.02,0.00,5.74,4.66
11338,2,87.01,-0.85,87.00,-0.01,0.08,0.067,25.94,40.09,-0.01,-0.01,5.73,4.65
11358,2,86.99,-1.02,87.00,0.02,0.12,0.067,25.94,40.09,-0.04,-0.10,5.72,4.64
11379,2,86.96,-1.17,87.00,0.04,0.15,0.068,25.94,40.09,0.03,-0.02,5.71,4.63
11399,2,86.94,-1.20,87.00,0.06,0.17,0.069,25.94,40.09,0.03,0.04,5.70,4.62
11419,2,86.93,-1.12,87.00,0.08,0.17,0.070,25.94,40.09,0.04,0.03,5.69,4.61
11439,2,86.91,-1.11,87.00,0.09,0.18,0.072,25.94,40.09,0.09,0.04,5.68,4.60
11459,2,86.91,-0.79,87.00,0.09,0.13,0.074,25.95,40.09,0.08,0.12,5.67,4.59
11478,2,86.92,-0.53,87.00,0.09,0.10,0.075,25.95,40.09,0.11,0.10,5.66,4.58
11499,2,86.93,-0.12,87.00,0.07,0.04,0.077,25.95,40.10,0.13,0.20,5.65,4.57
11519,2,86.94,-0.00,87.00,0.06,0.03,0.078,25.96,40.10,0.16,0.17,5.64,4.56
11539,2,86.90,-0.53,87.00,0.10,0.14,0.080,25.96,40.11,0.04,0.06,5.63,4.55
11560,2,86.87,-0.83,87.00,0.13,0.19,0.082,25.96,40.11,0.07,-0.01,5.62,4.54
11578,2,86.87,-0.59,87.00,0.13,0.14,0.085,25.96,40.11,0.06,0.01,5.61,4.53
11598,2,86.87,-0.33,87.00,0.13,0.10,0.088,25.96,40.11,0.09,0.16,5.60,4.52
11619,2,86.88,-0.07,87.00,0.12,0.07,0.090,25.97,40.11,0.05,0.07,5.59,4.51
11639,2,86.90,0.24,87.00,0.10,0.02,0.092,25.97,40.12,0.14,0.10,5.58,4.50
11659,2,86.91,0.33,87.00,0.09,0.01,0.094,25.97,40.12,0.13,0.18,5.57,4.49
11680,2,86.90,0.12,87.00,0.11,0.05,0.096,25.98,40.12,0.02,0.08,5.56,4.48
11698,2,86.90,0.04,87.00,0.11,0.06,0.098,25.98,40.12,0.01,-0.03,5.55,4.47
11719,2,86.90,0.06,87.00,0.11,0.05,0.100,25.98,40.12,0.01,0.01,5.54,4.46
11738,2,86.92,0.30,87.01,0.09,-0.00,0.101,25.98,40.13,0.02,-0.01,5.53,4.45
11760,2,86.94,0.54,87.01,0.07,-0.04,0.103,25.98,40.13,0.06,-0.03,5.52,4.44
11778,2,86.95,0.69,87.01,0.05,-0.07,0.104,25.98,40.13,0.02,-0.04,5.51,4.43
11799,2,86.98,0.82,87.01,0.03,-0.10,0.104,25.98,40.13,0.05,0.00,5.50,4.42
11819,2,86.99,0.84,87.01,0.01,-0.11,0.104,25.98,40.13,-0.01,-0.04,5.49,4.41
11839,2,87.01,0.85,87.01,-0.00,-0.12,0.104,25.98,40.13,0.01,-0.03,5.48,4.40
11858,2,87.02,0.81,87.01,-0.01,-0.12,0.104,25.98,40.13,-0.06,-0.06,5.47,4.39
11879,2,87.02,0.66,87.01,-0.02,-0.11,0.103,25.98,40.12,-0.17,-0.13,5.46,4.38
11899,2,87.02,0.44,87.01,-0.01,-0.08,0.103,25.97,40.12,-0.16,-0.16,5.45,4.37
11919,2,87.04,0.58,87.01,-0.03,-0.11,0.102,25.97,40.11,-0.11,-0.15,5.44,4.36
11939,2,87.09,1.22,87.01,-0.09,-0.25,0.100,25.97,40.11,-0.05,-0.08,5.43,4.35
11959,2,87.14,1.46,87.00,-0.13,-0.29,0.098,25.97,40.11,-0.05,0.01,5.42,4.34
11978,2,87.14,1.18,87.00,-0.14,-0.24,0.095,25.96,40.11,-0.12,-0.06,5.41,4.33
11999,2,87.13,0.65,87.00,-0.12,-0.17,0.092,25.96,40.11,-0.20,-0.16,5.40,4.32
12019,2,87.13,0.42,87.00,-0.12,-0.14,0.090,25.95,40.10,-0.18,-0.21,5.39,4.30
12039,2,87.17,0.90,87.00,-0.17,-0.25,0.086,25.95,40.10,-0.08,-0.11,5.38,4.29
12059,2,87.21,1.11,87.00,-0.20,-0.30,0.082,25.95,40.09,-0.06,0.00,5.37,4.29
12080,2,87.23,1.06,87.00,-0.23,-0.29,0.078,25.94,40.09,-0.05,-0.14,5.36,4.28
12098,2,87.23,0.63,87.00,-0.23,-0.24,0.073,25.94,40.09,-0.19,-0.10,5.35,4.26
12118,2,87.21,-0.05,87.00,-0.21,-0.13,0.069,25.93,40.08,-0.23,-0.10,5.34,4.25
12139,2,87.16,-0.91,87.00,-0.15,0.01,0.066,25.93,40.08,-0.18,-0.23,5.33,4.24
12159,2,87.13,-1.23,87.00,-0.13,0.05,0.063,25.92,40.07,-0.17,-0.21,5.32,4.24
12179,2,87.15,-0.82,87.00,-0.15,-0.04,0.060,25.92,40.07,-0.04,-0.11,5.31,4.22
12200,2,87.14,-0.79,87.00,-0.14,-0.02,0.057,25.92,40.07,-0.01,0.00,5.30,4.21
12218,2,87.11,-1.19,87.00,-0.10,0.07,0.055,25.92,40.07,0.02,-0.06,5.29,4.20
12238,2,87.07,-1.46,87.00,-0.07,0.12,0.054,25.92,40.07,0.02,-0.05,5.28,4.19
12259,2,87.04,-1.57,87.00,-0.04,0.15,0.053,25.92,40.07,-0.02,-0.02,5.27,4.18
12280,2,87.01,-1.64,87.00,-0.01,0.18,0.053,25.92,40.07,0.06,0.08,5.26,4.17
12298,2,86.98,-1.53,87.00,0.02,0.18,0.053,25.92,40.07,0.03,-0.00,5.25,4.16
12319,2,86.97,-1.39,87.00,0.03,0.17,0.053,25.92,40.07,0.04,0.16,5.24,4.15
12339,2,86.96,-1.11,87.00,0.04,0.14,0.054,25.92,40.07,0.14,0.11,5.23,4.14
12358,2,86.96,-0.82,87.00,0.04,0.11,0.055,25.93,40.07,0.15,0.15,5.22,4.13
12378,2,86.95,-0.72,87.00,0.05,0.11,0.056,25.93,40.08,0.16,0.08,5.21,4.12
12399,2,86.93,-0.75,87.00,0.07,0.13,0.057,25.93,40.08,0.18,0.08,5.20,4.11
12419,2,86.90,-1.02,87.00,0.11,0.20,0.060,25.94,40.08,0.09,0.04,5.19,4.11
12439,2,86.87,-1.08,87.00,0.13,0.22,0.062,25.94,40.08,0.03,0.06,5.18,4.09
12459,2,86.85,-1.08,87.00,0.15,0.22,0.065,25.94,40.09,0.16,0.10,5.17,4.08
12480,2,86.84,-0.98,87.00,0.17,0.22,0.068,25.94,40.09,0.07,0.08,5.16,4.07
12497,2,86.84,-0.59,87.00,0.16,0.18,0.072,25.95,40.09,0.14,0.16,5.15,4.06
12520,2,86.87,0.02,87.00,0.13,0.07,0.074,25.95,40.10,0.15,0.15,5.14,4.05
12538,2,86.92,0.65,87.00,0.08,-0.05,0.076,25.95,40.10,0.26,0.18,5.13,4.04
12559,2,86.94,0.76,87.00,0.06,-0.06,0.077,25.96,40.11,0.16,0.14,5.12,4.03
12579,2,86.90,0.02,87.00,0.10,0.08,0.079,25.96,40.11,0.02,0.07,5.11,4.02
12600,2,86.88,-0.30,87.00,0.13,0.13,0.081,25.96,40.11,-0.02,0.01,5.10,4.01
12618,2,86.87,-0.25,87.00,0.13,0.11,0.084,25.96,40.11,0.02,-0.00,5.09,4.00
12639,2,86.87,-0.15,87.00,0.13,0.10,0.086,25.96,40.11,-0.08,0.05,5.08,3.99
12659,2,86.89,0.32,87.00,0.11,0.02,0.089,25.96,40.11,0.04,0.06,5.07,3.98
12680,2,86.92,0.70,87.00,0.08,-0.05,0.090,25.97,40.11,0.11,0.09,5.06,3.97
12698,2,86.95,1.03,87.00,0.05,-0.10,0.091,25.97,40.12,0.06,0.11,5.05,3.96
12719,2,86.97,1.08,87.00,0.03,-0.12,0.092,25.97,40.12,0.07,0.06,5.04,3.95
12739,2,86.97,0.86,87.00,0.03,-0.08,0.092,25.97,40.12,-0.06,0.01,5.03,3.94
12758,2,86.97,0.66,87.00,0.03,-0.06,0.093,25.97,40.12,-0.03,-0.03,5.02,3.93
12779,2,86.97,0.44,87.00,0.03,-0.04,0.093,25.97,40.12,-0.11,-0.07,5.01,3.92
12800,2,86.99,0.50,87.00,0.02,-0.06,0.094,25.97,40.11,-0.06,-0.06,5.00,3.91
12818,2,87.03,0.97,87.00,-0.03,-0.16,0.093,25.96,40.11,-0.01,-0.05,4.99,3.90
12839,2,87.07,1.25,87.00,-0.06,-0.21,0.092,25.96,40.11,0.09,-0.03,4.98,3.89
12859,2,87.08,1.05,87.00,-0.07,-0.18,0.090,25.96,40.11,-0.06,-0.03,4.97,3.88
12878,2,87.08,0.85,87.00,-0.08,-0.16,0.088,25.96,40.11,-0.09,-0.12,4.96,3.87
12899,2,87.08,0.52,87.00,-0.08,-0.12,0.087,25.95,40.10,-0.14,-0.17,4.95,3.86
12919,2,87.10,0.58,87.00,-0.09,-0.15,0.085,25.95,40.10,-0.14,-0.15,4.94,3.85
12939,2,87.13,0.94,87.00,-0.13,-0.23,0.082,25.95,40.10,-0.03,-0.04,4.93,3.84
12959,2,87.17,1.09,87.00,-0.16,-0.26,0.079,25.95,40.09,-0.07,-0.07,4.92,3.83
12979,2,87.19,1.10,87.00,-0.19,-0.27,0.075,25.94,40.09,-0.11,-0.05,4.91,3.82
12999,2,87.21,0.93,87.00,-0.20,-0.26,0.071,25.94,40.09,-0.08,-0.11,4.90,3.81
13018,2,87.19,0.52,87.00,-0.19,-0.19,0.067,25.94,40.09,-0.16,-0.10,4.89,3.80
13039,2,87.17,0.02,87.00,-0.17,-0.11,0.064,25.93,40.08,-0.26,-0.15,4.88,3.79
13059,2,87.16,-0.20,87.00,-0.16,-0.09,0.060,25.92,40.08,-0.19,-0.20,4.87,3.78
13080,2,87.18,-0.01,87.00,-0.17,-0.13,0.057,25.92,40.07,-0.11,-0.14,4.85,3.77
13098,2,87.19,0.12,87.00,-0.18,-0.15,0.053,25.92,40.07,0.00,-0.08,4.85,3.76
13119,2,87.18,0.01,87.00,-0.18,-0.12,0.050,25.92,40.07,-0.17,-0.09,4.84,3.75
13137,2,87.18,-0.19,87.00,-0.17,-0.10,0.046,25.91,40.06,-0.15,-0.12,4.83,3.74
13160,2,87.19,-0.04,87.00,-0.19,-0.13,0.042,25.91,40.06,-0.14,-0.13,4.82,3.73
13178,2,87.18,-0.18,87.00,-0.18,-0.10,0.039,25.91,40.06,-0.01,-0.05,4.80,3.72
13199,2,87.17,-0.31,87.00,-0.17,-0.07,0.035,25.91,40.05,-0.09,-0.12,4.79,3.71
